2023-03-15 00:20:46 , udn , 2024立委戰／苗栗縣長選後新局 藍擬大和解 綠有新勢力 , https://udn.com/news/story/6656/7031943?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:51:05 , udn , 西區龍頭金塊今天迎戰暴龍隊，首節就被攻進49分，終場以110：125輸球，苦吞進期的4連敗，賽後金塊主帥馬龍（Michael Malone）點出球隊的最大問題是防守，不能處於放鬆模式。

暴龍首節 , https://udn.com/news/story/7002/7033121?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:51:25 , udn , 台商聯合拜會海基會 盼放寬投資台灣項目及條件 促偏鄉發展 , https://udn.com/news/story/7333/7033141?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:51:36 , udn , 亞洲、港澳、大陸台商14日下午聯合拜會海基會，在政府推動投資台灣三大方案延長三年美意下，希望政府放寬項目及條件申請，協助... , https://udn.com/news/story/7333/7033141?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:51:56 , udn , 大陸央行黨委擴大會議 將「妥善應對美西方遏制打壓」 , https://udn.com/news/story/7331/7033129?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:52:07 , udn , 大陸與美國之間的競爭，近期越來越有公開「點名」的趨勢，在大陸國家主席習近平於「兩會」期間罕見公開批評美國後，中國人民銀行... , https://udn.com/news/story/7331/7033129?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:52:27 , udn , 把莫內變成一道菜！樂斐將Fine dining轉化為行動藝術 , https://udn.com/news/story/7270/7033148?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:52:38 , udn , 位於北市大直的樂斐（LOPFAIT）法式餐廳本季與藝術結合，不僅和藝術家石小墨（SHIH SIAO-MO）攜手，將其全新... , https://udn.com/news/story/7270/7033148?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:52:58 , udn , 惠譽：連線銀行BBB評等列入正向評等觀察 , https://udn.com/news/story/7241/7033139?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:53:08 , udn , 繼Z Holdings Corporation (ZHD)宣布其與該公司旗下兩家完全持有的子公司─日本連線股份有限公司與... , https://udn.com/news/story/7241/7033139?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:53:29 , udn , 歷史建築台銀彰化日式宿舍動工修復 文化景點再添一處 , https://udn.com/news/story/7325/7033130?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:53:39 , udn , 歷史建築台灣銀行彰化日式舊宿舍修復再利用工程今天開工，舊宿舍興建於日治昭和時期，已有88年歷史，彰化副縣長林田富說，此次... , https://udn.com/news/story/7325/7033130?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:53:55 , udn , 韓國總統尹錫悅：日韓加強合作 可望提振全球半導體供應鏈 , https://udn.com/news/story/6811/7033065?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:54:00 , udn , 景氣不佳！傳蘋果遞延部分員工獎金6個月 一年只發一次 , https://udn.com/news/story/7240/7033140?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:54:06 , udn , 集微網消息，韓國總統尹錫悅認為，一項結束與日本不和的協議將為改善這兩個鄰國之間的商業關係開闢道路，這可能會提振全球半導體供應鏈，並穩定韓國與中國的經濟關係。 , https://udn.com/news/story/6811/7033065?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:54:10 , udn , 消費景氣前景不佳，不少科技巨擘展開裁員，蘋果雖然沒有裁員但已傳出控管預算並傳出將遞延員工獎金6個月，同時改為一年只發放一... , https://udn.com/news/story/7240/7033140?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:54:26 , udn , ChatGPT難辨資料優劣　學倫學會：研究者須為產出負責 , https://udn.com/news/story/7266/7033153?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:54:36 , udn , 台灣大學日前公布「針對生成式AI工具之教學因應措施」，鼓勵教師將ChatGPT等視為精進教學的契機。台灣學術倫理教育學會... , https://udn.com/news/story/7266/7033153?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:54:41 , udn , 台北股市今天上漲27.17點，收15387.59點。3月電子期收726.95點，上漲4.6點，正價差0.78點；3月金融... , https://udn.com/news/story/7255/7033116?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:54:57 , udn , 苗栗迎接疫後旅遊潮 主動出擊赴新加坡辦推介會行銷 , https://udn.com/news/story/7324/7033150?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:55:07 , udn , 苗栗縣政府迎接疫後觀光旅遊潮，爭取國際觀光客來苗，由縣長鍾東錦率團帶領縣內旅遊業者、觀光協會等代表赴新加坡，推介苗栗縣自... , https://udn.com/news/story/7324/7033150?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:56:56 , udn , 故宮10萬件文物高階圖檔遭駭 王婉諭建議直接釋出檔案 , https://udn.com/news/story/7266/7033156?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:57:06 , udn , 故宮近期爆出數位資料庫遭駭客入侵，數萬張國寶數位圖檔被盜，甚至流至百度、淘寶等網站賤賣，時代力量黨主席王婉諭今天表示，其... , https://udn.com/news/story/7266/7033156?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:57:27 , udn , 美軍曬援土耳其賑災物資 赫見中文字 , https://udn.com/news/story/6812/7032924?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:57:29 , udn , 統一美債ETF實際配息每單位0.35元 明日為最後買進日 , https://udn.com/news/story/123006/7033138?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:57:37 , udn , 美軍官方的一則宣傳物料引發網絡嘲諷， 原因是他們發布的美軍賑災土耳其的宣傳圖片中，救災物資上卻赫然寫著中文；照片中，一名... , https://udn.com/news/story/6812/7032924?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:57:39 , udn , 統一美債10年Aa-A ETF（00853B）發布第二階段配息公告，每單位配發金額較預估值上調至0.35元，預計3月17... , https://udn.com/news/story/123006/7033138?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:57:58 , udn , 環時：澳洲藉AUKUS搞核潛艇 將淪「凶宅」 , https://udn.com/news/story/6812/7032925?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:58:08 , udn , 澳英美三方安全夥伴關係(AUKUS)13日宣布，將協助澳洲建立核動力潛艦艦隊。中國外交部批評三國為了一己地緣政治私利，在... , https://udn.com/news/story/6812/7032925?from=udn-ch1_breaknews-1-0-news
2023-03-15 14:59:56 , udn , 國票金兩交易日跌幅達10％…不配息竟比疫情來還恐怖！ 專家悟出真道理 , https://udn.com/news/story/7252/7033008?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:00:06 , udn , 自從國票金(2889)宣布今年不配息後，2個交易日從13.2跌到11.8，跌幅10%。2天內能跌超過8%，這種罕見的情形在過去10多年日子裡，只有發生過「4次」。 , https://udn.com/news/story/7252/7033008?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:00:27 , udn , 金門大學攜手美商3M簽訂備忘錄  迎向產學合作新藍海 , https://udn.com/news/story/6928/7033171?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:00:37 , udn , 國立金門大學為橋接該校技術與產業發展需求，昨日與美商3M台灣子公司簽訂「產學合作備忘錄」，由金大校長陳建民和美商3M台灣... , https://udn.com/news/story/6928/7033171?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:00:58 , udn , 大年初一想發財竟搶彩券行 36張二千元刮刮樂彩金出爐 , https://udn.com/news/story/7320/7033170?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:01:02 , udn , 拜習通話有譜？汪文斌：美應拿出誠意來 , https://udn.com/news/story/7331/7032923?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:01:08 , udn , 桃園一名林姓男子缺錢花用，今年1月大年初一竟跑到中壢某彩券行犯案，佯裝要挑刮刮樂，卻趁店員不住意整本搶走，結果價值7萬2... , https://udn.com/news/story/7320/7033170?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:01:13 , udn , 美國總統拜登13日與英國首相蘇納克會談開始時宣布，將很快與中國國家主席習近平對話，但不願說明具體時間。 , https://udn.com/news/story/7331/7032923?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:01:28 , udn , 盧秀燕宣布全國最低價 限定市民「299+台鐵」吃到飽 , https://udn.com/news/story/7325/7033172?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:01:39 , udn , 交通部最新公布公共運輸使用方案及規劃通勤方案，台中市長盧秀燕宣布最新方案，台中市民專屬「299加台鐵」吃到飽，全國最低價... , https://udn.com/news/story/7325/7033172?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:01:59 , udn , 「星巴克標價太荒謬」年收千萬富豪卻自己泡咖啡！ 更多有錢人連車子也不買 , https://udn.com/news/story/121591/7033077?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:02:10 , udn , 有錢人和你想的不一樣！在今天小資上班族領少少薪水，也要用力追求小確幸的時代，你可能意想不到向來精打細算的有錢人，對於花錢這檔事有其在意的「眉角」，雖然有能力可以負擔得起許多東西，卻不願意將辛苦賺來的錢隨意花掉……；你可能很難想像：原來有錢人比你我還要在意錢、錙銖必較，「有錢人之所以有錢，是因為他們把錢看得很重，不會覺得花小錢『無所謂』，更不會花錢去買一些『無謂』的東西，因為那都只是在浪費錢而已！」怎麼說？以下跟著小花平台一起來看看有錢人的想法和論調。 , https://udn.com/news/story/121591/7033077?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:02:30 , udn , 就怕間諜與漏洞 印度擬要求手機可移除預裝app , https://udn.com/news/story/7098/7033162?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:02:41 , udn , 印度計劃強迫智慧手機製造商允許移除預先安裝的應用程式（app），並依據提案中的新安全規定來強制篩檢主要的作業系統更新。 , https://udn.com/news/story/7098/7033162?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:02:56 , udn , 鎖定剛需客群　王品推鐵板燒新品牌「就饗」 , https://udn.com/news/story/7270/7033177?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:03:01 , udn , 海軍接連爆發掉槍事件　邱國正震怒：會辦很多人 , https://udn.com/news/story/10930/7033163?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:03:06 , udn , 餐飲龍頭王品深化鐵板燒布局，新品牌「就饗鐵板燒」，主打中平價的剛需客群，也是集團旗下第四個鐵板燒品牌，王品表示，就饗今年... , https://udn.com/news/story/7270/7033177?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:03:11 , udn , 海軍近日一連爆發兩起重大軍械疏失事件，國防部長邱國正今天在立法院外交國防委員會接受質詢時動怒，痛批「怎麼會有這麼膽大、無... , https://udn.com/news/story/10930/7033163?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:03:27 , udn , 演唱會黃牛票猖獗 立委籲速修文創法拚4月三讀 , https://udn.com/news/story/7266/7033176?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:03:32 , udn , 矽銀風波 1中企拿回6億存款 另有多家企業全身而退 , https://udn.com/news/story/7333/7032926?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:03:37 , udn , 演唱會黃牛票現象日益猖獗。文化部擬提出「文化創意產業發展法」修法加重罰鍰，盼有效抑制黃牛。民進黨立委賴瑞隆、吳思瑤、范雲... , https://udn.com/news/story/7266/7033176?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:03:42 , udn , 擁有40年歷史的美國矽谷銀行（SVB）無預警破產震驚金融圈，各個營業點前都排起擠兌長龍。該事件也波及中國企業，多家中國上... , https://udn.com/news/story/7333/7032926?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:04:03 , udn , 被中企收購 美豬肉大王稱很成功 駁「中國威脅論」 , https://udn.com/news/story/7333/7032927?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:04:13 , udn , 在美國部分政客炮製中國「威脅論」、「間諜論」影響中美經貿關係之際，被中企收購10年、全美「豬肉大王」史密斯菲爾德食品公司... , https://udn.com/news/story/7333/7032927?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:07:00 , udn , 海軍接連爆發掉槍事件 邱國正震怒：會辦很多人「掉腦袋沒有話講」 , https://udn.com/news/story/10930/7033163?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:14:55 , udn , NBA／一度淡出聯盟 爵士與「小韋德」鄧恩簽多年約 , https://udn.com/news/story/7002/7033111?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:15:05 , udn , 曾被稱作小韋德（Dywane Wade）的鄧恩（Kris Dunn），近幾年流浪各隊，終於在本季加入爵士隊後，獲得一紙複數年約，有望在聯盟站穩腳跟。

鄧恩雖然司職控衛，卻擁有207公分的長臂展， , https://udn.com/news/story/7002/7033111?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:15:26 , udn , 故宮文物圖檔被複製外流 民眾黨團籲政府加速監理 , https://udn.com/news/story/7314/7033208?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:15:36 , udn , 國內資安事件頻傳，近日又傳故宮文物圖檔被複製外流，民眾黨立委賴香伶、陳琬惠今天舉行記者會，指台灣詐騙案件和財損連年攀升，... , https://udn.com/news/story/7314/7033208?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:15:57 , udn , 藍中常會通過選策會名單 新增李全教、黃昭順、曾銘宗 , https://udn.com/news/story/6656/7033207?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:16:07 , udn , 國民黨中常會今天通過「中央選戰策略會報」，由祕書長黃健庭擔任召集人，成員包含現任立委傅崐萁、台北縣前縣長周錫瑋、新竹縣前... , https://udn.com/news/story/6656/7033207?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:16:28 , udn , 自由車環台賽南投站競技 盧紹軒力拚鄉親前飆好成績 , https://udn.com/news/story/7005/7033205?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:16:38 , udn , 2023國際自由車環台公路大賽南投站今天上午出發，來自31個國家、197位菁英選手挑戰環台賽五站中最長的南投站，總長16... , https://udn.com/news/story/7005/7033205?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:16:58 , udn , 震傳媒民調賴四成四贏侯 江啟臣建議：放開一點論述 , https://udn.com/news/story/6656/7033204?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:17:09 , udn , 網路節目「震傳媒｜新聞不芹菜」今公布總統人選民調，若藍綠對決，副總統賴清德以44.5％支持度，領先國民黨新北市長侯友宜的... , https://udn.com/news/story/6656/7033204?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:17:29 , udn , 國泰世華副總酒駕肇事找妻頂包 夫婦繳23.5萬獲緩起訴 , https://udn.com/news/story/7321/7033197?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:17:40 , udn , 國泰世華銀行資深副總鄧崇儀這個月5日晚間，於北市大安區酒駕發生擦撞，竟找同車妻子頂包，被對方車主察覺有異，遭警依公共危險... , https://udn.com/news/story/7321/7033197?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:18:00 , udn , 國台辦：3月15日起恢復台灣冰鮮白帶魚、凍竹筴魚輸入 , https://udn.com/news/story/7333/7033194?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:18:11 , udn , 曾經在去年6月被大陸停止輸入的台灣冰鮮白帶魚、凍竹筴魚，大陸宣布將自今年8月3日起恢復輸入。 , https://udn.com/news/story/7333/7033194?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:18:31 , udn , 漆彈場搬移到原鄉！高雄學生選手體驗衝鋒陷陣實戰競技 , https://udn.com/news/story/6928/7033191?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:18:41 , udn , 高雄市立社會教育館、高雄市漆彈推廣協會、教育局家庭教育中心、六龜高中及桃源國中，合辦「運動i臺灣2.0高雄市原住民漆彈運... , https://udn.com/news/story/6928/7033191?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:19:02 , udn , 花蓮車站冷氣室外機火警 普悠瑪列車險遭波及 , https://udn.com/news/story/7320/7033192?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:19:12 , udn , 花蓮車站今天驚傳火警，一間在洄瀾廣場的輕食咖啡餐廳冷氣室外機突然起火，好在火勢順利撲滅，但燃燒後的餘燼掉落在停放的普悠瑪... , https://udn.com/news/story/7320/7033192?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:19:33 , udn , 故宮文物圖檔遭複製外流 立委陳琬惠批資安事件成日常 , https://udn.com/news/story/6656/7033189?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:19:43 , udn , 故宮十萬件文物高階圖檔遭複製外流，民眾黨團今舉行記者會，指政府對於防詐措施仍停留在淺層防堵，雖宣示成立「打詐國家隊」，但... , https://udn.com/news/story/6656/7033189?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:20:04 , udn , 亞洲盃射箭／15國200射手齊聚 中華隊新生代好手拚留牌 , https://udn.com/news/story/7005/7033188?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:20:14 , udn , 2023亞洲盃射箭賽第一站暨世界排名賽今天在國立體大田徑場舉行開幕儀式，也是該賽事暌違4年再度在台灣舉行，今年共有來自1... , https://udn.com/news/story/7005/7033188?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:20:56 , udn , 調整放流水排放位置 竹科銅鑼園區環差修正通過 , https://udn.com/news/story/7266/7033220?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:21:05 , udn , 鴻海2022年EPS 10.21元 創15年新高 今年業績展望持平 , https://udn.com/news/story/7240/7033179?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:21:07 , udn , 竹科銅鑼科學園區開發案先前通過環差初審，但為調整用地面積及配置、用水用電量、放流水排放位置及承諾值等，今天再召開環差會議... , https://udn.com/news/story/7266/7033220?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:21:15 , udn , 鴻海（2317）今（15）日公布2022年稅後純益1414.83億元，年增2%，創歷史新高，2022年每股純益10.21... , https://udn.com/news/story/7240/7033179?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:21:27 , udn , 北市動物園啟用戶外無尾熊活動場 觀察360度零死角 , https://udn.com/news/story/7323/7033219?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:21:38 , udn , 台北市立動物園無尾熊館今起開放近距離觀察點，讓遊客可以用全視線360度無死角的角度觀察無尾熊。動物園表示，將在今天下午2... , https://udn.com/news/story/7323/7033219?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:21:58 , udn , 永豐期貨打造數位優質服務再獲肯定 勇奪玉山獎首獎 , https://udn.com/news/story/7239/7033216?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:22:08 , udn , 永豐期貨打造數位優質服務再獲肯定，首次參獎2022年國家品牌玉山獎榮獲五項大獎，包括「傑出企業」、「最佳產品類：永豐期貨... , https://udn.com/news/story/7239/7033216?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:22:29 , udn , NBA／湖人保護戴維斯 背靠背就休兵 , https://udn.com/news/story/7002/7033214?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:22:37 , udn , 金門大學攜手美商3M簽訂備忘錄 迎向產學合作新藍海 , https://udn.com/news/story/6928/7033171?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:22:39 , udn , 湖人隊今天下起三分雨，全場外線命中率超過4成6，18記三分彈助陣下以123：108擊敗鵜鶘隊，不過今天攻下35分、17籃... , https://udn.com/news/story/7002/7033214?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:23:00 , udn , 搶進中東　中俄伊阿曼灣聯合軍演 , https://udn.com/news/story/7331/7033213?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:23:10 , udn , 繼日前促成伊朗、阿拉伯恢復外交關係後，中國大陸持續增強在中東地區的話語權，更不忘強化中俄軍事合作。據大陸國防部發布，3月... , https://udn.com/news/story/7331/7033213?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:23:31 , udn , SoundOn聲浪與中華航空合作 將Podcast節目帶到空中 , https://udn.com/news/story/7241/7033211?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:23:41 , udn , 台灣聲音經濟品牌SoundOn聲浪宣布，攜手與中華航空合作，將Podcast節目帶到空中，讓旅客可透過華航「機上影視娛樂... , https://udn.com/news/story/7241/7033211?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:23:56 , udn , 男子倒車撞警車 車上竟藏槍械和毒品 , https://udn.com/news/story/7315/7033227?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:24:06 , udn , 高雄吳姓男子今天凌晨開車遇警方攔查，他疑為了脫逃，踩油門倒車，沒想到車後已有另輛警車堵住去路，撞了警車才停下，經員警搜出... , https://udn.com/news/story/7315/7033227?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:24:26 , udn , 熱氣球要來了！西拉雅森活節下月台南官田登場 , https://udn.com/news/story/7326/7033226?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:24:37 , udn , 熱氣球要來了！交通部觀光局西拉雅國家風景區管理處「西拉雅森活節」系列活動，將在下月22日至5月1日逢每周六、日在官田遊客... , https://udn.com/news/story/7326/7033226?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:25:28 , udn , 奇美實業宣布推出永續產品生質ABS , https://udn.com/news/story/7241/7033218?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:25:33 , udn , 自由車／環台賽南投站競技 盧紹軒力拚鄉親前飆好成績 , https://udn.com/news/story/7005/7033205?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:25:38 , udn , 奇美實業今（15）日宣布，旗下的永續材料解決方案Ecologue產品已於3月推出—生質ABS(Bio-ABS)。以生質原... , https://udn.com/news/story/7241/7033218?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:26:57 , udn , 賴清德登記初選再提「民主和平繁榮」 其意恐在美國而非北京 , https://udn.com/news/story/6656/7033036?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:27:07 , udn , 副總統兼民進黨主席賴清德在民進黨中央提名策略小組召集人、屏東縣前縣長潘孟安陪同下，今天上午親自完成2024年總統黨內初選登記，並發表簡短談話，號召台灣隊「Team Taiwan，挺台灣」，團結一致，持續壯大台灣，讓他有機會站到第一線「拚經濟、護民主、強國防、保和平」，守護台灣的民主、和平與繁榮。但這番說法能彌平外界對他兩岸路線的疑慮嗎？ , https://udn.com/news/story/6656/7033036?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:27:28 , udn , 馬維拉又出場！藍批現今源政策 民進黨再提馬英九 , https://udn.com/news/story/6656/7033228?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:27:38 , udn , 核二廠2號機正式除役，國民黨立法院黨團批評蔡政府能源政策出問題，主張應「以核養綠」。民進黨新聞部主任張志豪今天回應，國民... , https://udn.com/news/story/6656/7033228?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:27:59 , udn , 中國再爆噁心酸菜  廣東工人赤腳踩踏醃製 , https://udn.com/news/story/7332/7033224?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:28:09 , udn , 配合315打假維權，繼去年中國官媒央視曝光湖南噁心酸菜震驚各界，廣東電視台今年跟進製播汕頭市工人如法炮製醃酸菜的報導，訪... , https://udn.com/news/story/7332/7033224?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:29:55 , udn , BLACKPINK台灣開唱只在高雄！夜駁二派對祭出韓味美食 , https://udn.com/news/story/7327/7033239?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:30:05 , udn , 韓國人氣女團「BLACKPINK」世界巡迴演唱會，周末18、19日在高雄登場，由於在台灣只選定於高雄開唱，預期吸引大批歌... , https://udn.com/news/story/7327/7033239?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:30:25 , udn , 南投鹿神祭19日登場 抽300兩鹿茸、台日機票大獎 , https://udn.com/news/story/7325/7033241?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:30:36 , udn , 南投國姓進入鹿茸採收期，其產季重頭戲「鹿神祭」前3年因疫縮小規模，取消鹿神踩街遶境、實體展售等活動，今年復辦，19日於南... , https://udn.com/news/story/7325/7033241?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:30:56 , udn , 國際森林日闖關領苗木 18日漫步林下聽音樂饗宴 , https://udn.com/news/story/7323/7033242?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:31:07 , udn , 本周六(18日)台中市東勢林業文化園區辦理國際森林日森林市集活動，民眾可在森林裡逛市集、闖關領樹苗，現場完成闖關民眾可獲... , https://udn.com/news/story/7323/7033242?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:31:57 , udn , 台灣光罩股東參與ESG可抽股票1張 市值逾8萬元 , https://udn.com/news/story/7251/7033229?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:32:08 , udn , 台灣光罩（2338）竹南廠新景觀花園在今（15）日落成，佔地超過千坪，執行長吳國精不僅親自導覽，也表示今年股東會紀念品別... , https://udn.com/news/story/7251/7033229?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:32:55 , udn , 香港與大陸簽署協議 將建設「香港國際創新科技中心」 , https://udn.com/news/story/7331/7033251?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:33:06 , udn , 香港特首李家超近日到訪北京，而15日香港政府與大陸科技部在北京簽訂一份協議，雙方將會加快「香港國際創新科技中心」的建設。... , https://udn.com/news/story/7331/7033251?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:33:26 , udn , 台股開高壓低 留意法人做多意願 , https://udn.com/news/story/7251/7033240?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:33:36 , udn , 台股今（15）日行情跌深反彈，由於美國消費者物價指數（CPI）符合市場預期，美股大漲，早盤反彈、指數試圖挑戰5日線反壓，... , https://udn.com/news/story/7251/7033240?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:33:57 , udn , BLACKPINK台灣開唱只在高雄！ 夜駁二派對祭出韓味美食 , https://udn.com/news/story/7327/7033239?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:35:04 , udn , 建大深圳建泰城市更新項目開工 , https://udn.com/news/story/7333/7033198?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:35:15 , udn , 建大公司之子公司建泰橡膠（深圳）有限公司與深圳市龍華建設發展有限公司合作進行的「建泰一期城市更新項目」，董事長楊啟仁會同... , https://udn.com/news/story/7333/7033198?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:35:35 , udn , AIA友邦人壽業界唯一蟬聯17年獲績優壽險公司獎勵 , https://udn.com/news/story/7239/7033196?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:35:46 , udn , 金管會日前公布2022年「提高國人保險保障方案」績效優良保險公司名單，以獎勵推廣保險保障功能的保險公司。AIA 友邦人壽... , https://udn.com/news/story/7239/7033196?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:35:56 , udn , 美聯邦眾院撥款委員會國防小組訪團抵台 將晉見蔡英文 , https://udn.com/news/story/6656/7033257?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:36:06 , udn , 美國聯邦眾院撥款委員會國防小組主席克維特（Ken Calvert）今天率團搭乘行政專機來台訪問2天，外交部今天表示，訪團... , https://udn.com/news/story/6656/7033257?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:36:27 , udn , 香港單一家族辦公室稅務寬減 處分大陸股權、不動產留意三大稅務議題 , https://udn.com/news/story/7333/7033256?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:36:29 , udn , 馬維拉又出場！藍批現今能源政策 民進黨再提馬英九 , https://udn.com/news/story/6656/7033228?from=udn-ch1_breaknews-1-0-news
2023-03-15 15:36:37 , udn , 面對國際經貿環境影響，許多高資產人士對於家族傳承及設置家族辦公室地點等規劃進行多方考量，以求有更合適的選擇。其中，香港單... , https://udn.com/news/story/7333/7033256?from=udn-ch1_breaknews-1-0-news
