2023-03-25 00:17:48 , udn , 台中2車對撞釀重大車禍 9人傷2女一度昏迷送醫搶救 , https://udn.com/news/story/7320/7055148?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:42:18 , udn , 經典賽／播到大谷vs.神鱒對決 FOX播報員好想人生倒帶 , https://udn.com/news/story/6999/7055896?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:42:28 , udn , 大谷翔平以滑球K掉楚奧特（Mike Trout）的瞬間，隨著全美電視轉播傳出「大谷將楚奧特三振出局，日本重返世界棒球頂端... , https://udn.com/news/story/6999/7055896?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:47:23 , udn , 男子登奇萊東稜扭傷腳踝 隊友求援黑鷹直升機吊掛就醫 , https://udn.com/news/story/7320/7055879?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:47:33 , udn , 蘇姓男子參加登山隊攀登奇萊東稜，途中不小心扭傷腳踝，嚴重腫脹，同行隊員擔心再走下去有危險而求援，空勤花蓮駐地黑鷹直升機昨... , https://udn.com/news/story/7320/7055879?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:47:49 , udn , NBA／獨行俠遭蜂螫跌出附加賽 雙星合體苦吞3勝7敗 , https://udn.com/news/story/7002/7055792?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:48:00 , udn , 獨行俠隊在今日迎回傷癒的厄文（Kyrie Irving），對上缺兵少將的黃蜂隊，眼看大有機會拿下勝利。沒想到，雙星合體依然窒礙難行，他們終場卻以109：117輸給對手，排名一口氣跌出附加賽名單。
 , https://udn.com/news/story/7002/7055792?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:50:49 , udn , 澎湖海上花火節4/20登場今年很 「迪士尼」縣長盼衝破120萬人 , https://udn.com/news/story/7266/7055907?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:50:59 , udn , 今年適逢迪士尼100周年，澎湖縣長陳光復今宣布，4月20日登場的澎湖國際海上花火節將結合迪士尼百年慶典推出無人機燈光秀，... , https://udn.com/news/story/7266/7055907?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:51:20 , udn , 統一強漢基金 績效亮眼 , https://udn.com/news/story/121591/7055051?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:51:30 , udn , 統一強漢基金經理人林鴻益表示，中國經濟逐漸復甦至擴張階段，有望吸引長期資金進場，推升中國大陸股市進一步向上。資金將持續聚... , https://udn.com/news/story/121591/7055051?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:53:48 , udn , 國軍骨科名醫家中搜出2300萬 交保1個月又被收押禁見 , https://udn.com/news/story/7321/7055909?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:53:58 , udn , 國軍台中總醫院骨科主任林建中上校涉嫌貪汙，檢、廉2月21日搜索在他家起獲2300萬元現金、點鈔機，懷疑他利用X光機採購標... , https://udn.com/news/story/7321/7055909?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:54:19 , udn , 澎湖海上花火節4月20日登場！今年很「迪士尼」縣長盼衝破120萬人 , https://udn.com/news/story/7266/7055907?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:56:48 , udn , 台南西港金砂里花旗木春爛漫 黃偉哲推薦樹下浪漫告白 , https://udn.com/news/story/7326/7055910?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:56:59 , udn , 台南市西港區金砂里花旗木步道正值盛開花季，浪漫粉色大道搭配波斯菊花海，吸引許多民眾及攝影師賞花拍照，今明兩天配合設置美食... , https://udn.com/news/story/7326/7055910?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:57:19 , udn , 宛如電影場景！神秘紅色物體吞噬消防栓 專家無解 , https://udn.com/news/story/6810/7055887?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:57:30 , udn , 澳洲布里斯本（Brisbane）某停車場周邊消防栓近期被發現長出一顆紅色不明真菌體，因消防栓會漏水，真菌體也不斷向上蔓延，彷彿快要吞噬整個消防栓，外國媒體將照片拿給專家看，專家也毫無頭緒，也網友聯想到電玩「最後生還者」（The Last of Us）的場景。 , https://udn.com/news/story/6810/7055887?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:57:50 , udn , 中職／延續經典賽棒球熱 中信兄弟開幕戰內野全數完售 , https://udn.com/news/story/7001/7055901?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:58:01 , udn , 中華職棒開季倒數，各隊例行賽門票也陸續開始販售，其中號稱有「百萬象迷」的中信兄弟隊，4月1日開幕戰門票內野都已完售，有望延續經典賽熱潮，迎來洲際棒球場滿場觀眾。

中信兄弟例行賽於3月22日中午全 , https://udn.com/news/story/7001/7055901?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:58:21 , udn , 桃園海芋季4/1登場 海芋、百合加草花...歷年最大花田 , https://udn.com/news/story/7324/7055908?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:58:32 , udn , 桃園市長張善政今天上午到大園區溪海休閒農業區，出席桃園彩色海芋季宣傳活動，並表示海芋季4月1日至16日在溪海休閒農業區舉... , https://udn.com/news/story/7324/7055908?from=udn-ch1_breaknews-1-0-news
2023-03-25 13:59:59 , udn , 高雄山區缺水難度日 熱心里長開車逐戶送水 , https://udn.com/news/story/7327/7055917?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:00:09 , udn , 高雄久旱不雨導致山區水源枯竭，偏鄉民生及農業用水發生缺水難題。六龜、甲仙等地平日引山泉水生活的住戶被迫斷水，上山在溪床循... , https://udn.com/news/story/7327/7055917?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:00:30 , udn , NBA／爆粗口批評獨行俠表現 基德：第一節就該被噓 , https://udn.com/news/story/7002/7055892?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:00:40 , udn , 雙星重新合體的獨行俠隊，今日以109：117在主場爆冷輸給東區排名倒數第二的黃蜂隊，不僅引來現場觀眾噓聲，就連總教練基德（Jason Kidd）都忍不住對球隊大爆粗口。

獨行俠隊雖然在前天以兩分 , https://udn.com/news/story/7002/7055892?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:01:01 , udn , 王美花視察南科園區再生水廠 4月底前供應每日3.8萬噸 , https://udn.com/news/story/7238/7055911?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:01:11 , udn , 經濟部長王美花今（25）日在國科會南科管理局長蘇振綱、水利署長賴建信、南區水資源局長連上堯及台積公司廠務處長江世雄陪同下... , https://udn.com/news/story/7238/7055911?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:02:49 , udn , 等無雨水南投8百多公頃茶樹乾枯 茶農嘆：春茶整個烏有 , https://udn.com/news/story/7325/7055919?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:02:59 , udn , 南投數月乾旱無雨，農作物枯萎災損嚴重，南投縣政府今天統計，全縣受損面積達989.90公頃，以茶葉844.4公頃最嚴重，縣... , https://udn.com/news/story/7325/7055919?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:05:47 , udn , 中共退休官孫女炫富稱存款9位數 連累爺爺被查 , https://udn.com/news/story/7333/7055913?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:05:57 , udn , 中共退休官員孫女、帳號「北極鯰魚」的網友自發炫富文稱家有存款達9位數皆因割韭菜，還說家人「感覺貪了」，爺爺因她高調作風導... , https://udn.com/news/story/7333/7055913?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:06:18 , udn , 信用卡不用就剪…最短過半年「好處」賺更多！ 他：對評分不會產生嚴重影響 , https://udn.com/news/story/121591/7055886?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:06:28 , udn , 身上有不會用的信用卡，可以把它剪掉（要剪掉該銀行向下所有的卡），等6個月至1年後... , https://udn.com/news/story/121591/7055886?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:06:49 , udn , 吃不下、狂舔毛！專家解析「怕怕貓」跟環境有關：奴才最好別偷懶～ , https://udn.com/news/story/7470/7055906?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:06:59 , udn , 緊張吃不下、狂舔毛！專家解析「怕怕貓」跟環境有關 卻容易被奴才忽略 , https://udn.com/news/story/7470/7055906?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:07:20 , udn , 等無雨水！南投8百多公頃茶樹乾枯 茶農嘆：春茶整個烏有 , https://udn.com/news/story/7325/7055919?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:08:48 , udn , 車手網路詐欺騙宜蘭老翁匯款不成 親自取款成甕中鱉 , https://udn.com/news/story/7321/7055936?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:08:59 , udn , 黃姓男子假冒投資專員，在網上誘騙林姓老翁投資股票，老翁赴銀行匯款被行員勸阻，警方設計讓老翁請黃男親自到場取款，黃男不疑有... , https://udn.com/news/story/7321/7055936?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:09:19 , udn , 「狒盡心力」如何追捕？ 生態保育人士點出兩面向 , https://udn.com/news/story/7324/7055935?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:09:29 , udn , 北部一隻狒狒逃脫兩周，今天被發現出現在桃園楊梅區接近富岡公園。關心自然生態的林姓資深生態保育人士指出，根據生態保育界流通... , https://udn.com/news/story/7324/7055935?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:09:50 , udn , 竹東鎮立羽球場翻修近完工 5月下旬將重新對外開放 , https://udn.com/news/story/7324/7055932?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:10:00 , udn , 竹東鎮立羽球場因已有超過25年歷史，場館不少設施年久失修，更常出現外面下大雨、裡面下小雨的情況，鎮公所去年決定翻新場館，... , https://udn.com/news/story/7324/7055932?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:10:21 , udn , 夜訪螢火蟲開跑！ 北台最大螢火蟲棲地今開放賞螢 , https://udn.com/news/story/7323/7055931?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:10:31 , udn , 夜探螢火蟲開跑！新北市新店區的「新北市農會文山農場」是北台灣最大螢火蟲棲地，去年更野放3千隻螢火蟲幼蟲。今搭配Earth... , https://udn.com/news/story/7323/7055931?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:11:49 , udn , 遇人不淑！替前男友作保被逼債 向男性友人傾訴遭性侵 , https://udn.com/news/story/7321/7055937?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:12:00 , udn , 高雄蔡姓男子對小芳（化名）有好感，還會聽女方傾訴替前男友作保遭地下錢莊逼債的悲慘遭遇；蔡男為得她芳心，出面喬債，還藉故邀... , https://udn.com/news/story/7321/7055937?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:14:52 , udn , 信用卡不用就剪…最短過半年「好處」賺更多！ 聯徵：對評分不會產生嚴重影響 , https://udn.com/news/story/121591/7055886?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:17:59 , udn , 今年第一雷出現！彭啟明：有點晚還是流淚了 希望往南部擴散 , https://udn.com/news/story/7266/7055948?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:18:10 , udn , 天氣風險公司偵測到閃電，天氣風險公司總經理彭啟明在「氣象達人彭啟明」臉書粉專表示，今年第一雷，「有點晚到，但還是流淚了，... , https://udn.com/news/story/7266/7055948?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:18:30 , udn , NBA／戴維斯狂轟37分15籃板 湖人本季勝率首度達5成 , https://udn.com/news/story/7002/7055923?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:18:41 , udn , 湖人隊在今日遇上同樣正為季後賽拚搏的雷霆隊，最後靠著戴維斯（Anthony Davis）的精采表現，不僅以116：111拿下勝利，還將勝率提升到睽違已久的五成。

首節，里夫斯（Austin Re , https://udn.com/news/story/7002/7055923?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:21:00 , udn , 歐布萊恩建議學步槍　學者：全民國防跟全民皆兵有差距 , https://udn.com/news/story/10930/7055963?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:21:10 , udn , 前白宮國安顧問歐布萊恩昨天表示，台灣應該仿效中東歐國家作法，讓平民展開武器訓練，引發各界討論。國防院國防戰略與資源研究所... , https://udn.com/news/story/10930/7055963?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:21:31 , udn , 狒狒也補班！南非鐵路局雇用狒狒當鐵路號誌工 , https://udn.com/news/story/6812/7055959?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:22:02 , udn , 韓友會台南高掛「韓國瑜選總統」看板 呼籲朱立倫脫魔戒 , https://udn.com/news/story/123307/7055955?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:22:12 , udn , 國民黨2024總統候選人擬不初選採徵召。台南韓友會發起支持韓國瑜選總統連署，在國道中山高台南永康交流道旁高掛大看板，韓友... , https://udn.com/news/story/123307/7055955?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:26:58 , udn , 逆轉中國大陸競爭威脅 日本重新擦亮亞洲強權招牌？ , https://udn.com/news/story/6809/7055953?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:27:08 , udn , 外界曾經常批評日本經濟成長停滯、人口減少和高齡化，及典型的島國文化（insular culture），導致該國全球經濟和地緣政治重要性下降。「牛津大辭典」解釋insular時寫道，這是島民的典型特徵，指與外界無交流且思維有偏見。

然而，「日本時報」指出其實狀況沒這麼悲觀... , https://udn.com/news/story/6809/7055953?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:27:29 , udn , 國道5號南向坪林段追撞車禍 回堵1公里 , https://udn.com/news/story/7320/7055972?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:27:39 , udn , 高速公路局說，國道5號在南向14.1K處坪林段，有1輛小客車和1輛大客車追撞事故，占用外側車道，事故已於中午12時38分... , https://udn.com/news/story/7320/7055972?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:28:00 , udn , 加味菸僅禁4口味、施行日延後遭疑圖利菸商 國健署7字回嗆民團 , https://udn.com/news/story/7266/7055970?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:28:10 , udn , 甫上路的新「菸害防制法」再惹議。頗受年輕族、女性友人喜愛的「加味菸」，衛福部國健署3月20日預告訂定「菸品禁止使用花香、... , https://udn.com/news/story/7266/7055970?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:29:49 , udn , 普發6000元何時可領到？數位部：線上登記4月6日起入帳 , https://udn.com/news/story/123271/7055964?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:29:59 , udn , 普發新台幣6000元何時可領，數位部今天表示，線上登記最早可在4月6日起入帳，若4月6日後登記，會在登記後2個工作日入帳... , https://udn.com/news/story/123271/7055964?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:30:20 , udn , 經典賽／大谷翔平IG突破500萬 努特巴爾人氣10倍漲 , https://udn.com/news/story/10785/7055954?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:30:30 , udn , 世界棒球經典賽結束，日本武士隊最後拔得頭籌，贏下隊史第三座冠軍。其中大谷翔平二刀流的好表現獲頒MVP，這也讓他的人氣扶搖直上，日前他的Instagram已經突破500萬人次追蹤。

大谷翔平在經典 , https://udn.com/news/story/10785/7055954?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:30:51 , udn , 摩爾勾勒半導體升級標竿 專家：3大方向助定律延續 , https://udn.com/news/story/7240/7055974?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:31:01 , udn , 英特爾共同創辦人摩爾（Gordon Moore）今天辭世，專家表示，摩爾定律勾勒出具高度視野和遠見的大方向預測，半導體業... , https://udn.com/news/story/7240/7055974?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:31:21 , udn , 馬克宏：將與馮德萊恩於4月4日訪問中國 , https://udn.com/news/story/7331/7055985?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:31:32 , udn , 法新社與美國Politico新聞網歐洲版Politico EU的報導，法國總統馬克宏在法國當地時間24日參加完在比利時布... , https://udn.com/news/story/7331/7055985?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:31:52 , udn , 亞運／網球場館「小蓮花」對中華隊有優勢 軟網目標奪金 , https://udn.com/news/story/7005/7055982?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:32:03 , udn , 因新冠肺炎延期一年的杭州亞運9月開幕，中華奧會組成的考察團今天上午造訪為亞運全新打造的杭州奧體中心場館群，包括主場館杭州... , https://udn.com/news/story/7005/7055982?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:32:59 , udn , OpenAI瞄準中國市場？ 在陸申請GPT-4商標 , https://udn.com/news/story/7333/7055989?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:33:09 , udn , 大陸商業查詢平台「天眼查」資訊顯示，美國人工智慧研究公司OpenAI 近日已在中國大陸提交了「GPT-4」商標的申請，國... , https://udn.com/news/story/7333/7055989?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:36:00 , udn , 圓鍬敲死收留恩人 狠男忘恩負義判無期再賠近千萬 , https://udn.com/news/story/7321/7055991?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:36:10 , udn , 男子陳進財因居無定所，3年前被認識多年的謝姓男子收留，但他不知感恩，反因酒後口角起殺心，持鐵橇將對方敲死，被法院判處無期... , https://udn.com/news/story/7321/7055991?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:36:31 , udn , OpenAI瞄準中國市場？在陸申請GPT-4商標 , https://udn.com/news/story/7333/7055989?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:41:05 , udn , 台灣精緻洗選蛋品協會今成立 , https://udn.com/news/story/7241/7055971?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:41:15 , udn , 缺蛋危機後，讓國內的消費者對雞蛋產業的發展更為重視，為推動洗選蛋品的產業發展與提升，台灣精緻洗選蛋品協會今天舉行成立慶祝... , https://udn.com/news/story/7241/7055971?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:44:59 , udn , 南下嘉義視察無人機中心 蔡英文：用國家的需求來帶動 , https://udn.com/news/story/10930/7056006?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:45:09 , udn , 蔡英文總統今中午12點05分視察嘉義縣亞洲無人機AI創新應用研發中心；蔡總統在1小時半會議上表示，今天來的目的就是要把無... , https://udn.com/news/story/10930/7056006?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:45:30 , udn , 俄烏兩軍草率處決戰俘 聯合國表關切 , https://udn.com/news/story/122663/7055996?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:45:40 , udn , 聯合國今天表示，他們對俄羅斯與烏克蘭部隊都出現在戰場上草率處決戰犯一事「深感關切」 , https://udn.com/news/story/122663/7055996?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:46:00 , udn , 他偷餐點狡辯是「誤拿」 卻無法出示外送訂單遭打臉 , https://udn.com/news/story/7320/7056003?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:46:11 , udn , 高雄32歲段姓男子日前拿走同棟大樓住戶的外送餐點，因便當遭竊，害住戶沒晚餐可吃，怒報警抓賊；事後警通知段男到案，他6天後... , https://udn.com/news/story/7320/7056003?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:46:31 , udn , 紐西蘭外長訪中尾聲 關切南海與台海局勢 , https://udn.com/news/story/6809/7055926?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:46:42 , udn , 紐西蘭外交部長馬胡塔今天表示，她在訪問北京的尾聲與中國外長會談時，表達了她對南海及台灣海峽緊張局勢的憂心 , https://udn.com/news/story/6809/7055926?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:47:02 , udn , 聯合國秘書長：人類需為用水規劃新路線 , https://udn.com/news/story/6809/7055794?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:47:13 , udn , 聯合國秘書長古特瑞斯（Antonio Guterres）今天緊急呼籲各國改變用水方式與保護水資源，以防衝突爆發並確保全球... , https://udn.com/news/story/6809/7055794?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:47:33 , udn , 新制後首例！ 70多歲男打5劑 美返台當天「呼吸窘迫」ICU搶救 , https://udn.com/news/story/120940/7055995?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:47:44 , udn , 中央流行疫情指揮中心今公布，昨天新增COVID-19（併發症）確定病例106例，分別為105例本土及1例境外移入。 CO... , https://udn.com/news/story/120940/7055995?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:47:59 , udn , 財神爺敲門！在萊爾富花20元即抱走統一發票千萬特別獎 , https://udn.com/news/story/7266/7056016?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:48:04 , udn , 35分鐘吃完3kg巨無霸雞肉飯 台正妹大胃王挑戰成功泰國人嚇壞 , https://udn.com/news/story/120914/7055952?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:48:09 , udn , 今天（3月25日）補班日，也是今年1～2月期統一發票開獎日，萊爾富本期開出特別獎1,000萬元1組，開出幸運門市為新北市... , https://udn.com/news/story/7266/7056016?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:48:14 , udn , 日前泰國一間雞肉飯店舉辦一項大胃王挑戰，只要挑戰者能在1小時內，完全吃完一大盤重達3公斤的雞肉飯，這頓雞肉飯餐點就能完全免費，若失敗須付650泰銖（約新台幣578元）的餐費。店家指出，一名來自台灣的正妹挑戰成功... , https://udn.com/news/story/120914/7055952?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:49:30 , udn , 他偷餐點狡辯是「誤拿」卻無法出示外送訂單遭打臉 , https://udn.com/news/story/7320/7056003?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:56:58 , udn , 影／阿比阿達是藥品 檳榔攤：抓嚴又沒貨 不敢也無法賣 , https://udn.com/news/story/7266/7056040?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:57:09 , udn , 保力達B、維士比等提神飲品，是衛生署核准的指示藥品，花蓮有檳榔攤未經合法許可販售被令下架還裁罰3萬元，許多檳榔攤已買不到... , https://udn.com/news/story/7266/7056040?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:57:29 , udn , 比肥料袋還大包！「超巨白貓」無修圖照爆紅 網友笑不停：根本是綿羊 , https://udn.com/news/story/7470/7056014?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:57:40 , udn , 這次不是橘貓！許多奴才都會把主子養得「貓肥家潤」，在泰國就有一隻白貓被餵到白白胖胖，身形甚至比肥料袋還要龐大，讓網友們笑說根本是一隻小白豬。 , https://udn.com/news/story/7470/7056014?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:58:00 , udn , 中彰以北注意了 吳聖宇：稍晚一波降雨強風伴隨雷電 , https://udn.com/news/story/7266/7056038?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:58:11 , udn , 天氣風險公司天氣分析師吳聖宇在「天氣職人-吳聖宇」臉書粉專表示，海峽北部看起來有颮線接近中，稍晚中彰以北應該會有一波降雨... , https://udn.com/news/story/7266/7056038?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:58:31 , udn , UBA／吉芙單節猛轟13分 世新30分大勝佛光4連霸差1勝 , https://udn.com/news/story/7002/7056029?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:58:41 , udn , UBA公開一級4強總決賽今天起在台北小巨蛋點燃戰火，首場女子組4強賽就由將挑戰4連霸的衛冕軍世新大學出戰佛光大學，在第二... , https://udn.com/news/story/7002/7056029?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:59:02 , udn , 北韓試驗水下「核攻擊無人潛艇」 可掀放射性海嘯 , https://udn.com/news/story/6809/7055524?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:59:12 , udn , 北韓官媒24日表示，軍方本周稍早在領導人金正恩的指導下進行「無人核攻擊潛艇試驗和巡航飛彈演習」，設計目的是發動「放射性海... , https://udn.com/news/story/6809/7055524?from=udn-ch1_breaknews-1-0-news
2023-03-25 14:59:59 , udn , 6000元怎麼領？數位部：看這張一目瞭然 , https://udn.com/news/story/7239/7056045?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:00:03 , udn , 「悶到快窒息」 15無證客困德州火車貨櫃 2人喪命 , https://udn.com/news/story/6809/7055644?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:00:09 , udn , 疫後特別預算案，昨（24）日立法院三讀通過後，數位部今（25）日也在臉書上發文，教民眾如何領6000元，一張表讓民眾一目... , https://udn.com/news/story/7239/7056045?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:00:14 , udn , 德州官員指出，據推測從墨西哥偷渡入境美國的無證客，有兩人24日被發現陳屍在一列停放於烏瓦德郡(Uvalde County... , https://udn.com/news/story/6809/7055644?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:00:30 , udn , 狒狒又出現新畫面！「嘴叼食物逛大街」農業局集結人馬搜索 , https://udn.com/news/story/123439/7056041?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:00:34 , udn , 點了汙染眼藥水！她左眼失明 她右眼被摘除 , https://udn.com/news/story/6812/7055707?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:00:40 , udn , 桃園狒狒脫逃2周，稍早臉書我是富岡人有民眾PO出上午10時許於楊梅民生街338巷的監視器畫面，只見狒狒沿著圍牆爬，嘴巴更... , https://udn.com/news/story/123439/7056041?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:00:45 , udn , 聯邦疾病防治中心(CDC)與食品暨藥物管理局(FDA)正在調查受多重抗藥性細菌綠膿桿菌(Pseudomonas aeru... , https://udn.com/news/story/6812/7055707?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:01:35 , udn , 嘴饞吃個罌粟籽貝果 她竟被驗出毒品反應 , https://udn.com/news/story/6812/7055706?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:01:46 , udn , 美國民權聯盟(American Civil Liberties Union，ACLU)代表一名新澤西州婦女對醫院提告指出... , https://udn.com/news/story/6812/7055706?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:03:07 , udn , 超級吸票機？起訴雙面刃 川普禍福難料 , https://udn.com/news/story/6813/7055709?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:03:18 , udn , 川普若成為第一位遭到刑事起訴的卸任美國總統，那他將再一次創造歷史。一般而言，政治人物涉嫌犯罪，在任何選舉都會成為致命傷，... , https://udn.com/news/story/6813/7055709?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:08:59 , udn , 遺產稅不按時處理會怎樣？律師「恐多花錢」：可能有三大損失 , https://udn.com/news/story/121591/7056039?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:09:09 , udn , 一對姐妹花在父親過世後，繼承了父親4263萬多的遺產，但因為沒有按時繳納，166萬的遺產稅加上滯納金變成183萬多元，而執行署在變賣父親股票時，剛好是股價低點，造成姐妹損失…。 , https://udn.com/news/story/121591/7056039?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:09:30 , udn , 影／台中賓士酒駕閃機車撞入洋酒行 釀3傷 , https://udn.com/news/story/7321/7056063?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:09:40 , udn , 台中市大里區今天上午6時32分發生賓士車失控撞進洋酒行的交通事故，警方調查，賓士車為閃避右側的機車，衝入洋酒行，造成鐵捲... , https://udn.com/news/story/7321/7056063?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:10:01 , udn , 高雄田寮公墓區中午野火又起 同一地62歲男掃墓心臟病發送醫不治 , https://udn.com/news/story/7320/7056059?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:10:11 , udn , 清明時節掃墓野火多，高雄市田寮區今天中午西德路山邊有雜草起火，消防員衝往山區布線灌水滅火時，另一邊竟有62歲蕭姓男子掃墓... , https://udn.com/news/story/7320/7056059?from=udn-ch1_breaknews-1-0-news
2023-03-25 15:10:32 , udn , 匯集60家老醫館嘉義市醫療文化特展開幕  黃敏惠：歡迎看展 , https://udn.com/news/story/7326/7056049?from=udn-ch1_breaknews-1-0-news
