2023-03-29 00:11:30 , udn , 開箱百里侯／周春米首次參選就當上縣長 背後的男人是關鍵 , https://udn.com/news/story/6656/7063184?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:40:11 , udn , TikTok(抖音)在亞洲大受歡迎。根據研調機構公布最新報告指出，抖音海外版今年在亞洲的用戶數量將繼續成長，幅度更是對手Instagram（IG）的2倍，而且即使受到印度政府禁止使用，但包括新加坡、印尼等東南亞市場仍可見高成長率。 , https://udn.com/news/story/6811/7064399?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:40:32 , udn , 美加對大麻開綠燈...民意當背書 政府還能納管多收稅 , https://udn.com/news/story/6809/7063270?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:40:42 , udn , 儘管吸食大麻目前在世界上許多國家仍是非法，但愈來愈多國家對大麻採取開放態度，像是泰國、荷蘭、烏拉圭、加拿大和美國多州，都已陸續通過大麻合法化，或朝向大麻除罪化方向推進，是什麼因素驅使這些國家改變對大麻的態度？ , https://udn.com/news/story/6809/7063270?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:41:13 , udn , 台北股市今天上漲68.28點，收15769.76點。4月電子期收745.85點，上漲2.15點，逆價差2.1點；4月金融... , https://udn.com/news/story/7255/7064429?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:41:34 , udn , 將軍澳創首例…遊行須「掛頸牌」？李家超：警每次檢討 , https://udn.com/news/story/7332/7063847?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:41:44 , udn , 將軍澳居民26日反填海遊行，出現罕見「掛頸牌」，特首李家超昨天出席行會前被問到，有關條件會否應用於日後的遊行，他稱警方會... , https://udn.com/news/story/7332/7063847?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:41:59 , udn , 陸網友不悅「蘋果iPhone折舊率低」：我們華為這款才更保值  , https://udn.com/news/story/7098/7064430?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:42:05 , udn , OL穩交卻突被分手 聽聞男友「訂婚對象」幾乎嚇暈 , https://udn.com/news/story/7272/7061694?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:42:10 , udn , 《聯合新聞網》曾報導，安卓（Android）的折舊率下降速度是蘋果（Apple）iPhone的2倍，並列出4關鍵證明「iPhone真的有價值」，不過該議題引起中國大陸網友微微不滿，列出數據顯示能和蘋果旗鼓相當的「就屬華為（Huawei）了」。 , https://udn.com/news/story/7098/7064430?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:42:15 , udn , 感情世界千變萬化，就算是本來已經覺得穩定交往的對象，最終會不會出現其他變故，導致沒能走到最後都不好說。近來日本媒體，就有像這樣的感情糾紛。 , https://udn.com/news/story/7272/7061694?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:42:30 , udn , 郭台銘訪華府 籲台灣不能依賴中國應與美日整合 , https://udn.com/news/story/6813/7064400?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:42:41 , udn , 鴻海創辦人郭台銘訪美行抵達首站華府，他今晚出席活動時指台灣經濟不能依賴中國，須分散東南亞，並與美國和日本整合。外界關心他... , https://udn.com/news/story/6813/7064400?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:43:01 , udn , NBA／三分球命中創生涯新高 湯普森有望加入300俱樂部 , https://udn.com/news/story/7002/7064446?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:43:12 , udn , 勇士隊射手湯普森（Klay Thompson）今天對鵜鶘隊之戰，與柯瑞（Stephen Curry）攜手砍進比鵜鶘全隊還... , https://udn.com/news/story/7002/7064446?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:43:32 , udn , Y2K包這樣背最時髦！Prada Moon曾之喬、孫芸芸搶上身 , https://udn.com/news/story/7270/7064445?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:43:43 , udn , 曾經風靡全球的經典包回來了！Prada以現代、概念性的方式推出全新的Prada Moon包款，再現2000年代極具代表性... , https://udn.com/news/story/7270/7064445?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:44:03 , udn , 桃園狒狒之死 綠再批市府「有功搶第一、有錯基層扛」 , https://udn.com/news/story/7324/7064444?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:44:13 , udn , 桃園狒狒之死引發譁然，桃園市議會民進黨團今天再批市府「有功搶第一、有錯基層扛」，事情過2天，農業局仍對事件發生過程大打迷... , https://udn.com/news/story/7324/7064444?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:44:34 , udn , 日媒：日相夫人岸田裕子擬4月獨訪美會第一夫人 , https://udn.com/news/story/6809/7064397?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:44:44 , udn , 日本TBS電視台今天報導，日本首相岸田文雄的妻子岸田裕子，正就4月訪問美國白宮並與總統拜登的妻子吉兒．拜登會面進行協調。... , https://udn.com/news/story/6809/7064397?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:45:05 , udn , 蘇花大清水明隧道工程提前完成！清明連假不管制 , https://udn.com/news/story/7266/7064442?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:45:15 , udn , 清明節連假將至，公路總局預估蘇花路廊將湧現大量車潮，南下返鄉車於連假第1天達到高峰，交通量上看2萬4000輛次。針對蘇花... , https://udn.com/news/story/7266/7064442?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:47:07 , udn , 加拿大失火案 31歲中國學者遺體找到 , https://udn.com/news/story/6812/7064060?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:47:09 , udn , 阿里分拆擬各自上市 資本市場「股漲」 阿里港股飆16% , https://udn.com/news/story/7333/7064383?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:47:17 , udn , 加拿大蒙特婁日前發生一起火災，一棟內部經營Airbnb短租套房的建築突發5級大火，造成7人死亡，其中包含一名中國學者吳岸... , https://udn.com/news/story/6812/7064060?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:47:38 , udn , 「繼續寵愛」張國榮 紀念展開鑼 看白羽毛裝、紅高跟鞋 , https://udn.com/news/story/7332/7063843?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:47:48 , udn , 即使「哥哥」張國榮已離開20年，每每提及香港流行文化，必然會提起他。香港文化博物館今天（29日）起舉辦「繼續寵愛・張國榮... , https://udn.com/news/story/7332/7063843?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:49:00 , udn , ChatGPT正夯！OpenAI執行長認定「這種工作」將受最大衝擊 , https://udn.com/news/story/6811/7064447?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:49:11 , udn , OpenAI的執行長奧特曼（Sam Altman）近日接受Podcast採訪，期間明確說出「客服」將是很快被ChatGP... , https://udn.com/news/story/6811/7064447?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:50:02 , udn , 內地旅團湧港阻街 旅監局3招分流 規定團餐至少30分鐘 , https://udn.com/news/story/7333/7063846?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:50:12 , udn , 香港2月6日與內地全面通關後，內地入境旅行團重臨，大量團友近期常聚集在土瓜灣及紅磡一帶街頭，排長龍等候用膳等，引起各界關... , https://udn.com/news/story/7333/7063846?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:50:59 , udn , 大村鄉爭取整治八卦山脈荒廢舊步道 結合農業發展觀光 , https://udn.com/news/story/7325/7064467?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:51:09 , udn , 彰化縣大村鄉公所爭取設休閒農業專區，並希望整治八卦山脈已荒廢的舊步道成為健康療癒步道，鄉長賴志銘近期會同觀光局參山處等單... , https://udn.com/news/story/7325/7064467?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:51:30 , udn , 蔡總統出訪專機飛往紐約 4架F16伴飛向三軍統帥致敬 , https://udn.com/news/story/6656/7064469?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:51:40 , udn , 蔡英文總統啟程出訪中美洲，第一個目的地是過境美國紐約。今天華航專機起飛後，有四架F16戰機伴飛，代表中華民國空軍向三軍統... , https://udn.com/news/story/6656/7064469?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:52:01 , udn , 「亞洲50」台灣僅MUME上榜！美食家Liz這樣看 , https://udn.com/news/story/7270/7064465?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:52:31 , udn , 觀光業復甦力量遜各國 各界施壓交通部 , https://udn.com/news/story/7266/7064396?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:52:34 , udn , 港鐵票價6月「解凍」 新機制調漲2.3%  乘客多花1到6毫 , https://udn.com/news/story/7333/7063844?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:52:42 , udn , 觀光業磨拳擦掌，期許政府加把勁！從假日提供外幣匯兌，到改善觀光區交通、增加中南部觀光大眾運輸等意見，業者與專家都在29日的交通委員會公聽會上提出。郵輪業呼籲儘速恢復路上服務，教授建議恢復跨部會促進觀光的機制，立委敦促交通部強化觀光區大眾運輸。對此，交通部長王國材回應，會透過特別預算、促銷計畫增加觀光客人數。 , https://udn.com/news/story/7266/7064396?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:52:45 , udn , 港鐵公布今年票價加幅2.3%，6月起生效，港鐵表示，預計約九成乘客的每程車費將加價4毫或以下，今次將是港鐵繼2019年後... , https://udn.com/news/story/7333/7063844?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:53:02 , udn , 「官方不宣傳自己來！」 網揭密新北神秘通車小徑 , https://udn.com/news/story/7323/7064457?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:53:13 , udn , 來往新北市板橋及樹林的浮洲橋，是周邊民眾通勤必經大橋，新北市府為紓解當地車流，在橋下新闢環河道路，但有網友以「揭密浮洲橋... , https://udn.com/news/story/7323/7064457?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:53:33 , udn , 上網找「拆線」 桃檢警破獲惡質詐團 曝柬埔寨器官交易價碼 , https://udn.com/news/story/7315/7064466?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:53:44 , udn , 29歲謝姓女子誘騙國小同學從事詐騙，相邀到柬埔寨打工、辦人頭帳戶、兩度囚禁，最後認為他沒利用價值，上網找器官買家，才被龜... , https://udn.com/news/story/7315/7064466?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:53:59 , udn , 中比肩IMF 紓困「帶路」國達2400億美元 , https://udn.com/news/story/7333/7064380?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:54:04 , udn , 元太與Sharp合作 推出零耗電「電子紙數位海報」 , https://udn.com/news/story/7241/7064464?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:54:09 , udn , 路透報導，根據28日公布的報告，中國2008年至2021年間斥資2400億美元紓困22個開發中國家。隨著更多國家難以償還... , https://udn.com/news/story/7333/7064380?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:54:15 , udn , 全球電子紙領導廠商E Ink元太科技（8069）今(29)日宣布與日本數位看板領導企業Sharp Corporation... , https://udn.com/news/story/7241/7064464?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:57:09 , udn , 任澤平看民營經濟 「又一個春天來了」 , https://udn.com/news/story/7333/7064054?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:57:19 , udn , 中國民營經濟研究會副會長任澤平昨日在新浪微博發帖「民營經濟的又一個春天來了」，稱大家對中國經濟的未來一定要樂觀，市場經濟... , https://udn.com/news/story/7333/7064054?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:57:40 , udn , 港人報復性出遊 業者估至少維持兩年 , https://udn.com/news/story/7333/7063845?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:57:50 , udn , 有旅遊平台數據顯示，現時外遊消費較疫前增長45%，近九成港人計畫今年出遊，三月內整體海外預訂率增長達40%，其中日本、泰... , https://udn.com/news/story/7333/7063845?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:58:38 , udn , 蘇花大清水明隧道工程提前完成！ 清明連假不管制 , https://udn.com/news/story/7266/7064442?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:59:09 , udn , 博鰲論壇年度報告 中強勁復甦 助亞洲抗外部衝擊 , https://udn.com/news/story/7331/7064377?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:59:19 , udn , 博鰲亞洲論壇2023年會28日於海南博鰲展開，會中發布的年度報告題為「亞洲經濟前景及一體化進程」。報告認為，中國經濟的強... , https://udn.com/news/story/7331/7064377?from=udn-ch1_breaknews-1-0-news
2023-03-29 14:59:59 , udn , 明道大學仍欠二個月薪資 教育部依法開罰10萬 , https://udn.com/news/story/6885/7064494?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:00:10 , udn , 明道大學去年因財務狀況顯著惡化，遭列為專案輔導學校。本月初再傳出校方積欠教職員工兩個月薪水，教育部已要求明道大學於3月9... , https://udn.com/news/story/6885/7064494?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:00:30 , udn , 7-ELEVEN攜手蜜蜂工坊首推「蜂蜜美式咖啡」！限時第2杯半價快嘗鮮 , https://udn.com/news/story/7270/7064492?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:00:41 , udn , 根據調查，全台咖啡年產值約800億元，近4成民眾每天會喝一杯以上的咖啡，瞄準「單日多杯」商機，7-ELEVEN插旗現調風... , https://udn.com/news/story/7270/7064492?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:01:01 , udn , 郭台銘和馬里蘭大學簽訂MOU 推進工業AI領域合作 , https://udn.com/news/story/7240/7064491?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:01:12 , udn , 鴻海（2317）創辦人郭台銘在美東時間3月28日，在華盛頓正式展開訪美行程，於當日下午會晤 「布魯金斯學會」高級研究員M... , https://udn.com/news/story/7240/7064491?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:01:32 , udn , 任內7邦交國斷交！吳釗燮關鍵字現「斷交部長」！學者分析不下台原因是？   , https://udn.com/news/story/6656/7064245?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:01:43 , udn , 外交部26日宣布與中美洲國家宏都拉斯正式斷交，這是總統蔡英文任內斷交的第9國、外交部長吳釗燮任內斷交的第7國，目前我國友邦僅剩13國。 , https://udn.com/news/story/6656/7064245?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:02:03 , udn , 限時動態常看不清楚嗎？IG新功能「捏合縮放」 用雙指放大看得一清二楚 , https://udn.com/news/story/7088/7063795?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:02:14 , udn , 昨天滑 Instagram（IG） 限動的時候，突然跳出一個「捏合可縮放」的通知，只要用雙指捏合就可以縮放限時動態，試了一下還真的可以放大限時動態中影片或是照片的畫面 , https://udn.com/news/story/7088/7063795?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:02:34 , udn , NBA／東區倒數隊伍卻撼動西區局勢 「水鬼」黃蜂連螫雷霆獨行俠 , https://udn.com/news/story/7002/7064376?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:02:45 , udn , 即便身處東區倒數第二名、已與季後賽無緣，黃蜂隊近期卻仍充分扮演「水鬼」角色，接連擊敗正在拚搏季後賽的球隊，打亂排名局勢。

黃蜂上季打出43勝39負成績，獲得東區第十，並於附加賽惜敗老鷹隊。不過， , https://udn.com/news/story/7002/7064376?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:03:01 , udn , NBA／拓荒者放棄治療 讓里拉德休完整季 , https://udn.com/news/story/7002/7064497?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:03:05 , udn , 桃園忠烈祠暨神社爭議 學者看法這樣說 , https://udn.com/news/story/7324/7064481?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:03:12 , udn , NBA例行賽還沒結束，但拓荒者隊已經放棄希望，據美國媒體報導，拓荒者球團決定直接讓目前養傷中的當家球星里拉德（Damia... , https://udn.com/news/story/7002/7064497?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:03:16 , udn , 桃園忠烈祠暨神社文化園區近日因迎來日本神祇，外界各有不同意見引起熱議，有人認為在忠烈祠有日本神祇與精神不符，也有另一派人... , https://udn.com/news/story/7324/7064481?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:03:36 , udn , 4月台股期指漲51點 , https://udn.com/news/story/7255/7064459?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:03:47 , udn , 台北股市今天終場漲68.28點，收15769.76點。4月台指期以15740點作收，上漲51點，與現貨相較，逆價差29.... , https://udn.com/news/story/7255/7064459?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:05:48 , udn , 馬英九在南京題字：「歷史絕不可遺忘」 , https://udn.com/news/story/123435/7064499?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:05:59 , udn , 前總統馬英九在參觀南京大屠殺紀念館後題字，「歷史絕不可遺忘」。他表示，所有的中國人都應該從這段歷史中汲取教訓，自立自強，... , https://udn.com/news/story/123435/7064499?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:06:19 , udn , 人蛇丟包？本月台灣沿海16具屍體 2人身上有越南證件 , https://udn.com/news/story/7315/7064505?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:06:30 , udn , 近日台灣自台中往南到高雄沿海地區，發現多起浮屍案件，懷疑可能有人蛇集團丟包，海巡署下午表示，今年3月到現在，執行海上救生... , https://udn.com/news/story/7315/7064505?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:06:50 , udn , 王建煊／王老先生講故事之271：真有那麼嚴重嗎？ , https://udn.com/news/story/7340/7064496?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:07:01 , udn , 有位朋友的孩子唸高二時，突然不想唸書，他開始蹺課，甚至離家出走。父母極為緊張，想不到這麼倒楣的事，真的發生在自己家裏。緊張、生氣、無奈也沒辦法，在不得已的情況下，只好讓孩子輟學在家，只要不出去變壞就好了。 , https://udn.com/news/story/7340/7064496?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:07:21 , udn , 比亞迪王傳福談汽車電池：存儲類依然強勁 消費類在放緩 , https://udn.com/news/story/7333/7064404?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:07:32 , udn , 集微網消息，據新浪財經報導，比亞迪創始人王傳福表示，中國的新能源汽車市場已進入全面擴張階段。存儲電池需求依然強勁，消費品的電池需求在放緩。 , https://udn.com/news/story/7333/7064404?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:11:48 , udn , 111年國人圖書館借閱數逾九千萬冊創新高 最愛哲學類書 , https://udn.com/news/story/6898/7064517?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:11:58 , udn , 國家圖書館今天公布「111年台灣閱讀風貌及全民閱讀力年度報告」，實體書與電子書利用全面成長，國人去年共借9311萬冊書，... , https://udn.com/news/story/6898/7064517?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:12:19 , udn , C肝辦降級  簡榮南憂心 C肝清除大業 仍有兩關卡難突破 , https://udn.com/news/story/7266/7064516?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:12:29 , udn , 「國家消除C肝辦公室（簡稱C肝辦）」二月起降階為衛福部三級單位，長年投注努力於其中的專家學者們感到憂心，拿掉「國家」二字... , https://udn.com/news/story/7266/7064516?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:15:22 , udn , NBA／拓荒者放棄了！決定讓里拉德休完整季 , https://udn.com/news/story/7002/7064497?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:21:00 , udn , 群益投信第2季投資展望：「CHANGE」配置策略 趨勢成長、息利雙收 , https://udn.com/news/story/7251/7064544?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:21:10 , udn , 時序來到2023年第2季度，近期歐美銀行業相繼出現暴雷事件，顯示聯準會激進升息的貨幣緊縮效果已對銀行體系造成壓力，加上通... , https://udn.com/news/story/7251/7064544?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:21:31 , udn , 郭台銘說台灣領導人必須以德服人為而不爭 , https://udn.com/news/story/6656/7064541?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:21:41 , udn , 鴻海創辦人郭台銘在美東時間3月28日展開訪美行程，郭台銘與華府玉山協會會晤時，出席人士問郭台銘台灣領導人應該具備什麼特質... , https://udn.com/news/story/6656/7064541?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:22:01 , udn , 民法刪懲戒權該怎麼教小孩？協會顧問破除家長迷思 , https://udn.com/news/story/7314/7064537?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:22:12 , udn , 在提供家長親子諮詢相關服務的過程中，發現來到我面前的家長往往非常愛小孩、在乎孩子，也期待孩子可以健康快樂地成長，並期許自己可以用開放、包容、理性和自在的態度來教養小孩。但實際和孩子生活的日常實踐中，卻常事與願違、力有未逮。這個知易行難往往來自於以下迷思 , https://udn.com/news/story/7314/7064537?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:22:32 , udn , 出席新北忠烈祠春祭典禮 侯友宜：感謝革命先烈犧牲奉獻 , https://udn.com/news/story/7323/7064534?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:22:43 , udn , 新北市忠烈祠今日上午舉行春祭典禮，由新北市長侯友宜擔任主祭官，代表及烈、義士家屬共計約300餘人一同向烈、義士表達最深敬... , https://udn.com/news/story/7323/7064534?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:23:03 , udn , 竹市兒童藝術節交通懶人包出爐 連假還有惜物市集 , https://udn.com/news/story/7324/7064527?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:23:14 , udn , 4月1日起將展開為期5天的清明兒童節連假，新竹市政府在新竹公園推出兒童藝術節活動，交通懶人包資訊今天出爐，鼓勵外縣市民眾... , https://udn.com/news/story/7324/7064527?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:23:34 , udn , 同仁這張照片李四川曝心聲 網笑：竟拿韓國瑜出來墊背 , https://udn.com/news/story/7327/7064526?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:23:45 , udn , 台北市副市長李四川今天在臉書表示，他昨天陪市長萬安市長參加「智慧城市展暨淨零城市展」的開幕心得，並與各國貴賓分享施政經驗... , https://udn.com/news/story/7327/7064526?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:00 , udn , 新光一號6不動產公告標售 天母這棟底價114億元 , https://udn.com/news/story/7239/7064557?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:05 , udn , 高中生疑上課用手機被檢討墜樓 學者：應瞭解原因 勿過度苛責 , https://udn.com/news/story/7320/7064525?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:11 , udn , 新光一號不動產投資信託基金持有的所有不動產今(29)日公告公開標售，六棟標的合計底價約297億元，不動產類型含括辦公室、... , https://udn.com/news/story/7239/7064557?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:16 , udn , 台中一名高中一年級男學生，疑因上課時使用手機，被老師要求檢討，今早由學校4樓躍下，造成腦出血、氣胸、肺挫傷和身上多處骨折... , https://udn.com/news/story/7320/7064525?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:31 , udn , 朱立倫嗆蔡英文：作為中華民國總統在機場沒講中華民國 , https://udn.com/news/story/6656/7064555?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:36 , udn , 蔡總統到美國會見誰？吳釗燮：時間快靠近就會跟大家講 , https://udn.com/news/story/123444/7064524?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:42 , udn , 國民黨主席朱立倫今天在中常會表示，前總統馬英九赴大陸訪問，明確地站穩中華民國的立場，相對於民進黨不斷地雞蛋裡挑骨頭，明明... , https://udn.com/news/story/6656/7064555?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:24:47 , udn , 蔡英文總統今天啟程出訪中美洲，第一站將飛往美國紐約過境。隨行的外交部長吳釗燮在專機起飛後，走到媒體區向記者打招呼，被問到... , https://udn.com/news/story/123444/7064524?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:25:02 , udn , 足球／第5度半場帽子戲法 梅西達國家隊100進球里程碑 , https://udn.com/news/story/7005/7064554?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:25:13 , udn , 阿根廷足球巨星梅西在今天國家隊與庫拉索的友誼賽中，上半場就踢進3球，生涯第5度在半場就完成帽子戲法，這也讓他在國家隊生涯... , https://udn.com/news/story/7005/7064554?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:25:33 , udn , 你也在感嘆賺愈多花愈多？  聽聽富爸爸「不為錢工作」的六堂課建議吧！ , https://udn.com/news/story/121591/7064512?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:25:44 , udn , 說到存錢這檔事，你是不是也經常感嘆：「雖然賺得不少，但是花得也不少，存錢好難……」這讓小編想到以前有個女同事，工作多年卻孑然一身，並不是她賺得不多… , https://udn.com/news/story/121591/7064512?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:26:35 , udn , 機率只有1％！肯亞罕見「龍鳳胎小象」誕生 緊跟媽身邊萌翻研究員：要健康長大～ , https://udn.com/news/story/7470/7064531?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:26:45 , udn , 根據People報導，位於非洲肯亞的桑布魯野生動物保護區（Samburu National Reserve）日前罕見迎來了一對龍鳳胎小象，牠們緊緊跟在媽媽的身邊，對這個世界充滿好奇心，可愛的模樣讓牠們引起外界的關注！動物友善組織「拯救大象」（Save the Elephants）長期研究和監測大象的活動，因此對保護區內的象群非常了解，當天幾名導遊發現名叫波拉（Bora）的母象身旁跟著兩隻剛出生的小象，讓研究人員又驚又喜。 , https://udn.com/news/story/7470/7064531?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:27:02 , udn , 韓國確診者隔離擬5月起縮短至5天 估7月全解除 , https://udn.com/news/story/6813/7064547?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:27:12 , udn , 韓國政府今天表示，可能在5月將COVID-19（2019冠狀病毒疾病）確診者義務隔離天數從7天縮短至5天，並明確設定相關... , https://udn.com/news/story/6813/7064547?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:27:33 , udn , 籃球／兩職業聯盟合併議題引發網路討論 台灣籃球名人堂協會發聲明澄清致歉 , https://udn.com/news/story/7003/7064560?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:27:43 , udn , PTT台籃討論版，從昨天開始，針對台灣兩大職業籃球聯盟P聯盟與T1聯盟合併的議題進行熱烈討論，網友表達那些球隊該留下、那些球隊該解散，然而始作俑者台灣籃球名人堂協會，於今天發表聲明，針對昨天在淡江大學 , https://udn.com/news/story/7003/7064560?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:28:03 , udn , 解封後未迎春天？85度C董娘賣股 反映餐飲業倒閉風暴恐來臨 , https://udn.com/news/story/7238/7064007?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:28:14 , udn , 旗下擁有85度C的美食-KY（2723）董事長吳政學配偶周一以鉅額逐筆的方式將手中持有的3463張股票轉讓，造成周一股價一度跌停，儘管公司說明是要 「引進國際長期投資人」，仍引發外界議論。餐飲董娘此舉是代表什麼警訊？難道解封後餐飲業並未迎來春天？ , https://udn.com/news/story/7238/7064007?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:28:35 , udn , 爸爸買小土狗花20倍價格買狗籠「超大坪數豪宅」曝光網傻眼：要背幾年房貸？ , https://udn.com/news/story/7470/7061764?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:28:40 , udn , NBA／拓荒者放棄最後努力！決定讓里拉德「關機」休完整季 , https://udn.com/news/story/7002/7064497?from=udn-ch1_breaknews-1-0-news
2023-03-29 15:28:45 , udn , 近日遼寧大連有網友就在微博上分享，自己的爸爸花不到兩百多塊（人民幣38元）買了一隻小狗，卻花了四千多塊（人民幣1038元）買了一棟「豪宅」給狗狗住，讓網友笑說這下狗狗可要背上好幾年房貸了。 , https://udn.com/news/story/7470/7061764?from=udn-ch1_breaknews-1-0-news
