2023-03-26 00:23:28 , udn , 初選暗樁之亂終結 藍剔除徐巧芯、費鴻泰之外4人資格 , https://udn.com/news/story/6656/7056865?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:02:57 , udn , 綠委：大陸打壓台灣外交 馬英九訪中會傳遞國際錯誤訊息 , https://udn.com/news/story/6656/7057569?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:03:08 , udn , 民進黨立委林楚茵今天說，宏都拉斯宣布與我國斷交，前總統馬英九明天出訪中國大陸的祭祖行程仍未改變，大陸大動作洗馬臉，刻意給... , https://udn.com/news/story/6656/7057569?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:03:28 , udn , 高雄每10萬人車禍死亡高 交通局澄清近3年六都唯一下降 , https://udn.com/news/story/7327/7057566?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:03:39 , udn , 民眾黨立委邱臣遠在臉書發文，指出每10萬人口車禍死亡數據，共有16個縣市超過10人，其中直轄市最嚴重的前三名分別是台南市... , https://udn.com/news/story/7327/7057566?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:03:59 , udn , 台北東區買槍 男涉酒後搭計程車開槍洩憤 隔日落網 , https://udn.com/news/story/7315/7057565?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:04:10 , udn , 郭姓男子涉嫌在台北市東區用4萬元購買改遭手槍和子彈，2021年間喝酒後不滿林姓男子，搭計程車前往樹叢取槍，再到林男對車子... , https://udn.com/news/story/7315/7057565?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:05:59 , udn , 埃及古神廟2千動物木乃伊出土 凸顯法老王地位 , https://udn.com/news/story/6809/7057549?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:06:09 , udn , 埃及文物官員今天表示，南部古城阿拜多斯的拉美西斯二世神廟，發現了至少2000個托勒密王朝時期公羊頭木乃伊，以及一座富麗堂... , https://udn.com/news/story/6809/7057549?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:06:30 , udn , NCAA／第9種子佛羅里達大西洋大學殺進4強 , https://udn.com/news/story/7003/7057562?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:06:40 , udn , NCAA一級男子籃球錦標賽今天上演「菁英8強」戰，開賽沒多久，馬丁就以一記飛身灌籃做足宣示，最終率領第9種子佛羅里達大西... , https://udn.com/news/story/7003/7057562?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:07:01 , udn , 台中南屯3車連環撞一車側翻 波及5機車一人傷 , https://udn.com/news/story/7320/7057578?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:07:11 , udn , 台中市南屯區向上路二段在今天中午12時50分，發生一起連環車禍，一輛轎車側翻在地，第四警分局調查，全案是3輛轎車的事故，... , https://udn.com/news/story/7320/7057578?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:07:32 , udn , 無照男遭查獲持毒咖啡包辯「藥包」 警拆謊：別鬧了 , https://udn.com/news/story/7315/7057574?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:07:42 , udn , 林姓男子無照駕車，遭警攔查裁處，又被發現汽車上放有多包毒品咖啡包、吸食器、大麻研磨器、大麻霧化器、電子磅秤等物，警方懷疑... , https://udn.com/news/story/7315/7057574?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:08:03 , udn , 陳建仁和蔡其昌同時向盧秀燕喊話 提出台中港蓋新式智慧辦公大樓 , https://udn.com/news/story/7325/7057570?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:08:13 , udn , 行政院長陳建仁今天到台中港，出席台中港37、38號碼頭新建工程動土典禮，立法院副院長蔡其昌向出席的台中市府人員說，希望對... , https://udn.com/news/story/7325/7057570?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:08:58 , udn , 新二代展現多語優勢 高雄東南亞語演講競爭激烈 , https://udn.com/news/story/6885/7057581?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:09:09 , udn , 高雄市東南亞產學交流協會連續3年舉辦泰語、印尼語、越南語交流競賽活動，今天在文藻外語大學舉辦即席演講競賽，24名參賽者中... , https://udn.com/news/story/6885/7057581?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:09:29 , udn , 鳳梨3粒50元  堆成山促銷 , https://udn.com/news/story/7326/7057582?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:09:40 , udn , 嘉義市東市場有水果攤商將鳳梨堆成小山般大力促銷，最便宜3粒50元，吸引民眾購買；老闆說，現在正值屏東鳳梨產季好吃又便宜。... , https://udn.com/news/story/7326/7057582?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:11:59 , udn , 女友學歷高、漂亮溫柔 首次過夜驚聞「嚴重腳臭」：該怎辦？ , https://udn.com/news/story/7272/7057491?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:12:09 , udn , 腳臭是許多人的煩惱，日前有男網友發文抱怨，女朋友雖然長得漂亮、學歷高且溫柔又善解人意，但首次過夜卻發現她有「嚴重腳臭」，對此許多人粉粉建議改善鞋子、襪子材質，並勤曬鞋、洗鞋，《Hello醫師》也指出腳汗是腳臭的主要原因。 , https://udn.com/news/story/7272/7057491?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:15:09 , udn , 中國大陸宣布與宏都拉斯建交 外交部重申「不會屈服」 , https://udn.com/news/story/123264/7057525?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:17:58 , udn , 久旱逢甘霖 嘉義仁義潭水庫進水不明顯 需明早再觀察 , https://udn.com/news/story/7326/7057607?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:18:08 , udn , 嘉義地區水情亮黃燈，昨天下午起有局部降雨，截至今下午2點，以阿里山、梅山鄉瑞里的累積雨量最多，分別為32毫米、24.5毫... , https://udn.com/news/story/7326/7057607?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:18:29 , udn , 2碗大乾麵50元 老闆瘋了？ 鼓勵環保自備餐具開心就好 , https://udn.com/news/story/7328/7057605?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:18:39 , udn , 近期雞蛋價格比起2年前大漲近倍，不少人要買也買不到，台東市市場麵店老闆鄭建成，日前決定麵不加蛋、降價10元，今天更佛心，... , https://udn.com/news/story/7328/7057605?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:19:00 , udn , 桃園台茂購物中心火警！逛街民眾急疏散 起火點疑是這 , https://udn.com/news/story/7320/7057606?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:19:10 , udn , 桃園市知名商場台茂購物中心今下午1時許發生火警，大量濃煙自建物竄出，遭大批民眾目擊PO網，起火點疑是6樓某餐廳，火勢在2... , https://udn.com/news/story/7320/7057606?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:19:31 , udn , 春雨報到！日月潭蓄水率不升反跌 九蛙仍沒水吃 , https://udn.com/news/story/7325/7057596?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:19:41 , udn , 南投縣昨晚總算降下春雨，全縣以仁愛鄉累積雨量最豐，萬大發電廠地區在24小時內累積雨量達73.5mm居全縣之冠，但雨勢卻對... , https://udn.com/news/story/7325/7057596?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:19:48 , udn , 高中妹與多男發生性關係全程錄影 告性侵因這原因不起訴 , https://udn.com/news/story/7317/7056411?from=udn-catehotnews_ch2
2023-03-26 15:20:01 , udn , 彰化童萌會登場 文德國小學生擺攤賺畢旅基金 , https://udn.com/news/story/7325/7057595?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:20:12 , udn , 彰化縣政府今天在員林公十九晴雨球場舉辦「彰化囝仔好幸福」兒童節系列活動童萌會，現場有文德國小的小朋友擺攤賺畢旅基金，小朋... , https://udn.com/news/story/7325/7057595?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:20:32 , udn , 台宏斷交 柯文哲：吹噓台美關係 無法阻止斷交 , https://udn.com/news/story/123264/7057592?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:20:43 , udn , 台灣與宏都拉斯斷交，民眾黨主席柯文哲今天在臉書發文，指「友邦固然珍貴，國格價更高」，並對台、宏結束82年邦誼表示遺憾。 , https://udn.com/news/story/123264/7057592?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:21:03 , udn , NBA／楊恩累積15個技術犯規 距離禁賽僅差1次 , https://udn.com/news/story/7002/7057577?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:21:14 , udn , 老鷹射手楊恩（Trae Young）在今天對戰溜馬進行到第三節7分25秒時，因不滿裁判的判決，吃下1次技術犯規後還被直接趕出場；儘管少了當家球星，但老鷹下半場充分發揮火力，仍是以143比130拿下勝利 , https://udn.com/news/story/7002/7057577?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:22:35 , udn , 鳳梨3粒50元 堆成山促銷 , https://udn.com/news/story/7326/7057582?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:23:59 , udn , 台宏82年邦誼 不敵中國大陸金錢利誘斷交 , https://udn.com/news/story/123264/7057572?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:24:09 , udn , 中華民國與宏都拉斯建交長達82年，雙方在經貿合作多有碩果，台灣並多次在宏都拉斯有需要時伸援；未料多年情誼難擋中國利誘，宏... , https://udn.com/news/story/123264/7057572?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:24:30 , udn , 宏國斷交  陳其邁指不要自亂陣腳 德不孤必有鄰 , https://udn.com/news/story/6656/7057615?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:24:40 , udn , 宏都拉斯將與台灣斷交，高雄市長陳其邁今午對此表示，中華民國與中華人民共和國互不隸屬，中國大陸一再藉用外交打壓，尤其利用金... , https://udn.com/news/story/6656/7057615?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:26:57 , udn , 保力達、維士比一開始竟是給孕婦喝的？「工地調酒」變身手搖飲難稽查 , https://udn.com/news/story/7266/7057372?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:27:07 , udn , 保力達與維士比問世至今超過半世紀，「明天的氣力幫你準備好」、「福氣啦！」等品牌廣告詞深植人心，雖然客群鎖定藍領階級的工人取向，但工人無論是購買或飲用都有不少拘束，有時為了喝上一口，卻因工作限制，要賠上一天、甚至一個月的工錢，代價很高。 , https://udn.com/news/story/7266/7057372?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:27:28 , udn , 加速離岸風電推動！斥資35億元 台中港37、38號碼頭動工 , https://udn.com/news/story/7238/7057618?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:27:38 , udn , 台灣港務公司為配合國家推動離岸風力發電政策，今(26)日於台中港38號碼頭後線舉行「台中港37、38號碼頭新建工程動土典... , https://udn.com/news/story/7238/7057618?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:27:40 , udn , 懸宕十年 外界關注立院本周審權證避險降稅案 , https://udn.com/news/story/7314/7057554?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:27:59 , udn , 日相岸田：今日烏克蘭可能是明日東亞 , https://udn.com/news/story/6809/7057613?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:28:09 , udn , 日本首相岸田文雄今天出席防衛大學校（National Defense Academy ofJapan）畢業典禮致詞時說，... , https://udn.com/news/story/6809/7057613?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:29:31 , udn , 久旱逢甘霖、嘉義仁義潭水庫進水不明顯 需明早再觀察 , https://udn.com/news/story/7326/7057607?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:29:58 , udn , 馬英九將在浦東機場發表談話 , https://udn.com/news/story/7332/7057622?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:30:09 , udn , 馬前總統的祭祖之旅將於明天下午開始，此行將以祭祖、抗日和教育交流為主。馬前總統將在浦東機場發表講話。 , https://udn.com/news/story/7332/7057622?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:32:58 , udn , 空姐排第2！台灣男性「最想娶職業」前8名曝 網見冠軍超意外 , https://udn.com/news/story/120912/7057560?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:33:08 , udn , 每個人的理想擇偶條件都不同，有人追求門當戶對的家世背景，也有人在意外表打扮。然而，YouTuber「77老大」進行投票調查，發現台灣男性最想娶的職業是老師，相關話題也在網路上掀起討論。 , https://udn.com/news/story/120912/7057560?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:35:31 , udn , 宏國斷交 陳其邁指不要自亂陣腳「德不孤必有鄰」 , https://udn.com/news/story/123264/7057615?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:35:58 , udn , UBA／台師大季軍戰退佛光 梁嘉音點出球員不夠「勇敢」 , https://udn.com/news/story/7002/7057633?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:36:01 , udn , 屏東縣多管齊下力求反轉「交通地獄」 降低用路人風險 , https://udn.com/news/story/7327/7057610?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:36:08 , udn , 連續兩年在UBA公開一級女子組以亞軍作收的台師大，在昨天4強賽不敵文化大學後落後季軍戰後，今天與佛光大學之戰在上半場又陷... , https://udn.com/news/story/7002/7057633?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:36:12 , udn , 全台各地仍不時傳出交通死亡事故，道路安全備受關注，根據交通部去年公布的數據顯示屏東縣為最嚴重等級縣市之一，死亡數達25人... , https://udn.com/news/story/7327/7057610?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:36:59 , udn , 明天下午抵陸！ 馬英九將在上海浦東機場發表談話 , https://udn.com/news/story/123435/7057622?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:44:58 , udn , 德誼數位買iPhone 14搭指定方案AirPods Pro 0元帶回家 , https://udn.com/news/story/7266/7057650?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:45:09 , udn , 搶攻政府普發6,000元商機，德誼數位自即日起至4月5日祭出消費優惠放大術，購買MacBook、iPhone、iPad ... , https://udn.com/news/story/7266/7057650?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:45:29 , udn , 把握鋒面通過台灣 水利署持續進行人工增雨作業 , https://udn.com/news/story/7266/7057651?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:45:40 , udn , 台灣持續受東北季風及華南雲雨區影響，降雨機會高，水利署人工增雨服務團把握難得時機，清晨5時於曾文水庫、甲仙堰、旗山等三地... , https://udn.com/news/story/7266/7057651?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:46:00 , udn , NCAA／康乃狄克大勝岡薩加挺進最終4強 , https://udn.com/news/story/7003/7057624?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:46:11 , udn , 靠著霍金斯繳出20分，康乃狄克大學（UConn）哈士奇隊今天82比54痛宰岡薩加大學，9年來首度挺進全美大學體育聯盟（N... , https://udn.com/news/story/7003/7057624?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:46:31 , udn , PORTER INTERNATIONAL打破傳統 新PUNK系列包款詮釋六角哲學 , https://udn.com/news/story/7270/7057637?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:46:41 , udn , PORTER INTERNATIONAL首度推出六角形包款，藉以呼應系列名稱「PUNK」勇於打破傳統，率性而為的精神，並即日起在台北101專賣店首賣。延續機能時尚的概念，PORTER INTERNATIONAL還採用新面料來打造PUNK系列包款，凸顯輕量、耐用和防潑水的特色。 , https://udn.com/news/story/7270/7057637?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:50:57 , udn , 卡那卡那富族河祭盛大舉行 河的子民提前返鄉傳承文化 , https://udn.com/news/story/7327/7057656?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:51:08 , udn , 台灣原住民族卡那卡那富族一年一度的河祭（Pasika’arai）既神秘又莊嚴，昨天清晨在那瑪夏區隆重登場，今年有不少年輕... , https://udn.com/news/story/7327/7057656?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:51:28 , udn , 費芯大戰 黃呂錦茹：周二協調應化解 還不需蔣萬安出面 , https://udn.com/news/story/6656/7057657?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:51:39 , udn , 國民黨北市信義南松山立委初選上演費芯大戰。議員徐巧芯催票簡訊直接寫「內閣不分區有資深費鴻泰」，引發費不滿表示考慮送黨考紀... , https://udn.com/news/story/6656/7057657?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:51:59 , udn , 7年斷9國 朱立倫：綠應檢討 別再操弄民粹獲取政治利益 , https://udn.com/news/story/6656/7057652?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:52:09 , udn , 宏都拉斯與中華民國斷交，國民黨主席朱立倫在臉書表示遺憾，他批評民進黨兩岸與外交政策錯誤，維持現狀、護主權的承諾，通通跳票... , https://udn.com/news/story/6656/7057652?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:53:58 , udn , 被推薦當大法官 謝長廷：不是為了賺錢起心動念 , https://udn.com/news/story/6656/7057662?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:54:08 , udn , 駐日代表謝長廷創辦的新文化基金會，擬推薦謝長廷出任大法官，引發熱議。謝長廷下午出席「謝長廷：台灣與日本善的循環」新書發表... , https://udn.com/news/story/6656/7057662?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:54:29 , udn , 影／不只玉山主峰、北峰 排雲山莊也下「三月雪」 , https://udn.com/news/story/7266/7057661?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:54:39 , udn , 玉山今天飄下今年初雪，創下設站80年最晚紀錄，而除了玉山主峰、北峰降雪，排雲山莊也在上午11時20分傳出下冰霰，20分鐘... , https://udn.com/news/story/7266/7057661?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:54:59 , udn , 兒童節5天連假怎麼過？遊逛型Outlet解決遛孩放電需求 , https://udn.com/news/story/7270/7057660?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:55:10 , udn , 連續五天的兒童清明連假即將到來，訴求全家型客層且以遊逛為主要特色大型Outlet特別推出吸引大人小孩目光的主題活動，提供... , https://udn.com/news/story/7270/7057660?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:55:30 , udn , Mister Donut「甜甜圈10個299」！雪兔寶寶波堤新登場 , https://udn.com/news/story/7270/7057659?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:55:41 , udn , 迎接即將到來的連假，「Mister Donut」自3月27日起，限時10天推出「甜甜圈10入299元」的限時優惠方案，同... , https://udn.com/news/story/7270/7057659?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:56:48 , udn , 台中地區凌晨大雨 對果樹茶樹幫助大農民謝天 , https://udn.com/news/story/7325/7057669?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:56:59 , udn , 台中地區今天凌晨大雨，許多農民謝天說，這場雨來得及時，台中市農業觀光產業發展協會理事長羅進玉表示，春季作物萌芽需要大量的... , https://udn.com/news/story/7325/7057669?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:57:02 , udn , 7年斷9國！朱立倫：民進黨應檢討 別再操弄民粹獲取政治利益 , https://udn.com/news/story/123264/7057652?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:57:19 , udn , 狒狒現蹤富岡菜園偷菜留足跡 農友：牠竟愛吃萵苣 , https://udn.com/news/story/7324/7057666?from=udn-ch1_breaknews-1-0-news
2023-03-26 15:57:30 , udn , 桃園狒狒脫逃逾15天，狒狒行蹤神出鬼沒，至今天下午止，市政府農業局接獲2、3次通報疑似狒狒現身足跡查證不實，楊梅區員富岡... , https://udn.com/news/story/7324/7057666?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:00:19 , udn , 狒狒桃園大奔逃！現蹤富岡菜園偷菜留足跡 農友：牠愛吃萵苣 , https://udn.com/news/story/123439/7057666?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:00:22 , udn , 費芯大戰！國民黨北市黨部：周二協調應化解 還不需蔣萬安出面 , https://udn.com/news/story/123307/7057657?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:00:49 , udn , 胡連去年EPS 10元創新高 特斯拉將交新車、可望帶動業績 , https://udn.com/news/story/7254/7057665?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:01:00 , udn , 胡連（6279）公布2022年稅後純益9.99億元，年增26.7%，創歷史新高，2022年每股稅後純益（EPS）10.0... , https://udn.com/news/story/7254/7057665?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:02:48 , udn , 下周訪陸…西班牙總理將與習近平促談俄烏和平、尊重領土完整 , https://udn.com/news/story/6809/7057653?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:02:58 , udn , 西班牙總理桑傑士（Pedro Sanchez）下週將前往中國進行國是訪問，他今天表示，將促進俄羅斯與烏克蘭之間公正持久的... , https://udn.com/news/story/6809/7057653?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:03:18 , udn , 帶三孩套圈圈「公仔掛耳」竟不算  網解釋：看老闆會不會做人 , https://udn.com/news/story/120911/7057584?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:03:29 , udn , 夜市有吃又有玩，日前有一名媽媽帶三個孩子到夜市玩套圈圈，其中一個圈圈套中皮卡丘公仔的左耳，卻遭老闆否定「這樣不算」，對此許多網友一面倒表示「真的不算」，還有人指出，要看老闆會不會「做生意」。 , https://udn.com/news/story/120911/7057584?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:11:48 , udn , 曖昧升溫！超神奇露營必備「脫單神器」 他隨手攜帶意外被網友狂讚：直接被暖到 , https://udn.com/news/story/120915/7056101?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:11:58 , udn , 許多人都會趁著好天氣，在週末和連假假期規劃與家人好友出遊，其中露營也成為不少民眾的首選，近日有網友在臉書社團發文，透露和好友去露營時順手帶了「一盒小物」，沒想到不僅受到大家歡迎，甚至在曖昧對象面前留下好印象，讓不少網友驚呼是「山裡必備的脫單神器」。 , https://udn.com/news/story/120915/7056101?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:12:18 , udn , 魚販兒酒後開小貨車上工 母急催他配合酒測結果被上銬 , https://udn.com/news/story/7321/7057689?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:12:29 , udn , 高雄梓官魚市場林姓魚販，凌晨載母親擺攤途中，因闖紅燈遭警網攔下；警方聞到他滿身酒氣，林母央求警勿對兒子酒測，後來一聽拒測... , https://udn.com/news/story/7321/7057689?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:12:49 , udn , 青年委員會沒照規定開會？ 北市：合乎3個月開會1次規範 , https://udn.com/news/story/7323/7057685?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:13:00 , udn , 台北市長蔣萬安上任已滿3個月，遭議員質疑，沒有依照市府規定三個月定期召開「青年事務委員會」，質疑蔣萬安青委會形同虛設，看... , https://udn.com/news/story/7323/7057685?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:13:20 , udn , 台宏今斷交 羅致政：邦交國只是外交戰線的一部分 , https://udn.com/news/story/123264/7057686?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:13:30 , udn , 宏都拉斯今宣布與我國斷交。立法委員羅致政說，中國大陸對台灣的外交攻勢只會不斷增加，但邦交國只是戰線的一部分，台灣在與其他... , https://udn.com/news/story/123264/7057686?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:13:51 , udn , 台宏斷交 捷克議長：台捷更應珍惜彼此友誼 , https://udn.com/news/story/6656/7057677?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:14:01 , udn , 來台訪問的捷克眾議院議長艾達莫娃今天說，捷克與台灣關係良好，在宏都拉斯宣布與中華民國斷交下，捷克與台灣更應珍惜彼此間的友... , https://udn.com/news/story/6656/7057677?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:14:22 , udn , 馬英九將赴陸祭祖！謝長廷：江湖險惡 請他多保重 , https://udn.com/news/story/123435/7057684?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:14:32 , udn , 外交部長吳釗燮任內丟失7個邦交國，是否該負起政治責任？駐日代表謝長廷下午表示，最早邦交有120幾個國家，經過政權輪替，搞... , https://udn.com/news/story/123435/7057684?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:14:47 , udn , 馬英九27日訪中「客隨主便」 未預期見陸方重要人士 , https://udn.com/news/story/123435/7057679?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:14:53 , udn , 桃園獨居婦人跌倒房內2天無動靜 鄰居報案救出 , https://udn.com/news/story/7320/7057672?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:14:58 , udn , 前總統馬英九27日將前往中國大陸祭祖，並率多名學生與中國大陸學生交流。馬英九基金會執行長蕭旭岑今天重申，馬英九此行單純就... , https://udn.com/news/story/123435/7057679?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:15:03 , udn , 桃園市78歲陸姓獨居婦人因2天未出門，屋內也無聲響和動靜，引發鄰居擔心報警求助，警員到場後敲門無回應，當機立斷請來鎖匠開... , https://udn.com/news/story/7320/7057672?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:15:18 , udn , 雞蛋公告價維持不漲 業者：實際交易價格早已超過 , https://udn.com/news/story/122475/7057676?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:15:24 , udn , 畢業生也搶進房產業？網友熱議10大當房仲好處！超強誘因是「這點」   , https://udn.com/news/story/7269/7056102?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:15:29 , udn , 中華民國蛋價委員會執行長陳進丁今天說，雞蛋公告價格本週會維持產地價每台斤新台幣45.5元、批發價55元。不過有業者指出，... , https://udn.com/news/story/122475/7057676?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:15:34 , udn , 6月畢業季即將來臨，近期校園徵才博覽會如火如荼展開，根據《yes123》求職網調查（註：複選）發現，對今年的應屆畢業生而言，投入職場選擇第一份工作時，主要考量內容分別是「薪資」（52.7％） 、「符合興趣」（50.2％） 、「職務的發展性」（41.1％） 、「公司福利」（40.2％） 以及「公司或行業未來前景」（30.6％） 等。 , https://udn.com/news/story/7269/7056102?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:15:49 , udn , 搭捷運手臂被噴不明液體 他轉頭見1正妹拿這瓶嚇「別亂噴」 , https://udn.com/news/story/120911/7057568?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:16:00 , udn , 捷運是不少人通勤的重要交通工具之一，不僅快速、方便，費用也較便宜，但也因為搭乘的人多，容易出現許多糾紛和狀況。一名男網友日前搭捷運時，隱約覺得站在他後面的乘客噴了不明液體，讓他心生恐懼，還以為是恐怖份子，等到鼓起勇氣轉頭查看，發現後方是名正妹乘客，真相揭曉也讓人啼笑皆非。 , https://udn.com/news/story/120911/7057568?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:16:56 , udn , 撞到不負責！兩津勘吉生猛似「狒狒暖男」《烏龍派出所》20大熱門角色排行揭曉 , https://udn.com/news/story/120912/7057514?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:17:06 , udn , 《烏龍派出所》陪伴著不少人成長，原著漫畫更是連載了長達40年，在2016年時，漫畫版發行第200卷，同時也是大結局，有歡笑，但也有淚水的劇情，也讓《烏龍派出所》成為不少人心中的神作。 , https://udn.com/news/story/120912/7057514?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:17:47 , udn , 台中果菜市場斥資上億新建冷鏈配銷中心 預計明年啟用 , https://udn.com/news/story/7323/7057699?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:17:58 , udn , 台中果菜批發市場新建冷鏈配銷中心，今工程上梁典禮，第1期已執行6成，緊接著進行第2期工程，預計明年啟用。台中市副市長王育... , https://udn.com/news/story/7323/7057699?from=udn-ch1_breaknews-1-0-news
2023-03-26 16:29:39 , udn , 蔡政府斷交擋不住 政治路線脫離現實 迴力鏢打到自己 , https://udn.com/news/story/6656/7057472?from=udn-ch1_breaknews-1-0-news
