2023-03-31 00:13:41 , udn , 【即時短評】 蔡英文與麥卡錫會晤的變數與選舉考量 , https://udn.com/news/story/123444/7068493?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:52:01 , udn , NBA／英格倫飆31分大三元 鵜鶘碎金排名擠下湖人 , https://udn.com/news/story/7002/7069641?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:52:12 , udn , 因右小腿緊繃，金塊當家中鋒約柯奇（Nikola Jokic）缺席了今天主場比賽，力爭上游的鵜鶘充分把握機會，在英格倫（Brandon Ingram）繳出31分11籃板10助攻的大三元數據下，幫助球隊以 , https://udn.com/news/story/7002/7069641?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:54:06 , udn , NBA／獨行俠低迷錯不在雙星？名將點問題：放走布朗森 , https://udn.com/news/story/7002/7069515?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:54:17 , udn , 獨行俠隊目前已跌至西區第11名，不僅季後賽，就連附加賽資格目前看來都岌岌可危。而前NBA名將克勞佛（Jamal Crawford）認為，掙扎原因源自於夏天放走布朗森（Jalen Brunson）。
 , https://udn.com/news/story/7002/7069515?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:54:37 , udn , 黃偉哲參加永福國小明星運動會 趣味闖關歡慶兒童節 , https://udn.com/news/story/6885/7069674?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:54:47 , udn , 為歡慶即將到來的兒童節，台南市長黃偉哲上午參加永福國小「永福明星運動會」兒童節慶祝活動，與小朋友同樂，組隊進行射箭、田徑... , https://udn.com/news/story/6885/7069674?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:55:08 , udn , 大蒜種植採收機械化更進一步 農民不怕雇不到工人 , https://udn.com/news/story/7266/7069669?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:55:18 , udn , 因應農業缺工嚴重，大蒜採收機械化有迫切需求，農委會台南區農業改良場完成曳引機附掛式大蒜種植機及大蒜附掛式收穫機開發，今天... , https://udn.com/news/story/7266/7069669?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:55:39 , udn , 屏東男包土方工程鴿舍養惡犬 警攻堅抄獲007龐德手槍 , https://udn.com/news/story/7315/7069668?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:55:49 , udn , 屏東縣黃姓男子，在枋寮承包土方工程，1年多前因土方利益，恐嚇其他業者遭逮，卻惡行不改；刑事局南部打擊犯罪中心警方循線查知... , https://udn.com/news/story/7315/7069668?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:56:10 , udn , 解析蔡總統甫獲得的全球領導力獎 梅鐸、海理也曾獲獎 , https://udn.com/news/story/123444/7069670?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:56:20 , udn , 華府保守派智庫哈德遜研究所（Hudson Institute）30日晚間在紐約頒贈蔡英文總統全球領導力獎。 , https://udn.com/news/story/123444/7069670?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:56:41 , udn , NBA／戰績慘澹仍充滿信心 獨行俠總管：雙星潛力無限 , https://udn.com/news/story/7002/7069607?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:56:51 , udn , 獨行俠隊最近糟糕的表現，讓專家與球迷不禁擔心這支球隊的未來。不過，總管哈里森（Nico Harrison）卻顯得老神在在，表示雙星組合「潛力無限」。

即便外界本就認為，唐西奇（Luka Donc , https://udn.com/news/story/7002/7069607?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:57:07 , udn , 2月製造業景氣燈號連四藍 信號值微彈接近變燈臨界值 , https://udn.com/news/story/7238/7069599?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:57:12 , udn , 影／愛女身體不適昏厥 心急父攔車求助南警開道送醫 , https://udn.com/news/story/7320/7069664?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:57:17 , udn , 台經院今（31）日發布2月製造業景氣概況，整體製造業景氣信號值由1月的9.64分，增加0.85分，來到10.49分，指數... , https://udn.com/news/story/7238/7069599?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:57:22 , udn , 台南市警二分局海安派出所巡邏車昨晚6時在中西區海安路與正興街口停等紅燈時，突遭46歲郭姓男子大力拍打車窗，著急說「我女兒... , https://udn.com/news/story/7320/7069664?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:57:43 , udn , 賴清德近距離賞奈良美智的畫 稱這張讓人「感覺真的濕氣蠻重」 , https://udn.com/news/story/6656/7069663?from=udn-ch1_breaknews-1-0-news
2023-03-31 13:57:53 , udn , 享譽國際的日本當代藝術家奈良美智二度來高雄辦展，並啟動台灣巡迴展覽計畫，副總統賴清德今天以文化總會副總會長身分到高雄內惟... , https://udn.com/news/story/6656/7069663?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:00:01 , udn , 以自殺結案後呢？20條海上亡魂 還不如一隻狒狒值得政府重視嗎 , https://udn.com/news/story/6656/7069695?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:00:12 , udn , 近一個多月，台灣沿海從基隆到高雄還有東海岸，陸續發現20具浮屍，台灣高檢署昨天才決議成立「岸際浮屍事件聯繫平台」。相較於一隻狒狒從六福村逃脫，引發全台熱議近半個月，這麼多條人命引發的關注度及相關單位的具體行動，是否太過失衡及延遲？ , https://udn.com/news/story/6656/7069695?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:00:32 , udn , 週末運動就足夠！研究：每週1天走8千步就可大幅降低死亡風險 , https://udn.com/news/story/7266/7069148?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:00:43 , udn , 規律運動對健康有很大好處，無法進行高強度運動，至少每天步行也可以，但上班族多半只能在週末運動，運動量似乎永遠跟不上健康指南要求。最近刊登於《JAMA Network Open》的研究發現，不需要天天運動，只要週末 1~2 天每天走 8,000 步，對健康的幫助幾乎與每天運動的人一樣好。 , https://udn.com/news/story/7266/7069148?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:06:01 , udn , 電價調漲增加租屋族負擔 綠委籲租屋電價透明化 , https://udn.com/news/story/6656/7069721?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:06:12 , udn , 台電將於4月1日起調漲電費，共用電表的租屋族將受到影響，有房東已經向房客告知要調漲電價，民進黨立委何志偉、郭國文今天與崔... , https://udn.com/news/story/6656/7069721?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:06:32 , udn , MLB／開幕戰10K、無失分球隊卻輸 大谷翔平史上第一人 , https://udn.com/news/story/6999/7069719?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:06:43 , udn , 天使隊今天以1：2遭到運動家隊逆轉，大谷翔平6局好投只能見證勝投飛走，有多悲情？數據會說話，過去25位在開幕戰繳出10K... , https://udn.com/news/story/6999/7069719?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:07:03 , udn , 共軍「軍營超市」進駐南沙 已在三座島礁營業 , https://udn.com/news/story/7331/7069705?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:07:14 , udn , 共軍在南沙部分島礁駐有南沙守備部隊，而近期則已在永暑礁、渚碧礁、美濟礁等數處島礁上開幕「軍營超市」，涵蓋400多項商品，... , https://udn.com/news/story/7331/7069705?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:11:59 , udn , 2天2起！台鐵善化站號誌異常影響12列車、延誤278分鐘 , https://udn.com/news/story/7320/7069740?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:12:09 , udn , 清明連假疏運今登場，台鐵善化站今天上午發生電務設備故障導致號誌異常，經搶修1個小時已於11點14分恢復正常，總計影響12... , https://udn.com/news/story/7320/7069740?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:12:30 , udn , 演唱會門票詐騙頻傳 北市消保官發布消費警訊 , https://udn.com/news/story/7315/7069734?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:12:40 , udn , 北市19歲黃姓大學生，日前加入臉書演唱會讓票社團，詢問「告五人」演唱會門票，對方表示「佛心原價讓票」以原價每張3550元... , https://udn.com/news/story/7315/7069734?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:13:01 , udn , 全斗煥孫稱爺爺是「屠殺禍首」 向光州遺族下跪致歉 , https://udn.com/news/story/6809/7069692?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:13:11 , udn , 韓國前總統全斗煥的孫子全宇元今天與518光州民主化運動（光州事件）的遺族、受害者家屬見面，稱爺爺為「屠殺禍首」，並代替爺... , https://udn.com/news/story/6809/7069692?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:13:31 , udn , 蔡總統至我國駐紐約辦事處會晤友邦代表 感謝支持台灣 , https://udn.com/news/story/123444/7069724?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:13:42 , udn , 蔡英文總統30日在紐約展開第二天過境行程，至我國駐紐約辦事處與友邦駐聯合國常任代表會晤。總統府副秘書長張惇涵表示，我國友... , https://udn.com/news/story/123444/7069724?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:15:34 , udn , 以輕生結案後呢？20條海上亡魂 還不如一隻狒狒值得政府重視嗎 , https://udn.com/news/story/6656/7069695?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:18:32 , udn , 福特汽車砸45億美元投資印尼鎳工廠  確保電池原料供給 , https://udn.com/news/story/6811/7069706?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:18:43 , udn , 福特汽車（Ford）3月30日與巴西淡水河谷（Vale）印尼子公司、中國大陸浙江華友鈷業簽署協議，將投資45億美元於印尼... , https://udn.com/news/story/6811/7069706?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:20:59 , udn , 【重磅快評】烏龍楚門秀 東非狒狒變桃園酷斯拉？ , https://udn.com/news/story/7324/7069760?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:21:10 , udn , 東非狒狒雖然一時逃脫動物園牢籠，卻逃不開台灣社會另類的天羅地網，最終死於非命。 , https://udn.com/news/story/7324/7069760?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:21:30 , udn , 過度舔毛亂尿尿？訓練師揭壓力對貓3大影響：為什麼快樂很重要 , https://udn.com/news/story/7470/7069727?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:21:41 , udn , 為什麼一直說環境對貓的重要？貓不快樂跟人一樣，長期下來是會出問題的～ , https://udn.com/news/story/7470/7069727?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:22:01 , udn , 上千網友提案幼兒園強制裝設監視器  國教署定調：不宜立法強制 , https://udn.com/news/story/6885/7069756?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:22:12 , udn , 去年上千名網友透過網路連署，要求幼兒園全面安裝監視器。國教署表示，各界對於幼兒園裝設監視器尚未有共識，且幼兒園裝設監視器... , https://udn.com/news/story/6885/7069756?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:22:32 , udn , 修車也救傷鳥 「黑手鳥爸」賴俊聰12年救援1700隻傷鳥 , https://udn.com/news/story/7328/7069753?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:22:43 , udn , 在花蓮開設修車廠的賴俊聰愛賞鳥，因緣際會，扛下花蓮野鳥學會傷鳥救傷工作，把修車廠打造成傷鳥中途之家，邊修車還要隨時支援照... , https://udn.com/news/story/7328/7069753?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:23:03 , udn , 高市鼓勵屋頂種綠電 最高可獲補助30萬 , https://udn.com/news/story/7238/7069752?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:23:14 , udn , 高雄夏天日照充足，適合發展太陽能光電，高市府持續開辦太陽光電補助，鼓勵民間建築物設置，今年度補助經費達1500萬元，補助... , https://udn.com/news/story/7238/7069752?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:23:34 , udn , 00878金融股比重高…美國升息1碼是利多還空？ 他：跟去年情況相反 , https://udn.com/news/story/123006/7069050?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:23:45 , udn , 國泰永續高股息（00878）、元大高股息（0056）以及元大台灣50（0050）這三檔ETF，對於前陣子金融股下跌，會受到什麼影響；以及近期美國升息1碼，對於金融股和科技類股來講，誰是利多，誰是利空，又會怎麼影響到00878、0056和0050這三檔ETF呢？ , https://udn.com/news/story/123006/7069050?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:24:00 , udn , MLB／史上首位計時器違規者！小熊史卓曼：無法喘口氣 , https://udn.com/news/story/6999/7069662?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:24:05 , udn , 舉重／羅楹湲5月重登亞錦賽舞台 拚紀錄還有牙齒貼片 , https://udn.com/news/story/7005/7069749?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:24:10 , udn , 大聯盟本季實施多項新規，其中投球計時器最引人關注，小熊王牌投手史卓曼（Marcus Stroman）今天擔任開幕戰先發投手，成為史上第一位違規球員，他賽後直言計時器會對許多投手造成影響。

投球計 , https://udn.com/news/story/6999/7069662?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:24:15 , udn , 我國舉重好手羅楹湲去年在亞錦賽以雙破全國紀錄得表現拿下2銀、1銅佳績，而即將在4月底赴韓移訓並在5月重回亞錦賽舞台的她，... , https://udn.com/news/story/7005/7069749?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:24:31 , udn , 外送餐點被狗叼走！苦主發現「一口都沒動」網看內容物笑：這東西連狗都嫌 , https://udn.com/news/story/7470/7069745?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:24:36 , udn , 2天2起出包！台鐵善化站號誌異常影響12列車、延誤278分鐘 , https://udn.com/news/story/7266/7069740?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:24:41 , udn , 有時外送不見可能是毛孩幹的好事！有大學生發現自己叫的外送餐點被一隻浪浪偷走，狗狗偷竊成功打開看是減脂健康餐盒，居然一口都不碰，直接遺棄在原地。 , https://udn.com/news/story/7470/7069745?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:25:01 , udn , 台股漲18點收15,868點 盤中站上今年高點 第一季強漲12.2% , https://udn.com/news/story/7251/7069758?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:25:12 , udn , 今年台股季線連二紅，本季上漲1,730點、漲幅12.2%。月線連三紅，今日盤中一度創下今年新高15,951點，可惜未能保... , https://udn.com/news/story/7251/7069758?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:26:59 , udn , 台灣拉麵創始人逝世 催生名古屋代表美食卻不註冊商標 , https://udn.com/news/story/6809/7069630?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:27:09 , udn , 日本的中華料理店「味仙」創辦人郭明優3月29日多重器官衰竭過世，享壽82歲。他開發的「台灣拉麵」雖是重現台南擔仔麵的失敗之作，卻大受歡迎，躍居名古屋代表美食。

名古屋人的口味重，味仙的獨門菜色受到當地常客好評，有的店家為保障權益，會在商品火紅時註冊商標，也有人建議郭明優該這麼做... , https://udn.com/news/story/6809/7069630?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:27:30 , udn , 學生自殺事件頻傳 為何校園總是無力追究真相？ , https://udn.com/news/story/7315/7069769?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:27:40 , udn , 編按：近日接連傳出校園自殺事件，學校如何避免學生自殺？或學校本身存在什麼問題導致憾事發生？成輿論關注焦點。鳴人堂編輯室轉載這篇收入在去年《人本教育札記》第399期的文章，以期透過過往的案例及討論，再思考校園自殺問題。 , https://udn.com/news/story/7315/7069769?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:28:01 , udn , 蔡總統過境美國　中共軍機9架次今午逾越中線 , https://udn.com/news/story/10930/7069767?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:28:11 , udn , 國防部今天公布共機動態，從昨天上午6時到今天上午6時，偵獲共機2架次、共艦3艘次，未有共機逾越海峽中線及西南空域。不過，... , https://udn.com/news/story/10930/7069767?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:28:32 , udn , 大缺工已成常態 人力銀行：助僑生留台工作增加就業力 , https://udn.com/news/story/7238/7069763?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:28:42 , udn , 為幫助企業解決缺工問題，同時增進僑生在台就業，僑委會委員長徐佳青指出，我國面臨少子女化、高齡化以及工作人口急遽減少的多重... , https://udn.com/news/story/7238/7069763?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:29:41 , udn , 數位部證實了 有人今天就領到6000元係金ㄟ , https://udn.com/news/story/123271/7069683?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:29:51 , udn , 連假前的小確幸，有網友在臉書上發文指出，自己今天領到了普發現金6,000元，對此，數位部在臉書上證實，確實有部分銀行的用... , https://udn.com/news/story/123271/7069683?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:32:59 , udn , 六千元入帳! 已有銀行加速作業  存戶今天就領到 , https://udn.com/news/story/7239/7069814?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:33:10 , udn , 數位發展部今天中午指出，至今天中午12點為止，已經有超過695萬人完成登記，經系統檢核資料無誤後，6000元就會陸續入帳... , https://udn.com/news/story/7239/7069814?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:33:30 , udn , 新加坡樟宜機場「出入境檢查系統掛了」 籲乘客推遲非必要旅行 , https://udn.com/news/story/6809/7069808?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:33:41 , udn , 新加坡樟宜機場於當地時間今天中午左右在臉書發文警告乘客推遲非必要旅行，並指由於其出入境檢查系統「運作緩慢」出現延誤狀況。 , https://udn.com/news/story/6809/7069808?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:34:01 , udn , 未來數月是關鍵！美印太事務總監：美中尚未成功建立護欄機制 , https://udn.com/news/story/6811/7069804?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:34:12 , udn , 白宮印太事務協調總監坎伯（Kurt Campbell）30日表示總統拜登（Joe Biden）為緩和迅速惡化的中美關係所... , https://udn.com/news/story/6811/7069804?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:34:32 , udn , 國安基金會退場嗎？4月13日將召開例會  此次進場已175天 , https://udn.com/news/story/7251/7069792?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:34:43 , udn , 國安基金去年7月進場護盤，至今175天個交易日，國安基金例會將於4月13日召開，並於會後公布最新財報。官員表示，本次例會... , https://udn.com/news/story/7251/7069792?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:35:03 , udn , 富蘭克林華美投信第2季展望：景氣不明唯收益確定 採C.P.I.投資策略 , https://udn.com/news/story/7239/7069780?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:35:13 , udn , 相較於第1季強勁的股市反彈，2023年第2季投資市場仍充斥著些許不確定性，富蘭克林華美投信表示，全球經濟景氣狀況不明，美... , https://udn.com/news/story/7239/7069780?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:35:59 , udn , 清明節將至 大陸民政部：嚴禁隨意限制、暫停殯葬服務 , https://udn.com/news/story/7333/7069824?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:36:09 , udn , 清明節即將到來，由於這是疫情解封後大陸第一次清明節，官方指出，將全面恢復常態化殯葬服務保障工作，嚴禁隨意限制、暫停殯葬服... , https://udn.com/news/story/7333/7069824?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:36:30 , udn , 退休物理老師涉性騷擾 中市府：若有違法定嚴懲 , https://udn.com/news/story/6898/7069743?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:36:40 , udn , 台中市退休楊姓物理老師涉及性騷擾案，3名陳情人去年向學校投訴。台中市教育局表示，等收到學校調查報告，嚴加檢核是否合乎規定... , https://udn.com/news/story/6898/7069743?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:41:59 , udn , 分析：中國喊開放又隨意拘捕  經商環境令人卻步 , https://udn.com/news/story/7333/7069822?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:42:10 , udn , 美國之音（VOA）31日報導，外企對中國市場日益望而卻步，因中國政府最近雖頻頻承諾堅定不移擴大開放，卻又拘捕美企和日企員... , https://udn.com/news/story/7333/7069822?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:42:30 , udn , 川普被起訴白宮沉默 BBC：學拿破崙？ , https://udn.com/news/story/6813/7069831?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:42:40 , udn , 美國前總統川普被起訴，共和黨知名人物紛紛批評這是政治起訴、司法濫權，但白宮對此案保持謹慎的沉默，並未立即發表意見。 , https://udn.com/news/story/6813/7069831?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:44:32 , udn , 疫後效應？新加坡機場出入境系統掛了 籲乘客「推遲非必要旅行」 , https://udn.com/news/story/6809/7069808?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:44:59 , udn , 2024立委選舉國民黨難贏？ 藍議員揭對比民調：1選區非常艱困 , https://udn.com/news/story/123307/7069279?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:45:10 , udn , 2024總統大選和立法委員選舉備受矚目，各政黨都開始備戰。國民黨桃園市議員詹江村表示，以桃園市第一選區來看，自己在四名國民黨的可能候選人中，民調暫時位居第一，但假設這四人和現任立委鄭運鵬進行對比民調，幾乎都落後大約18%，直言「對國民黨來說算是非常艱困的選區」。 , https://udn.com/news/story/123307/7069279?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:45:30 , udn , 新北2530間未登工廠納管 最高補助48萬協助搬遷 , https://udn.com/news/story/7241/7069839?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:45:40 , udn , 未登記工廠議題存在數十年，新北境內未登記工廠約5400間中，其中約2530間已納管並提出改善計畫，經發局對此提出未登記工... , https://udn.com/news/story/7241/7069839?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:46:01 , udn , 台東教育震撼彈！教育處長換人地方錯愕 , https://udn.com/news/story/6885/7069843?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:46:11 , udn , 台東縣政府今天發新聞通知教育處長林政宏另有任用，遺缺將借調國立台東高中校長蔡美瑤接任。消息傳出引起地方錯愕。議員林參天說... , https://udn.com/news/story/6885/7069843?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:46:32 , udn , 親綠粉專批王婉諭搶跟總統合照 時力譴責：製造假訊息 , https://udn.com/news/story/123444/7069838?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:46:42 , udn , 蔡英文總統日前出訪友邦，展開為期 10 天的民主夥伴共榮之旅，時代力量立委王婉諭隨團出訪，目前正過境美國紐約。有親綠匿名... , https://udn.com/news/story/123444/7069838?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:47:05 , udn , 分析師估亞洲半導體股Q2繼續上漲 生成式AI題材點火 , https://udn.com/news/story/6811/7069770?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:47:15 , udn , 分析師認為，亞洲半導體類股第2季與之後可望有更多上漲空間，延續第1季寫下2020年來最佳單季表現的行情，理由是ChatG... , https://udn.com/news/story/6811/7069770?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:47:59 , udn , 大陸三月份綜合PMI指數57.0%，經濟繼續處於擴張 , https://udn.com/news/story/7333/7069859?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:48:09 , udn , 中國大陸國家統計局今天公布大陸3月份的採購經理人指數（PMI）運行情況，據公布資料，3月份大陸「製造業」PMI51.9%... , https://udn.com/news/story/7333/7069859?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:48:30 , udn , NBA／布萊恩還是8號！美媒回憶國王上次進季後賽 , https://udn.com/news/story/7002/7069809?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:48:40 , udn , 國王隊在日前以120：80擊敗拓荒者隊，這一勝對他們來說別具意義，因為它終止了球隊自2006年起的季後賽荒。由於16年實在太久，讓《ESPN》也不禁回憶起國王上次進季後賽時，社會到底呈現什麼樣貌。
 , https://udn.com/news/story/7002/7069809?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:49:01 , udn , 記憶的味道只剩一天！天母40年「茉莉小吃店」今熄燈 , https://udn.com/news/story/7270/7069860?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:49:05 , udn , 六千元入帳！已有銀行加速作業  存戶今天就領到 , https://udn.com/news/story/123271/7069814?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:49:11 , udn , 以後就吃不到了！已經有40年歷史、位於天母的「茉莉小吃店」，因經營者年事已高，加上疫情期間虧損，因此將於今日劃下句點。粉... , https://udn.com/news/story/7270/7069860?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:49:32 , udn , 增加5萬噸外運垃圾處理量？ 南投縣政府空歡喜一場 , https://udn.com/news/story/7325/7069849?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:49:42 , udn , 立委蔡培慧與環保署協調1年外運南投縣5萬噸垃圾，南投縣政府相當感激，並希望蔡培慧能明確告知協助縣市，以便安排洽談外運事宜... , https://udn.com/news/story/7325/7069849?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:50:03 , udn , 真警察電話對答假經理 男看清遭詐當場撕碎匯款單 , https://udn.com/news/story/7321/7069847?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:50:13 , udn , 蘇姓男子日前在LINE群組中，見自稱「華南金控-陸經理」的網友留言，只要透過連結下載「華南金控app」，匯款至指定金融帳... , https://udn.com/news/story/7321/7069847?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:50:34 , udn , 越南茶混台茶去比賽竟獲13獎項 茶農兩罪名被起訴 , https://udn.com/news/story/7321/7069851?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:50:44 , udn , 境外茶葉混充台灣茶葉的情形似乎屢見不鮮，彰化縣張姓茶農購買越南茶，混摻台灣茶葉後參加中部某農會舉辦2019年本土冬茶、2... , https://udn.com/news/story/7321/7069851?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:51:00 , udn , 影／金門縣長陳福海就職百日 親揭與大陸天福密約始末 , https://udn.com/news/story/7333/7069872?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:51:11 , udn , 金門縣長陳福海今天舉行就職滿百日記者，向鄉親揭秘金酒天福案的正式合約，陳福海表示，競選期間的小三通復航和天福密約案已如期... , https://udn.com/news/story/7333/7069872?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:56:59 , udn , MLB／隊友神接嚇到舉手手 大谷翔平：那絕對是安打… , https://udn.com/news/story/7001/7069889?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:57:10 , udn , 大谷翔平的6局無失分、10K好投做白工，天使隊在換投後遭遇逆襲，終場以1：2輸給運動家隊，此役5局出現神乎其技的接球，天... , https://udn.com/news/story/7001/7069889?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:57:30 , udn , 兒少手機成癮多可怕？5成家庭因手機起衝突 , https://udn.com/news/story/6885/7069882?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:57:41 , udn , 台灣日前發生2起孩子因使用手機而墜樓事件，手機成癮引發討論。兒童節前夕，北市議員曾獻瑩今開記者會公布「2023兒少手機成... , https://udn.com/news/story/6885/7069882?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:58:01 , udn , 報稅季要到了！勞保局提醒這三類人可列舉扣除額 , https://udn.com/news/story/7243/7069877?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:58:12 , udn , 111年度個人綜合所得稅將自112年5月1日開始申報，勞保局今（31）日說明，依所得稅法規定，民眾個人繳納的勞保、農保、... , https://udn.com/news/story/7243/7069877?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:58:32 , udn , 猴痘隔離條件擬放寬！無住院治療需求「可返家自我照護」待痂皮脫落 , https://udn.com/news/story/7266/7069876?from=udn-ch1_breaknews-1-0-news
2023-03-31 14:58:43 , udn , 猴痘疫情升溫，我國已累積21例猴痘個案，按照現行規定，猴痘患者需住院隔離治療，至結痂完全脫落為止才能出院，隔離強度引發討... , https://udn.com/news/story/7266/7069876?from=udn-ch1_breaknews-1-0-news
