2023-05-04 00:27:43 , udn , 洩密給詐團首腦 派出所長涉貪汙收賄 檢方聲押禁見 , https://udn.com/news/story/7321/7140803?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:43:46 , udn , 美職小聯盟費城人隊1A的火球男好手潘文輝今天職業生涯初先發，主投4局僅被敲出2支安打，送出4次三振，防禦率仍維持在0，最... , https://udn.com/news/story/6999/7141742?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:43:50 , udn , 國防部今天說，首輛M1A2型戰車2024年抵台，M142海馬士多管火箭明年交付，MQ-9B無人機預計2025年完成全案。 , https://udn.com/news/story/10930/7141860?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:44:10 , udn , 一顆高爾夫搞垮護國神山？  市議員憂中科2奈米廠破局 , https://udn.com/news/story/7325/7141858?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:44:21 , udn , 台積電高雄廠上月宣布由28奈米調整為5到7奈米，且沒有建廠時間表。台中市議員陳文政今質詢指出，世界列強都在搶台積電，但中... , https://udn.com/news/story/7325/7141858?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:48:32 , udn , 批縣府拖8個月不處理 花蓮4議員扛水泥上山 自己補步道坑洞 , https://udn.com/news/story/7328/7141897?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:48:42 , udn , 花蓮縣議員張美慧去年8月向縣府反映美崙山忠烈祠旁步道破損，並以縣議員小型工程建議款支應請縣府執行改善，公文往返8個月未獲... , https://udn.com/news/story/7328/7141897?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:49:03 , udn , 克里姆林宮「無人機爆炸」發生什麼事：烏克蘭刺殺普丁？俄羅斯假旗行動？ , https://udn.com/news/story/122663/7141896?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:49:13 , udn , 「無人機在克里姆林宮上空『爆炸』...是刺殺還是自導自演？」俄羅斯在5月3日對外指控，兩架無人機在凌晨向克里姆林宮發動襲擊，無人機在參議院圓頂大樓上方，被防空系統擊墜後爆炸。影片隨即在網路上和媒體流傳，俄國指控是烏克蘭要刺殺普丁而發動的襲擊，但烏克蘭方面一概否認事件與烏克蘭有關，反指是俄國境內的反抗勢力所為。這起無人機事件有多處疑點，是何種機型、又是如何在莫斯科攻擊？外部的分析解讀中，也不排除是俄國企圖嫁禍的假旗行動，以催化再度動員的情緒。 , https://udn.com/news/story/122663/7141896?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:49:34 , udn , 陸五一假期民航運輸是去年五倍 多條航線客座率近100% , https://udn.com/news/story/7332/7141892?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:49:44 , udn , 大陸五一假期各項旅遊數據都呈現增長，官方統計顯示，僅民航運輸一項，就帶來941.2萬人次運輸量，平均每日188.2萬人次... , https://udn.com/news/story/7332/7141892?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:50:05 , udn , 前次標出11億 永康鹽行國中區段徵收再釋11筆土地標售 , https://udn.com/news/story/7241/7141888?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:50:15 , udn , 台南市府近期開發完成永康新設鹽行國中暨附近地區區段徵收，在市場的殷切期待下，市府已於5月1日公告標售資訊，將於5月17日... , https://udn.com/news/story/7241/7141888?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:50:36 , udn , 昔日中華隊「鐵捕」曾智偵回饋鄉親 每周五義務指導快樂運動 , https://udn.com/news/story/7326/7141889?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:50:47 , udn , 曾經是中華隊當家捕手有「鐵捕」之稱的曾智偵目前於中信金融管理學院擔任副教授兼球隊教練，曾智偵是嘉義人，每周五晚上都會到嘉... , https://udn.com/news/story/7326/7141889?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:51:08 , udn , 注意！微電車台中加強取締 今年底前掛牌免收450元規費 , https://udn.com/news/story/7266/7141884?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:51:18 , udn , 微型電動二輪車(微電車)去年底納管，新車需審驗合格、掛牌、投保強制險才能上路。交通部公路總局台中監理所今天說，為鼓勵微電... , https://udn.com/news/story/7266/7141884?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:51:34 , udn , 沒開勞資會議無罰則 北市首創全國訂勞資會議指導要點 , https://udn.com/news/story/7241/7141899?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:51:39 , udn , 國人不健康餘命8.4年 賴清德看好這產業有潛力成護國神山 , https://udn.com/news/story/7266/7141885?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:51:45 , udn , 勞基法規定，勞工若要採變形工時、變更輪班、例假日挪移等，都需經工會或勞資會議才可施行，但因無罰則，許多事業單位都沒有落實... , https://udn.com/news/story/7241/7141899?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:51:49 , udn , 台灣輔具暨長期照護大展今起至5月7日在台北南港覽館一館展出，副總統賴清德、衛福部次長王必勝等受邀出席開幕典禮。賴清德致詞... , https://udn.com/news/story/7266/7141885?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:52:10 , udn , 歡度母親節活絡地方經濟 豐原轉運中心暖市集周末登場 , https://udn.com/news/story/7325/7141883?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:52:21 , udn , 台中市繁榮葫蘆墩促進會、市議員陳清龍服務處，將辦母親節活動，請專業「暖市集」團隊，於5月6、7日，在豐原轉運中心舉辦「L... , https://udn.com/news/story/7325/7141883?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:52:41 , udn , 七都豪宅 台南平均近200坪最大、新竹漲幅最驚人 , https://udn.com/news/story/7241/7141881?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:52:52 , udn , 房價持續走高，使購屋坪數越來越小，豪宅也不例外。永慶房屋統計近五年都豪宅單價、坪數和平均總價的變化，新竹縣市豪宅平均房價... , https://udn.com/news/story/7241/7141881?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:53:13 , udn , 改善台中神岡農路淹水 水保局投入3000萬元 , https://udn.com/news/story/7325/7141882?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:53:23 , udn , 台中市神岡區新庄里位於大肚台地與大甲溪之間，近年水患嚴重，立委楊瓊瓔今天和民代與各單位今天會勘，農委會水保局支持3000... , https://udn.com/news/story/7325/7141882?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:53:44 , udn , 士林法院開庭乾妹激動抓踹法警 哥院外還狂喊不公平 , https://udn.com/news/story/7321/7141880?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:53:54 , udn , 士林地方法院今早審理一起妨害公務案件，簡姓女子疑不滿沒收到起訴書，在法庭上情緒激動想離開，法警上前制止，卻反遭簡女抓傷手... , https://udn.com/news/story/7321/7141880?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:54:33 , udn , 北捷又出包！南勢角站轉轍器異常列車脫班 , https://udn.com/news/story/7266/7141908?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:54:44 , udn , 台北捷運中和新蘆今12時53分許發生異常，南勢角站因轉轍器異常影響列車運行，列車停靠及候車時間將增加。北捷表示，趕時間的... , https://udn.com/news/story/7266/7141908?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:55:04 , udn , 國防部說美國拒絕出售台灣F-35B戰機 , https://udn.com/news/story/6656/7141907?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:55:14 , udn , 高麗菜一斤40元？ 高市議員怒轟官員「沒在買菜」 , https://udn.com/news/story/7327/7141847?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:55:15 , udn , 國防部今天表示，我曾對美提出採購F-35B戰機案，美方拒絕。後來以66架F-16戰機替代。 , https://udn.com/news/story/6656/7141907?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:57:32 , udn , 國防部：MQ-9B後年初交機 116年完成訓練後服役 , https://udn.com/news/story/10930/7141787?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:57:43 , udn , 國防部今天表示，台灣對美採購4架MQ-9B海上衛士無人機預計民國114年初在美國交機，下半年回到台灣，所有裝備預計116... , https://udn.com/news/story/10930/7141787?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:58:04 , udn , 內湖私托再爆不當虐童 北市社會局長今鞠躬道歉 , https://udn.com/news/story/6885/7141912?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:58:14 , udn , 北市一家托嬰中心遭爆不當對待幼童，市府調查日前開罰，北市議員洪婉臻再接獲多位家長陳情，還有類似情況，業者連被社會局要求提... , https://udn.com/news/story/6885/7141912?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:58:35 , udn , 綠島金梭魚「群游」奇觀 連縣長也讚嘆分享 , https://udn.com/news/story/7266/7141910?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:58:45 , udn , 台東綠島龜灣及石朗海域這2個月來，出現成千上萬隻金梭魚「群游」的奇觀，潛水客拍下影像紀錄，縣長饒慶鈴昨也收到外地朋友傳來... , https://udn.com/news/story/7266/7141910?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:59:06 , udn , 新北故障機車放路邊隔天不見了 調監視器一看….小貨車載走 , https://udn.com/news/story/7320/7141913?from=udn-ch1_breaknews-1-0-news
2023-05-04 13:59:16 , udn , 20歲陳姓男子這個月2日騎車經過新北市泰山區大科一路301巷口，突然機車故障他索性將機車停在路邊後離去。沒想到隔天上午他... , https://udn.com/news/story/7320/7141913?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:00:31 , udn , 懶人造型神器！ghd造型夾吹風機乾髮、造型一機搞定 , https://udn.com/news/story/7270/7141927?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:00:42 , udn , 隨著喜歡居家DIY造型的民眾越來越多，且頭髮健康越來越受到關注，讓新款美髮造型器經常也蘊含不容小覷的科技力。以造型夾、電... , https://udn.com/news/story/7270/7141927?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:01:02 , udn , 綠帽夫抓姦蒐證因畫質「太差」 害法官認不出小王 只判妻要賠 , https://udn.com/news/story/7321/7141930?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:01:13 , udn , 高雄胡姓人夫發現顏姓妻子疑似出軌社區裡的林姓男子，私下蒐證後，對顏女、林男提告求償50萬元，但法官發現胡男提供的畫面品質... , https://udn.com/news/story/7321/7141930?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:01:34 , udn , 澳交換生「老鼠藥中毒」案情不單純？ 外媒：台灣警方已介入調查 , https://udn.com/news/story/6809/7141925?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:01:44 , udn , 24歲澳洲昆士蘭大學學生肖雷（Alex Shorey）去年來台到淡江大學交換，未料今年4月因誤食老鼠藥導致器官衰竭、一度... , https://udn.com/news/story/6809/7141925?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:02:05 , udn , 郭台銘批民進黨對公務員下重手 政院：應公平評價 , https://udn.com/news/story/6656/7141924?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:02:15 , udn , 鴻海創辦人郭台銘爭取軍公教支持，昨天他發文質疑，每項社會保險都面臨財政困境，民進黨卻只對公務員痛下重手，執政團隊毫無財政... , https://udn.com/news/story/6656/7141924?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:02:36 , udn , 孩要站起卻重跌！媽重播「9秒靈異片」100遍 網喊毛：無形的 , https://udn.com/news/story/120910/7141848?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:02:46 , udn , 每個人的信仰都不同，有些人相信世界上會有靈異事件的發生。日前一名網友上傳一段小孩在球池玩耍的影片，小孩準備站起來的時候，似乎被一股看不見的力量往後拉，整個人瞬間趴倒在地，影片曝光後也掀起討論。 , https://udn.com/news/story/120910/7141848?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:03:33 , udn , 懶人造型神器！ghd duet造型夾吹風機乾髮、造型一機搞定 , https://udn.com/news/story/7270/7141927?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:04:34 , udn , 接見生命線台灣總會 蔡英文： 一起凝聚更大力量 , https://udn.com/news/story/7266/7141926?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:04:45 , udn , 蔡英文總統今天接見「社團法人國際生命線台灣總會」，她指出，生命線總會是合作的典範，不但與政府部門有密切合作，也和企業、學... , https://udn.com/news/story/7266/7141926?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:05:40 , udn , 蘋果投資人會議展望不妙？高通暗示基頻晶片備貨減少 , https://udn.com/news/story/7240/7141906?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:05:51 , udn , 蘋果將於美國時間5月4日召開投資人會議，但目前市場憂心展望恐不妙，依據日前高通財報會議上已暗示來自客戶基頻晶片備貨減少，... , https://udn.com/news/story/7240/7141906?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:06:12 , udn , 我多次採購先進F-35B戰機遭拒 國防部：美國不會說理由 , https://udn.com/news/story/10930/7141907?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:06:42 , udn , UPS美商優比速宣布 任命洪毅為台灣分公司總經理 , https://udn.com/news/story/7241/7141903?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:06:53 , udn , 全球物流領導品牌UPS近日宣布由洪毅先生（Sam Hung）出任 UPS 台灣分公司總經理一職。藉由其超過 20年的宏... , https://udn.com/news/story/7241/7141903?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:09:35 , udn , 全家便利商店「白葡萄霜淇淋」登場！買就抽日本雙人遊 , https://udn.com/news/story/7270/7141953?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:09:45 , udn , 本周六就是立夏，意味著夏天即將到來，氣溫也會漸趨炎熱。全家便利商店即日起陸續推出多款夏季水果冰品及飲料，並搭配會員App... , https://udn.com/news/story/7270/7141953?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:10:06 , udn , 滴眼藥水自傷近全盲 2男涉詐保4580萬元遭起訴 , https://udn.com/news/story/7321/7141952?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:10:17 , udn , 曾有詐保前科的男子蔣宗華，2018年與男子林彥亭共謀詐保，先由林男擔任商號負責人投保高額保險，再使用蔣男提供的眼藥水自傷... , https://udn.com/news/story/7321/7141952?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:10:37 , udn , 台南超商店員命案警偵訊四男兩女 母泣都匯錢竟還遇害 , https://udn.com/news/story/7315/7141951?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:10:48 , udn , 台南永康連鎖超商店員命案，警方昨晚拘提四男兩女、包括女店長與店員，直到下午仍在偵訊。警方表示，涉案人疑已串證，一直不交代... , https://udn.com/news/story/7315/7141951?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:11:08 , udn , 台南38.8度 鄭明典驚訝：38度都出現了 南部近山區很熱 , https://udn.com/news/story/7266/7141948?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:11:19 , udn , 天氣高溫炎熱，中央氣象局發布高溫資訊，今天中午前後台南市、高雄市、屏東縣近山區或河谷為橙色燈號，有38度極端高溫出現的機... , https://udn.com/news/story/7266/7141948?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:12:33 , udn , 爭取學子投入國安行列 國安局長蔡明彥校園演說受矚 , https://udn.com/news/story/6656/7141969?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:12:44 , udn , 國安局長蔡明彥為爭取學子投入國家安全局從業的行列，今天進入校園進行演說，並與學子就當前國家安全議題進行對話。這是繼前國安... , https://udn.com/news/story/6656/7141969?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:13:04 , udn , 選股新思維 價值重於成長 , https://udn.com/news/story/7251/7141959?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:13:15 , udn , 台灣第一季經濟成長率出現驚人的衰退，第二季轉好有限，但政策加持的軍工航太、綠能、重電、資安，以及市場新需求的工業電腦、AI伺服器供應鏈、矽智財等都是多頭注意焦點。 , https://udn.com/news/story/7251/7141959?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:13:36 , udn , 接地氣還有質感！無印良品推台灣生產開發的不鏽鋼廚具 , https://udn.com/news/story/7270/7141958?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:13:46 , udn , 要更為接地氣，且兼具質感，MUJI無印良品今年特別跟台灣廠商合作，推出一系列在地開發生產的不銹鋼廚具，包括洗菜、煮飯、煮... , https://udn.com/news/story/7270/7141958?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:14:07 , udn , MLB／獲頒WBC獎座 張育成：我們讓世界都看見了 , https://udn.com/news/story/6999/7141895?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:14:17 , udn , 美國職業棒球大聯盟（MLB）波士頓紅襪隊台灣好手張育成今天與日籍隊友吉田正尚一起獲頒WBC獎座，張育成也在個人社群媒體說... , https://udn.com/news/story/6999/7141895?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:14:38 , udn , 蔡總統盼挺台灣入國際組織 鈴木憲和：全力支持參與WHA , https://udn.com/news/story/6656/7141941?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:14:48 , udn , 總統蔡英文今天接見日本自民黨青年局長鈴木憲和時表示，台日本是彼此重要的經貿夥伴，請支持台灣加入國際組織；鈴木憲和說，5月... , https://udn.com/news/story/6656/7141941?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:15:09 , udn , 全家便利商店「白葡萄霜淇淋」酸甜登場！買就抽台灣虎航日本岡山雙人遊 , https://udn.com/news/story/7270/7141953?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:18:13 , udn , 接見生命線台灣總會 蔡英文：一起凝聚更大力量 , https://udn.com/news/story/7266/7141926?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:18:33 , udn , 國防部長：94年次義務役男入伍明年1月1日開始實施 , https://udn.com/news/story/6656/7141985?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:18:44 , udn , 國防部長邱國正今天在立法院表示，一年制義務役94年次役男首批入伍，將自明（2024）年1月1日開始實施。他說不會受到政治... , https://udn.com/news/story/6656/7141985?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:19:05 , udn , Google Maps看風水！「玉帶環腰這樣看」簡少年教4招找到會旺你的房子 , https://udn.com/news/story/7268/7141484?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:19:15 , udn , 看風水要找老師很麻煩嗎？簡少年分享幾招簡單使用科技，也就是用Google Maps，輕鬆自己找到風水寶地。首先要先考慮想住那個城市？該城市靠山還是靠水？可以試著從想要的城市周圍，看看有沒有下面四點。 , https://udn.com/news/story/7268/7141484?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:19:36 , udn , 1500萬人次湧入上海  五一假期消費額逾2600億元 , https://udn.com/news/story/7332/7141741?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:19:46 , udn , 今年中國五一假期暫告一段落。根據統計，今年5天的假期中，上海整體線下線上消費達人民幣589.4億元（約新台幣2622億元... , https://udn.com/news/story/7332/7141741?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:20:07 , udn , 彰化站23歲僑生墜軌 火車司機員急煞 月台旅客嚇到抖不停 , https://udn.com/news/story/7320/7141981?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:20:17 , udn , 台鐵彰化火車站昨晚發生墜軌事件， 23歲馬來西亞籍鄭姓僑生在區間車將進站時，突然墜落軌道，幸好火車司機緊急煞車，僑生雖被... , https://udn.com/news/story/7320/7141981?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:20:38 , udn , 陳水扁轟剝奪參政權違憲 高嘉瑜：推排黑是綠以身作則 , https://udn.com/news/story/6656/7141979?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:20:48 , udn , 前總統陳水扁日前北上，為將因洗錢罪入監服刑的兒子、民進黨高雄市議員陳致中請願。民進黨立委高嘉瑜今（4）日接受媒體人黃光芹... , https://udn.com/news/story/6656/7141979?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:21:09 , udn , 【即時短評】韓國瑜若當游淑慧軍師 再與王世堅相愛相殺？ , https://udn.com/news/story/123475/7141978?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:21:17 , udn , 影／綠島金梭魚「群游」奇觀 連縣長也讚嘆分享 , https://udn.com/news/story/7266/7141910?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:21:20 , udn , 台北市議員游淑慧昨天宣布退出黨內立委初選，市黨部建議她考慮2024挑戰王世堅，高雄市前市長韓國瑜也親授一招，如何讓對手愁... , https://udn.com/news/story/123475/7141978?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:21:40 , udn , 嘉義歷史建築「吳杯初濟生醫院」開幕 展示醫療古文物 , https://udn.com/news/story/7326/7141976?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:21:51 , udn , 嘉義縣歷史建築吳杯初濟生醫院1928年興建至今，是朴子市首座洋樓式醫院宅第， 2015年8月遭蘇迪勒颱風重創，建築物傾倒... , https://udn.com/news/story/7326/7141976?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:22:11 , udn , 綠港湖分裂？高嘉瑜：提名後徐國勇等人不會支持第三勢力 , https://udn.com/news/story/123475/7141974?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:22:22 , udn , 台灣基進台北市黨部主委吳欣岱日前成立服務處，內政部前部長徐國勇、衛福部前部長陳時中等均出席，吳已宣示參選台北市港湖立委，... , https://udn.com/news/story/123475/7141974?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:22:43 , udn , 評再生醫療爭議 吳明賢：徒法不能自行應回到病患身上 , https://udn.com/news/story/7266/7141972?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:22:53 , udn , 再生醫療法草案爭議不斷，連法案催生者都對法案狀況感到失望。台大醫院院長吳明賢今出席中研院「招商暨人才與技術媒合會」表示，... , https://udn.com/news/story/7266/7141972?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:23:14 , udn , 神救援收購200多噸高麗菜 北斗農會自創品牌賣水餃 , https://udn.com/news/story/7325/7141973?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:23:24 , udn , 今年4月高麗菜價低到谷底，彰化縣北斗鎮農會擔任神救援，幫農糧署收購30噸高麗菜，又收購鎮內農民200噸高麗菜。收了一堆高... , https://udn.com/news/story/7325/7141973?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:23:45 , udn , 華郵：美考慮與北京合作調解俄烏衝突 , https://udn.com/news/story/122663/7141975?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:23:55 , udn , 華盛頓郵報專欄作家伊格納西斯（David Ignatius）3日撰文分析，拜登政府似乎在考慮是否要與中國大陸一起尋求透過... , https://udn.com/news/story/122663/7141975?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:24:33 , udn , 環團拋2030無煤台灣主張 稱經濟部早能做到 , https://udn.com/news/story/7266/7142012?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:24:44 , udn , 我國現行能源比例以燃煤為占比最高。台灣健康空氣行動聯盟（台健盟）、彰化縣醫療界聯盟今（4）舉行記者會，拋出「2030無煤... , https://udn.com/news/story/7266/7142012?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:25:05 , udn , 上班遇「浪浪繞圈擋路」趕不走大遲到！下秒目睹車禍現場她驚：狗救我一命 , https://udn.com/news/story/7470/7141592?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:25:15 , udn , 毛小孩常在無意間救人一命。一名女子在上班途中遇到一隻陌生的流浪狗，該流浪狗不知為何就是不肯讓女子離開，導致她被耽擱了好幾分鐘錯過原本要搭的公車，後來狗狗離開後女子趕路去公司，在路上看到本來她要搭的公車竟然出車禍，女子這才反應過來剛剛的浪浪應該是在保護牠。 , https://udn.com/news/story/7470/7141592?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:25:36 , udn , 30多公斤圓木墩椅不翼而飛 瘦弱婦趁夜搬走椅子 , https://udn.com/news/story/7320/7141990?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:25:46 , udn , 高雄市小港區住戶將重30多公斤的「圓木墩」原木椅子搬出門口，等候家裡整理後再搬進屋，可是擱放門口幾小時後，這座圓木墩卻不... , https://udn.com/news/story/7320/7141990?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:26:07 , udn , 原民議員提「杯子論」稱不是杯墊 侯友宜：當然 , https://udn.com/news/story/6656/7141989?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:26:17 , udn , 新北市議會今總質詢，無黨籍山地原住民議員馬見針對原民健康、文化、就業、居住議題質詢新北市長侯友宜，並提到侯先前的「杯子論... , https://udn.com/news/story/6656/7141989?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:26:38 , udn , 邱國正：94年次義務役男明年1月1日入伍 不因選舉延後 , https://udn.com/news/story/10930/7141985?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:27:31 , udn , 曾有詐保前科的男子蔣宗華，2019、2020年間與男子林彥廷共謀詐保，先由林男擔任商號負責人投保高額保險，再使用蔣男提供的眼藥水自傷視力，使視力4個月內下降至0.01近乎全盲，向兩家保險公司申請4550萬元理賠。台北地檢署今依詐欺罪起訴2人。 , https://udn.com/news/story/7321/7141952?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:28:02 , udn , 國家生技研究園區招商媒合會今登場 逾500位投資人參與 , https://udn.com/news/story/7238/7142000?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:28:10 , udn , 台股漲55點收15,609點 台積電收498元 , https://udn.com/news/story/7251/7141980?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:28:12 , udn , 國家生技研究園區今（4）日起一連兩天舉辦第三屆「招商暨人才與技術媒合會（Demo Day）」，中研院院長廖俊智表示，期盼... , https://udn.com/news/story/7238/7142000?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:28:20 , udn , 台股今(4)日開低走高，早盤於平盤附近震盪，過後翻紅上漲，終場收盤為15,609.03 點，上漲55.62點，成交量為2... , https://udn.com/news/story/7251/7141980?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:28:41 , udn , 彰化站23歲僑生墜軌、火車司機員急煞 月台旅客嚇到抖不停 , https://udn.com/news/story/7320/7141981?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:29:03 , udn , 林右昌：私法人購屋短期進出達6成 墊高民眾購屋壓力 , https://udn.com/news/story/7241/7141996?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:29:14 , udn , 林右昌今（4）日接受自由時報「官我什麼事」節目訪問時表示，平均地權條例修法的政策方向，是要打炒作、投機，而不是打投資，合... , https://udn.com/news/story/7241/7141996?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:30:05 , udn , 議員提「杯子論」指原住民不是杯墊 侯友宜：當然 , https://udn.com/news/story/123307/7141989?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:30:23 , udn , 嘉義縣歷史建築吳杯初濟生醫院1928年興建至今，是朴子市首座洋樓式醫院宅第，2015年8月遭蘇迪勒颱風重創，建築物傾倒... , https://udn.com/news/story/7326/7141976?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:30:34 , udn , 誠品宣布 松菸店接棒信義店成24小時書店 , https://udn.com/news/story/6898/7142035?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:31:05 , udn , 誠品24小時書店二遷落腳松菸「二房東困境」仍無解 , https://udn.com/news/story/7270/7142041?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:31:15 , udn , 誠品24小時書店將經歷二度遷徙，誠品信義店今年底租約到期後，24小時書店年底後由誰接棒，這個懸念今天由誠品董事長吳旻潔正... , https://udn.com/news/story/7270/7142041?from=udn-ch1_breaknews-1-0-news
2023-05-04 14:31:36 , udn , 口腔癌影響進食、肩頸活動 衛福部推復健試辦計畫 , https://udn.com/news/story/7266/7142042?from=udn-ch1_breaknews-1-0-news
