2023-05-19 00:02:20 , udn , 中職／雨神喊停！兄弟悍將4小時馬拉松大戰言和 , https://udn.com/news/story/7001/7175323?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:33:18 , udn , 洛杉磯湖人今天在西區冠軍賽第2戰，以103比108不敵丹佛金塊，系列賽0比2落後。不過根據美國媒體統計，詹姆斯（LeBron James）生涯7次在季後賽0比2落後時，有3次能逆轉勝。 , https://udn.com/news/story/7002/7176340?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:33:39 , udn , 反九崴電廠、儲能場選址不當 台南議長：率隊上行政院陳情 , https://udn.com/news/story/7326/7176660?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:33:50 , udn , 台南市九崴南科天然氣發電廠、新營與柳營儲能場設址引發地方居民強烈反彈，台南市議會下午辦理專案說明會，自救會居民到場表達反... , https://udn.com/news/story/7326/7176660?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:34:11 , udn , 雲林「小日月潭」夠美了為何還要植樹？原來還有這作用 , https://udn.com/news/story/7326/7176661?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:34:20 , udn , 新北紀錄片再攜手長榮航空 亞洲不限航點機票大獎帶你飛 , https://udn.com/news/story/7270/7176608?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:34:21 , udn , 2023是雲林縣的減碳生活行動年，縣府以適地、適木概念，規畫在全縣植下20萬棵樹，綠美化11.8公頃土地，縣長張麗善今天... , https://udn.com/news/story/7326/7176661?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:34:31 , udn , 延續去年為全世界旅人帶來3萬英尺高空的感動，全新年度「2023新北天際影展」起飛。新北紀錄片獎今年再度與長榮航空（261... , https://udn.com/news/story/7270/7176608?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:34:42 , udn , 北藝履約風波 議員指前任市府已撥部分款給廠商 , https://udn.com/news/story/7323/7176626?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:34:52 , udn , 北藝中心曾因施工廠商倒閉，造成北市府支付履約調解費2億餘元，議會委員會今天審此筆預算，議員批評前任市府未把預算送審，就先... , https://udn.com/news/story/7323/7176626?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:37:16 , udn , 北中南三大生活圈通勤月票計畫審查通過 預計7月1日上路實施 , https://udn.com/news/story/7266/7176645?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:37:26 , udn , 為推動「行政院促進公共運輸使用方案」公共運輸通勤月票措施，交通部公路總局已於4月17日、5月12日召開兩次審查會議，並於... , https://udn.com/news/story/7266/7176645?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:45:00 , udn , 疫後首次福馬磋商會登場 聚焦多項重大議題談合作 , https://udn.com/news/story/7332/7176713?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:45:11 , udn , 第六次福馬磋商會昨在福建福州舉行，此次磋商會是兩岸「小三通」復航後舉辦的首次福馬磋商會，也是在受疫情影響中斷三年後恢復舉... , https://udn.com/news/story/7332/7176713?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:45:32 , udn , 出血、胎位不正、提早破水 最強媽媽喜迎新生兒　 , https://udn.com/news/story/7266/7176704?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:45:43 , udn , 台中33歲岩姓孕婦預產期為今年6月初，經歷出血臥床安胎、胎位不正，順利矯正胎位後，沒想到竟提早一個月，在今年5月初半夜無... , https://udn.com/news/story/7266/7176704?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:46:04 , udn , 歐冠盃／曼城中場輾壓 4球復仇皇馬 , https://udn.com/news/story/7005/7176063?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:46:14 , udn , 歐冠四強戰第二回合，曼徹斯特城隊在主場以4：0輾壓皇家馬德里隊，以總比分5：1挺進歐冠決賽，將於6月10日在土耳其伊斯坦... , https://udn.com/news/story/7005/7176063?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:46:35 , udn , 29歲台中路怒族 揮木劍毀人左眼賠250萬獲緩刑 , https://udn.com/news/story/7321/7176694?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:46:46 , udn , 台中田姓男子開車和陳姓機車騎士起糾紛，暴怒拿木劍攻擊他臉打到眼眶骨折、左眼視力受損剩0.5，法院審酌田、陳素昧平生，僅一... , https://udn.com/news/story/7321/7176694?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:47:07 , udn , 保險女業務凌晨返家「路口闖紅燈」 遭汽車高速撞飛不治 , https://udn.com/news/story/7320/7176689?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:47:17 , udn , 周姓女子今凌晨徒步行經台北市松山區一處路口，遭殷姓男子所駕汽車撞飛，當場失去呼吸心跳，送醫急救後傷重不治，警方初查周女有... , https://udn.com/news/story/7320/7176689?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:47:38 , udn , 影／扯！台中女酒駕過彎切西瓜衝進人行道 撞飛直行女騎士 , https://udn.com/news/story/7320/7176687?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:47:49 , udn , 太扯！台中34歲袁女酒駕騎機車上路，行經梧棲區文化路與建國北街路口，竟未戴安全帽，左轉切西瓜方式朝對向人行道直騎，撞上直... , https://udn.com/news/story/7320/7176687?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:48:10 , udn , 中市交通罰鍰連年超收、車禍不減反增 議員批「懲罰式交通」 , https://udn.com/news/story/7321/7176681?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:48:20 , udn , 民進黨台中市議員陳俞融今天質詢表示，台中市交通罰鍰連年超收，今年1至2月交通事故數卻是六都第一，台中採「懲罰式的交通」，... , https://udn.com/news/story/7321/7176681?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:50:14 , udn , 台北星光馬拉松將登場 警估逾千人參賽今公布交管措施 , https://udn.com/news/story/7323/7176733?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:50:24 , udn , 「台北星光馬拉松」本周末登場，警方預估將吸引5000名選手參賽，規劃交通管制措施維護活動及周遭交通安全，今午特別提醒，用... , https://udn.com/news/story/7323/7176733?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:50:45 , udn , 幫19名印尼移工爭取270萬和解金 新北去年申訴案3767件 , https://udn.com/news/story/7323/7176731?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:50:56 , udn , 隨著疫情趨緩及邊境管制鬆綁，根據勞動部統計，截至今年2月底，新北市轄內在台移工人數有9萬3743人，移工人數持續成長。新... , https://udn.com/news/story/7323/7176731?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:51:17 , udn , 嘉義8旬翁開車突高血壓不適 直衝對向車道撞歪路旁電桿 , https://udn.com/news/story/7320/7176730?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:51:28 , udn , 81歲陳老翁今早9點15分開車行經嘉義縣中埔鄉嘉139線10.9公里，疑高血壓身體不適，衝撞對向車道路邊1支電線桿，造成... , https://udn.com/news/story/7320/7176730?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:51:49 , udn , 輝達股價飆漲AI題材熱燒 概念股創意世芯創天價 , https://udn.com/news/story/7251/7176665?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:51:59 , udn , 輝達（NVIDIA）股價持續攀高，今年來已飆漲1.16倍，引發人工智慧（AI）題材熱進一步延燒，激勵AI概念股創意及世芯... , https://udn.com/news/story/7251/7176665?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:52:20 , udn , 建議「首都減壓」先搬這一院 法官：遠離政治中心有益無害 , https://udn.com/news/story/7314/7176725?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:52:31 , udn , 近聞立法院的擴遷建計畫從遷建縮至擴建，其中評分最高的兩處場址都位在台北市，第三高的位址也在新北市，這和一直以來政府所提倡的「首都減壓」顯然背道而馳。 , https://udn.com/news/story/7314/7176725?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:52:52 , udn , 大陸發改委：中吉烏鐵路可行性研究三方簽署共識備忘錄 , https://udn.com/news/story/7333/7176723?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:53:02 , udn , 根據大陸國家發改委的微信公眾號，大陸國家發展改革委主任鄭柵潔昨18日已與吉爾吉斯交通和通信部部長捷克巴耶夫、烏茲別克交通... , https://udn.com/news/story/7333/7176723?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:53:23 , udn , 台北大安區學生被詐騙案類前3名 色情應召詐財在列 , https://udn.com/news/story/7320/7176722?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:53:34 , udn , 台北市大安區許多大學林立，包括台灣大學、台師大、台科大、北科大等都在轄內，據估算，轄區大學生人數多達8萬人以上，根據大安... , https://udn.com/news/story/7320/7176722?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:53:55 , udn , 國中教育會考明登場 新北29考場3萬7千人應考 , https://udn.com/news/story/6885/7176720?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:54:05 , udn , 今年國中教育會考將於5月20、21日兩天登場，新北考區設有29個考場、1007間試場，計有3萬742人應考。新北巿教育局... , https://udn.com/news/story/6885/7176720?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:54:26 , udn , 地方憂105市道再不動工會衝擊交通 新北：已在爭取預算 , https://udn.com/news/story/7323/7176717?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:54:37 , udn , 銜接新北市林口、八里的105縣道，現況路幅不足，且車流量多。新北市新工處原本預計今年要蓋高架橋，但去年底提出專案申請中央... , https://udn.com/news/story/7323/7176717?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:54:58 , udn , 新莊地下停車場首用電動車滅火毯 還有24小時測溫5秒能灑水 , https://udn.com/news/story/7320/7176718?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:55:08 , udn , 新莊棒球場近日進行多場球賽，吸引大批民眾湧入，旁邊的新莊運動公園地下停車場更是一位難求，為了強化停車場消防安全，新北市府... , https://udn.com/news/story/7320/7176718?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:55:29 , udn , 共乘機車訪友聊天 花蓮無照高中生凌晨自撞電桿1死1傷 , https://udn.com/news/story/7320/7176721?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:55:40 , udn , 花蓮兩名高中生今天凌晨騎機車雙載，行經花75鄉道5.9公里處卓溪鄉崙天路段時，不明原因自撞電線桿，騎車的17歲梁姓學生多... , https://udn.com/news/story/7320/7176721?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:56:06 , udn , 老師救救我／only 的位置不同 意思居然差很大？！ , https://udn.com/news/story/6904/7176572?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:56:16 , udn , 前幾天有人跑來問老師：「老師老師，請問副詞是不是擺放位置都很自由，想擺哪裡都可以呢？」唉呀～大原則是這樣沒錯，但有時副詞的擺放位置不同，也會讓語意完全不同。今天我們就來看一些常見的例子吧！ , https://udn.com/news/story/6904/7176572?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:56:32 , udn , 台灣虎航2023年冬季班表早鳥優惠 下周一開賣 , https://udn.com/news/story/7241/7176710?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:56:37 , udn , 新竹市藝文高地工程狀況多 市府曝國際展演中心將解約 , https://udn.com/news/story/7324/7176739?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:56:42 , udn , 看好疫後旅遊熱潮持續發酵，台灣虎航（6757）2023年冬季班表早鳥優惠，預計將於下周一(22日)開始開賣，各種優惠出爐... , https://udn.com/news/story/7241/7176710?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:56:48 , udn , 新竹市藝文高地聚落建設斥資24億元打造，但工程狀況多，市議會今天安排市政考察，市府證實除了兒童探索館因為廠商跑路於去年9... , https://udn.com/news/story/7324/7176739?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:57:09 , udn , 台南亞太棒球村成棒副球場完工 體育局：全運會可開賽 , https://udn.com/news/story/7327/7176736?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:57:19 , udn , 全國運動會10月在台南舉行，台南市議員今在議會專案報告關切亞太棒球場進度，是否能趕上全運會，工務局長蘇金安表示已取得使用... , https://udn.com/news/story/7327/7176736?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:57:34 , udn , 台股上漲73.04點 三大法人買超381.95億元 , https://udn.com/news/story/7251/7176705?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:57:45 , udn , 台股今（19）日開高震盪，終場收16,174.92點，上漲73.04點，成交量3,255.93億元，本周指數上漲672.... , https://udn.com/news/story/7251/7176705?from=udn-ch1_breaknews-1-0-news
2023-05-19 15:58:37 , udn , 路怒症？29歲男暴怒拿木劍毀人左眼 賠250萬獲緩刑 , https://udn.com/news/story/7321/7176694?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:02:14 , udn , 台灣大攜手亞達科技推5G AI巡檢GO 提升20倍巡檢速度 , https://udn.com/news/story/7240/7176748?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:02:24 , udn , 台灣大哥大今日宣布攜手亞達科技，推出一站式AI巡檢解決方案「5G AI巡檢GO」，解決企業巡檢高時間、高營運、高管理等「... , https://udn.com/news/story/7240/7176748?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:02:45 , udn , 清水健嘆AV男優超難租屋 受歧視仲衰過失業漢！日薪最低只得... , https://udn.com/news/story/6810/7176724?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:02:56 , udn , 日本的AV產業非常龐大，不少女優男優甚至在海外都有一定知名度。不過雖然 日本對色情產業比較開放，但從事AV行業的人在社會上仍會遇到不少阻滯。清水健最近就在Twitter上分享到，當AV男優真的很難租房！ , https://udn.com/news/story/6810/7176724?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:03:17 , udn , MLB／開轟助洋基近16戰11勝 賈吉：只想把工作做好 , https://udn.com/news/story/6999/7176707?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:03:27 , udn , 洋基「法官」賈吉（Aaron Judge）近期打擊手感加溫，今天首局就敲出兩分砲，加上左投柯特斯（Nestor Cortes）好投，洋基最終以4：2擊敗藍鳥，近16戰拿到11勝。

賈吉首局鎖定藍 , https://udn.com/news/story/6999/7176707?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:03:48 , udn , 5月20日就職滿七周年 總統府：蔡總統將發表談話 , https://udn.com/news/story/123516/7176741?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:03:59 , udn , 明（20）日是蔡英文總統就職滿7周年，總統府發言人林聿禪今天表示，蔡總統將於明天上午九點於總統府內舉行記者會發表談話，並接受媒體... , https://udn.com/news/story/123516/7176741?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:05:25 , udn , 蔡總統就任七周年 520將發表談話並接受採訪 , https://udn.com/news/story/123516/7176706?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:05:35 , udn , 蔡總統上任明（20）日屆滿七年，總統府發言人林聿禪今（19）日表示，蔡總統將於明日上午九點於總統府內召開記者會發表談話，... , https://udn.com/news/story/123516/7176706?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:07:49 , udn , 紐西蘭旅館惡火釀5死 縱火犯嫌出庭激動否認：這是別人幹的 , https://udn.com/news/story/6809/7176728?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:07:59 , udn , 紐西蘭首都威靈頓一家旅館16日發生大火造成至少5人喪命，涉嫌縱火的48歲男子今天在法院庭訊時聲稱放火者是他人所為 , https://udn.com/news/story/6809/7176728?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:08:20 , udn , 疑大雨釀禍 特斯拉拖小小兵露營車...國道打滑自A , https://udn.com/news/story/7320/7176768?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:08:31 , udn , 國道一號北上132k苗栗路段，今天上午發生一起露營車追撞母車車禍，一輛特斯拉後方拖著小小兵露營車，行經事故路段時，洪姓女... , https://udn.com/news/story/7320/7176768?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:08:52 , udn , NBA／詹姆斯「演技」引嘲諷 馬刺新星：為什麼那麼愛假摔？ , https://udn.com/news/story/7002/7176600?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:09:02 , udn , 湖人巨星詹姆斯（Lebron James）在場上除了球技外，「演技」同樣精湛，而他在稍早對上金塊比賽中，再度開啟影帝模式，引起球迷討論。

本日西區總決賽第二戰中，詹姆斯在第四節開端，一次防守約柯 , https://udn.com/news/story/7002/7176600?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:09:23 , udn , 變動下520／蔡政府拉高薪資卻陷不均 勞團對最低工資法跳票不滿 , https://udn.com/news/story/6656/7176767?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:09:34 , udn , 蔡政府執政滿7年，勞工生活有過的更好嗎？據統計，民眾平均薪資7年來成長不到萬元，勞工團體雖然肯定蔡總統任內陸續通過不少提高勞工權益的法案，但「最低工資法」的承諾依舊跳票，薪資成長全被通膨吃掉，低薪普遍化的問題，並未獲政府重視... , https://udn.com/news/story/6656/7176767?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:09:55 , udn , 駭客也能遠端工作！最易被駭4機型曝 一招偷光重要個資 , https://udn.com/news/story/6811/7175841?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:10:05 , udn , 科技日益發達，每個人智慧型手機內也多設有銀行帳戶、信用卡帳號等重要信息，而駭客的技術也提升到「遠端解鎖手機」的地步，將可趁用戶不注意時竊取個資，據研究指出... , https://udn.com/news/story/6811/7175841?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:10:26 , udn , 蔡政府執政7周年 勞工低薪高工時 藍委：要被騙第3次？ , https://udn.com/news/story/6656/7176755?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:10:37 , udn , 明日為總統蔡英文就職滿7周年，國民黨立委賴士葆今表示，民進黨全面執政7年，台灣勞工面對低薪、高工時、房價高，空汙導致肺癌... , https://udn.com/news/story/6656/7176755?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:10:57 , udn , NBA／贏球聲量仍輸豪門湖人 金塊雙星：已經習慣了 , https://udn.com/news/story/7002/7176715?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:11:08 , udn , 作為西區第一，金塊並沒有收到與戰績相符的聲量，贏球時的掌聲也不如大城市隊伍響亮，這點在對手是湖人時尤為明顯。

雖然在首戰幾乎全程維持領先，且當家明星約柯奇（Nikola Jokic）還繳出31分 , https://udn.com/news/story/7002/7176715?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:11:28 , udn , 「台灣好行票價優惠」5月20日啟動 伴遊台灣就是現在 , https://udn.com/news/story/7266/7176754?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:11:39 , udn , 「台灣好行票價優惠」啟動記者會今（19）日於台北車站1樓大廳多功能展演區舉行，由觀光局長張錫聰宣布自5月20日起至202... , https://udn.com/news/story/7266/7176754?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:12:00 , udn , 內湖大潤發轉型娛樂型量販 無印良品、金石堂進駐 , https://udn.com/news/story/7241/7176749?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:12:10 , udn , 擁有21年歷史，陪著內湖地區民眾成長的大潤發內湖店裝新登場！為打造更貼近民眾生活型態的購物場域，大潤發內湖店改裝後成為吃... , https://udn.com/news/story/7241/7176749?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:18:54 , udn , 18歲兒擁5億不動產 登記結婚2小時後就墜樓亡 母控訴謀財害命 , https://udn.com/news/story/7315/7176025?from=udn-catehotnews_ch2
2023-05-19 16:21:48 , udn , 日職／吳念庭遭西武下放二軍 首戰1安打1保送 , https://udn.com/news/story/7001/7176788?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:21:59 , udn , 西武獅隊今天做出球員異動，旅日好手吳念庭遭下放二軍，陽川尚將升上一軍。吳念庭今天在二軍出賽，3打數1安打，選到1次保送。

儘管山川穗高遭下放二軍，吳念庭近期仍未獲得太多出賽機會。他最近3場比賽， , https://udn.com/news/story/7001/7176788?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:22:19 , udn , 端午連假國道管制措施出爐 國5首日恐清晨5點就塞 , https://udn.com/news/story/7266/7176812?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:22:30 , udn , 今年端午節共4天連假(6月22日至25日)，高速公路局預估，連假以返鄉及旅遊旅次為主，第1、2日以南向車流為主，第3、4... , https://udn.com/news/story/7266/7176812?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:22:51 , udn , 新北驚見白色巨龍 不肖業者排泡沫水面臨2600萬罰鍰 , https://udn.com/news/story/7266/7176813?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:23:02 , udn , 新北市水碓窠溪五股段溪流，今天上午有民眾發現整條溪被白色泡沫覆蓋，誇張景象宛如白色巨龍將畫面貼網，新北市環保局獲報後前往... , https://udn.com/news/story/7266/7176813?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:23:22 , udn , 影／綠島樂踹梅花鹿惡男找到了！園主：可憐3歲鹿傷心變自閉 , https://udn.com/news/story/7320/7176805?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:23:33 , udn , 陳姓男子日前到綠島旅遊，夜間私闖綠島梅花鹿生態園區，拍攝拉梅花鹿玩鬧並用腳踹梅花鹿影片，還將影片上傳網路，引起網友肉搜怒... , https://udn.com/news/story/7320/7176805?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:23:54 , udn , OKmart搶攻520商機！OKCAFÉ指定品項8折、「OK香草牛奶霜淇淋」會員特價 , https://udn.com/news/story/7270/7176795?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:24:04 , udn , 520的中文諧音「我愛你」，每年到了5月20日，就是戀人表達心意的最佳時機。OKmart瞄準520商機，即日起至5月21... , https://udn.com/news/story/7270/7176795?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:24:25 , udn , 通緝犯謊報身分也通緝 騎車欲逃...警一屁股坐上不讓得逞 , https://udn.com/news/story/7315/7176794?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:24:36 , udn , 26歲廖姓男子因案未入監服刑被發布通緝，這個月4日晚上他騎著友人機車準備返回三重租處，巡邏警發現機車車主已被通緝趨前攔下... , https://udn.com/news/story/7315/7176794?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:24:57 , udn , 僑泰進修部畢業成果展驚豔 還引入5輛創業餐車 , https://udn.com/news/story/6898/7176781?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:25:08 , udn , 僑泰高中進修部畢業展，展現學生三年所學技藝成果，餐飲科呈現豐富的中餐菜色，觀光科主打甜點系列，美容科以手工藝品與指甲彩繪... , https://udn.com/news/story/6898/7176781?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:25:28 , udn , 慘！新竹市暴雨害大樓地下室淹水 22輛汽車全泡水 , https://udn.com/news/story/7324/7176777?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:25:39 , udn , 新竹市今天凌晨因大雷雨狂襲，時雨量高達106毫米，累積雨量更高達233毫米，多處傳出機淹水災情。新竹市博愛街18巷內大樓... , https://udn.com/news/story/7324/7176777?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:26:00 , udn , 明520結婚超夯好日子 新北223對新人指定生效日 , https://udn.com/news/story/7323/7176778?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:26:11 , udn , 5月20日取諧音「我愛你」，許多新人會特地選擇在這天結婚，今年520剛好遇到周六、非行政機關辦公日，新北市為鼓勵民眾多加... , https://udn.com/news/story/7323/7176778?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:26:32 , udn , 為爭取寵物友善公園 戴湘儀議會「大橘為重」手忙腳亂 , https://udn.com/news/story/7323/7176773?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:26:42 , udn , 新北市議會今天一到六審業務質詢，市議員戴湘儀今天質詢時，帶著自己領養的米克斯橘貓一起出席。戴湘儀質詢寵物友善公園議題時，... , https://udn.com/news/story/7323/7176773?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:27:03 , udn , 北藝履約爭議已付一筆款項 文化局追加預算2.34億遭疑 , https://udn.com/news/story/7323/7176774?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:27:14 , udn , 台北藝術中心去年開幕，先前因施工廠商倒閉，導致北市府須支付調解金2.3億多元。北市議會教育委員會今審議此追加預算案，議員... , https://udn.com/news/story/7323/7176774?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:27:35 , udn , imB自救會北檢按鈴提告 被害人：蔡政府須道歉 , https://udn.com/news/story/7321/7176772?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:27:45 , udn , 台灣金隆科技經營的不動產借貸媒合平台「imB」遭爆吸金詐騙，超過5000名民眾遭騙25億元，主嫌曾國緯（本名曾耀峯）等8... , https://udn.com/news/story/7321/7176772?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:28:37 , udn , 特斯拉國1打滑撞護欄...拖小小兵露營車追撞 車主是知名網紅 , https://udn.com/news/story/7320/7176768?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:30:41 , udn , 蔡政府執政7周年「勞工低薪高工時」 藍委：要被騙第3次？ , https://udn.com/news/story/123516/7176755?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:30:51 , udn , 明（20）日為總統蔡英文就職滿7周年，國民黨立委賴士葆今表示，民進黨全面執政7年，台灣勞工面對低薪、高工時、房價高，空汙導致肺癌... , https://udn.com/news/story/123516/7176755?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:38:07 , udn , NBA／招募來台名單再+2 魔獸喊話湖人雙星：這裡也常放槍 , https://udn.com/news/story/7002/7176816?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:38:17 , udn , NBA進入季後賽後，每當有球星發揮不佳，霍華德（Dwight Howard）就會化身台籃說客，邀請這些他們來台獻技，今天，這個輪盤指到了湖人雙星。

今日對上金塊比賽，詹姆斯（Lebron Jam , https://udn.com/news/story/7002/7176816?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:38:38 , udn , 桃園前市府80座天幕從臨時建築變成一般建築 議員批疑點多 , https://udn.com/news/story/7324/7176856?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:38:49 , udn , 桃園市議員舒翠玲今午在市政總質詢指出，前市府8年新建80座天幕，每座造價數千萬至數百萬元不等，雖受民眾歡迎，但最初是臨時... , https://udn.com/news/story/7324/7176856?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:39:10 , udn , 教育部通過首件公私大學整併案 華夏科大：昨天收到公文 , https://udn.com/news/story/6929/7176827?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:39:20 , udn , 教育部今天表示，國立台灣科技大學、華夏科大兩校昨天獲得教育部首肯、完成整併，兩校合併計畫書教育部尊重均照案通過。華夏科大... , https://udn.com/news/story/6929/7176827?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:39:41 , udn , 中油林園廠丙烯內漏近3個月  環保局開罰198萬 , https://udn.com/news/story/7327/7176824?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:39:52 , udn , 中油林園廠2月底至今傳約有5000噸丙烯洩漏，環保局17日進場稽查發現丙烯精餾塔換熱器確實破損，導致丙烯跑進換熱冷卻水中... , https://udn.com/news/story/7327/7176824?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:40:13 , udn , 澤倫斯基將親自赴廣島出席G7峰會 BBC分析：值得冒的風險 , https://udn.com/news/story/123512/7176821?from=udn-ch1_breaknews-1-0-news
2023-05-19 16:40:23 , udn , 七大工業國集團（G7）峰會19日在日本廣島召開，烏克蘭總統澤倫斯基本日先以視訊與會，21日更將親自參加。BBC亞太特派記... , https://udn.com/news/story/123512/7176821?from=udn-ch1_breaknews-1-0-news
