2023-03-24 00:08:37 , udn , 王婉諭宣布參選北市大安區立委 , https://udn.com/news/story/123307/7052567?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:09:04 , udn , 陸教育部等印發辦法 禁止中小學校舉辦培訓機構 , https://udn.com/news/story/7333/7053680?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:09:14 , udn , 近日中國大陸由其教育部、財政部、科技部辦、文化和旅遊部及體育總局共五個部會，聯合印發了《校外培訓機構財務管理暫行辦法》。... , https://udn.com/news/story/7333/7053680?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:09:34 , udn , 遠方 EP108｜被鮮肉與海龜夾擊 中國大陸低齡老人悔不當初？ , https://udn.com/news/story/6809/7053678?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:09:45 , udn , 中國大陸逐漸邁入老齡化社會，對比其他國家，中國大陸退休年齡普遍較早，加上社會福利不足以應付日常所需，有許多才50幾歲的「低齡老人」期盼再次投入就業市場。

本集遠方邀請到聯合報新聞部大陸中心主任林則宏，來談中國大陸勞動市場裡，這些銀髮族所遇到的就業困境。 , https://udn.com/news/story/6809/7053678?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:10:05 , udn , NBA／喬治膝傷不用開刀 最樂觀季後賽首輪就能歸隊 , https://udn.com/news/story/7002/7053676?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:10:16 , udn , 快艇隊當家球星喬治（Paul George）在昨天傳出右膝韌帶撕裂傷例行賽報銷的消息後，今天經過近一步檢查後確定將不需要... , https://udn.com/news/story/7002/7053676?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:10:36 , udn , 嘉義縣議員黃榮利登記立委海區初選 綠營內戰對決開打 , https://udn.com/news/story/123307/7053672?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:10:47 , udn , 民進黨嘉義縣海區立委初選登記，繼立委蔡易餘21日在縣長翁章梁及議長張明達等人陪同完成登記，縣議員黃榮利也在今天登記的最終... , https://udn.com/news/story/123307/7053672?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:12:28 , udn , 影／台大醫教授涉下藥性侵　范雲要求台大盡速調查 , https://udn.com/news/story/7317/7053679?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:12:38 , udn , 民進黨立委范雲上午陪同3名被害人在立法院舉行記者會，指控台大醫學院鄭姓婦產科醫師疑似性侵多名女性。多次藉口要了解商品，邀... , https://udn.com/news/story/7317/7053679?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:14:59 , udn , 基隆首公告開放76處騎樓合法停機車 交通處：估少開四成罰單 , https://udn.com/news/story/7328/7053696?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:15:09 , udn , 基隆市地狹人稠，建物多老舊，沒有足夠停車空間，尤其市區騎樓違停相當嚴重，又因騎樓屬私人產權執法糾紛不斷，市府決定在兼顧通... , https://udn.com/news/story/7328/7053696?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:15:29 , udn , 假冒檢察官老哏 金門男遭詐823萬大失血 , https://udn.com/news/story/7320/7053695?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:15:40 , udn , 金門一名莊姓男子日前接到詐騙集團電話，指稱他涉嫌詐欺等案，需申辦開通網路銀行並設（約）定轉帳功能，再將帳號密碼交給詐騙集... , https://udn.com/news/story/7320/7053695?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:16:00 , udn , 影／瞎扯！哈密瓜口味咖啡包不是毒 警一個動作他認了 , https://udn.com/news/story/7315/7053697?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:16:11 , udn , 新北市淡水區林、羅兩男，涉嫌販毒牟利，淡水警獲報蒐證，22日晚上在北投子一處工廠外攔下林男，搜扣身上毒咖啡包，林男一度瞎... , https://udn.com/news/story/7315/7053697?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:16:31 , udn , 參與明仁會春酒高調炫耀 花蓮5惡徒涉強盜黑吃黑送辦 , https://udn.com/news/story/7315/7053698?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:16:42 , udn , 竹聯幫明仁會在五星級酒店高調辦春酒，引起社會矚目。花蓮警分局近日獲報，明仁會花蓮分會邱姓幹部與同夥，因不滿江姓女子踩地盤... , https://udn.com/news/story/7315/7053698?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:17:02 , udn , WBC棒球經典賽熱血沸騰 中華電轉播流量同步飆升 , https://udn.com/news/story/7001/7053693?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:17:13 , udn , WBC世界棒球經典賽，以美國、日本冠軍戰後畫下精彩句點，日本武士隊抱走隊史第三座WBC冠軍獎盃，本屆MVP大谷翔平冠軍賽... , https://udn.com/news/story/7001/7053693?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:17:33 , udn , 去年底才推出 港府「高才通」計劃已逾1萬4,000宗申請 , https://udn.com/news/story/7331/7053683?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:17:43 , udn , 港府2022年底推出的「高端人才通行證計劃」（高才通），僅約兩個月時間內，就有1萬4,000宗申請，其中8,700宗獲批... , https://udn.com/news/story/7331/7053683?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:18:04 , udn , 升升不息又升不見底？房市也出現三高症頭 , https://udn.com/news/story/7241/7053684?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:18:14 , udn , 國內房價去年已來到新高，購屋人為追趕房價，一方面使用30年期房貸買房，另一方面去年以來央行利率連5升，房貸利率地板價也站... , https://udn.com/news/story/7241/7053684?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:18:35 , udn , 全球最老觀賞魚！高齡90歲澳洲肺魚喜歡被「摸肚抓背」生物學家笑：像水裡的小狗～ , https://udn.com/news/story/7470/7053631?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:18:45 , udn , 根據People報導，​​美國加州科學院（California Academy of Sciences）的斯坦哈特水族館（Steinhart Aquarium）裡有一條名叫瑪土撒拉（Methuselah）的澳洲肺魚，牠的名字與《聖經》中活了969歲、最長壽的人一樣，因為高齡90歲的牠被認定是世界上現存年紀最大的觀賞魚！ , https://udn.com/news/story/7470/7053631?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:19:06 , udn , 北車15分捷運通勤圈 這邊房價還有4字頭 , https://udn.com/news/story/7241/7053681?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:19:16 , udn , 永慶房屋統計距離捷運台北車站站通勤時間15分鐘內所有62個捷運車站周遭的平均房屋單價，其中橘線的捷運三和國中站房價最實惠... , https://udn.com/news/story/7241/7053681?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:20:38 , udn , 薪水不漲年輕人哭哭 想買房得拿8成薪水繳房貸 , https://udn.com/news/story/7241/7053677?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:20:48 , udn , 國內房價高漲，然而薪資追不上房價，年輕人想在30歲前買房安居愈來愈不容易。據房仲業者統計聯徵中心，去年第4季25~30歲... , https://udn.com/news/story/7241/7053677?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:20:57 , udn , 新北多元文化節接地祭 10國料理周日登場 , https://udn.com/news/story/7323/7053706?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:21:08 , udn , 2023新北市多元文化節接地祭，將於周日在中和四號公園打造美味市集，舉辦美味森市，超過10個國家、20多個人氣異國餐飲、... , https://udn.com/news/story/7323/7053706?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:21:28 , udn , 樹林潭興街海砂屋都更案今通過 預計下半年發布實施 , https://udn.com/news/story/7241/7053702?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:22:40 , udn , 匯市平盤震盪 新台幣貶0.1分暫收30.373元 , https://udn.com/news/story/7239/7053670?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:22:50 , udn , 昨（23）日央行意外升息半碼，以對抗高漲通膨，今日美元回升，新台幣升值受挫，對美元匯率開在30.35元，盤中最高升3.7... , https://udn.com/news/story/7239/7053670?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:27:03 , udn , 沈慧虹嘆「風的運動場」品牌遭毀 竹市府發言人回應了 , https://udn.com/news/story/7324/7053724?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:27:13 , udn , 新竹市長高虹安上任後將每年4月舉辦的兒童藝術節取消「風的運動場」活動，轉型以藝術和科技體驗為主，引來綠營批評，前副市長沈... , https://udn.com/news/story/7324/7053724?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:27:34 , udn , 影／巿民控公園濫用吹葉機又吵又髒 高雄巿府：調整清理時間 , https://udn.com/news/story/7327/7053720?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:30:02 , udn , 【時事問AI】狒狒逃走中怎麼抓？ChatGPT又「跨越時空」回應 新Bing發揮憐憫心兼跳針 , https://udn.com/news/story/123313/7053640?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:30:13 , udn , 每日追時事議題，也要和AI聊天機器人ChatGPT和新Bing聊一聊！最近桃園一帶陷入「全猿逃走中」，出逃的狒沸已在桃園大街逃竄近半個月，農業局昨（23）日晚間還拿出智慧科技夜間熱成像儀器搜捕，但未見其蹤跡，民眾該如何防範出現，除了專家見解外，《聯合新聞網》也詢問聊天機器人「該怎麼做」。 , https://udn.com/news/story/123313/7053640?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:30:33 , udn , 揮別磁磚雨夢魘 高雄這大樓霸氣花4320萬整形 , https://udn.com/news/story/7327/7053731?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:30:43 , udn , 許多老舊大樓暗藏磁磚剝落風險，公部門補助有限，住戶意見能否整合是最棘手難題。高雄市三民區義華路、大昌二路「鑽石雙星廣場」... , https://udn.com/news/story/7327/7053731?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:31:44 , udn , 高雄鳳山區和德街一處建商認養的公園，平日派一名歐巴桑清理維護，但鄰近住戶反映，婦人長年使用吹葉機，擾人清夢，揚塵也嚴重，... , https://udn.com/news/story/7327/7053720?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:32:05 , udn , NBA／堪薩斯172公分後衛狂寫紀錄 杜蘭特：傳說級表現 , https://udn.com/news/story/7002/7053586?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:32:15 , udn , 「三月瘋」目前已來到「甜蜜16強」（Sweet Sixteen），而在稍早由堪薩斯州立大學對上密西根州立大學的比賽，堪薩斯後衛諾威爾（Markquis Nowell）的瘋狂表現，讓杜蘭特（Kevin  , https://udn.com/news/story/7002/7053586?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:32:36 , udn , 藉故「被黑吃黑」求償 竹聯幫分子押人毒打逼吐150萬 , https://udn.com/news/story/7321/7053714?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:32:46 , udn , 竹聯幫靜安會逢姓大哥委託李姓等3名友人介紹幣商變賣泰達幣，事後佯稱遭黑吃黑，派人分別將3人押走毆打，逼吐50萬元賠款，台... , https://udn.com/news/story/7321/7053714?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:33:47 , udn , 新北市府專案輔導海砂屋的樹林潭興街社區，今天經都市更新審議會通過，確定建築規劃設設計範圍，更新後將興建3棟的住商混合大樓... , https://udn.com/news/story/7241/7053702?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:34:08 , udn , PTT鄉民建議去選台南市 徐巧芯：台南鄉親不喜歡空降啦 , https://udn.com/news/story/123307/7053701?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:34:18 , udn , 國民黨台北市議員徐巧芯角逐台北市信義、南松山區立委，挑戰同黨立委費鴻泰。對此，有PTT鄉民建議，高聲量的徐巧芯可以挑戰艱... , https://udn.com/news/story/123307/7053701?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:34:39 , udn , 侯友宜支持度下滑 趙少康：要徵召就快再拖還會往下 , https://udn.com/news/story/123307/7053703?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:34:49 , udn , 中廣今公布委託蓋洛普公司進行的總統民調，新北市長侯友宜下降至副總統賴清德、民眾黨主席柯文哲之後，位居第三。中廣董事長趙少... , https://udn.com/news/story/123307/7053703?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:35:10 , udn , 好久沒下雨！ 新竹水情轉燈號 2水資中心開放取用再生水 , https://udn.com/news/story/7266/7053699?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:35:20 , udn , 受天氣乾旱久未下雨影響，新竹地區水情由藍燈轉為綠燈，寶山水庫蓄水量已不足一半，新竹縣府已展開輔導工業區企業節水，並開放取... , https://udn.com/news/story/7266/7053699?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:35:58 , udn , 2縣市發布高溫資訊 氣象局提醒午後慎防36度高溫 , https://udn.com/news/story/7266/7053739?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:36:08 , udn , 今天微弱鋒面通過，各地雲量增加，北部地區溫度漸降，南部地區仍可來到30度以上高溫。中央氣象局今針對高雄市、屏東縣發布高溫... , https://udn.com/news/story/7266/7053739?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:36:29 , udn , 一接就掛斷！客服頻接無聲電話回撥開罵 結局笑翻眾人 , https://udn.com/news/story/120912/7053389?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:36:39 , udn , 若接到立刻掛斷的電話，而且還不只一通，相信不少人都會很火大。有一名擔任客服人員的網友就發文抱怨，每天早上都會接到無聲又立刻掛斷的電話，最後讓他忍無可忍，回撥痛罵對方，沒想到對方竟揚言要客訴，讓他聽了啼笑皆非。 , https://udn.com/news/story/120912/7053389?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:37:00 , udn , 再生醫療雙法審議中  台灣藥學會：草案失衡、違背通則 , https://udn.com/news/story/6656/7053742?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:37:10 , udn , 衛福部「再生醫療法」草案及「再生醫療製劑條例」草案，目前送立法院審議中。台灣藥學會、醫藥品法規學會與台大藥學專業學院國際... , https://udn.com/news/story/6656/7053742?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:37:31 , udn , 洗刷「行人地獄」 太平警大執法10天232件、8成是機車族 , https://udn.com/news/story/7320/7053736?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:37:41 , udn , 台灣交通環境有「行人地獄」稱號，加上近期重大交通事故，台中市警局13日起規劃2周「行人正義大執法」。太平警分局統計，到昨... , https://udn.com/news/story/7320/7053736?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:38:02 , udn , 消費者快買到了！農委會曝美、澳、泰雞蛋上架最快時間點 , https://udn.com/news/story/122475/7053734?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:38:12 , udn , 進口雞蛋來了！農委會畜牧處長張經緯表示，預計329前，農委會會將原料蛋部分，拉到國內洗選場，會在329清明連假期間，陸續... , https://udn.com/news/story/122475/7053734?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:38:32 , udn , 前立委亂爆潘孟安貪汙收紅包勾結財團 下場要賠180萬還要付這筆錢！ , https://udn.com/news/story/7321/7053733?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:38:43 , udn , 前立委梁牧養因經營的悠客馬術渡假村被屏東縣政府多次稽查、開罰，向時任縣長潘孟安求助未果，他透過與女兒發行「火大爆報」、召... , https://udn.com/news/story/7321/7053733?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:39:03 , udn , 2023阿里山花季 櫻王染井吉野櫻進入3月下旬盛開期 , https://udn.com/news/story/7266/7053732?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:39:14 , udn , 近日天氣溫暖，阿里山國家森林遊樂區內阿里山工作站前「櫻王」染井吉野櫻已開花5成，好天氣，吸引遊客上山賞櫻；嘉義林管處表示... , https://udn.com/news/story/7266/7053732?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:44:57 , udn , 12星座「容易人來瘋」排名！巨蟹話停不下來、射手就愛惡作劇 , https://udn.com/news/story/7268/7053654?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:45:07 , udn , 春天是一個舒適的天氣，也有更多機會能與人相聚，像是一起賞櫻花、野餐等等，不過有些人喜歡熱鬧，只要一湊在一起就會興奮地講個不停，甚至還會被警告「請安靜一點」，日本網站「占TV」列出了12星座「成群就會很吵」的排名，看誰最容易被點名太吵。 , https://udn.com/news/story/7268/7053654?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:45:28 , udn , 影／台南警分局門口電油車冒火煙 瞬間大火吞沒付之一炬 , https://udn.com/news/story/7320/7053760?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:45:38 , udn , 台南有廠商員工今中午到台南市警二分局維修電腦，停放在分局門口轎車後車廂電池疑似過熱，突然冒出白煙，南門派出所員警發現後拿... , https://udn.com/news/story/7320/7053760?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:45:59 , udn , 前市府公彩補助社團2.1億違規怎還? 桃社會局：29日赴財政部報告 , https://udn.com/news/story/7324/7053753?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:46:09 , udn , 桃園市議會今天安排社會局工作報告，多位議員關心前市府公益彩券盈餘款（公彩）被財政部、監察院糾正，指公彩補助不符合規定的社... , https://udn.com/news/story/7324/7053753?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:46:30 , udn , 林佳龍介入協調 前彰市長邱建富放棄彰化立委初選 , https://udn.com/news/story/123307/7053728?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:46:40 , udn , 原本有意投入民進黨彰化第二選區立委初選的邱建富，昨天深夜在臉書宣布，在總統府秘書長林佳龍協調下，決定不投入立委初選；立委... , https://udn.com/news/story/123307/7053728?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:47:00 , udn , 影／綠委籲老農津貼加碼1000元 , https://udn.com/news/story/6656/7053750?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:47:11 , udn , 民進黨立委蔡培慧、賴惠員、羅美玲、陳素月、莊競程、黃秀芳、何欣純、鍾佳濱、陳秀寳、林靜儀等人，上午在立法院一同舉行記者會... , https://udn.com/news/story/6656/7053750?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:50:59 , udn , 影／燒紅的千度鐵球考驗竹子耐熱性 跟可樂瓶一比：竹子太強！ , https://udn.com/news/story/120912/7053510?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:51:09 , udn , 竹子一向被認為是清涼的植物，從古代開始，就流傳竹子具有耐熱效果，難以燃燒等等特徵。近來日本的「大阪染織機械株式會社」，就特地做了一個實驗，證明竹子偏涼的特性。 , https://udn.com/news/story/120912/7053510?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:51:29 , udn , 加1元多1人！每人4500元飛日本 易飛網線上旅展明開搶 , https://udn.com/news/story/7270/7053768?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:51:40 , udn , 旅遊電商「易飛網」宣布，明天(25日)起將推出「春季線上旅展」，上午10點由「加1元多1人」7天限時搶購活動打頭陣，九州... , https://udn.com/news/story/7270/7053768?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:52:00 , udn , 疫後特別預算三讀  普發現金補助公共運輸財源有著落 , https://udn.com/news/story/123271/7053756?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:52:11 , udn , 立法院會今天三讀通過疫後特別預算，歲出所需財源原列新台幣3800億元，審議結果減列1億2000萬元，改列為3798億80... , https://udn.com/news/story/123271/7053756?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:52:31 , udn , 原民運不成賽名單一周前才公告遭疑 北市澄清：1月已公告 , https://udn.com/news/story/7323/7053770?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:52:42 , udn , 112年全國原住民族運動會今年在台北舉行，今天下午正式開幕，為期4天至3月27日開賽，卻傳出北市府遲至開賽前一周，才公告... , https://udn.com/news/story/7323/7053770?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:54:03 , udn , 前市府公彩補助社團2.1億違規怎還？桃社會局：29日赴財政部報告 , https://udn.com/news/story/7324/7053753?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:54:28 , udn , 影／韓劇「黑暗榮耀」熱映 台南消防員追劇仿拍微電影 , https://udn.com/news/story/7320/7053788?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:54:38 , udn , 線上影音平台Netflifx韓劇「黑暗榮耀」熱映，台南市消防局二大隊下營分隊趁機仿韓劇拍攝「液化石油氣安全」宣導微電影，... , https://udn.com/news/story/7320/7053788?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:55:29 , udn , 立委初選屏東英系團結 方一祥相讓遷成黃信茗 , https://udn.com/news/story/123307/7053786?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:55:40 , udn , 民進黨立委提名初選登記最後一天，民進黨屏東縣議員方一祥日前領表有意角逐第一選區（屏北）黨內初選，方一祥今陪同農田水利署屏... , https://udn.com/news/story/123307/7053786?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:56:00 , udn , 央行連5升！苦到房貸族租屋族 林右昌：會研擬相關方案 , https://udn.com/news/story/7238/7053785?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:56:11 , udn , 央行昨決議升息半碼，創下連5升紀錄，重貼現率達到1.875%，預估房貸族一年恐將增加超過4萬元，租屋族也擔心房東會轉嫁到... , https://udn.com/news/story/7238/7053785?from=udn-ch1_breaknews-1-0-news
2023-03-24 13:59:58 , udn , 斗六死亡車禍！2婦騎腳踏車被聯結車撞斃 駕駛：視線死角 , https://udn.com/news/story/7320/7053807?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:00:08 , udn , 雲林縣斗六市鎮北路、斗六二路口，今天上午10點40分左右發生一起死亡車禍，2名腳踏車雙載的7旬老婦，遭一輛正在轉彎的聯結... , https://udn.com/news/story/7320/7053807?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:00:29 , udn , 時尚義式咖啡機新選擇 伊萊克斯、Smeg讓你在家就像咖啡館 , https://udn.com/news/story/7270/7053799?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:00:39 , udn , 疫情雖然解封，但民眾在這段期間對精緻生活品質要求的提升，已經回不去了，根據Google 2022台灣智慧消費關鍵報告顯示... , https://udn.com/news/story/7270/7053799?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:01:00 , udn , NBA／造就哈登成為巨星？貝佛利：後撤步受我啟發 , https://udn.com/news/story/7002/7053723?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:01:10 , udn , 語不驚人死不休的貝佛利（Patrick Beverley），前陣子才在節目上爆料與湖人隊相關的各種八卦，日前又在Podcast表示，哈登（James Harden）的後撤步投籃與自己有關。

雖然 , https://udn.com/news/story/7002/7053723?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:01:31 , udn , 經典賽／堅持努特巴爾當開路先鋒 栗山英樹：看他打球會流淚 , https://udn.com/news/story/10785/7053674?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:01:41 , udn , 日本隊監督栗山英樹邀請日美混血選手努特巴爾（Lars Nootbaar）出戰，曾引發日本國內資深棒球人的批評，但栗山仍堅持己見，賦予他中外野手和開路先鋒重任，最後收到不錯的成效，栗山受訪時也透露其中的 , https://udn.com/news/story/10785/7053674?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:02:01 , udn , 美艦再入西沙 陸國防部警告：將承擔引發不測事件後果 , https://udn.com/news/story/7331/7053795?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:02:12 , udn , 美國軍艦米利厄斯號飛彈驅逐艦24日再次進入西沙領海，大陸國防部發言人表示，共軍南部戰區予以警告驅離，並要求美方「立即停止... , https://udn.com/news/story/7331/7053795?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:04:03 , udn , 立委初選屏東英系團結 方一祥相讓牽成黃信茗 , https://udn.com/news/story/123307/7053786?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:05:58 , udn , 鴻海力圖造車大業 先把電動自行車儀表板當敲門磚 , https://udn.com/news/story/7238/7053831?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:06:08 , udn , 300多人銜命集結，一年內開發五款機種。看似不起眼的電動自行車數位儀表板，背後，承載著鴻海搶進電動車的野心。

2023年台北國際自行車展熱鬧登場，全球電子代工龍頭鴻海卻低調在展場四樓，展出旗下公司鴻騰製造的電動自行車（E-Bike）數位儀表板。 , https://udn.com/news/story/7238/7053831?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:06:29 , udn , 使用偽造檢測合格排氣管遭攔 車主最高挨罰3萬車複驗 , https://udn.com/news/story/7320/7053826?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:09:02 , udn , 綠要求台南比照六都全面補助老人健保 藍批：為賴清德選總統 , https://udn.com/news/story/7326/7053843?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:09:12 , udn , 台南市議會聯席審查追加減預算，審查社會局提案「老人健保補助費」14億多元，藍、綠再互嗆，民進黨團表示，台南合併升格之後，... , https://udn.com/news/story/7326/7053843?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:10:13 , udn , 新北市五股區一名李姓男子，使用「偽造檢測合格標章」排氣管，21日晚上，他騎車外出被警攔下盤查。李男受檢辯稱「這支是合格較... , https://udn.com/news/story/7320/7053826?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:10:34 , udn , 前立委賴坤成登記參選：民調弔詭 已籌75萬來初選拚一次 , https://udn.com/news/story/123307/7053816?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:10:45 , udn , 民進黨3月20日起進行立委初選領表登記，前立委賴坤今天前往縣黨部完成領表登記作業，將挑戰現任立委劉櫂豪。賴坤成說，民進黨... , https://udn.com/news/story/123307/7053816?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:11:05 , udn , 豬價大漲清明節豬肉是否短缺？農委會：屠宰量確實少一些 , https://udn.com/news/story/7266/7053811?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:11:16 , udn , 國內豬肉價格大漲，每公斤平均批發價突破90元的歷史新高點，農委會表示，屠宰量和去年相比確實有少一些，相關措施已經啟動當中... , https://udn.com/news/story/7266/7053811?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:11:36 , udn , 勞團討論勞退提撥及低薪議題 陳其邁允打拚照顧勞工 , https://udn.com/news/story/7241/7053812?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:11:47 , udn , 高雄產業總工會會員代表大會今上午舉行，會中討論將於五一勞動節上街訴求，提高雇主提撥勞退6%及扭轉勞工低薪等議題。高雄市長... , https://udn.com/news/story/7241/7053812?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:11:57 , udn , 宣傳「草的力量」讓少女呼麻 嘻哈樂團前主唱輕生墜樓 , https://udn.com/news/story/7315/7053854?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:12:08 , udn , 25歲羅姓男子為前嘻哈樂團主唱曾涉及呼麻事件，今天凌晨1時許疑因情緒困擾輕生，從台北市信義區忠孝東路五段一處大樓12樓頂... , https://udn.com/news/story/7315/7053854?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:14:39 , udn , Fed緊急貸款額略減 美銀行壓力現緩解跡象 , https://udn.com/news/story/6811/7053794?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:14:50 , udn , 數據顯示，美國銀行業者過去一周從聯準會（Fed）兩項緊急流動性機制借款的金額微幅減小，成為金融業壓力稍微減輕的最新跡象，... , https://udn.com/news/story/6811/7053794?from=udn-ch1_breaknews-1-0-news
2023-03-24 14:14:58 , udn , 【一劍浣春秋】繪麗奈帶動熱潮！日本AV片商想要這三點兼具的華人女優 , https://udn.com/news/story/120914/7053809?from=udn-ch1_breaknews-1-0-news
