2023-04-02 00:26:41 , udn , 殺破狼週運勢／金牛感情感到甜蜜 射手工作身價水漲船高　 , https://udn.com/news/story/7268/7048130?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:39:46 , udn , NBA／韋德攜手多位傳奇入名人堂 詹皇、保羅齊祝賀 , https://udn.com/news/story/7002/7073267?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:39:57 , udn , 籃球名人堂今天證實2023年入選名單，包括馬刺總教練波波維奇（Gregg Popovich）、NBA退役球星帕克（Tony Parker）、諾維茨基（Dirk Nowitzki）、加索（Pau Gasol）、韋德（Dwyane Wade），還有WNBA教練與前球星哈蒙（Becky Hammon），今年稍晚都將成為名人堂一員。 , https://udn.com/news/story/7002/7073267?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:40:17 , udn , 搭經典跑車、快艇奔馳 頂級007體驗還有特效總監當地陪 , https://udn.com/news/story/6812/7072076?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:40:28 , udn , 你曾幻想過成為007系列電影中的超強特務詹姆士龐德（James Bond）嗎？豪華旅行社推出「體驗007」套裝行程，遊客可以乘坐經典復刻跑車遊覽倫敦、搭乘快艇在泰晤士河奔馳，或搭乘直升機飽覽阿爾卑斯山。但如此身歷其境的旅程可要價不菲，5晚行程... , https://udn.com/news/story/6812/7072076?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:40:48 , udn , 高雄清明出遊及演唱會人潮 市區人車下午3到8點達高峰 , https://udn.com/news/story/7327/7073362?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:40:59 , udn , 清明連假進入第二天，高雄市區下午隻後人車潮湧現，哈瑪星通往旗津的鼓山渡輪站輪船班班客滿，主要景點駁二、動物園等地，周邊停... , https://udn.com/news/story/7327/7073362?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:41:19 , udn , 春日餐桌翩然起舞 煥然一新的真食饗宴 , https://udn.com/news/story/7270/7072922?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:41:30 , udn , 春暖花開的3月，花神在Vicky的春日餐桌翩然起舞，以金盞花、芳香萬壽菊、木蓮、吉野櫻等多種花卉與七彩蔬果做的沙拉揭開序幕。 , https://udn.com/news/story/7270/7072922?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:41:40 , udn , 影／小琉球湧入萬人… 早餐店人龍排百公尺   居民笑說習慣了 , https://udn.com/news/story/7327/7073394?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:41:50 , udn , 清明5天連假，屏東縣離島度假勝地小琉球，前3天旅宿住房都滿房，首日萬人登島，不僅出租機車一車難求，就連當地早餐店都大排長... , https://udn.com/news/story/7327/7073394?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:41:50 , udn , 執行清道專案惹民怨 交通隊：持續執法還行人路權 , https://udn.com/news/story/7320/7073360?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:01 , udn , 嘉義市警方執行「清道專案」針對民族路人行道上的違停、路霸進行取締，近來引起部分商家批評「吃飽太閒」，也反應機車停車格不足... , https://udn.com/news/story/7320/7073360?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:11 , udn , 彰化八卦山牌樓修繕完成發包 期以新面貎迎接建縣300年 , https://udn.com/news/story/7325/7073398?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:21 , udn , 矗立約一甲子的彰化「八卦山牌樓」，是八卦山大佛的迎賓門，均是彰化知名的地標，為了迎接今年彰化建縣300年，彰化縣文化局辦... , https://udn.com/news/story/7325/7073398?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:21 , udn , 游錫堃揭匾贈書 台灣6大政治結社的決策者都有宜蘭人 , https://udn.com/news/story/6656/7073359?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:32 , udn , 立法院長游錫堃今天返鄉，參加宜蘭大興振安宮與定安宮的揭匾儀式，他致詞時表示，台灣6次重大政治結社的決策核心都有宜蘭人，具... , https://udn.com/news/story/6656/7073359?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:42 , udn , 新竹縣推動資源回收關懷計畫 幫助拾荒者維持溫飽 , https://udn.com/news/story/7324/7073391?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:52 , udn , 新竹縣環保局今年推動資收關懷計畫，與各鄉鎮市公所清潔隊，提供普遍優於回收市場的價格及到府收運服務，希望照顧更多第一線有需... , https://udn.com/news/story/7324/7073391?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:42:52 , udn , 金管會納管虛擬貨幣卻有未竟之業 公職人員不申報仍無法管 , https://udn.com/news/story/6656/7073361?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:43:02 , udn , 爭議多時的虛擬貨幣無主管機關終於有解，由金管會納管。這項政策留下了一個未竟之業，持有虛擬貨幣的公職人員，財產申報若無申報，仍處在無明確法源依據與罰則情況。民進黨立委江永昌質詢表示，這形同要隱匿財產者，都把財產放到虛擬貨幣不申報，是無法可管的，相關單位要加速立法。 , https://udn.com/news/story/6656/7073361?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:46:46 , udn , NCAA／巴特勒跳投絕殺對手 聖地牙哥州大隊史首闖冠軍戰 , https://udn.com/news/story/7003/7073357?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:47:50 , udn , 台南農產銷日再擴大 黃偉哲與北辰商事簽合作意向書 , https://udn.com/news/story/7326/7073406?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:48:00 , udn , 台南市長黃偉哲為增加農特產品在日本市場的上架機會，今天前往日本埼玉縣拜會北辰商事社長太田順康，雙方簽署合作意向書，將採購... , https://udn.com/news/story/7326/7073406?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:48:51 , udn , 影／小琉球湧入萬人… 早餐店人龍排百公尺 居民笑說習慣了 , https://udn.com/news/story/7327/7073394?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:53:50 , udn , 回應／高美濕地不便身障者？ 中市府：可自南端通道開車進入 , https://udn.com/news/story/7266/7073414?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:54:00 , udn , 聯合報「陽光行動」專題報導，指出一生必訪台中知名景點「高美濕地」，斜坡道陡峭，輪椅族使用有風險，廁所也距離700公尺之外... , https://udn.com/news/story/7266/7073414?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:54:21 , udn , 日本首相對決ChatGPT質詢！岸田文雄沒在怕：我回的比AI符合實況 , https://udn.com/news/story/123313/7073405?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:54:31 , udn , 日本國會議員中谷一馬，3月29日在眾議院的內閣委員會中提出 ChatGPT 所生成的問題質詢，首相答詢結束後，中谷議員也發表... , https://udn.com/news/story/123313/7073405?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:54:52 , udn , 處理校園霸凌未符合程序  嘉市南興國中遭監院糾正 , https://udn.com/news/story/7326/7073412?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:55:02 , udn , 嘉義市南興國中處理學生校園霸凌事件，被監察院以未遵照法規程序，導致相關事件無法查明妥處，而遭糾正。對此校方表示，會根據糾... , https://udn.com/news/story/7326/7073412?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:55:23 , udn , 演唱會經濟發酵 高雄市商家業績狂漲3成 , https://udn.com/news/story/7327/7073411?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:55:33 , udn , 阿妹、五月天、大港開唱本周起在高雄接力登場，又碰上清明連假出遊人潮，高雄市經發局串連店家推出「高雄夜chill處」專案，... , https://udn.com/news/story/7327/7073411?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:56:50 , udn , 【重磅快評】李進勇、林右昌兩前市長聯手殺了基隆公投 , https://udn.com/news/story/6656/7073419?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:57:00 , udn , 基隆市長謝國樑日前宣布核准反四接填海造陸的地方護海公投，中選會火速發出新聞稿嗆基隆市府，該公投已遭內政部認定非屬地方自治... , https://udn.com/news/story/6656/7073419?from=udn-ch1_breaknews-1-0-news
2023-04-02 14:59:50 , udn , 美國晶片法案相關規定引發不滿 韓國專業人士：霸王條款不可接受 , https://udn.com/news/story/6811/7073369?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:00:00 , udn , 集微網消息，據央視《朝聞天下》報導，美國商務部近日公佈《晶片與科學法案》的所謂「護欄」條款細則，在韓國引發軒然大波，遭到媒體和業界人士的批評。所謂「護欄」條款的細則規定，申請補貼的半導體企業需提交不同晶片種類的產能、預期收益率等信息，此外，還要求公開與生產相關的詳細數據。多位韓國專業人士表示，美國的這種霸王條款不可接受。 , https://udn.com/news/story/6811/7073369?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:02:52 , udn , 史上首次! 淘寶拍出兩顆商用衛星 一顆在羅永浩直播間成交 , https://udn.com/news/story/7333/7073421?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:02:53 , udn , 寧夏逾2000師生 徒步54km祭英烈 28年不間斷 , https://udn.com/news/story/7332/7073332?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:03:02 , udn , 大陸商用衛星業者「九天微星唐山衛星工廠」於 3月30日在「中國航太太空上新」淘寶店上架三款民用商業衛星，消息引發大陸網友... , https://udn.com/news/story/7333/7073421?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:03:03 , udn , 寧夏固原2000多名中學生和老師4月1日凌晨出發徒步54公里，為烈士敬獻花圈、擦拭墓碑，緬懷革命先烈，他們用這種方式緬懷... , https://udn.com/news/story/7332/7073332?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:05:51 , udn , 中職／樂天桃猿開幕戰桃捷取消回程優惠 桃捷回應了 , https://udn.com/news/story/7001/7073424?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:06:01 , udn , 樂天桃猿棒球隊今舉行開幕戰，因桃園捷運回程票取消免費引發網路熱議，對此，桃園捷運公司回應，很多球迷從台北搭高鐵至A18站... , https://udn.com/news/story/7001/7073424?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:06:22 , udn , 史上首次！淘寶拍出兩顆商用衛星 一顆在羅永浩直播間成交 , https://udn.com/news/story/7333/7073421?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:06:25 , udn , 中企接受訂單「星葬」10月實現 價格從5至30萬 , https://udn.com/news/story/7333/7073331?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:06:36 , udn , 網友「China航天」日前發布中國某公司將發行「星葬--中國太空葬」產品消息，引發網民熱議。該博文稱，這是融入現代科技的... , https://udn.com/news/story/7333/7073331?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:09:25 , udn , 在泰國遭丈夫推落懸崖 江蘇女3年後站起來了：過程艱辛 , https://udn.com/news/story/7335/7073311?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:09:35 , udn , 「泰國墜崖孕婦」當事人王暖暖日前更新了一段視頻，表示經過3年多的醫療康復和手術，她終於能再次站起來了。 , https://udn.com/news/story/7335/7073311?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:11:52 , udn , 南市清明連假現人潮 永康臨時轉運站發揮功效 , https://udn.com/news/story/7326/7073428?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:12:03 , udn , 台南市清明連假出遊人潮湧現，統計利用台鐵、高鐵、客運有4萬3千人次，國道南返約11萬3千車次，市區車潮雖多，但路況還順暢... , https://udn.com/news/story/7326/7073428?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:12:23 , udn , 桃園冷氣行不明大火燒光機台 女鄰居受困2樓逃出送醫 , https://udn.com/news/story/7320/7073431?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:12:34 , udn , 桃園市桃園區中正三街一處冷氣行今中午發生火警，由於囤放冷媒等易燃物引發鄰里憂慮，但消防隊到場後一小時就撲滅火勢；住同建物... , https://udn.com/news/story/7320/7073431?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:14:51 , udn , 日經：美國為反制北京經濟霸凌 要求G7夥伴採取聯合行動 , https://udn.com/news/story/6811/7073436?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:15:01 , udn , 日本經濟新聞報導，美國正向七大工業國集團(G7)其他成員國施壓，要求他們在北京對G7集團內的夥伴進行經濟脅迫時採取聯合行... , https://udn.com/news/story/6811/7073436?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:15:22 , udn , 信義商圈3商場帶來春季美景 連假逛街一路美照拍不停 , https://udn.com/news/story/7270/7073427?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:15:32 , udn , 連假在信義商圈走跳逛街也能同步賞花，台北101購物中心在4樓都會廣場打造「台北101繽紛花園」，特別從荷蘭空運鬱金香，現... , https://udn.com/news/story/7270/7073427?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:18:30 , udn , 廣州實施預約掃墓…祖先名敏感就被擋 網諷：要先人改名？ , https://udn.com/news/story/7335/7073263?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:18:41 , udn , 清明將至，廣東廣州市繼續實施預約掃墓措施，但陸陸續續有不少民眾反映預約時需要輸入祖先名字，而名字「不能包括敏感字」，否則... , https://udn.com/news/story/7335/7073263?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:20:40 , udn , 共軍驅逐艦編隊東海軍演 稱「隨時準備戰鬥」 , https://udn.com/news/story/7331/7073440?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:20:50 , udn , 總統蔡英文出訪中美洲友邦、過境美國之際，中共解放軍動作不斷。除了因應美菲「肩並肩」（Balikatan）聯合軍演，共軍也... , https://udn.com/news/story/7331/7073440?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:21:11 , udn , 影／清明連假首日塞爆！蘇花路廊、雪隧都創下車流紀錄 , https://udn.com/news/story/7266/7073441?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:21:21 , udn , 清明連假返鄉祭祖與旅遊人潮，衝擊連假首日交通塞爆。國5雪隧及蘇花路廊的交通流量創下紀錄，蘇花路廊宜蘭往花蓮的南向車流，昨... , https://udn.com/news/story/7266/7073441?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:21:42 , udn , 蔡英文「備戰才能避戰」邏輯錯？ 郭正亮曝內幕：馬英九正確 , https://udn.com/news/story/123435/7073380?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:21:52 , udn , 前總統馬英九前往中國大陸祭祖與交流，除了引用國父孫中山的遺言「和平、奮鬥、救中國」，更進一步提出「和平、奮鬥、振興中華」，強調兩岸一定要追求和平，否則雙方都不會有前途。對此，前民進黨立委郭正亮直言，總統蔡英文「備戰才能避戰」的邏輯是錯的。 , https://udn.com/news/story/123435/7073380?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:22:43 , udn , 信義商圈3商場打造春季花園 連假逛街一路美照拍不停 , https://udn.com/news/story/7270/7073427?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:24:00 , udn , 法總統府消息人士：中國大陸是唯一能解俄烏衝突的國家 , https://udn.com/news/story/122663/7073059?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:24:11 , udn , 中國媒體觀察者網報導，一名法國總統府的消息人士3月31日表示，鑑於與俄烏兩國的密切關係，中國可能是世界上為數不多的、甚至... , https://udn.com/news/story/122663/7073059?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:26:17 , udn , 日外相抵北京 分析：中「人質外交」逼談晶片鬆綁 , https://udn.com/news/story/6809/7073054?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:26:27 , udn , 日本外相林芳正1日下午抵達北京，今天與中國國務委員兼外交部長秦剛會談。據指出，林芳正除將表達對中俄在日本周邊軍事行動等的... , https://udn.com/news/story/6809/7073054?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:29:40 , udn , 何博文為立委選戰暖身批國民黨 洪孟楷：不多加評論 , https://udn.com/news/story/123307/7073449?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:29:50 , udn , 民進黨新北市黨部主委何博文將參加黨內第一選區初選，不過何現在就已將砲口瞄準國民黨現任立委洪孟楷及新北市府，他說，洪孟楷在... , https://udn.com/news/story/123307/7073449?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:30:11 , udn , adidas Originals跨界BAPE、CLOT聯名Nike潮鞋必須收！ , https://udn.com/news/story/7270/7073448?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:30:21 , udn , 潮牌A Bathing Ape（簡稱BAPE）再度攜手adidas Originals推出周年紀念合作款Campus 80s鞋。而陳冠希經營的潮牌CLOT則與Nike繼上市就被秒殺黑白配色「陰陽鞋」之後，打造紅、白、藍組合延伸鞋款，藉此向經典「阿甘鞋」致敬。 , https://udn.com/news/story/7270/7073448?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:30:42 , udn , 影／阿婆灣重機起飛了 24歲騎士甩飛墜橋多處擦挫傷 , https://udn.com/news/story/7320/7073447?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:30:52 , udn , 嘉義縣中埔鄉阿婆灣今天中午傳出一名重機騎士墜橋，24歲男性重機騎士行經台3線315公里處時，不慎摔落民族橋下，橋面到底部... , https://udn.com/news/story/7320/7073447?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:31:13 , udn , 久旱剛下雨他就撞斷自來水管 雲林酒駕男釀禍被法辦 , https://udn.com/news/story/7321/7073445?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:31:23 , udn , 雲林地區久旱未雨，到處出現缺水現象，連假第1天好不容易下雨，不料，雲林縣斗六市周姓男子昨天下午開車疑因天雨路滑，轉彎不當... , https://udn.com/news/story/7321/7073445?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:32:40 , udn , 影／南投六旬婦倒車暴衝撞爛書店 店內慘狀曝光 , https://udn.com/news/story/7320/7073461?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:32:50 , udn , 南投草屯市區今天發生車輛暴衝事故，一輛紅色轎車路邊停車後欲起步，但車子沒前進，反而倒車往後暴衝，撞進附近一家書店，隨後往... , https://udn.com/news/story/7320/7073461?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:33:11 , udn , 6000元「入帳失敗」也免緊張 數位部3招教你解決 , https://udn.com/news/story/123271/7073457?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:33:21 , udn , 政府普發現金6000元，連假這幾天已經有許多人收到入帳通知，數位發展部表示，若有民眾查詢後出現「入帳失敗」的字樣，也不需... , https://udn.com/news/story/123271/7073457?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:37:49 , udn , 海南2025全島封關 取經香港打造中國大陸首個特殊關稅區 , https://udn.com/news/story/7332/7073002?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:38:00 , udn , 海南啟動「全島封關」準備，將成為下一個香港？海南省相關負責人3月29日說，過去五年中，海南自貿港建設開局起步，全面深化改... , https://udn.com/news/story/7332/7073002?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:38:51 , udn , 足壇反腐燒向核心區 體總副局長杜兆才落馬 , https://udn.com/news/story/7332/7073006?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:39:01 , udn , 中紀委國家監委1日通報，中國國家體育總局黨組成員、副局長杜兆才涉嫌嚴重違紀違法，正接受調查。自去年前國足主帥李鐵被查以來... , https://udn.com/news/story/7332/7073006?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:44:30 , udn , 蔣萬安上任百天捷運政績遭指正 1小時後修改貼文 , https://udn.com/news/story/7323/7073472?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:44:40 , udn , 台北市長蔣萬安就職滿100天，他將「捷運南環段已決標」納入這段期間政績。里長說，南環段僅1區段標決標，請蔣萬安了解清楚現... , https://udn.com/news/story/7323/7073472?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:45:01 , udn , 棒球／台東體中棒球隊木、鋁棒都有佳績 殺豬辦桌慶功 , https://udn.com/news/story/7001/7073395?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:45:11 , udn , 台東體中棒球隊111學年度木棒聯賽拿下隊史最佳季軍，去年鋁棒聯賽第5名，今天U18東岸聯盟棒球賽空檔，家長出錢出力辦桌殺... , https://udn.com/news/story/7001/7073395?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:45:32 , udn , 112年會考社會科／圖表看時事 雨林驟減逼近氣候臨界點、物價狂漲庶民好痛苦、地震頻繁緊盯嘉南3斷層 , https://udn.com/news/story/123450/7063838?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:45:42 , udn , 112年會考將於5月20、21日登場，「圖表」成為近年命題趨勢，考驗考生解讀圖表、數據的能力。《聯合新聞網》根據近半年新聞事件，製成資訊圖表，帶領考生看圖、輕鬆搞懂時事。更多「圖表看時事」這裡看。 , https://udn.com/news/story/123450/7063838?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:46:03 , udn , 六福村狒狒驗屍無結紮痕跡？ 林務局：靜待偵查終結 , https://udn.com/news/story/7324/7073467?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:46:13 , udn , 六福村逃逸東非狒狒之死引發全台關注，六福村一開始否認狒狒來自園區，後來以結紮傷口改口承認，但今傳死亡東非狒狒經初步驗屍，... , https://udn.com/news/story/7324/7073467?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:46:34 , udn , 蝦皮賣家要簽金流協定？ 女工程師被假買家騙轉帳58萬元 , https://udn.com/news/story/7320/7073466?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:46:44 , udn , 詐騙集團假冒網路拍賣平台買家，聯繫賣家稱無法下單，再假冒平台及銀行客服人員，以簽署金流協定、認證帳號等要求以ATM或網路... , https://udn.com/news/story/7320/7073466?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:47:31 , udn , 馬英九祖籍地白石鎮，隱藏哪些馬家傳奇？ , https://udn.com/news/story/123435/7073477?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:47:41 , udn , 白石鎮是馬前總統祖輩生息之所、父親馬鶴淩的出生地。因著馬英九祭祖行中，這個古老樸實的小鎮跟著成為注目焦點。當地村民說，家鄉人都在熱情期待馬英九回來，已經用實木板加寬了田間狹窄水泥路。此外，這裡還隱藏哪些屬於馬家的傳奇？ , https://udn.com/news/story/123435/7073477?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:48:02 , udn , NCAA／康乃狄克輕取邁阿密 隊史5度闖冠軍戰 , https://udn.com/news/story/7003/7073416?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:48:12 , udn , 靠著薩諾戈21分、10籃板，康乃狄克大學今天72比59擊敗邁阿密大學，隊史第5度挺進全美大學體育聯盟（NCAA）一級男籃... , https://udn.com/news/story/7003/7073416?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:48:33 , udn , 陸磁浮列車重要技術突破 未來時速有望超600公里 , https://udn.com/news/story/7332/7073479?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:48:43 , udn , 大陸首套自主研發的高溫超導電動懸浮全要素試驗系統，近日在吉林長春完成首次懸浮運行，實現重要技術突破。據新華社報導，這套超... , https://udn.com/news/story/7332/7073479?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:49:04 , udn , 影音／蘋果iPhone相簿隱藏功能再被扒！果粉想「偷吃」必學1招對付正宮 , https://udn.com/news/story/7098/7060579?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:53:32 , udn , 今年8起集電弓異常 高鐵：5月底前完成全車隊列車特檢 , https://udn.com/news/story/7266/7073482?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:53:43 , udn , 清明連假疏運，台灣高鐵集電弓上午再傳異常，3列車一度在桃園與新竹路段暫停行駛，今年累計發生8起集電弓異常事件。台灣高鐵表... , https://udn.com/news/story/7266/7073482?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:54:03 , udn , 中國推人民幣結算擺脫美元依賴 已建31間清算所 , https://udn.com/news/story/7333/7073481?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:54:13 , udn , 中國大力推動外貿人民幣結算，擺脫對美元依賴，近期陸續和巴西、俄羅斯等國達成相關協議。據統計，目前中國至少在29個國家和地... , https://udn.com/news/story/7333/7073481?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:57:02 , udn , 本周蛋價持續凍漲 蛋價委員會：調漲無法解決黑市亂象猖獗 , https://udn.com/news/story/7266/7073485?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:57:13 , udn , 蛋荒風波持續延燒，根據農委會最新雞蛋產銷資訊，本周不僅產蛋雞隻數下跌，洗選蛋數量也再創新低。中華民國蛋價委員會執行長陳進... , https://udn.com/news/story/7266/7073485?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:57:33 , udn , 板橋五星級建案工人墜樓不治 新北要求立即停工與勞檢 , https://udn.com/news/story/7320/7073486?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:57:44 , udn , 新北市板橋區中山路一段一建案工地，今早發生一名蕭姓男子因維修電梯井而不慎墜樓事件，送醫後傷重不治死亡。新北工務局表示，已... , https://udn.com/news/story/7320/7073486?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:58:04 , udn , 金磚國家能否打造新的世界秩序？ , https://udn.com/news/story/6809/7073450?from=udn-ch1_breaknews-1-0-news
2023-04-02 15:58:15 , udn , 這個縮寫開始是一個有點樂觀的術語，用來描述當時世界上增長最快的經濟體。但現在，金磚國家--巴西、俄羅斯、印度、中國、南非正在將自己打造成現有國際金融和政治論壇的替代者。 , https://udn.com/news/story/6809/7073450?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:06:01 , udn , 影／樹林佛具店被偷6次渾然不知 報警抓賊追回300萬元贓物 , https://udn.com/news/story/7320/7073491?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:06:12 , udn , 新北市樹林區1家佛具藝品店，近3個多月連續6次被偷45件、價值約300多萬元商品，竟渾然不知，直到日前盤點發現數量異常，... , https://udn.com/news/story/7320/7073491?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:12:00 , udn , 從劇場的無名小卒到影后 謝盈萱成名後陷入焦慮吐心聲 , https://udn.com/news/story/7270/7073502?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:12:10 , udn , 從《誰先愛上他的》《四樓的天堂》《俗女養成記》到即將在Netflix上檔的《人選之人-造浪者》，謝盈萱在戲劇上的出色表現，讓人難以想像她是從35歲那年，才開始闖蕩影視圈。 , https://udn.com/news/story/7270/7073502?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:12:31 , udn , 最讚一日遊景點 高雄旗津海水浴場4月開放 , https://udn.com/news/story/7327/7073499?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:12:41 , udn , 一向是遊客到高雄必訪景點的旗津海水浴場，4月起至10月正式開放，民眾戲水外還可吃海產、順遊附近景點，高雄市觀光局已備好救... , https://udn.com/news/story/7327/7073499?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:13:02 , udn , 搭普發6千元推運動促銷挨批比熊好券糟 北市澄清兩者不同 , https://udn.com/news/story/7323/7073501?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:13:12 , udn , 北市體育局推「台北『購』健康－168運動促銷方案」，遭質疑未投入預算，把振興發想丟給轄下場館「促銷」，且相較於「熊好運動... , https://udn.com/news/story/7323/7073501?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:13:33 , udn , 中職／球迷狂奔搶見面 彭政閔看等比樂高有妙答 , https://udn.com/news/story/7001/7073500?from=udn-ch1_breaknews-1-0-news
2023-04-02 16:13:43 , udn , 中信兄弟球團今天舉辦「Forever 23」主題日，為「恰恰」彭政閔舉行「23號」背號引退儀式，塵封4年的等比樂高終於在... , https://udn.com/news/story/7001/7073500?from=udn-ch1_breaknews-1-0-news
