2023-04-15 00:54:02 , udn , 俄油包圍網破口？ 日、印兩面押寶背後都有中國因素 , https://udn.com/news/story/6809/7099342?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:20:19 , udn , 越捷航空開出新航線，即起從胡志明市可直飛墨爾本及雪梨，此新航線提供台灣旅客從台北、台南、台中、高雄等地搭乘越捷航空至胡志... , https://udn.com/news/story/7270/7100054?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:24:07 , udn , 基隆市府發言人余治明接國民黨基隆青工會總會長 , https://udn.com/news/story/7328/7100074?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:24:17 , udn , 國民黨去年在基隆市由市長謝國樑拿回執政權後，積極推動各項青年人才培力，基隆青工會總會長今天由基隆市府發言人余治明接任，七... , https://udn.com/news/story/7328/7100074?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:24:38 , udn , 提早兩個多月「端午粽」開賣！早鳥、肉類換海鮮拚凍漲 , https://udn.com/news/story/7270/7100073?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:24:48 , udn , 距離端午還有兩個多月，已有多家飯店業者搶攻端午粽的商機。今年台北福華、晶華、六福集團以及遠東香格里拉，都較往年提早推出端... , https://udn.com/news/story/7270/7100073?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:30:06 , udn , 台積電第2季營運恐續降 市場聚焦全年展望 , https://udn.com/news/story/7240/7100016?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:30:16 , udn , 晶圓代工龍頭廠台積電法人說明會將於20日登場，法人多數預期，台積電第2季業績恐將持續滑落。台積電全年營運展望，將是市場推... , https://udn.com/news/story/7240/7100016?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:30:37 , udn , 美外流機密文件：還有4顆中國間諜氣球 曾飛越美軍航母戰鬥群 , https://udn.com/news/story/6811/7100094?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:30:47 , udn , 美國2月擊落飛入領空的中國間諜氣球，導致美中關係進一步緊張。根據近日外洩的五角大廈機密文件顯示，除了被擊落的那一顆以外，... , https://udn.com/news/story/6811/7100094?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:47:56 , udn , 水航線通了 尖沙咀2.5小時抵廣州 往來機場水路也將通 , https://udn.com/news/story/7333/7099744?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:48:07 , udn , 琶洲港澳客運口岸碼頭14日正式試運營，標誌著廣州中心城區唯一的水上跨境口岸開始投入試航；從香港市區直抵廣州市中心僅兩個半... , https://udn.com/news/story/7333/7099744?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:48:27 , udn , 飲早茶訪基層…夏寶龍籲建制派團結 勿忘2019慘痛經歷 , https://udn.com/news/story/7331/7099747?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:48:38 , udn , 國務院港澳辦主任夏寶龍赴港考察第二天，14日到訪港九多處，不僅和數十名街訪坊「飲早茶」，也與少數族裔、長者、地區人士、法... , https://udn.com/news/story/7331/7099747?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:49:29 , udn , 兩潭自行車道優化 花蓮港景觀橋至曙光橋更新彩色鋪面 , https://udn.com/news/story/7328/7100101?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:49:39 , udn , 連接花蓮縣七星潭和鯉魚潭的兩潭兩鐵自行車道，沿線景致優美，是許多民眾騎單車、路跑、散步的好去處，花蓮縣政府向中央爭取到2... , https://udn.com/news/story/7328/7100101?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:50:00 , udn , 香江風情／標新音異 港必比登美食「平靚正」 , https://udn.com/news/story/7333/7099741?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:50:10 , udn , 香港台灣有同物不同名之異，比如美食榜香港叫米芝蓮，台灣叫米其林，又如港府派現金給民眾叫派「電子消費券」，台灣叫「全民共享... , https://udn.com/news/story/7333/7099741?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:50:31 , udn , 執筆總統府春聯青年書法家王意淳 母校嘉中校慶揮毫吸睛 , https://udn.com/news/story/6898/7100100?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:50:41 , udn , 執筆總統府牛年春聯的青年書法家王意淳，上午回母校嘉義高中參加99周年慶，現場揮毫明年百周年校慶主題「百年嘉中化雨春風」，... , https://udn.com/news/story/6898/7100100?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:51:02 , udn , 離職的比錄取多 港醫管局招聘醫生 不再硬性要求懂粵語 , https://udn.com/news/story/7332/7099742?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:51:12 , udn , 香港公立醫院醫生流失問題持續，立法會財委會文件顯示，去年度公院醫生流失率為7.7%，共有486人離職。醫管局行政總裁高拔... , https://udn.com/news/story/7332/7099742?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:53:04 , udn , 台南市徵才24家廠商釋出1700個職缺 旅宿餐飲業都來了 , https://udn.com/news/story/7269/7100062?from=udn-ch1_breaknews-1-0-news
2023-04-15 14:59:55 , udn , 南方澳黑鮪魚季 老饕推薦大腹肉味美不油膩 , https://udn.com/news/story/7266/7100143?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:00:05 , udn , 宜蘭南方澳第一鮪今天拍出每公斤7000元，總價224萬元，蘇澳區漁會表示，第一鮪象徵著4到6月黑鮪季開始，後疫情時代再出... , https://udn.com/news/story/7266/7100143?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:00:26 , udn , 岸田演講現場爆炸　陸學者：恐打破日本安全穩定形象 , https://udn.com/news/story/6809/7100139?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:00:36 , udn , 日本首相岸田文雄在和歌山市準備進行演講時，現場突然傳出爆炸聲。岸田文雄安全撤離並更換演講場地，繼續演講行程。大陸學者認為... , https://udn.com/news/story/6809/7100139?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:00:57 , udn , 《光露營就很忙了》X 泰式打拋豬 母親節創意禮整理包 , https://udn.com/news/story/7270/7100132?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:01:07 , udn , 溫馨5月，各種母親節蛋糕出動；但坊間也有另類的母親節創意禮，好吃好玩甜蜜蜜，不送蛋糕，一樣心意滿滿。 , https://udn.com/news/story/7270/7100132?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:01:28 , udn , 奇美醫院跨業動員600人淨灘 觀夕平台清出410公斤垃圾 , https://udn.com/news/story/7326/7100131?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:01:38 , udn , 奇美醫療財團法人奇美醫院與奇美食品、玉山銀行和台糖長榮酒店，共同攜手響應4月22日世界地球日，今天號召近600位同仁及眷... , https://udn.com/news/story/7326/7100131?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:01:59 , udn , 沙塵暴掃及日韓！陸專家：不需根治「有利全球生態」 , https://udn.com/news/story/7332/7099670?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:02:09 , udn , 近日沙塵暴侵襲中國大陸北方，周邊的日本、南韓及台灣都受波及。關於沙塵天氣能否根治的問題，中國中央氣象台專家指出，沙塵暴並... , https://udn.com/news/story/7332/7099670?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:02:30 , udn , 乾旱缺水桑椹提早半個月採收 嘉義義竹產區果實甜度增 , https://udn.com/news/story/7326/7100130?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:02:40 , udn , 嘉義縣義竹鄉為桑椹產地，種植面積近20公頃達1萬株，今年缺水嚴重，但相對甜度增，桑椹提早半個月進入採收期尾聲，目前一盤3... , https://udn.com/news/story/7326/7100130?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:03:01 , udn , 將成常態？招商銀行對員工「反向討薪」5800萬元 , https://udn.com/news/story/7333/7099674?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:03:11 , udn , 繼多家城商行高管被要求退薪後，銀行員工也被「盯上」。中國至少十餘家銀行機構近期正如火如荼向自家員工「追薪」，其中招商銀行... , https://udn.com/news/story/7333/7099674?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:03:32 , udn , 打通瓶頸 擬將中壢小巷通至八德新生路造福居民 , https://udn.com/news/story/7324/7100128?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:03:42 , udn , 鄰近忠貞市場的桃園中壢龍東路73巷，現況為1死巷道路，不過距離新生路相當近，地方希望能開通這條瓶頸道路，民代也獲陳情希望... , https://udn.com/news/story/7324/7100128?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:04:03 , udn , 100%團費外加免費越南遊！網友炸鍋：以後旅遊業有得賠 , https://udn.com/news/story/7266/7100124?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:04:04 , udn , 貴州恐破產求助中央收爛攤子  網：公開躺平擺爛 , https://udn.com/news/story/7333/7099673?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:04:13 , udn , 網路上鬧得沸沸揚揚一家4口開心出國、卻發生護照未送達的烏龍事件，終於和平落幕，品冠旅遊在臉書公告，搞丟護照事件證實為作業... , https://udn.com/news/story/7266/7100124?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:04:14 , udn , 中國官方近來一再強調其經濟正強力復甦，近日卻傳出貴州省因省內多地面臨「重大又極需解決」債務問題，受限財力水平有限，已「無... , https://udn.com/news/story/7333/7099673?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:04:34 , udn , 香港特首李家超：會盡早完成基本法23條立法 , https://udn.com/news/story/7331/7100122?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:04:44 , udn , 香港特首李家超15日出席「全民國家安全教育日」開幕時表示，會盡早完成「香港基本法第23條」立法工作，而虛假信息、眾籌活動... , https://udn.com/news/story/7331/7100122?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:05:05 , udn , 想學哪款？跟上BLACKPINK的潮流髮色 4人髮色號大公開 , https://udn.com/news/story/7270/7100120?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:05:15 , udn , 大勢女團BLACKPINK日前在高雄開唱，引發全台BLACKPINK的追捧風潮，而BLACKPINK的四位成員，包括Ji... , https://udn.com/news/story/7270/7100120?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:05:36 , udn , 中國航天專家出國訪學 遭策反做間諜 , https://udn.com/news/story/7331/7099737?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:05:46 , udn , 15日是第八個「全民國家安全教育日」，國家安全機關昨日公布多宗涉國安案件，其中有航天專家出國訪學被策反、境外反華勢力精心... , https://udn.com/news/story/7331/7099737?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:06:06 , udn , 鄭秀文愛放閃  從高跟鞋到隨身包根本行走的螢光教科書 , https://udn.com/news/story/7270/7100148?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:06:07 , udn , 國家安全教育日 港18區動員 大律師進社區宣講國安法 , https://udn.com/news/story/7331/7099746?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:06:16 , udn , 隨著夏天的即將來臨，搶眼、大膽的螢光色也在逐漸回歸。近日便有香港明星鄭秀文分別穿戴上了亮眼的黃色高跟鞋與桃紅色隨身小包，... , https://udn.com/news/story/7270/7100148?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:06:17 , udn , 香港國安法實施以來，15日第三度舉辦「全民國家安全教育日」，特區政府首次在全港18區舉行共60多場面向地區、青年、婦女等... , https://udn.com/news/story/7331/7099746?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:06:37 , udn , 長新冠失味覺 星狀神經節阻滯療法幫她找回來 , https://udn.com/news/story/6812/7099758?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:06:47 , udn , 詹妮弗·亨德森(Jennifer Henderson)於2021年1月確診COVID，足足兩年為失去嗅覺和味覺的長新冠症... , https://udn.com/news/story/6812/7099758?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:08:08 , udn , 治療阿茲海默症新法 MIT蔡立慧團隊大突破 , https://udn.com/news/story/6809/7099847?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:08:09 , udn , 網路留足跡 FBI靠1張廚房流理檯照片揪出洩密者 , https://udn.com/news/story/6813/7100027?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:08:19 , udn , 麻省理工學院 (MIT) 科學家發現了「逆轉」阿茲海默症的新方法，被認為是極具戲劇性的重大突破；這項研究的資深作者、來自... , https://udn.com/news/story/6809/7099847?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:08:19 , udn , 聯邦調查局13日在麻州逮捕21歲空軍國民兵特薛拉，他被認為是最近五角大廈大量機密文件外洩的幕後主謀，而破案關鍵除了網路付... , https://udn.com/news/story/6813/7100027?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:11:54 , udn , 彰化高商84周年校慶 近9千萬元日新樓同時落成 , https://udn.com/news/story/6929/7100158?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:12:04 , udn , 國立彰化高商今天84周年校慶，除園遊會、各科學生作品成果展外，還為總工程費9千多萬元的日新樓舉辦落成典禮，提供學生學習與... , https://udn.com/news/story/6929/7100158?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:12:25 , udn , 全國四健會作業組四連霸 彰化東溪國小校慶50年 , https://udn.com/news/story/6898/7100157?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:12:35 , udn , 全國四健會競賽榮獲作業組四連霸的彰化縣東溪國小，今天歡度50歲生日，縣政府送上新修PU跑道和球場的大禮，縣長王惠美和傑出... , https://udn.com/news/story/6898/7100157?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:12:56 , udn , 美擬停止與台斷交國家援助 綠委：嚇阻陸大撒幣挖邦交 , https://udn.com/news/story/6656/7100154?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:13:06 , udn , 美國國會議員近日提出「刪除大陸友邦經費法案」，禁止美國提供外援給多個轉向承認中國大陸的國家。民進黨立委許智傑今天表示，感... , https://udn.com/news/story/6656/7100154?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:13:14 , udn , 杭州用戶籍搶人才 35歲以下就業高校大專生可落戶 , https://udn.com/news/story/7333/7099675?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:13:25 , udn , 浙江杭州市人民政府官網13日發布「杭州市人民政府辦公廳關於進一步深化戶籍制度改革的實施意見」(下稱「意見」)。「意見」提... , https://udn.com/news/story/7333/7099675?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:13:27 , udn , 日相岸田文雄訪和歌山遇爆炸！犯嫌身分曝光 , https://udn.com/news/story/6809/7100150?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:13:37 , udn , 日本首相岸田文雄15日前往和歌山市助選，結果遭人丟擲不明圓柱狀爆裂物，在維安人員保護下緊急撤離平安無事，一名男性嫌犯當場... , https://udn.com/news/story/6809/7100150?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:13:58 , udn , 鄭秀文愛放閃 從高跟鞋到隨身包根本行走的螢光教科書 , https://udn.com/news/story/7270/7100148?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:14:46 , udn , 「帶貨女王」薇婭跨足供應鏈 2200萬杭州圈地蓋樓 , https://udn.com/news/story/7333/7100115?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:14:57 , udn , 大主播們靠直播帶貨賺得盆滿缽滿之後，現在流行買樓蓋樓。「帶貨女王」薇婭因偷逃稅被罰13.41億元（人民幣，下同，約1.9... , https://udn.com/news/story/7333/7100115?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:15:48 , udn , 全國天主教徒不到1500人 教宗9月訪蒙古 , https://udn.com/news/story/6809/7100095?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:15:58 , udn , 教宗方濟各(Pope Francis)14日證實，計畫9月前往蒙古，該國的天主教徒人數不到1500人；但由於與中國接壤，... , https://udn.com/news/story/6809/7100095?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:16:31 , udn , 《光露營就很忙了》X泰式打拋豬 母親節創意禮整理包 , https://udn.com/news/story/7270/7100132?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:17:53 , udn , 屏東浴佛大典祝佛陀聖誕 王金平、周春米等官民逾千人齊心祈雨 , https://udn.com/news/story/7327/7100166?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:18:04 , udn , 「天降甘霖，國泰民安，風調雨順！」台灣佛教總會等宗教團體於今天上午在屏東縣妙光禪寺舉辦「釋迦牟尼佛2567年佛陀聖誕」跨... , https://udn.com/news/story/7327/7100166?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:18:24 , udn , NBA／亞歷山大-華克扛先發全能貢獻 唐斯：他是X因子 , https://udn.com/news/story/7002/7100163?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:18:35 , udn , 灰狼能在主場大破雷霆，談笑用兵拿到西區季後賽最後一張門票，除了雙塔的強勢發揮外，愛德華（Anthony Edwards）也揮別前一戰的低迷表現，此役19投8中，繳出19分10籃板6助攻2抄截的成績。 , https://udn.com/news/story/7002/7100163?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:18:55 , udn , 夏寶龍：修例風波 「這場港版顏色革命」是香港抹不去的傷疤 , https://udn.com/news/story/7331/7100165?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:19:06 , udn , 大陸國務院港澳事務辦公室主任夏寶龍今天出席香港特別行政區維護國家安全委員會主辦的「全民國家安全教育日2023」開幕典禮時... , https://udn.com/news/story/7331/7100165?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:19:26 , udn , 同名騙選票？鳥取縣新科議員自介：我是大阪來的前科者 , https://udn.com/news/story/6809/7100164?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:19:37 , udn , 與縣知事同名同姓，從外地空降的平井伸治3613票當選鳥取縣議員。他是有詐欺前科坐牢5年半的更生人，本人、知事與選民，都對... , https://udn.com/news/story/6809/7100164?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:19:57 , udn , 中山附醫醫護今淨灘護環境 暖心校友贈破傷風3合1疫苗 , https://udn.com/news/story/6904/7100156?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:20:08 , udn , 中山醫學大學附設醫院50名醫護今與荒野保護協會、輝致公司合辦台中市東海橋段筏子溪淨灘活動，一整個上午共清208公斤垃圾，... , https://udn.com/news/story/6904/7100156?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:20:28 , udn , NBA／湖人季後賽首輪遇挑戰 勇士國王對轟三分有看頭 , https://udn.com/news/story/7002/7100046?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:20:39 , udn , 美國職籃NBA季後賽首輪賽事明天起登場，重返季後賽湖人將遭遇到年輕氣盛的灰熊；而勇士、國王將在首輪對戰，兩隊進攻火力有目... , https://udn.com/news/story/7002/7100046?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:20:54 , udn , 曾獲醫療奉獻獎 門諾醫院獲贈2輛山巡車充實偏鄉醫療 , https://udn.com/news/story/7328/7100171?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:21:04 , udn , 花蓮門諾醫院於1948成立山地巡迴醫療隊，將醫療資源送到偏鄉和原住民部落，曾獲得第9屆醫療奉獻獎。長達75年來，山地巡迴... , https://udn.com/news/story/7328/7100171?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:21:25 , udn , 西班牙女「穴居」500天！出洞驚呼：對這世界一無所知 , https://udn.com/news/story/6809/7100169?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:21:35 , udn , 現年50歲西班牙極限運動員弗拉米尼（Beatriz Flamini）獨自在洞穴中待了500天後，14日終於「出洞」，可能... , https://udn.com/news/story/6809/7100169?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:21:56 , udn , 15處嘉義賞螢秘境公布  螢光量高峰期是這兩個時間點 , https://udn.com/news/story/7326/7100167?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:22:06 , udn , 嘉義縣山區春夏賞螢季到囉！今年受乾旱不雨影響，螢火蟲晚半個月才現蹤跡，山區旅宿業者推估4月下旬至5月初螢光量將達最密集；... , https://udn.com/news/story/7326/7100167?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:22:27 , udn , 彰化稻米故鄉童樂會 縣長堅持不白吃白拿 , https://udn.com/news/story/7325/7100168?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:22:37 , udn , 彰化縣埤頭鄉盛產有「壽司米」美稱的台梗9號稻米，鄉公所今天舉辦「2023埤頭米是優童樂會」，要求參加活動的社區和攤商都以... , https://udn.com/news/story/7325/7100168?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:24:04 , udn , 中國經濟復甦亮紅燈  因通貨緊縮又消費不振 , https://udn.com/news/story/7333/7100159?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:24:15 , udn , 全球第2大經濟體中國正值疫後復甦的絕佳契機之際，卻因生產者價格下跌，加上物價指數緩步攀升，引發陷入通貨緊縮與需求不足危機... , https://udn.com/news/story/7333/7100159?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:24:35 , udn , 德外長聲援台灣 中媒：盼她早日摘掉強硬派標籤 , https://udn.com/news/story/7331/7100137?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:24:46 , udn , 德國外長貝爾伯克訪中，聲援台灣，媒體指她展現了不懼專制的形象；中國官媒環球時報則評論，美國輿論希望她到中國能夠展示強硬，... , https://udn.com/news/story/7331/7100137?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:29:09 , udn , 15處嘉義賞螢秘境公布 螢光量高峰期是這兩個時間點 , https://udn.com/news/story/7326/7100167?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:33:04 , udn , 彰化再傳禽流感 今年累計10場共撲殺逾26萬隻雞鴨及鵪鶉 , https://udn.com/news/story/7266/7100175?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:33:15 , udn , 天氣雖然回暖，彰化縣再傳禽流感，竹塘鄉1場肉鴨場確診H5N1亞型高病原性禽流感病毒，動防所防疫人員今天完成此一肉鴨場撲殺... , https://udn.com/news/story/7266/7100175?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:42:05 , udn , 「雜草長到比人還高」市立新竹幼兒園重建等2年沒動靜 原因曝光 , https://udn.com/news/story/7324/7100185?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:42:15 , udn , 新竹市立新竹幼兒園擁百年歷史，竹市府2021年宣布原地重建，並預告2023年完工啟用，但事隔近2年，新竹幼兒園依舊大門深... , https://udn.com/news/story/7324/7100185?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:42:36 , udn , 又要停？才挖斷管上萬戶停水惹怨 桃園急撤2停水公告 , https://udn.com/news/story/7324/7100184?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:42:46 , udn , 桃園市龍潭、大溪12、13日又停水合計1萬多戶受影響，民進黨籍市議員陳治文日前在議會質詢結束後，忍不住向副市長蘇俊賓抱怨... , https://udn.com/news/story/7324/7100184?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:43:06 , udn , 巴拉圭大選在即 親中候選人再喊與台斷交引疑慮 , https://udn.com/news/story/6809/7100121?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:43:17 , udn , 巴拉圭大選進入倒數2週，民調領先的親中派候選人艾里格里日前再度表態指出，他若勝選可能與台灣斷交，因為台灣近來給非邦交國的... , https://udn.com/news/story/6809/7100121?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:43:37 , udn , 美國第一夫人邀請 日相岸田夫人裕子4月16日訪華府 , https://udn.com/news/story/6809/7100147?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:43:48 , udn , 日本政府昨天宣布，首相岸田文雄夫人岸田裕子應邀於明天啟程訪美，將在美國首都華盛頓與第一夫人吉兒．拜登（JillBiden... , https://udn.com/news/story/6809/7100147?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:44:09 , udn , 反雙語政策連署2天逾5千人 教育部：同步保障國家語言 , https://udn.com/news/story/6885/7100181?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:44:19 , udn , 教育部配合國發會推動「大專校院學生雙語化學習計畫」迄今執行一年多，教育部日前說明第二階段計畫重點方向和支持措施。但相關團... , https://udn.com/news/story/6885/7100181?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:44:39 , udn , 齊柏林逝世6年礦業法還躺著 環團闖立院催生海保法何罪之有 , https://udn.com/news/story/6656/7100182?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:44:50 , udn , 又有環保團體「闖」進立法院，讓民進黨立委莊瑞雄不開心，不過，闖得有理，尤其在「看見台灣」導演齊柏林空難失事即將屆滿6周年，但《礦業法》修法歷經兩屆立委，現在仍未三讀通過完成修法。簡述4月13日綠色和平組織成員「闖」立法院，讓立法院內政委員會有權排審「海洋保育法」的民進黨召委莊瑞雄尷尬事件。 , https://udn.com/news/story/6656/7100182?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:45:17 , udn , 台積電法說會20日登場成台股重頭戲 智慧顯示展受矚目 , https://udn.com/news/story/7253/7100172?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:45:28 , udn , 繼大立光於13日舉行線上法人說明會後，台積電法說會將於20日登場，為台股下週重頭戲。此外，Touch Taiwan智慧顯... , https://udn.com/news/story/7253/7100172?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:45:48 , udn , NBA／雷霆未來5年握13首輪選秀權 亞歷山大：非常期待 , https://udn.com/news/story/7002/7100188?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:45:59 , udn , 從賽季前不被看好，到今天不敵灰狼後才從附加賽遭到淘汰，年輕的雷霆雖然連續3個賽季無緣季後賽，不過今年在缺少了榜眼霍姆葛倫... , https://udn.com/news/story/7002/7100188?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:46:19 , udn , 中職／悍將升上王詩聰 陳仕朋連爆2場續留先發輪值 , https://udn.com/news/story/7001/7100187?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:46:30 , udn , 富邦悍將隊昨天將專職代跑葉子霆降下二軍，今天升上外野手王詩聰，總教練丘昌榮指出，板凳需要有打擊能力的左打，王詩聰是有打擊... , https://udn.com/news/story/7001/7100187?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:46:50 , udn , 「雜草比人還高」市立新竹幼兒園重建等2年沒動靜 原因曝光 , https://udn.com/news/story/7324/7100185?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:48:04 , udn , 夏寶龍：希望香港天天拼經濟 區議會不能再被反中亂港勢力操弄 , https://udn.com/news/story/7331/7100191?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:48:15 , udn , 大陸國務院港澳辦主任夏寶龍香港考察進入第三天，他15日參加香港國安委舉辦的「全民國家安全教育日」活動時表示，香港是一個高... , https://udn.com/news/story/7331/7100191?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:50:37 , udn , 又要停？才挖斷管線上萬戶停水惹怨 桃園急撤2停水公告 , https://udn.com/news/story/7324/7100184?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:57:05 , udn , 山上電線桿編號有功能 彰化迷你小校學童學自救 , https://udn.com/news/story/6898/7100201?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:57:16 , udn , 彰化縣香田國小山野教育越走越遠，六年級學童走雲林縣挑筍古道直攻大尖山，沿途學習求救和自救的知識，走得饑腸轆轆吃泡麵分外美... , https://udn.com/news/story/6898/7100201?from=udn-ch1_breaknews-1-0-news
2023-04-15 15:57:36 , udn , 影／賴清德首場總統大選造勢「大進場」 台南信賴醫療大聯盟成立 , https://udn.com/news/story/123307/7100202?from=udn-ch1_breaknews-1-0-news
