2023-03-04 00:29:37 , udn , 「國民黨誤導人民」蔡總統：不會讓孩子上戰場 , https://udn.com/news/story/6656/7008128?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:52:03 , udn , 南投立委補選今投票，南投市、名間等地投開票所傳出，投票所外放密錄器、有不明人士錄影，國民黨發言人林家興稍早表示，確認並非... , https://udn.com/news/story/6656/7008807?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:52:23 , udn , 女子失蹤30多年與宣告死亡 現在被發現還活著、讓家屬終於鬆了口氣 , https://udn.com/news/story/6813/7008806?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:52:34 , udn , 美聯社與NBC新聞3日報導，賓州女子派翠西亞．科普塔（Patricia Kopta）30多年前失蹤，並經依法宣告死亡。但... , https://udn.com/news/story/6813/7008806?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:53:53 , udn , 大陸人大：陸國防費用保持適度合理增長 , https://udn.com/news/story/7333/7008816?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:54:03 , udn , 在地緣政治環境不穩定下，各國軍事動員日益頻繁，有報告指出大陸為全球軍費支出第二名，因此外界關心大陸國防軍備費用。對此，大... , https://udn.com/news/story/7333/7008816?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:54:23 , udn , 嘉義市邀80大專校院博覽會 人潮滿 這些學校都來了 , https://udn.com/news/story/6885/7008814?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:54:34 , udn , 學測成績公布，嘉義市政府今邀80所大專校院、嘉義區18所高中職，於港坪體育館舉行2023大學入學暨嘉義區高中特色教育博覽... , https://udn.com/news/story/6885/7008814?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:56:52 , udn , NBA／墨瑞41分創生涯新高 老鷹新主帥收執教首勝 , https://udn.com/news/story/7002/7008818?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:57:02 , udn , 墨瑞（Dejounte Murray）今天22投17中包括三分球5投全中，狂轟41分6助攻5籃板，得分創下生涯新高，搭配楊恩（Trae Young）的11分11助攻7籃板，老鷹在主場以129比111力 , https://udn.com/news/story/7002/7008818?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:57:23 , udn , MLB／新規則仍禁不了布陣 紅襪找到漏洞 , https://udn.com/news/story/6999/7008771?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:57:33 , udn , 大聯盟在今天球季實施新制，禁止守備布陣，要求二壘壘包兩側須各有2名球員並且4名內野手在投手投出球前必須站在內野，讓苦於布陣的拉打型選手解套，但紅襪隊似乎找到了漏洞，稍早和雙城隊的熱身賽，改在外野布陣。 , https://udn.com/news/story/6999/7008771?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:57:54 , udn , 台積電台大校園徵才搶人 校長陳文章提3特質最受企業關心 , https://udn.com/news/story/6885/7008822?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:58:04 , udn , 2023年校園徵才今天起由國立台灣大學率先登場，今年共計310家企業、448個企業攤位參展，參展科技業包括台積電、華碩電... , https://udn.com/news/story/6885/7008822?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:58:24 , udn , 一年關懷400名拾荒長者 老福協會助弱勢長輩 , https://udn.com/news/story/7327/7008820?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:58:35 , udn , 2023/03/01 , https://udn.com/news/story/7327/7008820?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:58:55 , udn , 喜樂水餃撐不住漲價了 矽品員工接力團購捐款80萬元 , https://udn.com/news/story/7325/7008821?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:59:05 , udn , 彰化縣瑪喜樂基金會水餃工坊雇用20多名身障者，「喜樂水餃」擺脫不了每年元宵節前後的淡季，今年更受原物料上揚影響，不得不調... , https://udn.com/news/story/7325/7008821?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:59:26 , udn , 民眾質疑社區新巴士路線未明顯設站 新北交通局：將建議公所 , https://udn.com/news/story/7323/7008819?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:59:36 , udn , 本報接獲民眾爆料，新北市林口區新社區巴士的路線，並沒有明顯的站牌，或是有公車停車格，導致有部分民眾誤停在站牌附近，被檢舉... , https://udn.com/news/story/7323/7008819?from=udn-ch1_breaknews-1-0-news
2023-03-04 13:59:52 , udn , 她生女兒收6萬紅包！弟媳添金孫「公婆豪送60萬」大媳婦傻眼 , https://udn.com/news/story/7272/7008672?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:00:02 , udn , 現在社會風氣是男女平等，不過還是有些人存有傳統觀念，認為生男孩比較好。有一名人妻表示，她去年生完女兒後，收到公婆的6萬紅包，結果今年小叔老婆生完兒子後，馬上收到60萬大禮，甚至想開10桌請賓客，讓她覺得很受傷，引起網友熱議。 , https://udn.com/news/story/7272/7008672?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:02:42 , udn , ISSEY MIYAKE 23巴黎時裝秀「一塊布」實驗精神再進化 , https://udn.com/news/story/7270/7008827?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:02:53 , udn , ISSEY MIYAKE 2023秋冬系列甫於昨晚在巴黎夏特雷劇院（Théâtre du Châtelet）舉辦。本季持... , https://udn.com/news/story/7270/7008827?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:05:46 , udn , 金門金寧鄉環島北路接連2起車禍 造成3人受傷 , https://udn.com/news/story/7320/7008829?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:05:56 , udn , 金門縣金寧鄉環島北路后沙及仁愛新村路段昨天接連發生2起交通事故，警方接獲通報後，立即派遣警力前往事故現場處置，並由消防隊... , https://udn.com/news/story/7320/7008829?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:08:54 , udn , 5個月檢舉逾2千件！台南機車停這裡要注意別用「騎」的 , https://udn.com/news/story/7326/7008836?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:09:05 , udn , 台南市區成大醫院、建國校區的小東路人行道上機車格常一位難求，人行道上雖有劃設機車格，但機車禁止行駛，只能牽行，警方5個月... , https://udn.com/news/story/7326/7008836?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:09:25 , udn , 彰化中興莊眷村修復在即 國產署不同意土地無償撥用 , https://udn.com/news/story/7325/7008835?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:09:35 , udn , 彰化縣政府積極活化中興莊眷村，連同中央補助將投入1億8千萬元修復、改建，打造為特色文化園區，不過，二期全區修復工程預定本... , https://udn.com/news/story/7325/7008835?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:11:57 , udn , MLB／新規則禁不了布陣？ 紅襪找到漏洞對付重砲蓋洛 , https://udn.com/news/story/6999/7008771?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:12:07 , udn , 大聯盟在今年球季開始禁止守備布陣新制，要求二壘壘包兩側須各有2名球員，並且4名內野手在投手投出球前必須站在內野，讓苦於布陣的拉打型選手解套，但紅襪隊似乎找到了漏洞，稍早和雙城隊的熱身賽，改在外野布陣對 , https://udn.com/news/story/6999/7008771?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:13:08 , udn , 隨著台灣高齡化趨勢，長照、關懷據點及高齡化福利政策備受重視，去年進駐高雄左營的中華民國老人福利關懷協會，除提供社區獨居及身障長者物資協助，也開始關注拾荒長者問題，一年來已關懷近400名清寒拾荒長輩。 , https://udn.com/news/story/7327/7008820?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:14:43 , udn , 母子糾紛鬧到報警 她直接拿毒品殘渣袋給員警大義滅親 , https://udn.com/news/story/7315/7008841?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:14:53 , udn , 台北市警方日前獲報處理母子吵架糾紛案，發現劉姓男子是毒品人口，進一步詢問吵架原因，其尤姓母親當場指稱劉男仍在吸食毒品，希... , https://udn.com/news/story/7315/7008841?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:15:14 , udn , 南投立委補選投票冷 不見排隊人龍、投票率估2成 , https://udn.com/news/story/123408/7008840?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:15:24 , udn , 今天是南投立委補選投票日，南投縣天氣晴朗，投票情形卻不太踴躍，以投票人數逾5千人的南投市平和國小投開票所為例，今上午未見... , https://udn.com/news/story/123408/7008840?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:17:43 , udn , 中信防疫險理賠上看200億：氣候變遷成產險最大敵人 , https://udn.com/news/story/7239/7008852?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:17:53 , udn , 台灣人壽總經理莊中慶今（4）日出席台大校園博覽會，會後受訪指出，旗下中信產險的防疫險有效保單到期日預估到今年4月底，假設... , https://udn.com/news/story/7239/7008852?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:18:58 , udn , 經典賽／迎接洲際比賽 中市府規畫公車、小黃疏人潮 , https://udn.com/news/story/10785/7008809?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:20:41 , udn , 求職詐騙淪「豬仔」遭餵毒、餵糞便 竹市警逮9人送辦 , https://udn.com/news/story/7315/7008863?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:20:51 , udn , 新竹市警方去年底破獲1起求職遭詐騙囚禁的人口販運案，6名被害人囚禁期間慘遭棍棒、電擊棒伺候，甚至遭強迫餵食毒品、糞便等恐... , https://udn.com/news/story/7315/7008863?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:21:11 , udn , 全中運接連傳受傷事件 楊文科一早前往視察向教練致意 , https://udn.com/news/story/7005/7008861?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:21:15 , udn , 華航招募百名機師 台大校友機師現身分享經驗 , https://udn.com/news/story/7241/7008826?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:21:22 , udn , 全中運資格賽各項賽事3月2日在新竹縣陸續展開，卻在第一天就傳出網球項目有選手因場地問題而受傷棄賽，且接連發生，縣議員歐陽... , https://udn.com/news/story/7005/7008861?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:21:26 , udn , 華航今年度將招募 120 名機師（包含 60 名培訓機師），為各機隊增添新血，儲備營運人力，今（4）日起陸續至大專院校及... , https://udn.com/news/story/7241/7008826?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:23:48 , udn , 植樹月員林市公所送樹苗 上午沒拿到下午還有2千株 , https://udn.com/news/story/7325/7008866?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:23:58 , udn , 每年三月是植樹月，彰化縣員林市公所今天在員林公園贈送樹苗，向南投區林管理處申請2千株，縣政府加碼2千株，送給喜愛植物的民... , https://udn.com/news/story/7325/7008866?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:24:19 , udn , 大里「大魔王路口」 六叉路、Y字路口車禍多 台中市府：著手改善 , https://udn.com/news/story/7325/7008867?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:24:29 , udn , 台中市議員張芬郁今天說，大里區舊省農會前六叉路口像「大魔王」，去年至今發生35件車禍，另外，剛完成整建的日新路、鐵路街路... , https://udn.com/news/story/7325/7008867?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:24:49 , udn , NBA／連3場瘋狂逆轉秀 勇士末節一波流搶下5連勝 , https://udn.com/news/story/7002/7008855?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:25:00 , udn , 昨天才在主場演出大逆轉、一舉擊沉快艇的勇士，今天「背靠背」依然在自家迎戰來訪的鵜鶘。雖然第四節最後階段球隊仍陷入落後，但勇士絲毫未見連續出賽的疲態，強勢發動一波15比3的猛烈進攻，一口氣拉開差距，最終 , https://udn.com/news/story/7002/7008855?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:25:20 , udn , 經典賽／小葛雷諾右膝不適退場 是否如期向多明尼加報到？ , https://udn.com/news/story/10785/7008838?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:25:30 , udn , 藍鳥隊日前和光芒隊進行熱身賽，其中藍鳥重砲小葛雷諾（Vladimir Guerrero Jr.）敲出安打後，疑在跑壘時出現狀況，隨後退場休息。經典賽開打在即，小葛雷諾原預計周日和多明尼加國家隊會合，現 , https://udn.com/news/story/10785/7008838?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:27:43 , udn , 福智基金會與苗縣辦理魚苗放流 4萬多尾黃鰭鯛魚苗入海 , https://udn.com/news/story/7470/7008864?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:27:54 , udn , 財團法人台北市福智佛教基金會與苗栗縣政府，上午在後龍鎮外埔漁港共同辦理魚苗放流活動，數百民眾以接力方式將4萬1500尾黃... , https://udn.com/news/story/7470/7008864?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:29:53 , udn , 世衛籲各國分享疫情起源資訊 強調未摒棄溯源 , https://udn.com/news/story/6809/7008704?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:30:03 , udn , 美國有關單位日前再次聲稱COVID-19疫情源於病毒從中國實驗室外逸。世衛今天敦促各國公布手中所知COVID-19起源的... , https://udn.com/news/story/6809/7008704?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:30:24 , udn , 一帶一路引債務風險 人大否認中國是最大債權方 , https://udn.com/news/story/123410/7008865?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:30:34 , udn , 中國一帶一路倡議至今將屆滿10年，不少質疑與批評認為中國引發非洲債務風險。中國全國人大發言人王超強調，中國不是非洲最大債... , https://udn.com/news/story/123410/7008865?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:30:55 , udn , 英國鬧菜荒 番茄限購3顆 不挺本土菜農惹的禍 , https://udn.com/news/story/6811/7007743?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:31:05 , udn , 名列全球前10大經濟體的英國，近來竟鬧「菜荒」。2月最後1個周末，跨國超市「利多」（Lidl）等5家英國境內的連鎖超市決定，針對小黃瓜、甜椒和番茄等蔬菜，每名顧客每次限購3顆（條）。 , https://udn.com/news/story/6811/7007743?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:31:26 , udn , 甲午戰爭沉艦現大口徑砲彈 考古學者：有大量反擊行為 , https://udn.com/news/story/7332/7008869?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:31:36 , udn , 甲午戰爭時，北洋水師多艘軍艦沉沒，而最新的考古結果顯示，此前民間廣為流傳的「北洋水師砲彈摻沙」，被證明係謠言，同時也發現... , https://udn.com/news/story/7332/7008869?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:32:41 , udn , 外務大臣缺席G20外長會議後 日相岸田擬訪印度 , https://udn.com/news/story/6809/7008858?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:32:51 , udn , 日本外務大臣林芳正日前因出席國會備詢，未赴印度參加20國集團（G20）外長會議受到批評。就在這個時間點，傳出日本首相岸田... , https://udn.com/news/story/6809/7008858?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:35:41 , udn , 國泰金配息備受關注 李長庚：股利政策看3件事 , https://udn.com/news/story/7239/7008856?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:35:51 , udn , 國泰金控去年捲進防疫保單之亂，獲利受到衝擊，投資人格外關注今年的股利發放政策。國泰金控總經理李長庚今天表示，將綜合考量營... , https://udn.com/news/story/7239/7008856?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:36:12 , udn , 高雄女力勞參率五成 陳其邁、康裕成陪女性運動健身 , https://udn.com/news/story/7327/7008880?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:36:22 , udn , 高雄市女性勞參率過半（51.7％），市府女性局處首長人數也是六都第一。婦女節即將到來，今早高雄市長陳其邁與高市議長康裕成... , https://udn.com/news/story/7327/7008880?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:36:42 , udn , 北市月均消失逾5千張違停罰單 議員批「類違停」亂象能不塞？ , https://udn.com/news/story/7323/7008878?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:36:53 , udn , 百萬YouTuber「Cheap」關注交通議題，日前點名立委陳歐珀是「中華民國違停之父」引發討論。北市議員李明賢指出，去... , https://udn.com/news/story/7323/7008878?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:38:43 , udn , NBA／加盟前兩戰都取勝 杜蘭特：我們將成聯繫緊密球隊 , https://udn.com/news/story/7002/7008881?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:38:53 , udn , 明星前鋒杜蘭特在今天與公牛隊之戰單場拿下20分後，生涯總得分正式超越「大O」羅伯森（Oscar Robertson）躍居... , https://udn.com/news/story/7002/7008881?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:41:42 , udn , 影／台中后里惡火祖孫三代8口3亡 消：3樓神明廳受燒點嚴重 , https://udn.com/news/story/7320/7008890?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:41:53 , udn , 台中市后里區黃家祖孫三代8口同住，今晨惡火奪走黃姓屋主夫妻與22歲孫生命，令人不甚唏噓。台中市消防局指出，初步火調3樓神... , https://udn.com/news/story/7320/7008890?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:42:13 , udn , NBA／加盟前兩戰都取勝 杜蘭特：我們團隊聯繫緊密 , https://udn.com/news/story/7002/7008881?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:42:46 , udn , 全中運／接連傳受傷事件 縣長楊文科前往視察向教練致意 , https://udn.com/news/story/7005/7008861?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:44:42 , udn , 疫情持續向下！ 本土＋1萬1397例 羅一鈞：228連假效應已過 , https://udn.com/news/story/120940/7008900?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:44:52 , udn , 中央流行疫情指揮中心今公布新增本土病例1萬1397例，境外個案233例，死亡個案71例。指揮中心發言人羅一鈞表示，228... , https://udn.com/news/story/120940/7008900?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:45:13 , udn , 科技業裁員或縮減消息不斷 台達電逆勢擴大徵才 , https://udn.com/news/story/7240/7008886?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:45:23 , udn , 台大校園徵才今天舉行，儘管近來不少科技大廠紛傳出凍結人事，甚至裁員，台積電、聯電等指標半導體廠也縮減徵才人數，但台達電則... , https://udn.com/news/story/7240/7008886?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:45:43 , udn , 屏東縣長周春米上任後首率團訪日本拚產業、觀光與交通 , https://udn.com/news/story/7327/7008896?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:45:54 , udn , 屏東縣長周春米上任後，除拚縣政，3月5日率領縣內17家廠商組團參加亞洲最大規模「東京國際食品展」，推薦屏東優質物產，並到... , https://udn.com/news/story/7327/7008896?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:46:14 , udn , 完整剖析東亞肺癌成因第一人 陳玉如獲傑出女科學家獎 , https://udn.com/news/story/7314/7008895?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:46:25 , udn , 台灣傑出女科學家獎今年邁入第16年，今天舉行第16屆頒獎典禮，中研院化學研究所特聘研究員陳玉如帶領台灣團隊，參與全球13... , https://udn.com/news/story/7314/7008895?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:47:15 , udn , 元大金校園大徵才 今年將擴大召募800職缺50名MA , https://udn.com/news/story/7239/7008883?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:47:26 , udn , 元大金控（2885）長期深耕台灣，金融業務涵蓋證券、銀行、人壽、投信、期貨、投顧、創投及資產管理，今年釋出6大領域、80... , https://udn.com/news/story/7239/7008883?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:48:58 , udn , 多明尼加要緊張了！藍鳥隊重砲小葛雷諾（Vladimir Guerrero Jr.）今日對光芒熱身賽敲出安打後，疑在跑壘時出現狀況，隨後退場休息，他原預計周日和多明尼加國家隊會合，現在恐因傷出現變數。 , https://udn.com/news/story/10785/7008838?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:49:48 , udn , 全中運／接連傳受傷事件 新竹縣長楊文科前往向教練致意 , https://udn.com/news/story/7005/7008861?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:53:53 , udn , 柯文哲出席音樂與潮流鞋市集 對高價運動鞋訝異 , https://udn.com/news/story/6656/7008904?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:54:03 , udn , 民眾黨主席柯文哲下午出席2023年音樂與潮流鞋市集，和現場民眾玩遊戲，希望藉此拉近與年輕人距離，但是對於高單價的運動鞋，... , https://udn.com/news/story/6656/7008904?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:54:20 , udn , 經典賽／小葛雷諾春訓右膝不適退場 是否如期向多明尼加報到？ , https://udn.com/news/story/10785/7008838?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:54:23 , udn , 中租控股校園徵才起跑 募亞太MA建海外人才庫年薪百萬 , https://udn.com/news/story/7239/7008898?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:54:34 , udn , 中租控股（中租-KY,5871）今（4）日啟動校園徵才活動，旗下多家子公司今年將聯合召募逾600人，職務有金融業務、綠色... , https://udn.com/news/story/7239/7008898?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:54:54 , udn , 疫情持續向下！ 本土＋1萬1164例 羅一鈞：228連假效應已過 , https://udn.com/news/story/120940/7008900?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:55:05 , udn , 中央流行疫情指揮中心今公布新增本土病例1萬1164例，境外個案233例，死亡個案71例。指揮中心發言人羅一鈞表示，228... , https://udn.com/news/story/120940/7008900?from=udn-ch1_breaknews-1-0-news
2023-03-04 14:59:51 , udn , 花蓮富里鄉長當選人拒就職 將二度通知 再不來得補選 , https://udn.com/news/story/7328/7008919?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:00:01 , udn , 花蓮富里鄉長當選人張容榕去年12月25日拒絕就職，鄉公所近日將二度通知，若仍不就職，依規定必須在出缺日3個月內辦補選；另... , https://udn.com/news/story/7328/7008919?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:00:22 , udn , 迎風而行 翱翔天際！華航招募百名機師 , https://udn.com/news/story/7241/7008912?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:00:32 , udn , 中華航空（2633）今年度將招募120名機師（包含60名培訓機師），為各機隊增添新血，儲備營運人力，今（4）日起陸續至大... , https://udn.com/news/story/7241/7008912?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:08:41 , udn , 保育類大冠鷲遭車高速撞 巡邏車急送獸醫手術搶救不治 , https://udn.com/news/story/7328/7008928?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:08:51 , udn , 一隻二級保育類大冠鷲，今天在基隆市八斗子環港街，疑遭高速車輛撞擊墜地命危，民眾發現後趕緊報警，警方開巡邏車急送寵物銀行，... , https://udn.com/news/story/7328/7008928?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:09:11 , udn , 中職／獅隊公布年度主視覺 胡智爲占據C位天未亮已集結 , https://udn.com/news/story/7001/7008926?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:09:22 , udn , 統一獅隊今天在南紡購物中心舉辦誓「獅」大會，公布球隊2023年度主視覺形象，今年委由應對視覺形象整合（React Vis... , https://udn.com/news/story/7001/7008926?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:09:42 , udn , 新店警偕同愛心人士送暖 關懷地方弱勢族群 , https://udn.com/news/story/7320/7008925?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:09:53 , udn , 新北市新店警分局長陳朝新今天偕同從事貿易的愛心人士江姓男子共同送暖，關懷新店在地弱勢族群。陳朝新表示，希望藉此能夠發揮拋... , https://udn.com/news/story/7320/7008925?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:10:13 , udn , 投票所外盆栽藏攝影機 南投選委會：警方帶回4人 , https://udn.com/news/story/123408/7008916?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:10:23 , udn , 南投縣第2選區立委補選今天投、開票。民眾發現南投市營盤國小投票所外發現盆栽暗藏攝影機，部分投票所還有民眾疑持手機錄影，南... , https://udn.com/news/story/123408/7008916?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:10:44 , udn , 香港名媛蔡天鳳碎屍案 41歲男被控協助罪犯罪 , https://udn.com/news/story/123406/7008924?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:10:54 , udn , 香港名媛蔡天鳳遭肢解碎屍案，香港警方先後拘捕死者前夫一家等5人，並於本月2日再就案件拘捕一名41歲姓林男子，該名男子暫被... , https://udn.com/news/story/123406/7008924?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:11:41 , udn , 「運動在南科」3千親子同樂 戴資穎6會南科人切磋球技 , https://udn.com/news/story/7326/7008935?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:11:51 , udn , 南科管理局配合疫情解封，今天號召3千多南科人攜家帶眷參與「運動在南科」系列活動。活動代言人羽球球后戴資穎第六度參與球賽，... , https://udn.com/news/story/7326/7008935?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:12:12 , udn , 林森北路商辦藏天九賭場　北市警破門查獲21人 , https://udn.com/news/story/7321/7008934?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:12:22 , udn , 台北市警方日前接獲情資，有職業賭場藏身中山區林森北路一棟大樓內，昨凌晨持票搜索，當場查獲負責人、員工及賭客等21人，查扣... , https://udn.com/news/story/7321/7008934?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:12:43 , udn , 色廟公性侵女子  賠錢獲原諒竟再犯 , https://udn.com/news/story/7321/7008929?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:12:53 , udn , 桃園某宮廟徐姓廟公明知女志工是中度身心障礙人士，前年5月仍在宮廟廚房性侵對方，雖然道歉賠錢獲對方原諒，但死性不改，去年1... , https://udn.com/news/story/7321/7008929?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:14:42 , udn , 新北男子涉拿中國資助快篩賄選 遭反滲透法起訴 , https://udn.com/news/story/7321/7008938?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:14:52 , udn , 去年參選新北中和區壽德里長的呂姓男子涉接受中國福建省平潭綜合實驗區台灣事務工作部資助COVID-19抗原檢測試劑要發給選... , https://udn.com/news/story/7321/7008938?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:15:12 , udn , 遭小弟槍殺安平角頭胞兄陳建寧 逃亡菲律賓23年落網 , https://udn.com/news/story/7315/7008945?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:15:23 , udn , 台南市安平地區的角頭陳建文，前年遭昔日小弟「蝦米」槍殺身亡，當時他因涉犯擄人勒贖逃往海外的胞兄陳建寧跨海請託台灣的天道盟... , https://udn.com/news/story/7315/7008945?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:15:43 , udn , 取消俄女高音來台遭莫北協代表處質疑 外交部：不認同俄侵烏 , https://udn.com/news/story/6656/7008944?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:15:53 , udn , 俄國女高音安娜涅翠布柯（Anna Netrebko）原訂3月5日在台音樂會因遭抗議取消，莫斯科台北經濟文化協調委員會駐台... , https://udn.com/news/story/6656/7008944?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:16:14 , udn , 后里祖孫3死火警 熱心所長尋民團贈萬元助家屬 , https://udn.com/news/story/7320/7008936?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:16:24 , udn , 今晨2點多，台中市后里區一棟3樓透天民宅傳出火舌，轄區義里派出所所長紀適華趕赴現場協助救災，因火勢嚴重釀一家8口，祖父母... , https://udn.com/news/story/7320/7008936?from=udn-ch1_breaknews-1-0-news
2023-03-04 15:16:45 , udn , 澎湖男疑為追討35萬債務不成 拿鐵撬怒砸玻璃遭送辦 , https://udn.com/news/story/7320/7008943?from=udn-ch1_breaknews-1-0-news
