2023-02-26 00:26:31 , udn , 殺破狼周運勢／白羊感情有關鍵進展 獅子脫離不友善職場 , https://udn.com/news/story/7268/6985016?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:24:51 , udn , 連假不用跑遠 台中新社櫻花季10萬株櫻滿開、有吃有玩 , https://udn.com/news/story/7325/6996578?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:26:52 , udn , 南北百公里醫療靠這最美衛生所 3月增肝膽胰內科門診 , https://udn.com/news/story/7266/6996601?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:27:02 , udn , 台東縣大武衛生所護理師，日前發現某住民符合肝篩條件，去電提醒就診、追踪發現患者有血尿，經衛生所醫師為患者腹部超音波，發現... , https://udn.com/news/story/7266/6996601?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:27:22 , udn , 美機頻繁進入南海 是為偵察中共所控島礁上的軍事設施 , https://udn.com/news/story/6809/6996595?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:27:33 , udn , 美國《華爾街日報》等媒體登上美P8偵察機前進南海空域採訪，報導稱，美軍巡邏機日常飛越南海除了旨在挑戰中國對南海的主權聲索... , https://udn.com/news/story/6809/6996595?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:29:51 , udn , 經典賽／只能恭喜啦！藍鳥明星捕手柯克決定退賽 原因是這個 , https://udn.com/news/story/10785/6996594?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:30:01 , udn , 藍鳥隊總教練史奈德（John Schneider）於今天在春訓證實，明星捕手柯克（Alejandro Kirk）將退出經典賽，原本要為墨西哥隊效命的他，因為喜迎小寶寶，因此將無法出征經典賽。

史 , https://udn.com/news/story/10785/6996594?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:30:22 , udn , 經典賽／江國豪、黃保羅壓制 紅色閃電不敵宇宙邦 , https://udn.com/news/story/7001/6996604?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:30:32 , udn , 經典賽「紅色閃電」古巴隊在台首戰遇到中職富邦悍將隊，雖有迪斯派（Alfredo Despaigne）開轟，但悍將靠著投手... , https://udn.com/news/story/7001/6996604?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:30:52 , udn , 為開工準備好心情 羅技輕巧無線鍵盤推「玫瑰粉」新色 , https://udn.com/news/story/7270/6996603?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:31:03 , udn , 上班族OL最愛的Logitech MX Keys Mini無線智能鍵盤推出玫瑰粉新色啦！覺得辦公桌只有黑白色太沈悶的你，... , https://udn.com/news/story/7270/6996603?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:33:22 , udn , 經典賽／江國豪、黃保羅壓制 紅色閃電古巴不敵宇宙邦 , https://udn.com/news/story/10785/6996604?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:35:50 , udn , 裁2000多人後稱「短期內不再縮減」 越南寶元裁員最高可獲49萬 , https://udn.com/news/story/7241/6996605?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:36:01 , udn , 越南寶元鞋廠日前裁員2000多人後表示，「短期內沒有再裁員的計畫」。越媒報導指出，這些被裁的員工最高可獲3.79億越南盾... , https://udn.com/news/story/7241/6996605?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:36:21 , udn , T1聯賽／鬥毆事件後首出賽 寶寶教練：球員該長大了 , https://udn.com/news/story/7003/6996606?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:36:31 , udn , 桃園永豐雲豹上周日作客台啤英熊爆發T1聯盟史上最嚴重衝突，鬥毆下共5名球員遭禁賽，今天碰聯盟龍頭新北中信特攻只有8名球員... , https://udn.com/news/story/7003/6996606?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:38:51 , udn , 高雄食品公司董座和小三生子 董娘提告反被捉包劈3男 , https://udn.com/news/story/7317/6996610?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:39:02 , udn , 高雄一家食品公司葉姓負責人，2018年和女秘書外遇，2019年生下一子；林姓妻子蒐證後提告，向2人求償100萬；葉不甘示... , https://udn.com/news/story/7317/6996610?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:41:50 , udn , 柴犬迷路深夜在外徘徊 警撿回派出所查臉書找到主人 , https://udn.com/news/story/7320/6996613?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:42:00 , udn , 基隆警方接到民眾報案在某家加油站，發現一隻有項圈但疑似走失的柴犬。警員帶牠回派出所後，在臉書在地社團看到王姓男子請求協尋... , https://udn.com/news/story/7320/6996613?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:42:21 , udn , 她想穿瑜珈褲上體育課「很奇怪嗎？」 網搖頭：形狀超明顯 , https://udn.com/news/story/120914/6996495?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:42:31 , udn , 曾幾何時，走在路上或搭乘大眾交通運輸工具時，都可以看到有不少女孩子穿著瑜珈褲外出，儼然已經成為一種時尚流行的穿搭，但仍有不少人認為觀感不好，畢竟瑜珈褲太過貼身，重點部位太過明顯容易引人遐想。一名女網友就發文詢問若穿瑜珈褲去學校上體育課會很奇怪嗎？貼文一出引起正反兩極評論。 , https://udn.com/news/story/120914/6996495?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:44:49 , udn , 不再遙不可及！半價就能入手孫芸芸、舒淇愛牌太陽眼鏡 , https://udn.com/news/story/7270/6996615?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:44:59 , udn , 你也是眼鏡控嗎？那麼對於受到許多時尚潮人喜愛的眼鏡品牌LINDA FARROW一定不陌生，設計時髦又精緻也是孫芸芸、舒淇... , https://udn.com/news/story/7270/6996615?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:45:19 , udn , 淡水天空小品休閒農場開幕了 即日起試營運 , https://udn.com/news/story/7323/6996614?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:45:30 , udn , 許多人喜歡趁連假期間帶全家大小外出郊遊，親近自然同時也遠離都市塵囂。位於新北市淡水區「天空小品休閒農場」即日起至3月31... , https://udn.com/news/story/7323/6996614?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:46:51 , udn , 紐時賞析／土敘強震摧毀家園 災民重建決心堅定 , https://udn.com/news/story/6904/6994223?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:47:01 , udn , She wanted to retrieve her medicine, and if memory serves al... , https://udn.com/news/story/6904/6994223?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:47:50 , udn , NBA／點出安比德進攻問題 巴克利：太多非必要運球 , https://udn.com/news/story/7002/6996611?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:48:00 , udn , 本季前兩次和綠衫軍交手皆吞敗的76人，今天又在主場對決一度領先15分之下，逐步丟掉優勢；即便第四節一路追趕，在最後讀秒時刻靠著安比德（Joel Embiid）的兩罰追平比分，但泰托姆（Jayson T , https://udn.com/news/story/7002/6996611?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:48:21 , udn , 不再遙不可及 半價就能入手孫芸芸、舒淇愛牌太陽眼鏡 , https://udn.com/news/story/7270/6996615?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:48:31 , udn , 你也是眼鏡控嗎？那麼對於受到許多時尚潮人喜愛的眼鏡品牌LINDA FARROW一定不陌生，設計時髦又精緻也是孫芸芸、舒淇等人的愛牌之一，不過通常動輒要價破萬元，非輕易就能入手。所以H&M旗下的高端品牌COS在這季就推出聯名系列，價格直接對半砍，讓喜歡LINDA FARROW眼鏡的人，也多了親近的機會。 , https://udn.com/news/story/7270/6996615?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:50:51 , udn , 228連假限定 林口三井推公主造景、淡水福容飯店辦派對 , https://udn.com/news/story/7266/6996624?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:51:01 , udn , 228連續假期到來，新北市各大商場、飯店推出優惠，包括淡水福容大飯店25至27日辦大型歡樂派對、新莊宏匯廣場連假限定50... , https://udn.com/news/story/7266/6996624?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:52:33 , udn , 藍鳥隊總教練史奈德（John Schneider）於今天在春訓證實，明星捕手柯克（Alejandro Kirk）將退出經典賽，原本要為墨西哥隊效命的他，因為喜迎小寶寶出世，將無法出征經典賽。

史 , https://udn.com/news/story/10785/6996594?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:52:37 , udn , 高等教育品質低落 台大前校長點1原因最令人頭痛：政府結構性地誤人子弟 , https://udn.com/news/story/6928/6995427?from=udn-catehotnews_ch2
2023-02-26 15:55:54 , udn , 經典賽／只能恭喜啦！墨西哥明星捕手柯克退賽 原因是這個 , https://udn.com/news/story/10785/6996594?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:56:51 , udn , 新政院發言人傳有眉目 柯建銘：若有人選 不必備詢隨時可上任 , https://udn.com/news/story/6656/6996523?from=udn-ch1_breaknews-1-0-news
2023-02-26 15:57:01 , udn , 前行政院發言人陳宗彥因涉及接受性招待，為酒店業者喬事，請辭下台。據悉，行政院在陳宗彥請辭後，已尋覓新人選，鎖定目標。民進黨立法院黨團總召柯建銘表示，若真有人選，發言人不必備詢，隨時可以上任。... , https://udn.com/news/story/6656/6996523?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:00:20 , udn , 為打擊幫派…薩爾瓦多將2千名打赤膊、滿身刺青囚犯 移送至大型監獄 , https://udn.com/news/story/6812/6996622?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:00:30 , udn , 薩爾瓦多政府昨天將約2000名疑似幫派分子移送到一座新的「超大型監獄」，這是薩國爭議性打擊犯罪行動的最新舉措，也因為此一... , https://udn.com/news/story/6812/6996622?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:08:50 , udn , 228連假第2天爆了！ 台南老街、美食商圈人擠人 , https://udn.com/news/story/7326/6996641?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:09:01 , udn , 今天是228連假第2天，市區赤崁、孔廟文化，以及國華街美食商圈、安平老街、漁光島都湧入人潮，加上市區有廟會活動，中午時分... , https://udn.com/news/story/7326/6996641?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:09:21 , udn , 影／桃園賞櫻台7景點大塞車 大溪老街、拉拉山人潮爆紅燈 , https://udn.com/news/story/7324/6996639?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:09:32 , udn , 今天228連假第二天，桃園市陰天沒有下雨，正值2023北橫櫻花季櫻花盛開，大溪、復興區旅遊景點今天上午至下午，吸引大量遊... , https://udn.com/news/story/7324/6996639?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:09:52 , udn , 影／桃園公祭黑衣人大亂鬥 交通錐淪武器還亮開山刀 , https://udn.com/news/story/7315/6996638?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:10:02 , udn , 桃園市蘆竹區南福街今上午爆發當街鬥毆，喪家友人在一名張姓建商的告別式上，疑因排隊起口角，雙方多達20多人大打出手，路邊交... , https://udn.com/news/story/7315/6996638?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:11:40 , udn , 寫作教室／愛是什麼？三段式描繪愛 , https://udn.com/news/story/6904/6995877?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:11:50 , udn , 會考將近，很多學生在寫作時常常面臨篇幅不足的情況，甚至舉例的故事說完了，卻不知怎麼收尾。考古題中大多要求考生描述個人經驗... , https://udn.com/news/story/6904/6995877?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:12:11 , udn , 黃德清請辭 卓冠廷批：對不起市長比對不起市民更嚴重 , https://udn.com/news/story/6656/6996644?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:12:21 , udn , 新北市消防局長黃德清因疑似婚外情，已主動向新北市長侯友宜請辭下台。議員卓冠廷則批評，黃任內對恩恩案不曾說一句道歉，「對不... , https://udn.com/news/story/6656/6996644?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:14:40 , udn , 經典賽／古巴隊沒展現全貌 中日終結者火球已刻下印象 , https://udn.com/news/story/10785/6996652?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:14:50 , udn , 今年經典賽古巴隊牛棚評價極高，今天熱身賽R‧馬丁尼茲（Raidel Martinez）飆出157公里球速，令全場眼睛一亮... , https://udn.com/news/story/10785/6996652?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:15:11 , udn , 影／北市最長50米溜滑梯「噪音」擾民 議員建議搬家另覓新處 , https://udn.com/news/story/7323/6996650?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:15:21 , udn , 文山森林公園「趣探險之丘」刺激又好玩，不只長50公尺、高低差14.8公尺的地景式磨石子溜滑梯，人工草皮也成滑草天堂，常是... , https://udn.com/news/story/7323/6996650?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:15:41 , udn , 他直呼「捷運上9成台灣女生都很漂亮」 全場點頭：亞洲第一名 , https://udn.com/news/story/120912/6996618?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:15:52 , udn , 每個人對於美醜的定義都不同，在現今開放的社會氛圍裡，大部分人都能自由自在地做自己。然而，一名男網友在網路上發文，直呼「台灣女生都很漂亮」，貼文曝光後也掀起討論。 , https://udn.com/news/story/120912/6996618?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:16:12 , udn , 228連假驚傳2起山難 能高越嶺南段、錐麓古道登山客墜山谷救援中 , https://udn.com/news/story/7320/6996645?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:16:22 , udn , 花蓮今天發生2起山難，秀林鄉能高越嶺南段一名49歲嚴姓女子墜落山谷，同行山友呼喊沒有回應，而該起事故距離前立委林豐喜之子... , https://udn.com/news/story/7320/6996645?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:17:39 , udn , 台南連棟民宅火警延燒3戶 大批消防人車出水搶救 , https://udn.com/news/story/7320/6996656?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:17:50 , udn , 台南安南區大安街連棟式住宅3樓下午3時16分傳火警，台南消防局據報後調派出大批人車前往灌救，抵達現場後發現火勢延燒至兩旁... , https://udn.com/news/story/7320/6996656?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:18:10 , udn , 北一女學生批畢旅行程潦草不值6450元 校方已微調 , https://udn.com/news/story/6898/6996655?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:18:20 , udn , 北一女中高二學生即將舉辦畢業旅行，卻有學生在社群平台上發文，質疑校方在舉行畢旅不到一周內才公布行程，其中待在遊樂園時間過... , https://udn.com/news/story/6898/6996655?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:18:44 , udn , 影／亮開山刀還抄起交通錐狂砸 桃園公祭20多名「黑西裝男」大亂鬥 , https://udn.com/news/story/7315/6996638?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:20:40 , udn , 台61線線西段聯結車自撞 鋼板樁掉落只剩1車道通行 , https://udn.com/news/story/7320/6996661?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:20:50 , udn , 台61線南下171.3K線西路段，今天下午3時5分許，發生1輛聯結車自撞分隔島事故，占用內側車道，目前只開放外側車道通行... , https://udn.com/news/story/7320/6996661?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:21:10 , udn , 新北婦假投資被騙7次2000萬 警逮2車手法院收押 , https://udn.com/news/story/7315/6996660?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:21:21 , udn , 新北市永和區7旬楊姓婦人誤信詐騙集團話術，前後被騙7次約2000萬元，以面交方式付錢給車手，楊婦兒子發現「媽媽怪怪的」，... , https://udn.com/news/story/7315/6996660?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:22:11 , udn , 北一女畢旅6450元行程曝光...學生不滿批潦草不值 校方這麼說 , https://udn.com/news/story/6898/6996655?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:23:50 , udn , FERRAGAMO秋冬重返好萊塢黃金時代 精準新譯銀幕藝術 , https://udn.com/news/story/7270/6996664?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:24:00 , udn , FERRAGAMO於米蘭當地時間2月25日午後，於著名地標米蘭Allianz MiCO會議中心舉辦，是首場於此摩登未來感... , https://udn.com/news/story/7270/6996664?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:24:21 , udn , 法鼓山1169名在家居士接受菩薩戒 學法助人最長90歲 , https://udn.com/news/story/7323/6996662?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:24:31 , udn , 法鼓山今天在新北市金山區法鼓山園區大殿，為歷經4天3夜演禮、說戒、懺摩儀軌等1169名在家學佛居士，完成菩薩戒儀式。高齡... , https://udn.com/news/story/7323/6996662?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:26:39 , udn , 經典賽／連解決6名古巴打者 黃保羅：控球可以更好 , https://udn.com/news/story/10785/6996665?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:26:50 , udn , 富邦悍將隊今天在新莊棒球場的熱身賽以2：1擊敗古巴隊，靠得是先發投手江國豪3局、黃保羅2局好投，加上4名牛棚投手聯手守成... , https://udn.com/news/story/10785/6996665?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:27:15 , udn , 被墨西哥總統頻嗆「偽總統」 秘魯批干政召回大使 , https://udn.com/news/story/6809/6996227?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:27:25 , udn , 秘魯總統博魯阿爾特24日宣布召回秘魯駐墨西哥大使，以回應墨西哥總統羅培茲對她身為「偽總統」的批評。此外，她也將兩國外交關... , https://udn.com/news/story/6809/6996227?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:29:24 , udn , 黃德清捲外遇風波請辭 卓冠廷批：對不起市長比對不起市民更嚴重 , https://udn.com/news/story/7323/6996644?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:29:40 , udn , 影／雙北市長接力助選 林明溱曝選情看俏超樂觀 , https://udn.com/news/story/6656/6996670?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:29:50 , udn , 距南投立委補選投票僅剩6天，雙北市長接連到南投為黨內候選人林明溱輔選，今由新北市長侯友宜陪林明溱到竹山市場掃街拜票，侯大... , https://udn.com/news/story/6656/6996670?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:30:11 , udn , 台南學甲88槍擊 檢警證實肇因光電利益衝突 , https://udn.com/news/story/123142/6996668?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:30:21 , udn , 台南檢警偵辦台南學甲88槍擊案，昨順利將主嫌洪政軍及槍手孔祥志從大陸押解歸案，檢警偵辦犯案動機，洪政軍稱就是起因於外界傳... , https://udn.com/news/story/123142/6996668?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:30:41 , udn , 「大跌加碼、上漲減碼，不推！」 統計：再創新高後投入績效不見得較差 , https://udn.com/news/story/7251/6996626?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:30:52 , udn , 這是不少有經驗的指數化投資者也常犯的小錯誤。有些人會保留加碼金，打算等到市場大幅下跌再投入，深怕買在高點會比較危險；當股票持續創新高的時候，則會想要減少投入的金額，以降低之後下跌的損失。雖然這不是追高殺低的投機心態，但這些額外的擔心與多餘動作很可能會害了你。 , https://udn.com/news/story/7251/6996626?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:32:30 , udn , 曾有小女孩遭拖走 北市承諾加強這「邊陲地帶」照明 , https://udn.com/news/story/7323/6996673?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:32:40 , udn , 台北市政府剛風光辦完台灣燈會，但在華江里近和平西路三段尾端的騎樓照明燈源，卻突遭無預警斷電，整條騎樓黑壓壓一片，行人、住... , https://udn.com/news/story/7323/6996673?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:41:30 , udn , 黃金獵犬為了吃月子餐也產下寶寶！網揪一關鍵：100％證明生子純粹用來蹭飯 , https://udn.com/news/story/7470/6996672?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:41:40 , udn , 一名飼主養了一隻黃金獵犬「金逗」，女主人前陣子懷孕生子，金逗為了蹭她的月子餐，也生了一個寶寶，牠叼著狗碗眼巴巴坐在主人旁邊等著分一杯羹。 , https://udn.com/news/story/7470/6996672?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:43:01 , udn , 證實傳聞？檢警偵訊洪政軍後 曝88槍擊案犯案動機 , https://udn.com/news/story/123142/6996668?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:47:42 , udn , 董座外遇生子拒親子鑑定 法官憑這證據認定孩子是他的 , https://udn.com/news/story/7321/6996678?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:47:52 , udn , 高雄一家食品公司葉姓董座，2018年和曾姓女秘書外遇，2019年生下一子；林姓妻子蒐證後提告，求償100萬；葉否認偷情，... , https://udn.com/news/story/7321/6996678?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:48:13 , udn , 徵男友「不菸、酒、賭、嫖、課金」很難？ 網嘆：再加個不帥 , https://udn.com/news/story/7272/6996600?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:48:23 , udn , 每個人對另一半的選擇各有所不同，日前有一名網友表示，近期發現女性友人的徵友條件「不菸、不酒、不賭、不嫖、不課金玩遊戲」，對此令原PO感到不解，更直呼「活在世界上不會很無聊嗎？」，貼文一出引來許多男網友回應，許多人的情況則不盡相同。 , https://udn.com/news/story/7272/6996600?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:49:14 , udn , 土敘震災逾5萬罹難 400萬童失學、倖存者不敢睡室內 , https://udn.com/news/story/6809/6996228?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:49:24 , udn , 土耳其災害與應變管理署（AFAD）24日表示，土耳其東南部地震造成的遇難人數已攀升至4萬4218人。敘利亞最新公布，地震... , https://udn.com/news/story/6809/6996228?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:50:45 , udn , 證實傳聞！檢警偵訊洪政軍後 曝88槍擊案犯案動機 , https://udn.com/news/story/123142/6996668?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:53:40 , udn , 經典賽／我們世界第二！辜仲諒勉勵中華隊：有腳數 , https://udn.com/news/story/7001/6996684?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:53:51 , udn , 中華隊在新莊棒球場整軍備戰世界棒球經典賽，中華棒協理事長辜仲諒特地到場頒發加菜金，而且說了三次「我們是世界排名第二」，鼓... , https://udn.com/news/story/7001/6996684?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:54:11 , udn , 前夫曾遭通緝、前公公涉強姦案…蔡天鳳前夫家前科累累 , https://udn.com/news/story/123406/6996426?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:54:22 , udn , 香港名媛蔡天鳳遭碎屍煲湯案，以涉嫌謀殺被捕的蔡天鳳前夫一家三個男人，原來均有不同的犯事前科。消息指，前夫為騙案通緝犯；曾... , https://udn.com/news/story/123406/6996426?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:56:40 , udn , 首間Ralph Lauren之家插旗台南頂級紫標、家居系列進駐 , https://udn.com/news/story/7270/6996687?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:56:51 , udn , 台北人真的很羨慕！因為台灣首間Ralph Lauren雷夫羅倫之家，不在台北落腳，而是選擇了古都台南。提供全方位的視覺奢... , https://udn.com/news/story/7270/6996687?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:57:11 , udn , 野火空汙對心臟健康有影響？Apple Watch顛覆醫療研究新方法 , https://udn.com/news/story/7098/6996686?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:57:21 , udn , 自從Apple Watch推出「心電圖」功能之後，可說是最容易取得、使用的心臟健康監測裝置，Apple Watch可以將... , https://udn.com/news/story/7098/6996686?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:57:42 , udn , 久旱不雨嘉義山區泉水乾枯 森鐵出動水罐列車供水 , https://udn.com/news/story/7326/6996685?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:57:52 , udn , 南部大旱不雨，嘉義縣山區山泉水漸乾枯，阿里山森林遊樂區對高岳車站公廁，使用山泉水清潔，因正值乾旱季缺水，林鐵及文資處再次... , https://udn.com/news/story/7326/6996685?from=udn-ch1_breaknews-1-0-news
2023-02-26 16:59:13 , udn , 董座外遇生子拒親子鑑定 法官憑「這證據」認定孩子是他的 , https://udn.com/news/story/7321/6996678?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:00:11 , udn , 野火空汙影響心臟健康？ Apple Watch一功能顛覆醫療研究新方法 , https://udn.com/news/story/7098/6996686?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:02:41 , udn , 讀饗時光 EP81｜那些年，我們一起吃的補 , https://udn.com/news/story/7266/6996695?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:02:52 , udn , 台灣街頭巷尾的飲食文化中，充滿著各種具有「補養」的菜色，從早期的香肉鍋、燉鱉湯、蛇湯，到1980年代之後逐步在街頭林立的羊肉爐、薑母鴨等。中央大學歷史所副教授皮國立主編《華人大補史》論文集，試圖從這個貼近生活的主題，開啟讀者對於補養的另一番想像。 , https://udn.com/news/story/7266/6996695?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:03:12 , udn , 南投補選搭總統舞台？ 學者：若贏補選賴清德才能補血 , https://udn.com/news/story/6656/6996694?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:03:23 , udn , 南投立委補選3月4日投票，228連假短兵相接，藍綠大咖紛紛登場輔選。東海大學政治系兼任講師郭達鴻說，這場補選攸關藍營能否... , https://udn.com/news/story/6656/6996694?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:03:43 , udn , Ralph Lauren台灣首間雷夫羅倫之家插旗台南 頂級紫標系列、家居系列進駐     , https://udn.com/news/story/7270/6996687?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:03:53 , udn , 台北人真的很羨慕！因為台灣首間Ralph Lauren雷夫羅倫之家，不在台北落腳，而是選擇了古都台南。提供全方位的視覺奢華與傳遞美式經典風格，完整呈現頂級紫標和Ralph Lauren Home家居等系列，讓人不得不前去朝聖 , https://udn.com/news/story/7270/6996687?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:05:40 , udn , 德國總理訪印度 莫迪：願助調停俄烏戰爭 , https://udn.com/news/story/6809/6996658?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:05:50 , udn , 印度總理莫迪昨天向來訪的德國總理蕭茲表示，印度願協助居中調停俄烏戰爭；蕭茲則重申在聯合國場合表明立場的重要性 , https://udn.com/news/story/6809/6996658?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:06:10 , udn , NBA／柯爾以喬丹為師 勉勵湯普森持續拓展球技 , https://udn.com/news/story/7002/6996700?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:06:21 , udn , 在柯瑞（Stephen Curry）和維金斯（Andrew Wiggins）兩大主力持續缺席的情況下，湯普森（Klay Thompson）在「背靠背」的比賽中再度爆發，狂砍12顆三分球，成為史上第一位 , https://udn.com/news/story/7002/6996700?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:06:41 , udn , 明天湧現北返 出遊車潮恐壅塞 11地雷路段曝光 , https://udn.com/news/story/7266/6996704?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:06:51 , udn , 今天是228連假第2天，截至今下午3時止，省道主要幹道、銜接國道路段及部分觀光風景區出現車多或壅塞情況，公路總局表示，明... , https://udn.com/news/story/7266/6996704?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:07:12 , udn , 澳軍機低空進我防空識別區？空軍：純屬臆測 沒有評論 , https://udn.com/news/story/10930/6996703?from=udn-ch1_breaknews-1-0-news
2023-02-26 17:07:22 , udn , 媒體今報導有澳洲軍機「低空」進入我國北部防空識別區，遭空軍廣播驅離，空軍司令部今天表示，報導內容純屬臆測，空軍沒有評論。 , https://udn.com/news/story/10930/6996703?from=udn-ch1_breaknews-1-0-news
