2023-03-09 00:14:53 , udn , 北大台研院長李義虎：今年兩岸民間交流回暖可期 , https://udn.com/news/story/7333/7018798?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:30:24 , udn , 新竹棒球場工程3月中啟動檢測改善 高虹安：2方案待訂 , https://udn.com/news/story/7324/7019808?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:30:34 , udn , WBC世界棒球經典賽如火如荼開打，曾被列為官辦熱身賽會勘場地之一的新竹市立棒球場工程缺失改善，持續受各界關注。新竹市長高... , https://udn.com/news/story/7324/7019808?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:30:54 , udn , 新北打造不老長智村、樂活健腦巴士 獲歐盟專家參訪肯定 , https://udn.com/news/story/7323/7019809?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:31:05 , udn , 新北市推估約有4萬7千位失智症者，8成5居住在社區。衛生局為讓失智者安心居住在社區，除打造成不老長智村，也打造樂活健腦巴... , https://udn.com/news/story/7323/7019809?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:31:25 , udn , 影／行員關心提問 與警聯手一天阻詐兩起近600萬 , https://udn.com/news/story/7320/7019811?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:31:36 , udn , 新北市鍾姓婦人上月底到銀行欲匯100萬元「工程款」，經行員關心提問察覺辭有異，與員警聯手勸阻，鍾婦才知落入假投資真詐騙陷... , https://udn.com/news/story/7320/7019811?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:31:56 , udn , 金沙鎮碧山東店活動中心工程動土 打造居民第二個家 , https://udn.com/news/story/7327/7019800?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:32:06 , udn , 金沙鎮碧山東店有「金東之珠」的美譽，轄區豐富的史蹟與人文吸引不少遊客到訪。社區活動中心新建工程今天上午舉行動土典禮，規劃... , https://udn.com/news/story/7327/7019800?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:32:27 , udn , 勞保年金幾歲領最好？提早領的總金額竟最高！專家曝「三點」評估方式 , https://udn.com/news/story/121591/7019591?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:32:37 , udn , 要選打折提前領，還是延後，讓月領的錢多領20％？這的確是一個讓人很難抉擇的問題！ , https://udn.com/news/story/121591/7019591?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:32:54 , udn , 別惹他們！最擅長「笑裡藏刀」3大星座 表面無害實際心狠手辣 , https://udn.com/news/story/7268/7019724?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:32:58 , udn , 微信流傳日企斷供大陸光阻劑 大陸晶片原料商股價暴漲 , https://udn.com/news/story/6811/7019769?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:33:04 , udn , 在人際關係中，多半會不想和脾氣暴躁的人相處，感覺一不注意就會踩到地雷，後續處理上相當麻煩，因此會刻意保持距離。但是有些人卻是「笑裡藏刀」，非常懂得隱藏，表面上看起來都無害，但如果真要對付你，卻是比誰都狠，搜狐網列出了以下三個星座，要特別注意別惹到他們了！ , https://udn.com/news/story/7268/7019724?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:33:08 , udn , 在荷蘭將對中國大陸實施先進晶片設備出口管制後，中國大陸社群媒體微信瘋傳好幾則關於日本準備限制出口光阻劑的消息，帶動中國大... , https://udn.com/news/story/6811/7019769?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:33:25 , udn , 師傅投入心血 台南藏金閣拍賣心型古典化妝台 , https://udn.com/news/story/7326/7019813?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:33:35 , udn , 台南市環保局藏金閣3月拍活動11日登場，此次主打商品包括心型古典化妝台、實木搖椅、庭園式花架和捷安特單車等物品；另現場還... , https://udn.com/news/story/7326/7019813?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:37:01 , udn , 摩根大通宣布所有台灣員工 將享有16周帶薪產假及陪產假 , https://udn.com/news/story/7239/7019777?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:37:12 , udn , 摩根大通宣布，在台灣為所有員工推出新的產假政策。所有台灣員工將享有至少16周帶薪產假、陪產假及領養假。此外，還將配偶及子... , https://udn.com/news/story/7239/7019777?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:38:43 , udn , 影／竹聯幫「弟哥」今出殯 警全程搜證抓違法送辦 , https://udn.com/news/story/7320/7019818?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:38:53 , udn , 竹聯幫忠堂前堂主董桂均上月底逝世後，今天上午出殯，各路道上兄弟齊聚台中送行，台中市警局出動80名警力，全程盤查、蒐證，以... , https://udn.com/news/story/7320/7019818?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:41:53 , udn , 青少年玩線上遊戲變「聾的傳人」？媽氣到中風：問句話像天要塌了 , https://udn.com/news/story/7272/7019600?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:42:04 , udn , 你家孩子愛玩線上遊戲嗎？據調查，有29%的青少年平均每天花3小時以上時間在玩遊戲，一位媽媽困擾表示，女兒玩線上遊戲時，無法忍受現實生活中的任何人和她說話，「媽媽我真是不解，跟她講個話好像天要塌了一樣」，也有家長表示「孩子只要一連線就成為聾的傳人」，網友分析背後原因和避免親子衝突的妙法。 , https://udn.com/news/story/7272/7019600?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:44:52 , udn , 年度最大「北海道展」 遠東百貨攜手city’super推百款獨家美食 白色戀人、名店拉麵一次滿足 , https://udn.com/news/story/7270/7019838?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:45:23 , udn , 田徑／睽違8個月再戰400跨欄 陳傑不怕後起之秀近逼 , https://udn.com/news/story/7005/7019836?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:45:33 , udn , 在去年世錦賽後就未曾再跑過欄架賽事的我國「跨欄王子」陳傑，睽違8個月後今天才在青年盃重回男子400公尺跨欄賽場，並以52... , https://udn.com/news/story/7005/7019836?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:45:49 , udn , 平均地權條例上路炒作罰則？公平會：近期和內政部協商 , https://udn.com/news/story/7238/7019787?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:45:59 , udn , 立法院經濟委員會今（9）日邀公平會列席報告業務概況並備質詢，立委提問，對於網紅業配建案廣告，若觸犯不實廣告又影響市場秩序... , https://udn.com/news/story/7238/7019787?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:47:52 , udn , 美國6歲男童槍擊老師成重傷 當地檢方不打算起訴原因曝光 , https://udn.com/news/story/6811/7019853?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:48:02 , udn , 美國維吉尼亞州紐波特紐斯市（Newport News, VA）1月發生6歲男童在學校向教師開槍的事件，當地檢察官8日表示... , https://udn.com/news/story/6811/7019853?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:48:23 , udn , 竹縣網球場疑似致選手受傷 民進黨批楊文科擺爛 , https://udn.com/news/story/6656/7019851?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:48:33 , udn , 全國中等學校運動會正舉辦資格賽，卻疑似因網球比賽場地問題導致選手受傷。民進黨發言人張志豪、新竹市前議員李妍慧今天在中央黨... , https://udn.com/news/story/6656/7019851?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:50:54 , udn , 十二星座「最愛吃」排行榜！雙子什麼都想吃、這星座「吃得開心最重要」 , https://udn.com/news/story/7268/7019719?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:51:04 , udn , 民以食為天，19世紀德國統計學家恩格爾，曾經創立「恩格爾指數」，用來計算一個家庭的支出，有多少錢是花在食物上頭。日本網站「占TV」近來就分析十二星座，羅列哪些星座的人最愛吃，恩格爾指數最高。 , https://udn.com/news/story/7268/7019719?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:51:25 , udn , 四季飯店唯一指定簽約對象 林敏雄如何讓超硬團隊服軟？ , https://udn.com/news/story/7241/7019869?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:51:35 , udn , 耗時數月打造、今年元宵節最強燈區《光鑰未來_全聯25》LED數位迷宮燈飾作品，地點就選在台北市信義計畫區D3土地旁，但同個地方卻也藏著元利機構集團總裁暨全聯實業董座林敏雄，兩年後、要給台灣民眾的驚喜彩蛋－台北四季飯店。 , https://udn.com/news/story/7241/7019869?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:51:56 , udn , 法官說話了 「單純天真酒店妹」殺砲友案情逆轉遭重判 , https://udn.com/news/story/7321/7019870?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:52:06 , udn , 酒店小姐鄧雪花2021年在桃園平鎮租屋處刺殺蔡姓砲友，除了14公分長的刀刃外，連刀柄都刺進對方胸膛，蔡畢命，鄧女11小時... , https://udn.com/news/story/7321/7019870?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:52:27 , udn , 阿拉斯加火山休眠逾百年 近期地震蠢動引起警覺 , https://udn.com/news/story/6812/7019828?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:52:37 , udn , 美國阿拉斯加州一座休眠逾一世紀的偏遠火山過去數週小規模地震加劇，可能預示火山即將噴發 , https://udn.com/news/story/6812/7019828?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:52:57 , udn , 鄭明典示警「顯著空氣汙染事件」 環保署估周日才會好轉 , https://udn.com/news/story/7266/7019867?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:53:08 , udn , 西部地區多縣市空品差，中央氣象局長鄭明典今天示警是「顯著空氣汙染事件」；環團更點名環保署長張子敬、桃中彰雲縣市長都該究責... , https://udn.com/news/story/7266/7019867?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:53:28 , udn , 經典運彩／中國只求咬住日本比分 推薦國際盤13小分 , https://udn.com/news/story/10785/7019847?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:53:39 , udn , 【文／運彩貓運彩貓堯舜魚湯】
2023世界棒球經典賽分組預賽 中國 vs 日本
比賽時間: 3/9 18:00
中國與日本，對於彼此應該都不算陌生，畢竟近兩屆經典賽都被分到同組，也都由日本帶走勝 , https://udn.com/news/story/10785/7019847?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:56:00 , udn , 墨比爾斯說晶片股是他押注最重的類股 因美中大舉投資 , https://udn.com/news/story/6811/7019821?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:56:11 , udn , 知名投資人墨比爾斯接受彭博電視訪問表示，美國和中國大陸對晶片業投資不斷增加之際，半導體股己成為他投資組合中押注最重的類股... , https://udn.com/news/story/6811/7019821?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:56:52 , udn , 國科會喊打造台版ChatGPT 台廠準備好了嗎？ , https://udn.com/news/story/7240/7019892?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:57:02 , udn , 面對大陸百度也將推出簡體中文版AI聊天機器人「文心一言」，國科會也喊出要打造「台版ChatGPT」，希望今年內推出。 , https://udn.com/news/story/7240/7019892?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:57:22 , udn , 蘋果4月推新機 能拉抬電腦產業需求？ , https://udn.com/news/story/7240/7019885?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:57:33 , udn , 筆電產業今年持續面臨逆風，急待「活水」救援。傳出蘋果將於4月推出新款15.5吋的MacBook Air，市場期待此舉能刺激低迷的PC市況... , https://udn.com/news/story/7240/7019885?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:57:53 , udn , 玉山莒光盃排球賽53隊齊聚 中市共派9隊小將出賽拚佳績 , https://udn.com/news/story/7325/7019891?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:58:04 , udn , 第59屆玉山莒光盃中等學校排球賽，9日至12日於台中市舉行，全國53支隊伍將齊聚台中大顯身手，其中台中市共有9支隊伍參賽... , https://udn.com/news/story/7325/7019891?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:58:24 , udn , 用路人注意 蘇花大清水隧道災修施工將封路2小時 , https://udn.com/news/story/7328/7019887?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:58:34 , udn , 蘇花路廊台9線159.3公里處大清水明隧道過年前因土石坍落嚴重受損，公路總局正辦理災修工程，因需吊派大型機具進場施工，明... , https://udn.com/news/story/7328/7019887?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:58:55 , udn , 攻城獅籃球場變身跆拳道賽場 楊文科視察確保選手安全 , https://udn.com/news/story/7005/7019888?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:59:05 , udn , 112年全國中等學校運動會跆拳道項目明天起將在新竹縣體育館舉行，平時球迷人聲鼎沸的攻城獅主場，將暫時作為跆拳道賽場，為了... , https://udn.com/news/story/7005/7019888?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:59:26 , udn , 不想當普丁走狗！中亞國家喬治亞爆發反俄抗爭 , https://udn.com/news/story/122663/7019880?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:59:36 , udn , 「喬治亞長久以來對『政府親俄』的荒謬，已到忍耐的憤怒極限...」前蘇聯加盟國之一、位處中亞地區的喬治亞，近期因為國會通過「外國代理人」議案，從3月7日開始爆發大規模抗議，引爆警民衝突。抗議持續至今仍未消退，警方也動用了催淚彈、高壓水柱驅散民眾，衝突對抗再次升高。抗爭的導火線，是國會一讀通過的《外國影響透明度草案》（On Transparency of Foreign Influence），引發民眾質疑是親俄黨派效法俄羅斯的外國代理人法案，仿效普丁用來打壓異己的工具。在烏俄戰爭之後牽動的中亞局勢，喬治亞一方面申請加入歐盟，另一方面又出現了這項可能扼殺新聞與公民自由的議案，成為喬治亞的親俄與親西方之間的價值對抗。 , https://udn.com/news/story/122663/7019880?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:59:43 , udn , 白話財經EP101｜孫明德總經時間 日本央行換總裁 貨幣政策會改變嗎 , https://udn.com/news/story/7238/7019910?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:59:53 , udn , 自2013年擔任日本央行總裁至今的黑田東彥將於今年卸任，繼任者是經濟學者植田和男，日幣即將告別「異次元」寬鬆趨勢？還是會維持10年來一貫的低利率貨幣政策呢？
本集白話財經邀請台灣經濟研究院景氣預測中心主任孫明德，從日本央行總裁的更迭來談貨幣政策。 , https://udn.com/news/story/7238/7019910?from=udn-ch1_breaknews-1-0-news
2023-03-09 13:59:57 , udn , 限時5天！7-ELEVEN門市「CITY CAFE大杯熱卡布奇諾咖啡」買1送1 , https://udn.com/news/story/7270/7019876?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:07 , udn , 浪漫的白色情人節即將到來，7-ELEVEN CITY系列飲品串聯線上線下限時推出多款告白咖啡與茶飲，陪伴大家甜甜蜜蜜歡度... , https://udn.com/news/story/7270/7019876?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:14 , udn , 影／台灣首辦亞洲盃水域錦標賽   日月潭躍上國際舞台 , https://udn.com/news/story/7325/7019904?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:24 , udn , 日月潭成為國際游泳競賽重要舞台！南投縣政府今天完成三方簽約，台灣首度舉辦亞洲盃公開水域錦標賽，6月1日至5日將在南投縣日... , https://udn.com/news/story/7325/7019904?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:27 , udn , 核二2號機將除役 環團：老舊核電廠不應繼續使用 , https://udn.com/news/story/7266/7019805?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:38 , udn , 核二2號機預計14日期滿除役，部分政治人物呼籲延役20年。環保團體今天表示，核二延役是無視法律及民意；應學習日本節電，而... , https://udn.com/news/story/7266/7019805?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:44 , udn , 雲林議長沈宗隆收賄案  檢方追查2600萬元金流 , https://udn.com/news/story/7321/7019907?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:55 , udn , 雲林縣爆發議長沈宗隆和3名不同黨團議員集體收賄案，達德能源公司涉於去年以2600萬元向議長沈宗隆行賄，其中部分金錢疑流向... , https://udn.com/news/story/7321/7019907?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:00:58 , udn , 高階技術具門檻 Micro LED可望成為台廠扭轉的契機 , https://udn.com/news/story/7240/7019879?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:01:09 , udn , 面板雙虎友達（2409）、群創（3481）不押OLED面板，不約而同相中Micro LED將成為次世代顯示器的主流，雙虎看好Micro LED前景，去年均通過參與認購富采控股公司的私募案... , https://udn.com/news/story/7240/7019879?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:01:15 , udn , 「天下第一分局」偵查隊長懸缺近4月 今由他正式掌旗 , https://udn.com/news/story/7320/7019905?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:01:26 , udn , 有「天下第一分局」之稱的台北市警局中山分局，偵查隊長職務懸空近4個月，接任人選引發基層警界熱議，市警局近日調整中階警官人... , https://udn.com/news/story/7320/7019905?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:01:29 , udn , 苗栗造橋豐湖國小校地爭取活化 縣鄉共識撤銷撥用 , https://udn.com/news/story/7324/7019881?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:01:40 , udn , 苗栗縣造橋鄉豐湖國小2014年廢校，縣府出租使用，租期至今年底，鄉公所取得縣府共識，辦理鄉有地撤銷撥用，活化1600坪校... , https://udn.com/news/story/7324/7019881?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:01:46 , udn , 高端四價流感疫苗核准上市 股價飆漲停、國光生同步漲 , https://udn.com/news/story/7252/7019901?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:01:56 , udn , 高端疫苗（6547）宣布與韓國GC Pharma合作，由GC Pharma生產疫苗原液、高端竹北廠進行充填分裝的四價流感... , https://udn.com/news/story/7252/7019901?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:02:00 , udn , 桃園新設路燈竟磨破高壓電導線 4670戶突停電 , https://udn.com/news/story/7324/7019882?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:02:10 , udn , 台電桃園區營業處表示，桃園市桃園區經國路、莊敬路一段路口附近，今天上午7點35分停電影響4670戶。經查是新設路燈桿靠近... , https://udn.com/news/story/7324/7019882?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:02:31 , udn , 政院：明年撥補千億穩定勞保基金水位 且可能再加碼 , https://udn.com/news/story/7238/7019827?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:02:41 , udn , 行政院今天說，為將勞保基金水位穩定維持在新台幣8000億元左右，行政院長陳建仁已宣示，明年將以公務預算撥補勞保基金100... , https://udn.com/news/story/7238/7019827?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:03:02 , udn , 雲林風力發電行賄案涉開發中離岸風場 能源局：不影響 , https://udn.com/news/story/7321/7019873?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:03:12 , udn , 雲林地檢署偵辦達德能源公司疑向雲林縣議長沈宗隆及多名議員行賄案，昨日傳訊達德能源前董事長等相關主管、雲林縣議長沈宗隆等多... , https://udn.com/news/story/7321/7019873?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:03:14 , udn , 金防部：二膽島守備隊上兵失聯 尚未尋獲 , https://udn.com/news/story/10930/7019856?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:03:25 , udn , 陸軍金防部今天表示，所屬烈嶼守備大隊二膽守備隊上午早點名時，發現陳姓上兵失聯，單位立即編組尋找，尚未尋獲 , https://udn.com/news/story/10930/7019856?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:03:45 , udn , 台南好康來了！憑截圖或拍照就能免費體驗科技運動3次 , https://udn.com/news/story/7326/7019928?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:03:56 , udn , 為推廣民眾多運動，台南市衛生局與東區「巨力屋能量王國」健身房合作，即日起到3月17日，只要出示活動圖章或海報的截圖或拍照... , https://udn.com/news/story/7326/7019928?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:04:16 , udn , 率團訪熊本縣市 陳其邁：深化半導體交流、促包機通航 , https://udn.com/news/story/7327/7019925?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:04:26 , udn , 高雄市長陳其邁與議長康裕成率府會及企業團赴日，8日拜會姊妹市熊本市，午宴後馬不停蹄在傍晚拜會友好城市熊本縣知事蒲島郁夫。... , https://udn.com/news/story/7327/7019925?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:04:47 , udn , 蘆洲16.6億湧蓮寺大樓動土 2026年3月完工 , https://udn.com/news/story/7323/7019920?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:04:57 , udn , 新北市蘆洲區湧蓮寺慈善公益大樓今日舉行動土典禮，全案斥資6億6000萬元，預計2026年3月完工，將解決蘆洲地區長期以來... , https://udn.com/news/story/7323/7019920?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:05:18 , udn , 影／台灣首辦亞洲盃水域錦標賽 日月潭躍上國際舞台 , https://udn.com/news/story/7325/7019904?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:05:44 , udn , 3月必須升2碼？謝金河：年報是體檢上市櫃公司的好機會 , https://udn.com/news/story/7251/7019929?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:05:54 , udn , 經過八次暴力升息，美國Fed基本放款利率拉升到四．五～四．七五％的區間，市場上正密切關注三月升息到底應該升一碼？或兩碼？ , https://udn.com/news/story/7251/7019929?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:35:51 , udn , 外媒揭中國從事經濟間諜活動  美方施以反間計 , https://udn.com/news/story/6809/7020014?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:36:02 , udn , 紐約時報雜誌8日報導揭露，中國過去幾年如何與海外華人菁英搭線，進而使他們從事經濟間諜活動。報導並回顧2021年在美被判刑... , https://udn.com/news/story/6809/7020014?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:36:22 , udn , 兩會側記：兩會中外記者交流 「你來第幾次」成共同記憶 , https://udn.com/news/story/123410/7019926?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:36:33 , udn , 中國兩會開幕近一週，來自世界各地的記者湧入北京。「你來第幾次」成了各國記者碰面時的話題，不是指參加過幾次兩會的採訪，而是... , https://udn.com/news/story/123410/7019926?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:36:53 , udn , 經典賽／中華隊大幅落後球迷仍賣力加油 美記者：不可思議 , https://udn.com/news/story/10785/7019996?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:37:03 , udn , 中華隊昨晚在台中洲際棒球場對決巴拿馬，儘管中華隊在場上陷入大幅落後，觀眾仍持續熱情應援，這畫面也吸引美國記者注意，直呼不可思議。

大聯盟官網記者摩納根（Matt Monagan）昨天也出現在比賽 , https://udn.com/news/story/10785/7019996?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:37:24 , udn , 輕症「0+n」3月20日上路 指揮中心：中重症才須通報 , https://udn.com/news/story/120940/7020022?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:37:34 , udn , 中央流行疫情指揮中心今公布，自3月20日（個案採檢日）起，調整新冠肺炎確診通報定義，僅有併發症（中重症）條件之民眾需通報... , https://udn.com/news/story/120940/7020022?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:37:55 , udn , 冷門股尋寶人棄我取 冷灶也燒出旺火！ , https://udn.com/news/story/7251/7019937?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:38:05 , udn , 禁空令解除、國安基金可能退場、美債殖利率竄高等等利空接連而來，但台股卻創今年新高，外資積極回補，配合台股殖利率不低，使得電子權值股以及中小型股表現強勢，加上政策作多的軍工、資安、重電綠能以及高殖利率族群，正在三月展現另一番氣象！ , https://udn.com/news/story/7251/7019937?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:38:26 , udn , 總統文化獎徵選 盼深耕開創台灣多元文化面貌 , https://udn.com/news/story/7266/7020013?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:38:36 , udn , 第12屆總統文化獎徵選開跑，以「土地之愛、光耀前路」為主題，期許更多人深耕這片土地，持續開創台灣多元文化面貌 , https://udn.com/news/story/7266/7020013?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:38:52 , udn , 雲林縣議會集體收賄案  游姓姊妹居中牽線是破口 , https://udn.com/news/story/7321/7020030?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:38:56 , udn , 美媒新聞自由「免死金牌」 可能被福斯新聞玩完了 , https://udn.com/news/story/6809/7018900?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:39:03 , udn , 雲林檢調偵查雲林議長沈宗隆收賄案，經1年多暗中調查發現，因達德公司在完成部分風力發電機之後，一直無法取得使用執照和建照，... , https://udn.com/news/story/7321/7020030?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:39:07 , udn , 談到保障言論自由和新聞自由，美國憲法第一增修條文可說是最大的守護神，對媒體更形同是金鐘罩鐵布衫，少有因為報導或評論而被判罪。但是如果媒體經過查證，明知並非事實還繼續渲染報導，恐怕就逾越憲法保障的新聞自由範圍。 , https://udn.com/news/story/6809/7018900?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:39:27 , udn , NBA／杜蘭特主場首秀票價翻3倍 因傷缺陣球迷成輸家 , https://udn.com/news/story/7002/7020016?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:39:37 , udn , 明星前鋒杜蘭特（Kevin Durant）在今天迎接加盟太陽後的首場主場賽事，沒想到卻在賽前熱身時扭傷腳踝無法出賽，讓滿... , https://udn.com/news/story/7002/7020016?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:39:58 , udn , 五度調解終成立 「丟丟妹」李明珊確定離婚 , https://udn.com/news/story/7321/7020000?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:40:08 , udn , 因穿著火辣直播賣海鮮走紅的直播主「丟丟妹」李明珊，與從事海鮮批發商的老公王心正分道揚鑣，今天兩造五度出席調解庭，終於達成... , https://udn.com/news/story/7321/7020000?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:40:29 , udn , 全台水情吃緊 盧秀燕向中央提3點建議 顧好中部用水 , https://udn.com/news/story/7325/7019998?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:40:39 , udn , 行政院今例行院會，台中市長盧秀燕今再親自列席，針對近期水情，於會中向中央提出3點建議，包含水情燈號由藍轉綠、加強水源調度... , https://udn.com/news/story/7325/7019998?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:41:00 , udn , 經典運彩／投打戰力不輸古巴 看好「美國二隊」義大利勝出 , https://udn.com/news/story/10785/7019982?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:41:10 , udn , 【文／運彩貓小亨利】
2023世界棒球經典賽分組預賽 義大利 vs. 古巴
比賽時間: 3/9 19:00

經典賽不能小看義大利，只要有一點血統就能代表義大利出賽，也讓這隻隊伍算得上美國二隊 , https://udn.com/news/story/10785/7019982?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:41:30 , udn , 恢復兩岸航點同步開放陸客？ 觀光局：配合政策適時調整 , https://udn.com/news/story/7266/7019991?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:41:41 , udn , 行政院長陳建仁今指出，針對兩岸空運航點除考量疫情狀況，請陸委會盡量納入陸方所提出恢復航點建議，展現最大善意，陸委會將於下... , https://udn.com/news/story/7266/7019991?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:41:52 , udn , 可以瞻仰遺容了！ 指揮中心：確診死亡免盡速火化 , https://udn.com/news/story/7314/7020045?from=udn-ch1_breaknews-1-0-news
2023-03-09 14:42:01 , udn , 中國海外警察網攻台華語中心 外交部：僑務影響不大 , https://udn.com/news/story/6656/7019895?from=udn-ch1_breaknews-1-0-news
