2023-04-01 00:02:40 , udn , 台灣申請加入CPTPP 陸外交部：堅決反對 , https://udn.com/news/story/7331/7071102?from=udn-ch1_breaknews-1-0-news

然而事實上，在今日台灣政壇，狀況確實是如此弔詭：獨派的作為，往往是把兩岸統一的時間表往前撥；統派的行徑，則是讓分離意識日趨高漲，愈來愈不可能統一。 , https://udn.com/news/story/6656/7071474?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:27:15 , udn , 美國官員表示，阿肯色州首府小岩城和鄰近城鎮今天遭強烈龍捲風重創，造成至少2人喪生、數十人受傷，許多建築物的屋頂和牆壁被掀... , https://udn.com/news/story/6811/7071907?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:27:30 , udn , 干涉內政？拜登、內唐亞胡互嗆 背後有陳年舊帳 , https://udn.com/news/story/6809/7071236?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:27:35 , udn , 開航日本第6個航點 星宇航空每日1班直飛仙台 , https://udn.com/news/story/7270/7071917?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:27:40 , udn , 以色列執政聯盟強推司法改革，引發了連續12周的示威抗議浪潮，美國總統拜登警告以國總理內唐亞胡「不能繼續沿著這條路走下去」，內唐亞胡則是回敬了往往是美國對頭才會表達的「不會基於來自國外的壓力」做決定。 , https://udn.com/news/story/6809/7071236?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:27:46 , udn , 星宇航空今天插旗日本東北地區，開航譽有杜之都（森林之都）美名的第一大城「仙台」，未來預計每日1班，為該公司於日本第6個航... , https://udn.com/news/story/7270/7071917?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:01 , udn , 家裡失火飼主將狗狗扔下樓逃生！牠連滾帶爬「衝回火場救人」場面超催淚 , https://udn.com/news/story/7470/7064651?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:06 , udn , 影／侯友宜赴大墓公清明祭祀 現場高喊「總統好」 , https://udn.com/news/story/123307/7071913?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:11 , udn , 在網路上就流傳一段影片，是發生火災時，屋內的主人似乎因為火勢太大把狗狗丟下樓，想藉此讓狗狗有機會逃生，沒想到狗狗降落地面後做出的反應，讓網友直呼非常溫馨。 , https://udn.com/news/story/7470/7064651?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:16 , udn , 新北市長侯友宜今早到土城靈恩納骨塔視察清明祭祀情形，隨後到土城大墓公參加年度清明祭祀典禮，追悼過去義民烈士保衛鄉土、犧牲... , https://udn.com/news/story/123307/7071913?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:32 , udn , 公投已被判死刑？ 基隆護海公投出局後…目前僅剩一案 , https://udn.com/news/story/6656/7071867?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:37 , udn , 影／何欣純為立委大選勤跑攤 蔡其昌：沒人敢跟妳選啦 , https://udn.com/news/story/123307/7071910?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:42 , udn , 公投法自從修法後，將公投日定於8月第四個周六，自2021年起每兩年舉行一次。2023年逢公投年，但據中選會統計，目前僅受理「死刑限期執行公投」一案，而才獲基隆市府核准的「基隆護海公投」，則因被內政部駁回，中選會認定不得再次補正。至於被中選會一拖再拖的電子連署系統，可能要4月後才上路，趕不上今年法定的公投日，令立委直呼「公投已被宣判死刑」。 , https://udn.com/news/story/6656/7071867?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:28:47 , udn , 「加油加油，沒人敢跟妳選啦」立法院副院長蔡其昌對立委何欣純信心喊話，對於她角逐立委四連霸信心十足，一旁即將卸任的立委黃國書... , https://udn.com/news/story/123307/7071910?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:29:03 , udn , 五楊高架延伸到頭份 王國材：2031年完工 , https://udn.com/news/story/7266/7071948?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:29:08 , udn , 人間四月天 來高雄賞花泡湯 追螢火蟲正當時 , https://udn.com/news/story/7327/7071905?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:29:13 , udn , 針對大新竹地區國道交通經常性壅塞，交通部長王國材今天視察清明連假首日國道路況時說，高公局近期有在做幾個重要計畫，包括五楊... , https://udn.com/news/story/7266/7071948?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:29:18 , udn , 東高雄六龜、那瑪夏等地是高雄後花園，春季4月天除有粉色浪漫的花旗木盛放、寶來及不老溫泉區季節限定的賞螢活動也登場，高市府... , https://udn.com/news/story/7327/7071905?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:29:34 , udn , 清明連假首日下雨 麗寶樂園12歲以下99元...家長衝 , https://udn.com/news/story/7325/7071940?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:29:44 , udn , 今天是兒童清明節連假第一天，儘管中部地區春雨綿綿，一早遊客到麗寶樂園探索世界售票處排隊，不少家長衝著12歲以下99元優惠... , https://udn.com/news/story/7325/7071940?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:30:05 , udn , 星宇航空正式開航日本東北第一大城仙台 , https://udn.com/news/story/7241/7071928?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:30:15 , udn , FLY TO SENDAI。星宇航空（2646）於今（1）日正式插旗日本東北地區，開航譽有杜之都（森林之都）美名的第一大... , https://udn.com/news/story/7241/7071928?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:33:00 , udn , 瓜地馬拉總統：台灣是唯一且真正的中國 支持主權完整 , https://udn.com/news/story/6656/7071965?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:33:10 , udn , 蔡英文總統今天抵達瓜地馬拉之後，與瓜國總統賈麥岱密集互動，賈麥岱在國立文化宮先以軍禮歡迎，兩人再對媒體發表談話，隨後也舉... , https://udn.com/news/story/6656/7071965?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:33:31 , udn , 台27線紫蝶公路啟用 以後不再是「全台最窄省道」 , https://udn.com/news/story/7327/7071962?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:33:41 , udn , 高雄六龜台27線大津路段狹窄無法會車，過去曾有「全台最窄省道」之稱，道路拓寬時更面臨芒果樹存廢爭議，一度發生「毒樹」風波... , https://udn.com/news/story/7327/7071962?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:34:02 , udn , NBA／史上第二隊 勇士浪花三兄弟單季三分球皆破200顆 , https://udn.com/news/story/7002/7071963?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:34:12 , udn , 勇士在今天出戰馬刺的比賽中，靠著「浪花三兄弟」柯瑞（Stephen Curry）、湯普森（Klay Thompson）、... , https://udn.com/news/story/7002/7071963?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:34:33 , udn , 扯！北巿公車追撞停紅燈機車 司機酒測值竟高達1.33 , https://udn.com/news/story/7320/7071954?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:34:43 , udn , 公車司機劉姓男子昨午飲酒後上班，駕車載客行經台北市北投區一處路口，追撞停等紅燈的機車騎士，幸未釀傷，但經員警酒測，劉男酒... , https://udn.com/news/story/7320/7071954?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:35:04 , udn , 影／日籍夫婦遺落手機半小時尋獲 讚台南是個好地方 , https://udn.com/news/story/7320/7071953?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:35:14 , udn , 清明連假首日，80多歲日本籍老夫婦專程來台南遊，昨晚入中西區文旅飯店時，卻發現手機遺落在計程車上，讓兩夫婦焦急不已，向櫃... , https://udn.com/news/story/7320/7071953?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:36:11 , udn , 板橋大觀段都更發布實施 完工回饋空間將設公托 , https://udn.com/news/story/7323/7071909?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:36:21 , udn , 新北市板橋大觀段都更案已發布實施，更新後不僅改變浮洲地區老舊社區的印象，回饋可收托90名幼童的公共化幼兒園；此外，板橋浮... , https://udn.com/news/story/7323/7071909?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:36:42 , udn , 境外恐嚇電郵威脅機捷台北站放炸彈 桃捷公司：未發現 , https://udn.com/news/story/7320/7071904?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:36:52 , udn , 桃園大眾捷運公司今天中午表示，桃園捷警隊上午轉知有恐嚇炸彈訊息一案，公司運務處人員立即啟動A1台北車站安全保護標準作業，... , https://udn.com/news/story/7320/7071904?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:39:00 , udn , 瓜地馬拉總統：「台灣是唯一且真正的中國」支持主權完整 , https://udn.com/news/story/123444/7071965?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:40:02 , udn , NBA／史上第二隊！浪花三兄弟單季三分球皆破200顆 , https://udn.com/news/story/7002/7071963?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:42:01 , udn , 叫外送聰明省！4月「foodpanda優惠碼」懶人包快收好 , https://udn.com/news/story/7270/7071979?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:42:12 , udn , 即將邁入繳稅季，各種精省荷包的撇步都要牢記！如果經常叫外送，以下4月份各項foodpanda優惠碼一定要收好，要注意的是... , https://udn.com/news/story/7270/7071979?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:42:32 , udn , 攝護腺癌轉移 融合放療+標靶特色 北榮同位素治療助抗癌 , https://udn.com/news/story/7266/7071980?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:42:43 , udn , 一名53歲男性，3年前確診為攝護腺癌，後因骨頭轉移，無論坐著、躺著都會痛，除了大量使用止痛藥，也得緩慢行動才能降低痛感，... , https://udn.com/news/story/7266/7071980?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:43:03 , udn , 新北考古生活節「舶樂嘉年華」4月登場 到粉專留言抽40名VIP , https://udn.com/news/story/7323/7071978?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:43:13 , udn , 2023新北考古生活節「舶樂嘉年華」將於4月15、16日，在十三行博物館陽光廣場及新北考古公園舉辦，邀集國內外博物館以及... , https://udn.com/news/story/7323/7071978?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:44:59 , udn , 高雄3演唱會今齊發 警管制大港橋上橋人數 , https://udn.com/news/story/7327/7071982?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:45:10 , udn , 五月天、張惠妹分別在高雄世運主場館、巨蛋開演唱會，今天「大港開唱」也在高雄港蓬萊港區及駁二特區登場。3場演唱會齊開唱，高... , https://udn.com/news/story/7327/7071982?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:45:30 , udn , 人均借閱達4.6冊 新竹縣獲閱讀力表現績優城市第一名 , https://udn.com/news/story/7324/7071983?from=udn-ch1_breaknews-1-0-news
2023-04-01 14:45:41 , udn , 教育部進行111年度台灣閱讀風貌及全民閱讀力年度報告，新竹縣榮獲40萬人口以上縣市111年度整體閱讀力表現績優城市第1名... , https://udn.com/news/story/7324/7071983?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:00:01 , udn , 棒球／東體二壘手杜禹鋒拚選秀  天生球感好敏捷佳成優勢 , https://udn.com/news/story/7001/7071936?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:00:11 , udn , U18東岸聯盟棒球賽台東體中白隊二壘手杜禹鋒攻守有好表現，總教練陳峰岳直言杜禹鋒挑戰職棒優勢是天生的球感和敏捷好，這是練... , https://udn.com/news/story/7001/7071936?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:00:32 , udn , 學者：背後4因素 不丹與中國畫界即將談妥 , https://udn.com/news/story/7331/7071555?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:00:42 , udn , 喜馬拉雅山小國不丹與中國的邊界問題一直尚未畫定，近日傳出該國總理透露短期內將與中國舉行邊界會談、雙方的邊界問題「再過一、... , https://udn.com/news/story/7331/7071555?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:01:03 , udn , 台灣沿海出現浮屍 沈富雄揭密「悲慘世界」：這群人是未爆彈 , https://udn.com/news/story/7315/7071859?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:01:13 , udn , 台灣西部沿海陸續發現20具浮屍，懷疑是偷渡客遭到人蛇集團丟包死亡。對此，前民進黨立委沈富雄指出，台灣現在失聯的移工是很大型的未爆彈，而且美國也發生過類似的狀況。 , https://udn.com/news/story/7315/7071859?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:01:34 , udn , 溫網／溫布頓網賽解除禁令 允雙俄選手以中立身分參賽 , https://udn.com/news/story/7005/7071958?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:01:44 , udn , 溫布頓網球錦標賽今天解除對俄羅斯與白俄羅斯選手祭出的禁令，將允許他們以「中立」運動員身分參加今年的草地大滿貫賽，從202... , https://udn.com/news/story/7005/7071958?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:02:05 , udn , 清明祭祀拜拜需求拉抬 豬肉價格維持高點 , https://udn.com/news/story/7266/7071990?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:02:15 , udn , 清明假期展開，由於有祭祀拜拜需求，畜產品價格大漲，加上接下來休市三天，因此傳統市場備貨買氣旺。根據農委會畜產行情資訊網顯... , https://udn.com/news/story/7266/7071990?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:02:36 , udn , 日本高齡化危機！研究：2040年勞動力將大缺1100萬人 , https://udn.com/news/story/6809/7071986?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:02:46 , udn , 日本民間智庫指出，高齡少子化現象快速惡化，到了2040年，日本全國勞動力將大缺1100萬人。 , https://udn.com/news/story/6809/7071986?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:03:07 , udn , 吃酸菜魚「咬到戒指」以為男友準備求婚 結局反轉餐廳道歉 , https://udn.com/news/story/7266/7071961?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:03:17 , udn , 一名女顧客日前和朋友到台北市信義區一間知名酸菜魚餐廳用餐，吃到一半突然咬到戒指，令眾人嚇了一跳，以為是她男友精心安排的求婚橋段，沒想到店家告知真相後才知道是誤會一場... , https://udn.com/news/story/7266/7071961?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:03:38 , udn , 清明連假首日 中部以南位下風處 擴散不佳空品差 , https://udn.com/news/story/7266/7071985?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:03:48 , udn , 今天環境風場為東北風，根據環保署空氣品質監測網顯示，竹苗以北空品區位於迎風面，擴散條件良好，中部以南空品區位於下風處，汙... , https://udn.com/news/story/7266/7071985?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:06:00 , udn , 屏東市9路口新設智慧面板   連假出遊友善即時交通指引 , https://udn.com/news/story/7327/7072007?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:06:10 , udn , 假日出遊用路人最頭痛的是無法掌握目的地周邊停車場是否有空位，為提供用路人屏東觀光景點即時交通疏導措施、停車場剩餘格位及活... , https://udn.com/news/story/7327/7072007?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:06:11 , udn , 完全退休年齡延至70歲 民調：近8成美國人反對 , https://udn.com/news/story/6813/7071663?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:06:21 , udn , 昆尼別克大學民調顯示，近八成美國人反對領取社安金的完全退休年齡從67歲延至70歲；民調指出，反對者高達78%，贊成者僅1... , https://udn.com/news/story/6813/7071663?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:06:31 , udn , 陸新增地方債同比大增三千億 基建投資擔經濟復甦重任 , https://udn.com/news/story/7333/7072001?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:06:41 , udn , 大陸《澎湃新聞》報導，今年以來，大陸地方債的發行節奏明顯快於去年。《澎湃新聞》根據中國債券信息網披露的財政部門相關發行文... , https://udn.com/news/story/7333/7072001?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:02 , udn , 【重磅快評】打壓在野黨 輕縱執政黨 司法想當鷹犬？ , https://udn.com/news/story/7321/7072002?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:12 , udn , 港辦七欖 遊客回歸 無罩更盡興 首日細雨2.3萬人入場 , https://udn.com/news/story/7332/7071514?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:12 , udn , 短短幾天內，檢方大動作偵辦表態參選的顏寬恒舊案，對去年選舉期間多次攻擊高虹安論文的「翁達瑞」不起訴，加上被視為監察院長陳... , https://udn.com/news/story/7321/7072002?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:22 , udn , 香港國際七人欖球賽昨起一連三天在大球場舉行，為香港復常後，首個大型體育盛事，有入場觀眾說，今年氣氛很好。主辦單位稱截至昨... , https://udn.com/news/story/7332/7071514?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:33 , udn , 疫後新高 桃機出入境人數預估破十萬人 , https://udn.com/news/story/7266/7072000?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:43 , udn , 4月1日起 赴香港者出發前不需再檢測 , https://udn.com/news/story/7331/7071515?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:43 , udn , 今天為清明連假第一天，桃園機場迎來疫情解封後旅運高峰，桃園機場今天出入境人數預估超過十萬人次，桃園國際機場公司表示，出入... , https://udn.com/news/story/7266/7072000?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:07:53 , udn , 因應新冠病毒襲港，港府2020年定為「公共衛生緊急事態」，就疫情訂立涉及入境防控措施、口罩令及強檢令等措施的10條防疫規... , https://udn.com/news/story/7331/7071515?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:08:04 , udn , 歐洲高層訪華名單「越來越長」 法歐下周 德中旬到 , https://udn.com/news/story/7331/7071599?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:08:14 , udn , 西班牙首相桑傑士3月30日訪問北京，法國總統馬克宏和歐盟委員會主席范德萊恩也預計下周訪華。此外，德國商報3月30日報導，... , https://udn.com/news/story/7331/7071599?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:09:01 , udn , NBA／揮別冰冷手感砍30分 杜蘭特：前天打得像菜鳥 , https://udn.com/news/story/7002/7071976?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:09:05 , udn , 俄媒：習近平答應普亭派專家赴俄羅斯 助封YouTube , https://udn.com/news/story/122663/7071556?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:09:11 , udn , 杜蘭特（Kevin Durant）日前在復出首戰表現不佳，但他在今天很快就找回進攻手感，幫助太陽輕鬆擊敗主力休兵的金塊隊。賽後，杜蘭特除了吐槽自己前天的狀態，也表示自己還在跟球隊建立化學反應。

 , https://udn.com/news/story/7002/7071976?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:09:16 , udn , 俄媒報導，中國國家主席習近平日前與俄羅斯總統普亭會面時，同意派出一組中國網路專家前往莫斯科，幫助俄羅斯加強網路審查，其中... , https://udn.com/news/story/122663/7071556?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:09:32 , udn , 讓媽媽喘口氣  南市力推定點臨托、到宅育兒指導服務 , https://udn.com/news/story/7326/7072011?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:09:42 , udn , 慶祝兒童節，台南市社會局今天在市府西側廣場熱鬧辦理「守護台南囡仔--共創友善育兒城市」兒童節活動，吸引逾千名家長和兒童參... , https://udn.com/news/story/7326/7072011?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:10:03 , udn , 桃園彩色海芋季登場 林襄助陣宣傳28萬株歷年最大花田 , https://udn.com/news/story/7324/7072012?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:10:13 , udn , 桃園市長張善政今天上午前往大園區溪海休閒農業區，主持歷來最大的彩色海芋季開幕，超人氣樂天女孩林襄，為花季帶來熱情的應援舞... , https://udn.com/news/story/7324/7072012?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:10:34 , udn , 恬淡而高雅  JAMEI CHEN 23春夏新裝巧秀返璞歸真 , https://udn.com/news/story/7270/7072010?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:10:44 , udn , 古文明的存在，總為人帶來美好的無窮想像。設計師品牌JAMEI CHEN日前於品牌大安概念店上舉辦VVIP Trunk S... , https://udn.com/news/story/7270/7072010?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:11:38 , udn , 中國海外首單 印尼雅萬高鐵完成鋪軌 預計6月商業運營 , https://udn.com/news/story/7333/7071557?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:11:48 , udn , 中國鐵路國際有限公司3月31日表示，印尼雅萬高鐵全線軌道鋪通儀式31日上午9時在哈利姆站3站台舉行，標誌雅萬高鐵全線鋪軌... , https://udn.com/news/story/7333/7071557?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:14:59 , udn , 歡慶4/4台灣貓節！樂天購物「萌寵貓貓節」祭多重優惠 , https://udn.com/news/story/7270/7072028?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:15:09 , udn , 4月4日不僅是兒童節，也是「台灣貓節」，2023台北寵物用品博覽會暨台灣貓節即日起至4月3日在南港展覽館盛大登場，不少民... , https://udn.com/news/story/7270/7072028?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:15:30 , udn , 猴痘擬放寬隔離標準 皮膚科醫師：同住家人應完全避免接觸 , https://udn.com/news/story/7266/7072027?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:15:40 , udn , 疾管署昨日宣布，經專家會議討論，決議放寬猴痘隔離標準，疑似個案若有照護需求，才需住院隔離，若無醫療需求者，且居家環境條件... , https://udn.com/news/story/7266/7072027?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:16:31 , udn , 讓媽媽喘口氣 南市力推定點臨托、到宅育兒指導服務 , https://udn.com/news/story/7326/7072011?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:18:01 , udn , 石門水庫跌破5成蓄水量 今上午人工增雨 , https://udn.com/news/story/7266/7072041?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:18:03 , udn , 屏東市9路口新設智慧面板 連假出遊友善即時交通指引 , https://udn.com/news/story/7327/7072007?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:18:12 , udn , 截至今下午2時許，石門水庫蓄水量為1.02億噸，蓄水率49.78%，水位230.96公尺，為今年首次蓄水率低於5成，若比... , https://udn.com/news/story/7266/7072041?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:18:32 , udn , 台南東山國小校園開闢地瓜田 今收成辦親子控窯樂闖關 , https://udn.com/news/story/7326/7072040?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:18:42 , udn , 很多人不知道台南東山也能種出好吃的地瓜。東山區公所與東山國小合作、將第二校區閒置土地開闢成大片地瓜田，選用最受業界歡迎的... , https://udn.com/news/story/7326/7072040?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:19:03 , udn , 萌熊Bearista出沒童綜合醫院 小朋友嗨翻一起合影 , https://udn.com/news/story/7325/7072039?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:19:13 , udn , 兒童節將至，星巴克超可愛的萌熊Bearista，今特地將歡樂帶進童綜合醫院，不僅歡慶進駐台灣25周年，Bearista也... , https://udn.com/news/story/7325/7072039?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:19:34 , udn , 四接公投謝國樑批中央專權政府 不接受中選會違法之說 , https://udn.com/news/story/6656/7072038?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:19:45 , udn , 基隆市長謝國樑昨天認定四接公投連署合乎地方性公投規定，宣布核准，中選會指違反基隆市公民投票自治條例規定。謝國樑今天回應，... , https://udn.com/news/story/6656/7072038?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:20:05 , udn , 甲子園／山梨學院7比3勝報德 奪隊史及山梨縣甲子園首冠 , https://udn.com/news/story/7001/7071994?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:20:15 , udn , 日本山梨學院高校打線在今天春季甲子園冠軍戰大爆發，半局狂得7分，先發投手林謙吾成功壓制報德學園高校強打打線，讓報德學園無... , https://udn.com/news/story/7001/7071994?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:20:35 , udn , 避免危機升級 解放軍：中日海空聯絡「直通電話」建成 , https://udn.com/news/story/7331/7071598?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:20:36 , udn , 教育部首度查核技專校院師資 私校工會批「行政草率」 , https://udn.com/news/story/6885/7072037?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:20:46 , udn , 在日本外相林芳正4月1日訪華前一天，中國國防部發布消息稱，中日防務部門海空聯絡機制直通電話線路建設完成，消息強調，「直通... , https://udn.com/news/story/7331/7071598?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:20:46 , udn , 少子化影響，部分私立技專校院招生困難，連帶影響徵聘合格師資。教育部近日發函，為維護學生權益，將查核技專師資專長。私校工會... , https://udn.com/news/story/6885/7072037?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:21:06 , udn , 西方國家第一槍！因涉違私隱法 義大利封鎖ChatGPT限20天改善 , https://udn.com/news/story/6811/7071622?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:21:07 , udn , 才獲北市優等評鑑就鬧酒駕 公運處罰大南客運9萬、司機被開除 , https://udn.com/news/story/7321/7072031?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:21:16 , udn , 義大利隱私保護監管機構31日表示，人工智慧（AI）聊天機器人ChatGPT不重視用戶資料，涉嫌違反私隱法，而且無法核實用... , https://udn.com/news/story/6811/7071622?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:21:17 , udn , 台北市北投區昨發生車禍，大南客運駕駛疑似未保持安全距離，擦撞到前方等紅燈的機車，警方到場後酒測發現51歲的劉姓司機酒測值... , https://udn.com/news/story/7321/7072031?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:23:40 , udn , 孟晚舟：個人案件畫上句號 若工作需要 仍會赴美出差 , https://udn.com/news/story/7333/7071572?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:23:50 , udn , 在3月31日舉行的華為2022年年度報告會上，華為輪值董事長、首席財務官孟晚舟在回答記者提問時表示，「隨著法官批准檢方的... , https://udn.com/news/story/7333/7071572?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:24:40 , udn , 金融危機就像美女...央行愚人節發文解釋「金融小語彙」 , https://udn.com/news/story/7239/7072009?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:24:51 , udn , 中央銀行今（1）日於臉書粉絲專頁上貼文指出，「金融危機就像美女一樣，很難定義、但易辨識！」 , https://udn.com/news/story/7239/7072009?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:26:49 , udn , 房市329／市場看好商辦至少再熱5年 但也有人出現危機意識？ , https://udn.com/news/story/7238/7071951?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:27:00 , udn , 今年房市329檔期，出現「住宅冷、商辦熱」兩樣情，光台北市商辦就出現2000億元的案量，占北台灣推案量的半數，因近年不少建商開始擴大戰線，布局擁有長期收益的商用不動產。業界普遍認為，商辦至少再熱5年，屆時北市也將進入商辦供給高峰，新增約100萬坪；而平均地權條例「管住不管商」，也吸引法人積極購買「億級豪辦」，商用不動產將是法人未來置產重心。 , https://udn.com/news/story/7238/7071951?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:27:20 , udn , 影／高捷站長林忠明一唱成名 預告今晚要唱「聽海」 , https://udn.com/news/story/7327/7072053?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:27:30 , udn , 高雄捷運站長林忠明在五月天演唱會後疏散人潮時引吭高歌，紓解不少歌迷等車不耐情緒。高雄市長陳其邁昨晚慰問演唱會工作人員，看... , https://udn.com/news/story/7327/7072053?from=udn-ch1_breaknews-1-0-news
2023-04-01 15:27:51 , udn , 蔡總統將訪馬雅文明遺跡 瓜國總統：最重要文化大使 , https://udn.com/news/story/123444/7072022?from=udn-ch1_breaknews-1-0-news
