2023-04-14 00:00:05 , udn , 融合客家精神與法料神髓 「CEO 1950」春季新菜登場 , https://udn.com/news/story/7270/7096920?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:00:25 , udn , 今天上午有不少民眾目擊，基隆港東岸出現一隻巨大的黃色小鴨，與2013年底曾出現在基隆港的霍夫曼黃色小鴨類似，引發關注。台... , https://udn.com/news/story/7270/7098135?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:00:29 , udn , 想見AV女優，除了參加台灣業者舉辦的攝影會、見面會以及成人展外，還有沒有其他管道？ , https://udn.com/news/story/120914/7097551?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:00:46 , udn , 高雄打造類實境職訓教育場地 高空摔落感受好真實 , https://udn.com/news/story/7269/7098123?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:00:50 , udn , NBA／稱快艇「空拋之城」不可能奪冠　瑞佛斯：我們處得不好 , https://udn.com/news/story/7002/7098008?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:00:56 , udn , VR、AR技術不僅能運用在電玩競技項目，南科高雄園區設立全台第一座多體感延伸實境XR場域，提供類實境教育訓練場域，可模擬... , https://udn.com/news/story/7269/7098123?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:00 , udn , 在雷納德（Kawhi Leonard）和喬治（Paul George）加入之前，快艇隊就曾因組成「空拋之城」成為西區強權，但當時執教的瑞佛斯（Doc Rivers）卻認為，那支球隊本就不可能奪冠。
 , https://udn.com/news/story/7002/7098008?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:17 , udn , 郵局領現金6000元下周開跑 財政部提醒注意這幾點 , https://udn.com/news/story/7243/7098122?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:21 , udn , 高屏溪抗旱井完成7口 屏東產業園區完成臨時管線工程 , https://udn.com/news/story/7327/7098107?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:27 , udn , 政府普發現金6000元，你領了嗎？財政部今天宣布，4月17日開放郵局領現，領取期間至10月31日止，民眾可於郵局營業時間... , https://udn.com/news/story/7243/7098122?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:31 , udn , 減緩南部旱象衝擊，南區水資源局趕辦2023年穩定南部供水抗旱計畫，預計在高屏溪鑿50口井，目前已完成7口井，其餘可在4月... , https://udn.com/news/story/7327/7098107?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:48 , udn , 台南人好幸運  遊古蹟統一發票中2百萬、繳電費中百萬 , https://udn.com/news/story/7238/7098119?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:52 , udn , 顧身體也幫你顧荷包 通霄警與醫院合作巡迴社區開講 , https://udn.com/news/story/7320/7098105?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:01:58 , udn , 112年1-2月期統一發票開獎3月25日開獎，繼日前台南市古蹟景點德記洋行暨安平樹屋民眾消費100元的統一發票中特獎2百... , https://udn.com/news/story/7238/7098119?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:02:02 , udn , 為了擴大反詐騙成效，苗栗縣通霄警分局與苑裡李綜合醫院共同合作，周三起在轄區通霄、苑裡地區巡迴辦理社區健康講座與犯罪預防宣... , https://udn.com/news/story/7320/7098105?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:02:23 , udn , 媽祖阿沙力 爽快聖示這組日期舉辦彰化王功漁火節 , https://udn.com/news/story/7325/7098100?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:02:33 , udn , 彰化縣2023王功漁火節今年邁入第19年，過去兩年縣長王惠美擲筊請芳苑鄉王功福海宮媽祖聖示舉辦日期多曲折，今天第一輪的第... , https://udn.com/news/story/7325/7098100?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:02:54 , udn , 五角大廈洩密案主嫌落網！恐被依間諜法起訴關10年 明首度出庭 , https://udn.com/news/story/6811/7098101?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:03:04 , udn , 五角大廈機密文件外流，美國21歲麻州空軍國民兵成員泰謝拉（Jack Teixeira）因涉嫌洩露機密軍機，在13日被美國... , https://udn.com/news/story/6811/7098101?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:03:12 , udn , 立法院三讀道交條例 未禮讓行人最高罰6000元 , https://udn.com/news/story/6656/7098140?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:03:23 , udn , 為洗刷國外媒體指稱「行人地獄」汙名，立法院會今天三讀通過道路交通管理處罰條例部分條文修正案，將汽車不禮讓行人最高處360... , https://udn.com/news/story/6656/7098140?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:03:25 , udn , 財政部宣布4月17日開放郵局領6000元 領取流程一次看 , https://udn.com/news/story/123271/7098086?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:03:35 , udn , 財政部今（14）日表示，為提供民眾多元便利管道領取普發現金，宣布今年4月17日開放郵局領現，領取期間至2023年10 月... , https://udn.com/news/story/123271/7098086?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:04:14 , udn , 影／德州牧場驚傳爆炸！逾1.8萬頭乳牛喪生火海畫面曝 , https://udn.com/news/story/7470/7098130?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:04:24 , udn , 美國德州西部一座乳牛場10日驚傳發生爆炸和火災後，導致超過1.8萬頭乳牛死亡、1人重傷。 , https://udn.com/news/story/7470/7098130?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:06:15 , udn , 若解放軍攻台！薛瑞福：美國有4大理由保衛台灣 , https://udn.com/news/story/6811/7098149?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:06:25 , udn , 美國國防部印太安全事務部前助理部長薛瑞福（Randall Schriver）日前在加州大學柏克萊分校國際研究所發表題為「... , https://udn.com/news/story/6811/7098149?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:12:13 , udn , 足球／梅西入選時代雜誌百大人物 網壇傳奇費德勒撰寫評語 , https://udn.com/news/story/7005/7098106?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:12:24 , udn , 美國《時代雜誌》今公布年度全球百大影響人物，去年率領阿根廷奪冠的足壇巨星梅西（Lionel Messi）風光入選，網壇傳奇費德勒（Roger Federer）也應邀寫下評語。

費德勒寫道：「進球 , https://udn.com/news/story/7005/7098106?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:12:44 , udn , NBA／為何被媒體貼「敏感」標籤？KD：因為我去勇士 , https://udn.com/news/story/7002/7098021?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:12:55 , udn , 太陽巨星杜蘭特（Kevin Durant）經常在社群媒體和球迷筆戰，因此被外界貼上「太敏感」的標籤。對此杜蘭特不以為然，認為自己的行為被過度放大，原因和當年加盟勇士隊有關。

杜蘭特近日接受《福斯 , https://udn.com/news/story/7002/7098021?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:13:46 , udn , 擺脫行人地獄！立法院三讀通過道交條例 未禮讓行人最高罰6000元 , https://udn.com/news/story/6656/7098140?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:14:16 , udn , 中鋼以平盤開出五月盤價 結束連四個月漲勢 , https://udn.com/news/story/7252/7098137?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:14:27 , udn , 中鋼（2002）今(14)日以平盤開出五月盤價，結束連四個月漲勢，該公司指出，近期突發美歐金融體系動盪、地緣政治紛擾等風... , https://udn.com/news/story/7252/7098137?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:14:47 , udn , 基隆港黃色小鴨快閃現身 港務公司證實了 , https://udn.com/news/story/7266/7098135?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:14:58 , udn , 今天上午有不少民眾目擊，基隆港東岸出現一隻巨大的黃色小鴨，與2013年底曾出現在基隆港的霍夫曼黃色小鴨類似，引發關注。台灣港務公司表示，此為言心文創公司「大型充氣道具水中測試活動」，事前已洽妥台船公司，第一隻於今上午11點下水測試，第二隻預計下午2點22分至3點半完成測試。 , https://udn.com/news/story/7266/7098135?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:15:13 , udn , 立院三讀通過！惡意逼車、國道迴車倒車最高罰3.6萬元 , https://udn.com/news/story/6656/7098153?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:15:23 , udn , 立法院會今天三讀通過修正道路交通管理處罰條例部分條文，不僅增加高速公路違規迴車、倒車、逆向駕駛等危險駕駛樣態，也加重危險... , https://udn.com/news/story/6656/7098153?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:21:55 , udn , 中鋼5月盤價開平盤 鋼市進入整理階段 , https://udn.com/news/story/7252/7098102?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:22:05 , udn , 歐美銀行危機在監管當局迅速處置下快速落幕，避免引發系統性風險，多國央行順勢宣布暫停升息或轉為降息，帶動美元指數回落，減緩... , https://udn.com/news/story/7252/7098102?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:24:12 , udn , 沙塵暴吹到日韓 陸專家語出驚人：有利全球生態 , https://udn.com/news/story/7333/7098169?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:24:23 , udn , 近日沙塵暴侵襲大陸北方，周邊的日本、韓國及台灣都受波及。關於沙塵天氣能否根治的問題，大陸中央氣象台專家指出，沙塵暴並不需... , https://udn.com/news/story/7333/7098169?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:24:43 , udn , 史上規模最大的廣交會開幕 線下展企業達3.49萬家 , https://udn.com/news/story/7333/7098171?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:24:54 , udn , 第133屆廣交會今（14）日登場，並將於4月15日至5月5日在廣州分三期舉辦。廣交會一向被譽為中國外貿的「晴雨錶」和「風... , https://udn.com/news/story/7333/7098171?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:25:14 , udn , 普發現金6000元你領了嗎？財政部：逾1600萬人已領 , https://udn.com/news/story/123271/7098168?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:25:25 , udn , 根據財政部統計，普發現金6,000 元到今（14）日下午約2時，已有七成國人完成領取。其中，直接入帳約430萬人，登記入... , https://udn.com/news/story/123271/7098168?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:25:45 , udn , 台南退休高階警官疑心肌梗塞 出遊越南傳不幸 , https://udn.com/news/story/7320/7098170?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:25:56 , udn , 已退休的前台南市警察局督察「海伯」蔡長海，9日與昔日同僚前往越南旅遊，12日下午在當地著名景點下龍灣，疑似心肌梗塞猝死，... , https://udn.com/news/story/7320/7098170?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:26:17 , udn , 面試被問薪資她盼能有3萬 反遭人資酸「妳覺得妳值嗎？」 , https://udn.com/news/story/7269/7097957?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:26:27 , udn , 面試時被問到期望的薪資，大家會怎麼回答？一名女網友就透露自己去面試的時候過程都很順利，但被問到薪資問題，她透露希望能有3萬元，卻讓人資直言「妳覺得妳值這個薪資嗎？」貼文也讓不少鄉民看了氣憤「是在摳什麼？」 , https://udn.com/news/story/7269/7097957?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:26:47 , udn , 籃球／體育署跟進修法嚴懲黃牛 PLG、T1少見炒作票價 , https://udn.com/news/story/7003/7097901?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:26:58 , udn , 文化部啟動修法要嚴懲惡意炒作票價的黃牛，體育署預計也將跟進，不過目前台灣的2大職籃PLG與T1，除了去年底的掀起的「魔獸... , https://udn.com/news/story/7003/7097901?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:36:13 , udn , 歷時13年！ 五泰輕軌可行性研究今獲政院核定 , https://udn.com/news/story/7323/7098208?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:36:23 , udn , 新北市「三環六線」五股泰山輕軌可行性研究今獲行政院宣布核定，歷時13年，新北捷運局目前已先啟動綜合規畫作業。新北捷運局長... , https://udn.com/news/story/7323/7098208?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:36:44 , udn , 蔣萬安聞當選靠阿公怒了 反嗆綠營「請尊重選民的智慧」 , https://udn.com/news/story/7323/7098205?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:36:54 , udn , 台北市長蔣萬安今赴市議會備詢，民進黨議員劉耀仁先是問蔣熟不熟悉萬華區的幾個建設，接著說莒光社宅拖了8個月還不能入住，批評... , https://udn.com/news/story/7323/7098205?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:37:15 , udn , 創意包裝零食新貨到！7-ELEVEN獨家預購「鮮芋仙超人力霸王仙草凍」、「台灣啤酒X金山藷童瑤果香地瓜片」 , https://udn.com/news/story/7270/7098201?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:37:25 , udn , 下午茶、追劇少不了涮嘴零食作伴，除了滿足口腹之慾，創意包裝也是近年來吸引買氣的焦點，拍照打卡更吸睛！7-ELEVEN預購... , https://udn.com/news/story/7270/7098201?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:37:46 , udn , 學者：中共軍演自曝3大戰力缺失 無人機運用低得離譜 , https://udn.com/news/story/7331/7098174?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:37:56 , udn , 中共日前舉行3天環台軍演，加上後續2天共派出293架次空中兵力擾台。不過學者認為，此舉反暴露共軍實戰化程度未提升、聯合作... , https://udn.com/news/story/7331/7098174?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:38:17 , udn , 王建煊／王老先生講故事之278：算術高手？ , https://udn.com/news/story/7340/7098188?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:38:27 , udn , 禮尚往來是人之常情，許多人煩惱的是送少了不好意思，送多了怕吃虧。其實，人在交友往來時，有時吃點虧，在金錢上手頭放鬆一點，人際關係會大為改善。 , https://udn.com/news/story/7340/7098188?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:38:48 , udn , 南科旁蓮潭里活動中心動土 明年公托也將進駐 , https://udn.com/news/story/7326/7098198?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:38:59 , udn , 南科特定區台南善化蓮潭里「活動中心暨公設民營托嬰中心」今天動土，二層樓建築將設置禮堂、辦公室及公設民營托嬰中心，預計明年... , https://udn.com/news/story/7326/7098198?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:39:19 , udn , 為國民黨征戰北市艱困選區立委？  謝龍介回應了 , https://udn.com/news/story/7323/7098189?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:39:29 , udn , 國民黨北市黨部主委黃呂錦茹今天接受媒體專訪中透露，有考慮徵召2022年台南市長候選人謝龍介參選，他表示，對藍營而言較艱困... , https://udn.com/news/story/7323/7098189?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:39:43 , udn , 綠營議員質詢稱「當選靠阿公」 蔣萬安怒了反嗆：請尊重選民的智慧 , https://udn.com/news/story/7323/7098205?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:39:50 , udn , 白曉燕案回顧／交警巡邏恰巧撞見陳進興 正面對峙開不開槍只在一瞬間 , https://udn.com/news/story/7266/7098042?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:40:01 , udn , 「0414專案」是台灣治安史上難忘的一頁，1997年4月14日藝人白冰冰的女兒白曉燕遭綁架，後被撕票，3名歹徒逃亡期間數度與警方槍戰，高天民、林春生先後分別在圍捕行動中被警方格殺斃命，陳進興則直至南非武官挾持案件後，才棄械歸案。此案不僅轟動全國，也造成全民恐慌。當時在永和警分局交通隊的警員林建宏和曾文雅，曾在巡邏途中遇上逃亡中的陳進興，雙方近距離持槍對峙，經歷生死一瞬間。 , https://udn.com/news/story/7266/7098042?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:40:21 , udn , NBA／一個重建一個衝冠？ 熱火高層：有意換來里拉德 , https://udn.com/news/story/7002/7098118?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:40:32 , udn , 熱火隊和拓荒者隊，目前都站上了要續拚或重建的十字路口，這情形也使得兩隊出現可能的交易機會。根據外媒報導，熱火有機會以赫洛（Tyler Herro）為主體換來里拉德（Damian Lillard）。
 , https://udn.com/news/story/7002/7098118?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:40:52 , udn , 新竹縣桐花祭開跑 推出4條桐花小旅行 , https://udn.com/news/story/7324/7098187?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:41:03 , udn , 新竹縣2023「新竹遶桐花」桐花祭系列活動開跑，首場活動由「遊尞客庄」桐花小旅行與新竹縣中華花藝協會年度花藝特展揭開序幕... , https://udn.com/news/story/7324/7098187?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:41:23 , udn , 花式滑冰／北市青年盃周六小巨蛋登場 精銳盡出超過百名選手與賽 , https://udn.com/news/story/7005/7098167?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:41:34 , udn , 112年台北市青年盃滑冰錦標賽本週六在台北小巨蛋冰上樂園舉行，共吸引超過100名選手參賽，台灣菁英選手也傾巢而出，包括台灣女子組一姊丁子涵，男子組潛力新星周冠廷，還有10歲天才少女賴岑晰都將出賽。
 , https://udn.com/news/story/7005/7098167?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:41:54 , udn , 台達攜手海生館育種耐熱珊瑚 科技養殖助力珊瑚復育 , https://udn.com/news/story/7240/7098182?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:42:05 , udn , 台達電（2308）落實生物多樣性永續策略，企業志工本周末（15日至16日）將協助國立海洋生物博物館的研究人員，在珊瑚繁殖... , https://udn.com/news/story/7240/7098182?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:42:13 , udn , 國3南下中和隧道3車追撞 安坑至中和「紫爆」回堵5公里 , https://udn.com/news/story/7320/7098224?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:42:23 , udn , 高速公路局說，今天下午2時37分，在國道3號南向34.3K中和隧道，1輛小貨車和2輛自小客車追撞事故，占用外線車道，回堵... , https://udn.com/news/story/7320/7098224?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:42:25 , udn , 彰化永靖鄉農會三巨頭賣鳳梨 兩小時完售 , https://udn.com/news/story/7325/7098181?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:42:36 , udn , 台灣鳳梨品質好卻被非農業因素影響，外銷轉內銷，彰化縣永靖鄉農會三巨頭今天促銷優質鳳梨，一箱6顆300元，單買每顆50元，... , https://udn.com/news/story/7325/7098181?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:42:44 , udn , 歷時13年！五泰輕軌可行性研究今獲政院核定 , https://udn.com/news/story/7323/7098208?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:42:56 , udn , 新莊貪警教唆友人冒領拾得金收押禁見 警分局依規定停職 , https://udn.com/news/story/7321/7098183?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:43:07 , udn , 新北市新莊警分局警備隊呂姓員警，去年涉嫌教唆友人冒領多筆拾得金共計2萬1300元，案經分局自檢調查，昨天依貪汙治罪條例移... , https://udn.com/news/story/7321/7098183?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:46:00 , udn , 上櫃公司111年度董事及監察人酬金將於4月17日揭露 , https://udn.com/news/story/7254/7098166?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:46:10 , udn , 櫃買中心表示，為落實股東行動主義，達到以「市場機制」督促公司訂定合理之董監事酬金，將於112年4月17日在公開資訊觀測站... , https://udn.com/news/story/7254/7098166?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:48:13 , udn , 秦剛系統性地向貝爾伯克闡述了台灣問題的立場 , https://udn.com/news/story/7331/7098243?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:48:23 , udn , 德國外長貝爾伯克今天在北京與大陸外長秦剛共同主持了第六輪中德外交與安全戰略對話，依據陸外交部發言人汪文斌的轉述，雙方就中... , https://udn.com/news/story/7331/7098243?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:48:44 , udn , 彰化農二代連賠5年 公主葡萄今春華麗上市 , https://udn.com/news/story/7270/7098239?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:48:54 , udn , 做人有「公主病」會被嫌，葡萄有公主病卻備受疼惜，彰化縣古月葡萄農場場長胡志豪用20年馴化「安藝皇后」日本品系葡萄，5年前... , https://udn.com/news/story/7270/7098239?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:49:15 , udn , 「蟑螂爬身也無力處理」她肌萎症爭取助理時數 新北市不上訴全案確定 , https://udn.com/news/story/7321/7098238?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:49:25 , udn , 患肌肉萎縮症的重度障礙者「玉姐」3年前向新北市政府社會局申請個人助理服務時數每月744小時（即每日24小時），社會局核定... , https://udn.com/news/story/7321/7098238?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:49:46 , udn , 酒駕撞死人聲請不讓國民法官審理 台北地院駁回 , https://udn.com/news/story/7321/7098240?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:49:56 , udn , 男子李佳修去年酒駕競速狂飆撞死無辜王姓駕駛，起訴進入國民法官參審程序，李與律師主張，案子經媒體廣泛報導，未來的國民法官心... , https://udn.com/news/story/7321/7098240?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:50:17 , udn , 王世堅遭控涉入中泰花園拆除案 當事人力挺重返國會 , https://udn.com/news/story/6656/7098237?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:50:27 , udn , 民進黨台北市大同、士林選區立委區選，由市議員王世堅挑戰現任立委何志偉，競爭激烈，網路卻出現謠言梗圖，指王世堅涉入中泰花園... , https://udn.com/news/story/6656/7098237?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:50:48 , udn , MLB／讚大谷是「萊恩+邦茲」 塞揚名投：他投打均可排前3 , https://udn.com/news/story/6999/7098211?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:50:58 , udn , 天使球星大谷翔平連兩季展現超狂「二刀流」表現。今年開季投球表現再進化，先發3場防禦率僅0.47。4屆塞揚名投麥達斯（Greg Maddux）近日在節木盛讚大谷，是歷史三振王萊恩（Nolan Ryan） , https://udn.com/news/story/6999/7098211?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:51:19 , udn , 老師路口站導護遭撞到失能 教團籲警政接手、教師回歸校園 , https://udn.com/news/story/6885/7098232?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:51:29 , udn , 110年鳳翔國中梁姓老師於執行公務時遭撞，導致終身失能。教師執行公務受傷時有所聞，教育團體除要求修法，讓教師不分縣市因公... , https://udn.com/news/story/6885/7098232?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:51:50 , udn , 科學把關、人工嚴格管控　揭秘紐西蘭Zespri奇異果之旅 , https://udn.com/news/story/7270/7098234?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:52:00 , udn , 在天氣微涼的南半球初秋時節造訪紐西蘭，微風與陽光依舊，曬在一顆顆即將收成的Zespri奇異果身上，它是台灣人最熟悉的紐西... , https://udn.com/news/story/7270/7098234?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:52:21 , udn , 保特瓶壓力、天燈升力怎麼測？ 永年小科學家科展奪金 , https://udn.com/news/story/7326/7098236?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:52:31 , udn , 雲林縣土庫永年中學5名國二生首次挑戰科學競賽，以「沈默的寶藏」、「 冉冉上升的平安符」摘金奪銀，將代表雲林參加全國科學大... , https://udn.com/news/story/7326/7098236?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:52:52 , udn , 魚池農廢棄物難以去化 下周起由農會支付費用統一回收 , https://udn.com/news/story/7325/7098233?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:53:02 , udn , 由於面對無法處理的農業廢棄物，加上南投縣有嚴重的垃圾問題，魚池鄉農會為協助魚池找回最佳空氣品質，最近喊出「拜託，賣夠燒丫... , https://udn.com/news/story/7325/7098233?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:53:23 , udn , 買00878、0050沒什麼激情！ 存股達人：難在「堅持」這件事 , https://udn.com/news/story/123006/7098199?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:53:33 , udn , 存股難嗎？難在堅持吧？！ , https://udn.com/news/story/123006/7098199?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:54:14 , udn , 中職／桃園球場草皮綠油油 未來思考更換人工草皮 , https://udn.com/news/story/7001/7098264?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:54:25 , udn , 今天走進桃園棒球場，草皮狀況比開幕戰時明顯好上許多，樂天桃猿領隊浦韋青也解釋，這段時間有努力改善、重植草皮，加上樂天金鷲... , https://udn.com/news/story/7001/7098264?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:54:46 , udn , 屏菸獲2023德國iF設計獎 屏東美學設計力受國際肯定 , https://udn.com/news/story/7327/7098261?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:54:56 , udn , 被譽為設計界奧斯卡獎的德國iF設計獎（iF Design Award）， 2023得獎名單揭曉，屏菸1936文化基地的屏... , https://udn.com/news/story/7327/7098261?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:55:17 , udn , 2寶媽也能當鈑金烤漆「黑手」從會計考雙技術士證照 , https://udn.com/news/story/7323/7098262?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:55:27 , udn , 新北市環河快速道路旁一間汽車修護廠，數名修車師傅忙碌穿梭奔波，其中一名女性身影更是穿梭在工具台與車輛間，她拿著螺絲起子彎... , https://udn.com/news/story/7323/7098262?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:55:47 , udn , 林小姐表示這不是情趣用品！紙箱外寫滿「非成人玩具」全網笑翻 , https://udn.com/news/story/120912/7097645?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:55:58 , udn , 此地無銀三百兩！有時網購一些私人物品時，會不希望被其他人知道包裹內的商品為何，然而有網友分享，一名賣家在包裹上寫著「應林小姐要求表示這不是情趣用品」，讓他笑翻直呼「神一般的賣家」。 , https://udn.com/news/story/120912/7097645?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:56:18 , udn , 影／國1高雄路段3大車追撞 車頭凹陷變形駕駛一度受困 , https://udn.com/news/story/7320/7098258?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:56:29 , udn , 國道1號南下366公里處高雄九如路段，今天上午發生3輛大車追撞事故，造成中間車道遭占用，後方車流回堵逾6公里；整起事故僅... , https://udn.com/news/story/7320/7098258?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:56:49 , udn , 日本投票率再探新低…他整理爺爺遺物 翻出72年前這張紙嘆「要珍惜參政權」 , https://udn.com/news/story/6810/7097332?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:57:00 , udn , 最近日本進行第20回統一地方選舉，讓部分都道府縣或指定都市票選知事。然而，這次的投票率卻僅有46.78％，比過去最低的投票率47.14％還要更差，刷新了投票率新低。對比現在日本社會低迷的投票率，一位網友分享過去日本投票的歷史，也引起許多討論。 , https://udn.com/news/story/6810/7097332?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:57:12 , udn , 反擊「當選靠阿公」 蔣萬安：選民一票票選出 , https://udn.com/news/story/7323/7098276?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:57:20 , udn , 鼓勵淘汰高齡機車 彰化放寬高齡年限、加碼補助 , https://udn.com/news/story/7325/7098250?from=udn-ch1_breaknews-1-0-news
2023-04-14 15:57:23 , udn , 台北市長蔣萬安下午前往市議會做施政報告，在面對市議員劉耀仁質詢，要求蔣巿長市政要用功，而以民進黨送蔣萬安的一句話「當選靠... , https://udn.com/news/story/7323/7098276?from=udn-ch1_breaknews-1-0-news
