2023-03-22 00:05:37 , udn , 「海水煉金」5年前台中沒成 今年將在大陸成真？ , https://udn.com/news/story/7331/7047525?from=udn-ch1_breaknews-1-0-news
2023-03-22 14:58:32 , udn , 太焦慮常常拔頭髮？醫師提醒保護頭皮 小心發炎變禿頭 , https://udn.com/news/story/7270/7048814?from=udn-ch1_breaknews-1-0-news
2023-03-22 14:58:42 , udn , 面對生活中的焦慮，有許多人喜歡玩頭髮，甚至拉扯、拔頭髮，醫師提醒可能是拔毛症的徵狀，皮膚科醫師黃毓雅指出，拔毛症是無法克... , https://udn.com/news/story/7270/7048814?from=udn-ch1_breaknews-1-0-news
2023-03-22 14:59:03 , udn , 海陸2班夜哨睡覺放空城 天兵中士脫哨還做假資料 , https://udn.com/news/story/7321/7048815?from=udn-ch1_breaknews-1-0-news
2023-03-22 14:59:13 , udn , 海軍陸戰隊陸戰九九旅吳姓中士擔任安全士官時，因睡覺脫哨兩小時，下一班的吳姓上兵也未起床，吳男脫哨也沒交接給吳姓上兵，還偽... , https://udn.com/news/story/7321/7048815?from=udn-ch1_breaknews-1-0-news
2023-03-22 14:59:34 , udn , 影／國一楠梓交流道3車追撞 貨車遭推撞上護欄匝道入口封閉 , https://udn.com/news/story/7320/7048813?from=udn-ch1_breaknews-1-0-news
2023-03-22 14:59:44 , udn , 國道一號北向355公里處，高雄楠梓交流道入口，今天下午發生大貨車、水泥車跟小客車共3車追撞事故，導致楠路入口匝道封閉，目... , https://udn.com/news/story/7320/7048813?from=udn-ch1_breaknews-1-0-news
2023-03-22 14:59:58 , udn , 特戰分遣隊制度推手 前花防部參謀長林彰良病逝 , https://udn.com/news/story/10930/7048820?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:00:08 , udn , 軍方證實，前陸軍花防部參謀長林彰良少將今天病逝，享年52歲。林彰良曾任特戰指揮部上校副指揮官，去年12月底才晉任少將，是... , https://udn.com/news/story/10930/7048820?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:00:29 , udn , 換人頭照假身分出境逃亡海外22年 「菲國軍火大亨」陳建寧今押返台 , https://udn.com/news/story/7321/7048829?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:00:37 , udn , 「小熊維尼：血與蜜」香港撤映 疑當局封殺 , https://udn.com/news/story/7331/7048021?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:00:39 , udn , 「菲國軍火大亨」陳建寧22年前涉嫌綁票嘉義陳姓商人勒贖千萬元，逃亡海外多年後遭遣返押解返台，嘉義地檢署表示，陳嫌遣返回台... , https://udn.com/news/story/7321/7048829?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:00:47 , udn , 根據電影資訊網站，原定23日在香港正式上映的英國恐怖電影「小熊維尼：血與蜜」（Winnie the Pooh: Bloo... , https://udn.com/news/story/7331/7048021?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:01:00 , udn , 古董神車小迪奧飆車競速摔水溝 再被警方查緝 GG了 , https://udn.com/news/story/7320/7048830?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:01:10 , udn , 近日在網路有民眾分享多部古董車二行程機車「Dio」在堤岸道路競速，其中一輛竟直接衝入排水溝，彰化縣芳苑警方查出，競速事件... , https://udn.com/news/story/7320/7048830?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:01:31 , udn ,  全聯、家樂福「60元幸福餐盒」上架聲量就破千！目前「僅限雙北」販售　網哀嚎：南部人不配幸福   , https://udn.com/news/story/7241/7047941?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:01:41 , udn , 行政院農業委員會為因應國際糧食短缺、原物料價格上漲，為了挺身支持農民生產之農產品，自2022年起試辦「幸福餐盒」，讓民眾購買時不僅能填飽肚子，還能透過消費行為支持在地農業，今（2023）年起農委會延續舉辦，20日起可在台北市45間全聯福利中心及雙北地區30間家樂福量販店購買。 , https://udn.com/news/story/7241/7047941?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:02:02 , udn , 嘉義縣長翁章梁化身宣導大使 防詐音檔將隨垃圾車放送 , https://udn.com/news/story/7326/7048825?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:02:12 , udn , 警政署近來加強防詐宣導，嘉義縣長翁章梁擔任領頭羊，整合局處資源成立嘉義打詐隊，並化身宣導大使，錄製防詐宣導影音資料，音檔... , https://udn.com/news/story/7326/7048825?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:02:32 , udn , 保力達B維士比是藥品 檳榔攤違法販售遭罰3萬 , https://udn.com/news/story/7266/7048822?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:02:43 , udn , 經民眾檢舉，花蓮縣衛生局查獲檳榔攤違法販售保力達B、維士比，現場令業者下架並依規定裁處新台幣3萬元罰鍰，衛生局呼籲非具藥... , https://udn.com/news/story/7266/7048822?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:03:34 , udn , 2歲熊貓「寶新」死亡 成都繁育基地瞞報? 惹眾怒 , https://udn.com/news/story/7332/7048078?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:03:38 , udn , GameStop兩年來首見獲利 盤後飆漲50% 放空者面臨軋空 , https://udn.com/news/story/6811/7048794?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:03:44 , udn , 近日，有網友反映成都大熊貓繁育研究基地的大熊貓「寶新」自3月初再也沒有出現過，在公眾關切下，成都市公園城市建設管理局21... , https://udn.com/news/story/7332/7048078?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:03:48 , udn , 電子遊戲零售商GameStop公布上季意外出現獲利，盤後股價大受激勵而狂漲近50%，最近放空的投資人面臨軋空。 , https://udn.com/news/story/6811/7048794?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:07:37 , udn , 震後又遇水災 慈濟持續在土敘災區發放援助送暖 , https://udn.com/news/story/7314/7048810?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:11:57 , udn , 雲林海線立委選舉戰場成形 民進黨蘇治芬今登記、國民黨林文瑞明加入 , https://udn.com/news/story/123307/7048856?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:12:07 , udn , 雲林縣海線立委選戰戰場幾乎已經成形，民進黨區域立委初選領表登記第三天，雲林縣第一選區現任立委蘇治芬下午委託同黨議員蔡岳儒... , https://udn.com/news/story/123307/7048856?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:12:28 , udn , 英特爾首席架構師離職創業：旨在削弱輝達控制力 , https://udn.com/news/story/6811/7048730?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:12:38 , udn , 集微網消息，英特爾首席架構師Raja Koduri即將離職創建一家公司，旨在削弱長期競爭對手英偉達在數字電影和視頻遊戯市場的控制力。 , https://udn.com/news/story/6811/7048730?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:12:59 , udn , 竹市警威力掃蕩幫派 查獲假網拍三方詐騙被害超過20人 , https://udn.com/news/story/7315/7048854?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:13:09 , udn , 為防制黑幫假藉婚喪喜慶從事幫派活動，新竹市警察局3月9日起每天規畫掃蕩幫派組合專案，其中，「打擊詐欺行動專案」警方共查獲... , https://udn.com/news/story/7315/7048854?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:13:29 , udn , 瑞銀救市併瑞信 超級銀行規模更加「大到不能倒」 , https://udn.com/news/story/6811/7048844?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:13:40 , udn , 瑞士銀行（UBS）和瑞士信貸銀行（Credit Suisse）已安排合併一事，將催生出瑞士歷來最大的銀行，讓一些人不禁思... , https://udn.com/news/story/6811/7048844?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:14:00 , udn , 老鳥嘆新人連電腦快捷鍵也不會用 網反笑：公司在面試什麼？ , https://udn.com/news/story/7269/7048784?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:14:11 , udn , 新人剛入職時，很多東西都還需要學習，不過如果連基本文書都無法處理，可能會讓老鳥不滿。日前一名職場過來人抱怨，公司的新人連複製、貼上的快捷鍵都不會用，讓她不禁驚呼「現在學生到底都在學什麼？」對此，網友反笑稱「那你們面試在面什麼？挑人也不挑一下嗎？」 , https://udn.com/news/story/7269/7048784?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:14:31 , udn , 爸爸說沒錢拒買可樂 孩子1句引發公憤：為什麼生我？ , https://udn.com/news/story/7272/7048648?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:14:42 , udn , 窮人是否沒有資格生育？一篇3年前的警世文章近日再於網上熱傳，被多間媒體報導，有台灣網友分享去餐廳吃飯時遇到一家三口吃飯，目測約8、9歲的小孩吵著要喝可樂，爸爸說沒錢，小孩不滿大發脾氣指，「賺錢是你們大人的事情」，又說「沒錢為什麼把我生下來！」，最終媽媽只能屈服去拿了一瓶可樂... , https://udn.com/news/story/7272/7048648?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:15:02 , udn , 肢體語言洩「誰才是老大」 專家：習近平比普亭更放鬆且具威嚴 , https://udn.com/news/story/6809/7048851?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:15:13 , udn , 中國國家主席習近平20日訪問俄國，21日與俄羅斯總統普亭會談，引起外界關注。肢體語言專家分析，習近平給人的態度比普亭來得... , https://udn.com/news/story/6809/7048851?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:15:33 , udn , 渣男！男偷吃喝醉女友妹妹 遭ChatGPT三觀超正訓話 , https://udn.com/news/story/123313/7047954?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:15:43 , udn , 這男生抱著「有吃不吃，極大惡極」的心態十分可恥！有臺灣男生於討論區發文訴說，日前不小心與喝醉的女友妹妹上床，他強調是對方「主動親上來」，他不知如何拒絕，其後女友妹妹以此事要脅再發生數次關係，他只能服從。惟他愈來愈感愧疚，覺得很對不起女友，故向線民求助。網友紛紛批評，「不要騙自己了好嗎？送上來的肥肉不吃白不吃，在那邊裝什麼無辜」、「不知道怎麼拒絕？啊不就是沒有把持住」... , https://udn.com/news/story/123313/7047954?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:16:04 , udn , 每月被討3萬孝親費網幫抱不平 他脫口「1句話」瞬間風向全變 , https://udn.com/news/story/7272/7048749?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:16:14 , udn , 工作後每月薪水多少都會跟家人老實說嗎？一名網友表示家中長輩很愛問薪水多少，然後要求每月3萬元孝親費，他覺得太多，所以對於薪水一直沒說實話，也壓低孝親費用，但家人仍喜歡探問薪水，否則就言語情緒勒索，讓他覺得很煩，問大家「遇到這種事情到底該怎麼辦呢？」 , https://udn.com/news/story/7272/7048749?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:16:35 , udn , 台新金採購鳳梨釋迦力挺農民 分享社福團體 , https://udn.com/news/story/7239/7048848?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:16:45 , udn , 鳳梨釋迦今年價格低落，氣候變遷農作物產銷失衡，再加上年後國內消費疲乏，農民對此十分憂心。台新金控（2887）以實際行動支... , https://udn.com/news/story/7239/7048848?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:17:06 , udn , 金門首次辦電動巴士消防演練 模擬鴻海集團Model T起火 , https://udn.com/news/story/7327/7048847?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:17:16 , udn , 近來台灣客運業者接連發生數起電動巴士燒燬意外，金門縣公共車船管理處今天偕同金門縣消防局在金城公車停車場進行電動巴士火災緊... , https://udn.com/news/story/7327/7048847?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:17:37 , udn , 經典賽／改寫日漫《棒球大聯盟》結局！網：大谷替吾郎圓夢了 , https://udn.com/news/story/10785/7048806?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:17:47 , udn , 活脫脫從漫畫裡走出來的人物！「二刀流」巨星大谷翔平今天（22日）稍早帶領日本武士隊抱走世界棒球經典賽冠軍金盃，經典的「美日大戰」不禁讓球迷聯想到日本經典動漫《棒球大聯盟》，網友也直呼「大谷已經超越吾郎了」。 , https://udn.com/news/story/10785/7048806?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:17:56 , udn , 東海大學凝聚全球15萬校友 活化「東海書房」成校友交流場域 , https://udn.com/news/story/7325/7048877?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:07 , udn , 東海大學為凝聚全球校友與在校師生情感連結，活化校園古蹟「東海書房」，打造東海的學習新地標，並攜手「聯經出版社」規劃常設書... , https://udn.com/news/story/7325/7048877?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:07 , udn , 基隆明起試辦免費接駁公車 送到八堵搭自強號直達南港 , https://udn.com/news/story/7328/7048836?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:18 , udn , 為改善安樂區晨峰國道客運運能不足問題 市政府今天宣布，明天起試辦，開接駁公車送民眾到八堵火車站，搭乘7時43分發車的自強... , https://udn.com/news/story/7328/7048836?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:27 , udn , 「柚鄉‧柚香」西湖鄉柚花藝術節4月1日正式登場 , https://udn.com/news/story/7324/7048875?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:38 , udn , 時入柚花綻放季節，苗栗縣西湖鄉為吸引更多民眾造訪健行賞柚花，今天上午舉辦「柚鄉．柚香了」啟動儀式記者會，行銷在地農業觀光... , https://udn.com/news/story/7324/7048875?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:38 , udn , 年底漲到140美元？交易商、避險基金看多油價 , https://udn.com/news/story/6811/7048837?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:49 , udn , 儘管美歐銀行業風暴加劇經濟衰退一律，大型石油貿易商與能源避險基金仍看多國際油價前景，認為今年底前有望出現一波反彈。 , https://udn.com/news/story/6811/7048837?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:18:58 , udn , 影／粗心！桃園大貨車車斗門噴飛擊中賓士 後方機車也遭殃 , https://udn.com/news/story/7320/7048879?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:19:09 , udn , 鍾姓男子昨下午駕駛大貨車行經桃園市龜山區東萬壽路，車斗門疑因未關好，在行駛途中撞擊路燈噴飛，擊中後方轎車，接連導致另輛機... , https://udn.com/news/story/7320/7048879?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:19:29 , udn , 桃園勞資爭議調解成功率超過65% 勞動局增5諮詢團體 , https://udn.com/news/story/7324/7048869?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:19:39 , udn , 桃園市政府勞動局今天表示，111年共受理2784件勞資爭議調解案，調解成功率達65%以上，成功為2394名勞工爭取和解金... , https://udn.com/news/story/7324/7048869?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:20:00 , udn , 台北監獄管理員冒充未婚搞外遇 小三檢舉反被大老婆告 , https://udn.com/news/story/7321/7048867?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:20:10 , udn , 古董神車小迪奧飆車競速摔水溝 再被警方查緝GG了 , https://udn.com/news/story/7320/7048830?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:20:10 , udn , 台北監獄鍾姓管理員在交友軟體上外遇陳姓女子，兩月後向妻子坦承外遇，被妻子提告侵害配偶權，請求兩人連帶賠償60萬，新北地方... , https://udn.com/news/story/7321/7048867?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:20:31 , udn , 基層不死心 藍營議員舉朱元璋為例勸進盧秀燕選總統 , https://udn.com/news/story/123307/7048865?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:20:41 , udn , 台中市長盧秀燕連任3個月，最新民調顯示施政滿意度達67%，比市長選舉前高5%，民調上揚。台中市基層發動連署，向國民黨中央... , https://udn.com/news/story/123307/7048865?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:20:58 , udn , NBA／湖人有意開4年大約留里夫斯 帕森斯：他會離開 , https://udn.com/news/story/7002/7048798?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:21:02 , udn , 住戶架圍籬、大門深鎖 文山區木柵路公辦都更代拆今破門進入 , https://udn.com/news/story/7323/7048861?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:21:08 , udn , 湖人小將里夫斯（Austin Reaves）面對魔術的比賽中狂轟35分，率隊擊退魔術。本季結束後里夫斯將成自由球員，湖人隨隊記者布哈（Jovan Buha）指出，里夫斯與湖人都有意續約，不過退役球員帕 , https://udn.com/news/story/7002/7048798?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:21:12 , udn , 台北市長蔣萬安今宣布完成文山區木柵段公辦都更案的代拆作業，這也是2019年都市更新條例修法後的台北首例。今天代拆作業橫跨... , https://udn.com/news/story/7323/7048861?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:21:29 , udn , 冠星去年EPS 11.74元、擬配發現金股利7元 雙創新高 , https://udn.com/news/story/7251/7048880?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:21:33 , udn , 民進黨4月12日 提名賴清德參選總統 , https://udn.com/news/story/123307/7048859?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:21:39 , udn , 短纖布暨運動服飾廠冠星-KY（4439），2022年受惠受惠原物料價格下降、銷售單價提高，以及人民幣眨值等因素影響，稅後... , https://udn.com/news/story/7251/7048880?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:21:43 , udn , 民進黨中執會今天審查第16任總統提名初選登記參選人賴清德資格，並同意因同額競選停辦民意調查作業。中執會將在4月12日將提... , https://udn.com/news/story/123307/7048859?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:23:31 , udn , 康和證券勇奪玉山獎五大獎 榮獲總統召見 , https://udn.com/news/story/7239/7048874?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:23:41 , udn , 康和證券（6016）在經營策略、公司治理、金融創新等備受肯定，榮獲第19屆國家品牌玉山獎的傑出企業、傑出企業領導人、最佳... , https://udn.com/news/story/7239/7048874?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:23:58 , udn , 參與國民黨提名委員會？盧秀燕：未收到訊息，無法回答 , https://udn.com/news/story/6656/7048893?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:24:08 , udn , 國民黨選策會成員名單惹議，黨中央緊急喊停，2024立委提名回歸「提名委員會」，將邀縣市首長等重要意見領袖籌組；台中市長盧... , https://udn.com/news/story/6656/7048893?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:24:28 , udn , NBA／喬丹詹皇誰讓人畏懼？名嘴：對手害怕被喬丹羞辱 , https://udn.com/news/story/7002/7048858?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:24:32 , udn , 亞洲富人為何成瑞信AT1債重災戶？提供10%高利率太誘人 , https://udn.com/news/story/6811/7048871?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:24:39 , udn , 喬丹（Micheal Jordan）和詹姆斯（Lebron James）誰才是最強籃球員，一直都是人們茶餘飯後話題。近日，名嘴史密斯（Stephen Smith）就在節目上解釋，為何比起詹姆斯，對手更 , https://udn.com/news/story/7002/7048858?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:24:43 , udn , 瑞信集團170億美元的額外一級資本債券（AT1）淪為壁紙，讓不少富裕的亞洲散戶投資人成為「重災戶」，原因是先前這種債券提... , https://udn.com/news/story/6811/7048871?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:26:59 , udn , 為巨蛋道歉  時力要求記名表決 民眾黨：盧秀燕沒錯 , https://udn.com/news/story/7323/7048897?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:27:01 , udn , 扯人頭髮逼道歉 惡女逞一時之快GG了 , https://udn.com/news/story/7321/7048878?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:27:10 , udn , 台中市議會今進行市府追加預算二、三讀會，台中巨蛋追加35億元仍是焦點，市長盧秀燕以「為了市民」低頭向議會道歉，隨後三讀過... , https://udn.com/news/story/7323/7048897?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:27:12 , udn , 桃園一名陳姓女子與友人餐敘飲酒，席間與同桌許姓女子發生爭吵，硬要對方低頭道歉，見對方不肯，還伸手抓住對方頭髮不放，結果吃... , https://udn.com/news/story/7321/7048878?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:27:30 , udn , 贈書／會考倒數60天！高中師授考前秘技 《原子習慣》4步驟讓複習變EASY , https://udn.com/news/story/6904/7046680?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:27:41 , udn , 會考倒數兩個月，15歲的國三學生面對大型的考試，必然會有擔心、害怕，甚至出現考試症候群... , https://udn.com/news/story/6904/7046680?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:28:01 , udn , 經典賽／日本總教練栗山英樹：就算會輸球也要派上大谷翔平 , https://udn.com/news/story/10785/7048886?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:28:12 , udn , 日本拿下世界棒球經典賽（WBC）冠軍，大谷翔平9局登板掀起高潮，看著大谷翔平一路成長的日本總教練栗山英樹賽後說：「我派他... , https://udn.com/news/story/10785/7048886?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:28:32 , udn , 329青年節大調查／台灣年輕人放棄買房、不婚、不生、遠離各式競爭 「無欲」生活模式啟動  , https://udn.com/news/story/121591/7048033?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:28:43 , udn , 年輕人們，你感到幸福嗎？多數的答案可能是否定的！根據立法院預算中心最新報告，受到疫情的影響，國內青年失業率居高不下，且在過去的10年裡，絕大多數的青年屬於「低薪族」的現況也未見改變……；另一方面，囿於整體大環境低薪、高房價、通貨膨脹等不利因素影響… , https://udn.com/news/story/121591/7048033?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:29:03 , udn , 華碩攜手台科大 推動「國際人才計畫」 , https://udn.com/news/story/7240/7048896?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:29:13 , udn , 在經濟全球化的趨勢下，為有效掌握關鍵技術人才，打造長期核心競爭力，品牌大廠華碩（2357）宣布與國立台灣科技大學共同推動... , https://udn.com/news/story/7240/7048896?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:29:34 , udn , 未盡把關工作！亞太電信成詐騙簡訊來源 遭NCC重罰450萬 , https://udn.com/news/story/7240/7048868?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:29:34 , udn , 一卡通攜手Gogolook 做電支阻詐先鋒、防範金融詐騙 , https://udn.com/news/story/7239/7048892?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:29:44 , udn , 違法詐騙簡訊滿天飛，外界質疑電信業者是否盡到把關工作。國家通訊傳播委員會（NCC）今天因亞太電信（3682）未落實核對及... , https://udn.com/news/story/7240/7048868?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:29:44 , udn , 日前電子支付帳戶曾遭詐騙集團惡意冒用，金管會要求銀行公會修改「電支安控基準」，以強化金融支付工具驗證措施。一卡通公司為持... , https://udn.com/news/story/7239/7048892?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:30:01 , udn , 閏二月來了！12星座未來一個月「要注意何事？」牡羊破財消災、金牛健康偏弱 , https://udn.com/news/story/7268/7048817?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:30:11 , udn , 今天(22日)是2023年農曆閏二月的第一天，民俗專家廖大乙表示，閏二月要當心，行事應謹慎保守。塔羅牌老師艾菲爾也在臉書表示，12星座在未來的一個月，需要注意下列事項，並提醒同時參考太陽與上升星座。 , https://udn.com/news/story/7268/7048817?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:30:31 , udn , 鳳梨彩繪帽田區淘氣「旺寶」Hi PingTung 出自青年創意 , https://udn.com/news/story/7327/7048902?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:30:36 , udn , 供應鏈回穩運費回落 日系服飾宣布春夏新品降價 , https://udn.com/news/story/7241/7048864?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:30:42 , udn , 正值鳳梨採收期，行經屏東高樹鄉185縣道沿山公路旁，銀獅農場正對面，約1公頃鳳梨彩繪帽田區，約1公頃面積、6.5萬顆鳳梨... , https://udn.com/news/story/7327/7048902?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:30:46 , udn , 東西漲價之後，很少有會降價的，在百貨公司設有專櫃的日系家居品牌UCHINO宣布，由於供應鏈回穩，今年春夏新品家居服逆勢調... , https://udn.com/news/story/7241/7048864?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:31:02 , udn , 中市校園疑師長霸凌學生 教育局將釐清真相究責 , https://udn.com/news/story/7325/7048710?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:31:13 , udn , 台中市某公立高中生疑在校園內遭師長霸凌，人本基金會今天陪同家長召開記者會，要求市府調查相關違法學校人員並究責，教育局表示... , https://udn.com/news/story/7325/7048710?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:31:33 , udn , 為巨蛋道歉 時力要求記名表決 民眾黨：盧秀燕沒錯 , https://udn.com/news/story/7323/7048897?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:31:36 , udn , 標普：亞太地區銀行不同於美銀行倒閉命運 關鍵在3原因 , https://udn.com/news/story/7238/7048883?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:31:47 , udn , 全球信評標準普爾，今（22）日出具報告表示，與最近倒閉或不得不被拯救的全球銀行相比，亞太地區的銀行往往採用更傳統的模式。... , https://udn.com/news/story/7238/7048883?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:32:38 , udn , 台達電連續三年榮獲CDP供應鏈議合領導者「A」殊榮 , https://udn.com/news/story/7240/7048857?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:32:48 , udn , CDP日前公布2022年度供應鏈議合評價 (Supplier Engagement Rating；SER) 結果，台達電... , https://udn.com/news/story/7240/7048857?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:34:28 , udn , 為巨蛋道歉…時力要求記名表決 民眾黨：盧秀燕沒錯 , https://udn.com/news/story/7325/7048897?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:34:36 , udn , 參與國民黨提名委員會？ 盧秀燕：未收到訊息，無法回答 , https://udn.com/news/story/123307/7048893?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:35:57 , udn , TikTok執行長今赴美國會作證 號召用戶發聲支持 , https://udn.com/news/story/7331/7048915?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:36:08 , udn , 大陸短影音平台抖音國際版TikTok執行長周受資在赴美國會作證前表示，TikTok美國月活躍用戶已經超過了1.5億，但一... , https://udn.com/news/story/7331/7048915?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:36:28 , udn , 港媒：馬英九28日將在中山陵發表公開講話 , https://udn.com/news/story/7331/7048909?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:36:39 , udn , 前總統馬英九即將於於3月27日至4月7日到訪大陸，而走訪行程雖已公布，但其中的細節仍有不少尚未明確。最新消息指出，馬英九... , https://udn.com/news/story/7331/7048909?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:41:57 , udn , 高雄水情燈號3/30轉橙燈 用水大戶將限量供水 , https://udn.com/news/story/7327/7048933?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:42:08 , udn , 旱災中央災害應變中心今召開會議，宣布高雄3月30日起，水情燈號將從黃燈夜間減壓供水，轉為橙燈減量供水，依據高雄市水利局先... , https://udn.com/news/story/7327/7048933?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:42:28 , udn , 普發6000元 移民署：新住民永久居留者受惠 , https://udn.com/news/story/123271/7048926?from=udn-ch1_breaknews-1-0-news
2023-03-22 15:42:39 , udn , 全民普發現金新台幣6000元「登記入帳」今天開放預先上網登記。移民署表示，包括新住民和持有外僑永久居留證的外國人士都可參... , https://udn.com/news/story/123271/7048926?from=udn-ch1_breaknews-1-0-news
