2023-02-09 00:03:19 , udn , 會考生活英語／【交通篇】租借共享單車 , https://udn.com/news/story/6904/6939505?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 餐飲漲價又一家　八方雲集：鍋貼、水餃漲5% , https://udn.com/news/story/7270/6960685?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 餐飲漲價潮繼續蔓延，因應原物料上漲及基本工資調漲，考量門市營運成本，八方雲集宣布自2023年2月13日起，調整部分產品價... , https://udn.com/news/story/7270/6960685?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 香港網上情詐騙嚴重 63歲港男損失4599萬元 , https://udn.com/news/story/7331/6960642?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 香港網上情緣騙案近幾年日趨嚴重，最新又有一名63歲男子受騙，損失港幣1200萬元（約合新台幣4599萬元） , https://udn.com/news/story/7331/6960642?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 繼林昀儒、李智凱之後 宜蘭可望出現第3位奧運國手洪揚 , https://udn.com/news/story/7328/6960670?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 就讀國中的宜蘭攀岩好手洪揚去年勇奪全國抱石攀登錦標賽冠軍，他以15歲年紀，與許多成年選手較勁並脫穎而出，被譽為「天才型選... , https://udn.com/news/story/7328/6960670?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 長照陽性率持續上升 羅一鈞：下周確診住院需求將減 , https://udn.com/news/story/120940/6960672?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 指揮中心最新一周統計，長照住宿式機構陽性率不分住民、工作人員都有上升趨勢。指揮中心醫療應變組副組長羅一鈞表示，住民陽性率... , https://udn.com/news/story/120940/6960672?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 北市推機車駕訓補助 考過再享停車免費1個月 , https://udn.com/news/story/7323/6960432?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , 推廣機車考照前先上駕駛訓練，台北市交通局今天宣布加碼優惠措施，除了在6家業者上完課並考到駕照後可以申請1300元補助，還... , https://udn.com/news/story/7323/6960432?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:24:20 , udn , NBA／驚天大交易！傳KD被交易至太陽 籃網回收4枚首輪籤 , https://udn.com/news/story/7002/6960657?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:27:19 , udn , 單身11年想當單親媽媽 她上網買陌生人捐精DIY成功生女 , https://udn.com/news/story/6812/6960668?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:27:19 , udn , 國外一名女子單身了11年，她不想跟其他人建立關係，但還是想要有孩子，於是決定上網買DIY授精盒。沒想到第一次就成功了，最後也生下一個女兒。 , https://udn.com/news/story/6812/6960668?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:27:19 , udn , 中國大陸入境採檢暫停 整體陽性率不到1成 , https://udn.com/news/story/6656/6960689?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:27:19 , udn , 針對中國大陸入境旅客全面執行新冠肺炎唾液PCR檢驗措施執行到2月6日。針對一個多月的篩檢實施情形，指揮中心指揮官王必勝表... , https://udn.com/news/story/6656/6960689?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:30:19 , udn , 桃園龜山兔坑里沒自來水 桃市府要爭取1500萬改善 , https://udn.com/news/story/7324/6960690?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:30:19 , udn , 桃園市龜山區兔坑一帶有10多戶因地勢較高，時至今日仍沒有鋪設自來水管，導致居民長年來沒有自來水可用，生活用水只能仰賴山泉... , https://udn.com/news/story/7324/6960690?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:30:19 , udn , 文宣貼紙撕開現兒名遭攻擊 林明溱：不浪費資源沿用 , https://udn.com/news/story/6656/6960676?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:30:19 , udn , 南投第2選區立委補選，民進黨參選人蔡培慧指出，民眾撕去國民黨參選人林明溱文宣品上貼紙，竟印著兒子林儒彬，根本選假的，目的... , https://udn.com/news/story/6656/6960676?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:21 , udn , 相隔801天室內口罩終解禁 張上淳說明放寬4原因 , https://udn.com/news/story/6656/6960695?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:21 , udn , 2020年12月1日起強制民眾特定場所佩戴口罩，相隔801天，室內口罩禁令終於要鬆綁了。行政院首席防疫顧問張上淳表示，解... , https://udn.com/news/story/6656/6960695?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:21 , udn , 張輝川就任嘉縣環保局長：嚴查北部廢棄物南竄 , https://udn.com/news/story/7326/6960640?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:22 , udn , 嘉義縣環保局長張輝川今天就任表示，很多非法傾倒在嘉義縣的廢棄物都是從北部運下來，將與環保署、檢調及北部縣市環保局密切合作... , https://udn.com/news/story/7326/6960640?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:22 , udn , 資金上膛 題材股急行軍 , https://udn.com/news/story/7252/6960511?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:22 , udn , 台股穿越年線震盪，接下來各公司將召開董事會、公布股利政策，高價股尤其是ＩＣ設計是人氣指標，而車電族群在電動車滲透率提高下，亦值得注意。 , https://udn.com/news/story/7252/6960511?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:22 , udn , 中國大陸入境採檢暫停 整體陽性率不到1成、BA.5最多 , https://udn.com/news/story/120940/6960689?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:33:23 , udn , 根據知名記者「沃神」沃納羅斯基（Adrian Wojnarowski）爆料，太陽隊與籃網隊達成驚天大交易，太陽得到籃網巨星杜蘭特（Kevin Durant）與華倫(TJ Warren)，送出的籌碼為前 , https://udn.com/news/story/7002/6960657?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:20 , udn , 「熱血藥師」許文華連續23年自辦捐血 紓解春節後血荒 , https://udn.com/news/story/7326/6960709?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:20 , udn , 台南「熱血藥師」的許文華已連續22年自掏腰包辦捐血活動，後天12日將繼續第23年舉辦，他每年努力募集不同的實用贈品號召民... , https://udn.com/news/story/7326/6960709?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:20 , udn , 空中小精靈ERJ-190客機今退役 華信臉書留言可抽模型 , https://udn.com/news/story/7266/6960708?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:20 , udn , 全台最後一架ERJ-190客機今正式退役，告別台灣天空。華信航空表示，從2007年引進8架ERJ-190噴射客機，在完成... , https://udn.com/news/story/7266/6960708?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:20 , udn , 這樣完美避稅看完跪了！ 流程運作、最常利用手法大揭密 企業爽讚：七個小領土根本天堂 , https://udn.com/news/story/121591/6960498?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:20 , udn , 企業可以鑽很多金融漏洞，確保他們在某個國家所賺的錢會出現在避稅天堂。通常企業被課稅的部分就是淨利，因此，他們在高稅率國家把… , https://udn.com/news/story/121591/6960498?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:21 , udn , 民進黨提初選學倫機制 藍委：打假球 , https://udn.com/news/story/6656/6960707?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:21 , udn , 民進黨中執會通過提案，未來參加總統、立委初選者，將要簽署「論文學位倫理聲明書」並交審查。國民黨立法院黨團總召曾銘宗表示，... , https://udn.com/news/story/6656/6960707?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:21 , udn , 海生館推與企鵝近距離接觸 遊客宛如踏上南極 , https://udn.com/news/story/7327/6960677?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:36:21 , udn , 屏東國立海洋生物博物館海景公司推出「我與企鵝的0.1毫米」企鵝飼育照護體驗，揭密不對外開放的飼育後場，也傳遞企鵝照護知識... , https://udn.com/news/story/7327/6960677?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:39:19 , udn , 2023首季「台灣企業樂觀指數」降至61.3 創近9季新低 , https://udn.com/news/story/7238/6960713?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:39:19 , udn , 美商鄧白氏今（9）日發佈2023年第一季的「台灣企業樂觀指數」(BOI)調查報告，整體企業樂觀指數為61.3，較上一季下... , https://udn.com/news/story/7238/6960713?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:39:19 , udn , NBA／籃網雙星轉戰西區撼動戰力版圖 雷納德：專注自己 , https://udn.com/news/story/7002/6960718?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:39:19 , udn , 籃網隊在日前送走明星後衛厄文（Kyrie Irving）後，今天再傳出將與太陽隊達成重磅交易案，準備將明星前鋒杜蘭特（K... , https://udn.com/news/story/7002/6960718?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:39:19 , udn , 這樣避稅看完跪了！ 流程運作、最常利用手法大揭密 七個小領土根本天堂 , https://udn.com/news/story/121591/6960498?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:22 , udn , 強震帶走未婚妻！土耳其男子淚訴：本要披婚紗現在只能蓋白布 , https://udn.com/news/story/6809/6960728?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:22 , udn , 土耳其6日遭規模7.8地震襲擊，至今已有超過1.5萬人喪命，其中卡赫拉曼馬拉什（Kahramanmaraş）地區一名罹難... , https://udn.com/news/story/6809/6960728?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:22 , udn , 友達元月營收159.5億元 年減42.7%、寫近三年單月新低 , https://udn.com/news/story/7240/6960727?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:22 , udn , 友達（2409）今（9）日公告今年元月營收159.51億元，月減11.4%，年減42.7%，寫近三年單月新低。 , https://udn.com/news/story/7240/6960727?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:22 , udn , 郭台銘披藍袍參選？藍委：不排除啟動同舟計畫2.0 , https://udn.com/news/story/123307/6960654?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:22 , udn , 外界關注鴻海創辦人郭台銘動向，及是否重回國民黨。國民黨立委李貴敏今天表示，民進黨執政缺失連連，她認為在野應該連結起來，爭... , https://udn.com/news/story/123307/6960654?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:23 , udn , 精測業績看逐季增 今年拚雙位數成長 , https://udn.com/news/story/7240/6960679?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:42:23 , udn , 測試介面廠中華精測總經理黃水可今天表示，第1季將是今年營運單季谷底，預估第2季起可逐季成長。法人預估，精測今年業績力拚年... , https://udn.com/news/story/7240/6960679?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:19 , udn , 開50嵐是財富自由保證班？網羨「賺到流湯」 加盟超硬條件曝光 , https://udn.com/news/story/120911/6960688?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:19 , udn , 台灣飲料店密集度很高，常看到路上人手一杯飲料的情景，因此飲料店也相當競爭。一名網友發現手搖飲店50嵐不論在哪裡，生意都非常好，於是相當好奇，「開50嵐是財富自由保證班嗎？」，引起不少網友熱烈討論。 , https://udn.com/news/story/120911/6960688?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:19 , udn , 王建煊／王老先生講故事之240：轉個念頭 快樂上手 , https://udn.com/news/story/7340/6960710?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:19 , udn , 從前我唸的省立台北商職，就是現在的台北商業大學，位於台北市濟南路。有位同學家住台北縣板橋，每天搭火車上學，火車有時誤點，或自己出門晚了，常在遲到邊緣才趕到學校，所以他經常由台北火車站，用跑的趕到學校，時間愈緊迫，他跑得愈快，也因此練了一身長跑的能耐。 , https://udn.com/news/story/7340/6960710?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 新竹新埔花燈迎天穿明晚登場 新埔鎮市區將交管 , https://udn.com/news/story/7324/6960732?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 新竹縣2023新埔花燈迎天穿踩街活動將在明晚登場，新竹縣警察局預計從明天下午3點起，對中正路周邊道路進行管制，管制到明晚... , https://udn.com/news/story/7324/6960732?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 稱「猜中數字顏色添好運」 印度籍男子信義區討錢遭逮 , https://udn.com/news/story/7320/6960731?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 台北市警方近日多次獲報，信義區鬧區一名外籍男子假借「占星祈運」勉強民眾提供現金，其中有民眾自認遭詐，報警提告，警方循線將... , https://udn.com/news/story/7320/6960731?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 航教展示館賣共機模型 台灣基進嗆「像在逛中國淘寶」 , https://udn.com/news/story/10930/6960730?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 台灣基進昨天踢爆高雄岡山航空教育展示館販售中國原裝進口軍武玩具，台灣基進台北黨部主委吳欣岱今天說，家長帶小朋友逛紀念品店... , https://udn.com/news/story/10930/6960730?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 為幫賴清德婉拒入閣 潘孟安自認「未來競選時當跑腿的人」 , https://udn.com/news/story/6656/6960656?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:20 , udn , 前屏東縣長潘孟安今天表示，他幫副總統賴清德是必然的，作為民進黨終身黨員責無旁貸，未來賴清德要接下蔡總統的棒，他只是未來競... , https://udn.com/news/story/6656/6960656?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:21 , udn , 這樣完美避稅看完跪了！ 流程運作、最常利用手法大揭密 七個小領土根本天堂 , https://udn.com/news/story/121591/6960498?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:21 , udn , 矽智財比價效應！M31漲停飆上天價、晶心科同步漲 , https://udn.com/news/story/7251/6960706?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:45:21 , udn , 創意（3443）股價創高後爆量拉回，但在比價效應下，矽智財股M31（6643）今（9）日開高走高衝上漲停623元鎖死到收... , https://udn.com/news/story/7251/6960706?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:48:19 , udn , 航教館賣共機模型惹議 空軍：將審查廠商販售產品 , https://udn.com/news/story/10930/6960717?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:48:19 , udn , 台灣基進今天表示，高雄岡山空軍官校內的航空教育展示館，販售簡體字中國製的中國戰機模型，空軍及承包商的說法轉移焦點、混淆視... , https://udn.com/news/story/10930/6960717?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:48:19 , udn , 你中了嗎？推特全球狂噴「跟隨BUG」網友氣炸 馬斯克火速回應 , https://udn.com/news/story/7088/6960712?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:48:19 , udn , 推特（Twitter）今（2023）年開始進行一連串新付費訂閱服務，像是在美國地區的Twitter Blue 訂閱用戶發文可以支援4000字元的長篇文章，但似乎是愈弄愈糟糕！今（9）日國內外不少網友抱怨「推特處處都是BUG」，不僅追蹤人數突然消失，還出現不能「跟隨」的情況，對此推特執行長馬斯克（Elon Musk）也做出回應。 , https://udn.com/news/story/7088/6960712?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:48:19 , udn , 王建煊／王老先生講故事之241：別為小事抓狂 , https://udn.com/news/story/7340/6960736?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:48:19 , udn , 我住在士林外雙溪，房子雖然很ㄆㄧㄝˋ，但是景觀很好。為了欣賞美景，我將多扇小窗改成一片大玻璃窗，一眼望去，舒坦多了。 , https://udn.com/news/story/7340/6960736?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:48:20 , udn , NBA／籃網雙星轉戰西區撼動版圖 快艇雷納德這麼說 , https://udn.com/news/story/7002/6960718?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:54:19 , udn , 何時全面解禁？ 張上淳：朝分眾防疫努力 , https://udn.com/news/story/6656/6960764?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:54:19 , udn , 國內口罩第二階段今天宣布將於2月20日鬆綁，行政院首席防疫顧問張上淳表示，未來應朝不強制所有民眾一致作為，採分眾式防疫的... , https://udn.com/news/story/6656/6960764?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 群創1月合併營收126億元 月減21.8%、年減47.5% , https://udn.com/news/story/7240/6960787?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 群創（3481）今(9)日公布1月自結合併營收為126億元，較上月減少21.8%，較去年同期減少47.5%。 , https://udn.com/news/story/7240/6960787?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 高盛：中國地方專項債發行額度將創新高 , https://udn.com/news/story/7331/6960773?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 投行高盛預計，中國今年地方專項債發行額度將創新高，達人民幣4兆元（約新台幣），年增9.6%；預計專項債發行大量前置在上半... , https://udn.com/news/story/7331/6960773?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 年後減肥總失敗？營養師教學高纖飲食法　餐前喝它有用 , https://udn.com/news/story/7266/6960779?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 過年正式結束了，許多人過年期間大吃大喝，平均都胖了2～4公斤，讓大家都想著要過年後認真減肥。多數人減肥就是先從「少吃」開... , https://udn.com/news/story/7266/6960779?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 「男友空氣」造成汙染？她抱怨睡男友家就會頭皮油、皮膚爛引熱議 , https://udn.com/news/story/7272/6960723?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:19 , udn , 近期一名女子拍影片分享，她發現自己只要接觸到「男友空氣」皮膚就會開始變差，連髮質都會連帶受到影響，沒想到影片吸引不少網友熱烈回應，紛紛分享自己受到「男友空氣」影響的經驗。 , https://udn.com/news/story/7272/6960723?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 攀「百岳四大障礙」摔死 領隊遇雪不撤退判2年賠346萬 , https://udn.com/news/story/7321/6960772?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 王姓登山領隊帶團攀百岳界四大障礙之一「馬博橫斷」，登頂秀姑巒山回程張姓隊員摔落300公尺深山谷慘死，刑事一、二審認定王明... , https://udn.com/news/story/7321/6960772?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 催打次世代疫苗 莊人祥：半年內打追加劑感染率低 , https://udn.com/news/story/120940/6960770?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 新冠疫情常態化，中央流行疫情指揮中心今宣布室內口罩令解禁，日後是否需要繼續接種新冠疫苗？指揮中心發言人莊人祥今表示，根據... , https://udn.com/news/story/120940/6960770?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 用不同視角看校園 台南光華高中以攀樹增思維 , https://udn.com/news/story/6898/6960768?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 「你用什麼角度觀看自己的校園呢？」台南市光華高中設計群寒假營隊辦理「攀樹運動」，8名專業攀樹教練讓82名攀上校園榕樹，以... , https://udn.com/news/story/6898/6960768?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 國際學生光學設計競賽 北科大碾壓美法奪世界第一 , https://udn.com/news/story/6904/6960765?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 國立台北科技大學學生參加國際光電工程學會（SPIE）於美國舊金山舉辦「2023年學生光學設計競賽」（Student Op... , https://udn.com/news/story/6904/6960765?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 台達電元月營收295.63億元 為同期新高 , https://udn.com/news/story/7240/6960766?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 台達電（2308）公布1月合併營收295.63億元，月減14%，年增12.5%，為同期新高。 , https://udn.com/news/story/7240/6960766?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 口罩何時全面解禁？ 張上淳：朝分眾防疫努力 , https://udn.com/news/story/120940/6960764?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 進入傳統淡季 廣達1月營收900.7億元、月減15.3% , https://udn.com/news/story/7240/6960760?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 筆電龍頭廣達（2382）今（9）日公布2023年1月營收900.71億元，月減15.3%，年減10.6%，主要是進入傳統... , https://udn.com/news/story/7240/6960760?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 世界先進1月營收32.03億元 月增逾13% , https://udn.com/news/story/7240/6960754?from=udn-ch1_breaknews-1-0-news
2023-02-09 14:57:20 , udn , 世界先進（5347）今（9）日公布內部自行結算之2023年1月份合併營收約為新台幣32.03億元，較2022年同月新台幣... , https://udn.com/news/story/7240/6960754?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:00:19 , udn , 「300年前人魚木乃伊」國寶真相揭曉 專家曝研究成果：尾巴是這隻魚的 , https://udn.com/news/story/7470/6960628?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:00:19 , udn , 美人魚是不少傳說中都會出現的幻想種生物，但他們究竟是否存在一直是個謎。日本有一座寺院收藏了一尊300年前的「傳說美人魚木乃伊」，近日真身曝光吸引不少網友與專家熱議，但專家實際研究後發現這具木乃伊並不是真的，只是一種魚類跟黏土的縫合怪而已。 , https://udn.com/news/story/7470/6960628?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:00:19 , udn , 【重磅快評】金門非軍事區呼聲 民進黨只能研議存查？ , https://udn.com/news/story/10930/6960796?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:00:19 , udn , 金門兩個議會聯盟提出金門成為「永久非軍事區」等四大宣言，其中還包括早日興建「金廈跨海大橋」。他們說，希望兩岸領導人都能聽... , https://udn.com/news/story/10930/6960796?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:00:21 , udn , 影／郭台銘有意角逐2024總統卡黨籍 王金平：見面再說 , https://udn.com/news/story/123307/6960759?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:00:21 , udn , 佛光山開山宗長星雲大師圓寂，享耆壽97歲，各界紛紛致上哀悼之意。立法院前院長王金平今天到佛光山弔唁星雲大師，王金平表示，... , https://udn.com/news/story/123307/6960759?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 台東縣警察局42歲史上最年輕主秘蘇偉荃今接任 , https://udn.com/news/story/7327/6960811?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 台東縣警察局今天辦理新任主任秘書、督察長及台東、大武、成功卸、新任分局長聯合交接布達暨授階典禮，其中，42歲新任主秘蘇偉... , https://udn.com/news/story/7327/6960811?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 赴辦事處弔唁 蔡總統：台灣與土耳其同在 , https://udn.com/news/story/6656/6960645?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 土耳其因震災造成嚴重傷亡，總統蔡英文今天前往駐台北土耳其貿易辦事處表達關心與慰問，蔡總統在哀悼簽名簿寫下「土耳其朋友加油... , https://udn.com/news/story/6656/6960645?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 國民黨：林明溱深耕地方 民進黨空降不懂南投 , https://udn.com/news/story/6656/6960810?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 民進黨今（9）日針對國民黨南投立委補選候選人林明溱的批評，國民黨副發言人呂謦煒表示，很遺憾民進黨仍堅持負面選舉口水戰打法... , https://udn.com/news/story/6656/6960810?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 室內口罩將解禁 產險業盼新冠肺炎降級、減輕理賠壓力 , https://udn.com/news/story/7239/6960801?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 疫情指揮中心今日表示，設定自2月20日起，室內將不再強制戴口罩。產險業者表示，民眾脫下口罩後，染疫風險自然會增加，多少會... , https://udn.com/news/story/7239/6960801?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , Gogoro表態 股價谷底翻 , https://udn.com/news/story/7253/6960530?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:03:20 , udn , 機車市場和許多產業一樣陷入低迷，Gogoro赴美掛牌的股價也是愁雲慘霧，不過今年來已從低點上漲逾五成，再加上進軍海外的動作頻頻，也讓股價搶先表態。 , https://udn.com/news/story/7253/6960530?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 營新醫院引進AI外骨骼機器人輔助中風復健 助弱勢家庭 , https://udn.com/news/story/7266/6960814?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 台南營新醫院引進AI新式外骨骼機器人，能輔助中風患者更有效訓練手部功能活動，促進功能恢復進展。今天與北台南家扶中心宣布推... , https://udn.com/news/story/7266/6960814?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 宏達電：看好元宇宙未來3-5年正向發展 Q2將推新手機 , https://udn.com/news/story/7240/6960813?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 宏達電今（9）日舉行新春記者會，全球業務行銷總經理黃昭穎指出，元宇宙將會成為下世代Internet，看好未來3-5年將有... , https://udn.com/news/story/7240/6960813?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 男星籲捐贈土敘「衣服要新的」引質疑 網掀討論反讚：合情合理 , https://udn.com/news/story/120912/6960740?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 土耳其、敘利亞邊境近日發生規模7.8強震，目前已造成至少1萬5000人罹難，當地亟需各國伸出援手。來自土耳其的藝人吳鳳在臉書分享物資捐贈資訊，其中他提到「衣服一定要新的」在PTT引起討論，網友則指出這點要求合情合理：「不這樣說，保證收到一堆垃圾」。 , https://udn.com/news/story/120912/6960740?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 台東縣警察局史上最年輕主秘 42歲蘇偉荃今接任 , https://udn.com/news/story/7328/6960811?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:06:19 , udn , 赴辦事處哀悼震災罹難者 蔡總統：台灣與土耳其同在 , https://udn.com/news/story/6656/6960645?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:09:19 , udn , 土耳其強震 芥菜種會發起捐款及物資募集計畫 , https://udn.com/news/story/7314/6960652?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:09:19 , udn , 土耳其和敘利亞強震，基督教芥菜種會今天表示，已先捐助緊急救助金2萬美元，並展開募款計畫，同時自即日起至15日，也開放3處... , https://udn.com/news/story/7314/6960652?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:09:19 , udn , 影／壯漢與男警對話聲稱「很緊張、很害羞」 背後原因不單純 , https://udn.com/news/story/7315/6960830?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:09:20 , udn , 「我很緊張、很害羞啦！」新北市1名陳姓男子昨晚在三重區，獨自站在暗巷抽菸，遠遠瞥見警察立即鑽進汽車發動引擎，吸引員警趨前... , https://udn.com/news/story/7315/6960830?from=udn-ch1_breaknews-1-0-news
2023-02-09 15:09:20 , udn , NBA／新老闆剛接手就換回杜蘭特 保羅、布克興奮發文 , https://udn.com/news/story/7002/6960822?from=udn-ch1_breaknews-1-0-news
