2023-04-26 00:05:59 , udn , 新竹縣派出所下月將增至50所 3年內更將擴編警力近3成 , https://udn.com/news/story/7324/7123236?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:00:29 , udn , 台電編列明年購煤預算1732億元為今年預算數3倍，購煤量僅比今年少15萬噸，引發立委不滿減煤無力，今下午立院進行朝野協商... , https://udn.com/news/story/7266/7124157?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:00:35 , udn , 桃園市議會今天上午排訂市府秘書處、新聞處工作報告，多位議員關切市政府規畫第二行政園區進度，議員黃敬平、陳韋曄指出前市府花... , https://udn.com/news/story/7324/7124139?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:00:49 , udn , 五月雪來了！ 新竹縣桐花祭今年在關西牛欄河舉辦 , https://udn.com/news/story/7266/7124159?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:00:55 , udn , 協助保二軍事訓練 國防部：重點為兵器跟戰鬥教練 , https://udn.com/news/story/10930/7124136?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:01:00 , udn , 每年桐花盛開時最美的景色就是「五月雪」，隨風飄落的桐花宛如雪花般旋轉落下，今年新竹縣將桐花祭系列活動搬到關西鎮牛欄河舉辦... , https://udn.com/news/story/7266/7124159?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:01:06 , udn , 近期傳出政府研擬擴編保二總隊，並委由國防部進行軍事訓練，被解讀是要成為第二陸軍。國防部訓練次長室次長張俊志中將今天受訪表... , https://udn.com/news/story/10930/7124136?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:01:20 , udn , SurveyCake完成A輪募資  將擴大布局日本及東南亞市場 , https://udn.com/news/story/7241/7124161?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:01:27 , udn , 北市3歲女童墜樓亡 父自責「才離開10分鐘就出事」 , https://udn.com/news/story/7320/7124134?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:01:31 , udn , 推出雲端問卷平台SurveyCake的新芽網路今（26）日宣布完成A輪募資，由創投VENTURE+完成1億元投資，此輪募... , https://udn.com/news/story/7241/7124161?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:01:37 , udn , 曹姓女童昨晚獨自在家，從大樓7樓住處爬窗墜樓，傷重不治，警方介入發現女童父親獨留幼女在家，發生憾事，雖曹男獲悉後十分難過... , https://udn.com/news/story/7320/7124134?from=udn-ch1_breaknews-1-0-news
2023-04-26 13:01:51 , udn , 中職／統一獅「廟宇季」 13日神棍樂團來加持 , https://udn.com/news/story/7001/7124158?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:54:32 , udn , 瘋狂房市！打炒房下這15區房價仍創新高 第1名年增36％ , https://udn.com/news/story/7241/7124133?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:54:32 , udn , 2023年統一獅「廟宇季」主題日活動，5月12日到14日連續三天在台南棒球場熱鬧展開，由統一獅對戰中信兄弟，13日當天特... , https://udn.com/news/story/7001/7124158?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:54:43 , udn , 今年房市走冷，加上《平均地權條例》子法於25日預告，對房市無疑是雪上加霜，不過部分區域房價卻絲毫不受影響，反而逆勢上漲再... , https://udn.com/news/story/7241/7124133?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:55:03 , udn , 順德遭美系外資降評至中立且下修目標價 股價重挫 , https://udn.com/news/story/7253/7124123?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:55:14 , udn , 順德（2351）去年稅後純益9.40億元，每股純益5.16元，營收、獲利雙創歷史新高；今年第1季營收26.8億元，季減6... , https://udn.com/news/story/7253/7124123?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:55:34 , udn , 外交部闢瓜國總統指中華民國是唯一中國  藍：精神分裂 , https://udn.com/news/story/6656/7124118?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:55:45 , udn , 瓜地馬拉總統賈麥岱昨稱「中華民國為一個獨立的國家，也是唯一且真正的中國」，外交部發聲明澄清。國民黨副發言人呂謦煒質疑，賈... , https://udn.com/news/story/6656/7124118?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:55:46 , udn , 五一勞動節適逢周一 北市內科、南軟通勤專車停駛 , https://udn.com/news/story/7266/7124166?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:55:54 , udn , 外資股東怒轟「可成駁回提案違法」 可成回應了 , https://udn.com/news/story/7253/7124149?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:55:56 , udn , 五一勞動節是勞工休假日且適逢周一，台北市南軟通勤專車、內科通勤專車含內科快線停駛，當天其他公車路線仍維持平日班次行駛。北... , https://udn.com/news/story/7266/7124166?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:56:05 , udn , 機殼大廠可成（2474）因資金運用規劃議題，日前遭寶塔街及瓦山塔主基金等二家外資股東提案修改公司章程，期望股利政策改由股... , https://udn.com/news/story/7253/7124149?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:56:05 , udn , 雙語國家陳情海報遭撤 台師大學生會：校方應兼顧其他語言權益 , https://udn.com/news/story/6928/7124106?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:56:16 , udn , 雙語政策在大專校院如火如荼進行，但台師大學生會表示，近日教育部雙語視察委員即將到訪視察，校方卻將誠正勤樸大樓的台語播音取... , https://udn.com/news/story/6928/7124106?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:56:17 , udn , 久旱水位降 台東市湧泉公園水位剩10公分 , https://udn.com/news/story/7266/7124167?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:56:27 , udn , 受到日前旱象影響，盡管春雨已報到，但台東市湧泉公園目前仍處於低水位，從今年年初到4月中旬，湧泉水位至少下降了30公分，目... , https://udn.com/news/story/7266/7124167?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:56:37 , udn , 既防曬又能升級造型 誰說夏天不能戴帽出門？ , https://udn.com/news/story/7270/7124107?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:56:47 , udn , 眼看氣溫逐漸上升，將要告別春季，迎來初夏的溫度了！英國品牌KANGOL因應夏日豔陽，特別以編織、網面設計打造會呼吸的全新... , https://udn.com/news/story/7270/7124107?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:57:08 , udn , 2024立委戰／劉世芳退選 藍營盼收復左楠…但口袋名單多該選誰？ , https://udn.com/news/story/6656/7124108?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:57:18 , udn , 民進黨立委劉世芳退選，國民黨在高雄左楠區有機會爭取一席立委空間，打破彰化以南，國民黨沒有一席立委的窘況。國民黨立法院黨團副書記長吳怡玎說，左楠是藍營優勢區，這次劉世芳宣布退選，國民黨要推出什麼人選，是重中之重，目前黨內正在謹慎評估。 , https://udn.com/news/story/6656/7124108?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:57:39 , udn , 劍指中朝？ 美將派遣核彈道飛彈潛艦訪問南韓 , https://udn.com/news/story/6809/7124094?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:57:49 , udn , 南韓總統尹錫悅到美國進行國是訪問，4月26日赴白宮會晤美國總統拜登；拜登政府資深官員說，美韓將發布華盛頓宣言，進一步強化... , https://udn.com/news/story/6809/7124094?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:58:46 , udn , 拜登5月訪日澳 出席G7和四方安全對話峰會 , https://udn.com/news/story/6809/7124131?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:58:56 , udn , 美國白宮宣布，總統拜登將於5月19日至21日出席在日本廣島舉行的七大工業國集團（G7）領袖峰會，接著於5月24日赴澳洲參... , https://udn.com/news/story/6809/7124131?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:59:17 , udn , 相隔148年…第4塊鵝鑾鼻燈塔關界碑尋獲 見證被遺忘的台灣海關歷史 , https://udn.com/news/story/7327/7124176?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:59:27 , udn , 1875年，清朝政府向原住民購地在台灣最南端建造鵝鑾鼻燈塔，當時在周邊四角各立的台灣關地界石碑，其中3塊2016年起陸續... , https://udn.com/news/story/7327/7124176?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:59:48 , udn , 新台幣午盤貶3.9分  暫收30.719元 , https://udn.com/news/story/7239/7124088?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:59:51 , udn , 外資股東怒轟「可成駁回提案違法」 公司回應了 , https://udn.com/news/story/7253/7124149?from=udn-ch1_breaknews-1-0-news
2023-04-26 16:59:58 , udn , 台北外匯市場新台幣兌美元今天中午暫收30.719元，貶3.9分，成交金額6.02億美元 , https://udn.com/news/story/7239/7124088?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:01:52 , udn , 全台名廚都來幫！義煮便當飄香斗南 這些人都吃得到 , https://udn.com/news/story/7326/7124177?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:02:02 , udn , 新冠肺炎疫情時代終結，過去3年疫情期間，公益團體即便有心想服務卻也因此受阻，雲林縣救難義廚教育協會今天與北廚國際發展協會... , https://udn.com/news/story/7326/7124177?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:30:13 , udn , 台74線車流噪音擾人！台中太平住戶夜不成眠 爭取到設隔音牆 , https://udn.com/news/story/7325/7124951?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:30:23 , udn , 台74線中彰快速道路車流量大，沿線住太平區環中東路3段大樓住戶因緊臨台74線高架主線，每天要忍受過往的車輛噪音，尤其夜深... , https://udn.com/news/story/7325/7124951?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:30:44 , udn , 養豬場多平面、隻數受限 林口業者花3億蓋立體化畜牧場 , https://udn.com/news/story/7323/7124954?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:30:54 , udn , 新北市人口眾多、市場大，豬肉每日交易約2500頭左右，為全台最大量。不過新北市因人口較稠密，且養豬多為嫌惡設施，新北市境... , https://udn.com/news/story/7323/7124954?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:31:15 , udn , 台中再傳不當管教！特教生頭腿瘀青 男師停職調查 , https://udn.com/news/story/7320/7124949?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:31:25 , udn , 台中市大里區一名家長今天向市議員江和樹投訴表示，兒子就讀國小六年級活力班特教課程，昨遭男老師掐脖子、抓衣領去撞牆，致頭、... , https://udn.com/news/story/7320/7124949?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:31:46 , udn , 「終於逮到你！」龍潭警抓噪音車竟高達113分貝 , https://udn.com/news/story/7320/7124945?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:31:56 , udn , 桃園龍潭警分局接獲居民反映深夜常常有不法改裝車輛穿梭，產生巨大聲響，吵得大人小孩都無法入睡，龍潭警昨晚結合了主管機關桃園... , https://udn.com/news/story/7320/7124945?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:32:17 , udn , 遭貪汙罪嫌起訴 顏寬恒511字聲明：我無罪捍衛清白到底 , https://udn.com/news/story/7321/7124941?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:32:27 , udn , 上月22日，國民黨前立委顏寬恒甫領表登記參選台中第二選區立委，事隔6天即遭台中檢調搜索，顏與妻子陳麗凌以1500萬元交保... , https://udn.com/news/story/7321/7124941?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:32:48 , udn , 民進黨批變更議程是「喪權辱國的一天」 侯：尊重議會 , https://udn.com/news/story/6656/7124944?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:32:58 , udn , 新北市議會今日總質詢，民進黨團猛攻市長侯友宜指示國民黨團強勢更改議程，提早總質詢，痛批這是「喪權辱國的一天」，另還有議員... , https://udn.com/news/story/6656/7124944?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:33:07 , udn , NBA／布克單節25分全場球迷瘋狂 KD：我也感受到能量 , https://udn.com/news/story/7002/7124884?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:33:17 , udn , 太陽今天以136：130力克快艇隊，布克（Devin Booker）全場攻下47分，其中25分集中在第三節，隊友杜蘭特（Kevin Durant）透露自己比賽當下的心境，布克則解釋自己為何能進入狀態。 , https://udn.com/news/story/7002/7124884?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:33:19 , udn , 睡不飽、記憶力不集中？小心慢性疲勞症候群上身 , https://udn.com/news/story/7266/7124936?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:33:30 , udn , 5月1日勞動節，台灣年平均總工時為2000小時排名全球第4高，不少人出現過勞，經常性失眠卻不知道求助醫師。台中一名女上班... , https://udn.com/news/story/7266/7124936?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:33:50 , udn , 瑪格羅比變身芭比就靠「她」？粉紅低跟鞋重現夢幻人設 , https://udn.com/news/story/7270/7124924?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:34:01 , udn , 真人芭比電影即將上映，連帶讓戲中演員像是雷恩格斯林（Ryan Gosling）、瑪格羅比（Margot Robbie）等... , https://udn.com/news/story/7270/7124924?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:34:21 , udn , 民進黨高市議員陳致中將入獄 高市議會：無須補選 , https://udn.com/news/story/6656/7124922?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:34:32 , udn , 高雄市議員陳致中涉入父親前總統陳水扁國務機要費案，最高法院今撤銷吳淑珍有罪部分，發回更審，但駁回高市議員陳致中及妻子黃睿... , https://udn.com/news/story/6656/7124922?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:34:52 , udn , 台北維多利亞加入全球奢華酒店聯盟！新客房、新菜亮相 , https://udn.com/news/story/7270/7124919?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:35:03 , udn , 疫情解封後，全台各都會與景區飯店陸續回歸正軌，疫情期間住房全面升級的台北維多利亞酒店，除了迎來高住房率，也通過甄選，正式... , https://udn.com/news/story/7270/7124919?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:35:10 , udn , 65歲總座退位堅持再找工作 「一心態」助他重返職場 , https://udn.com/news/story/7269/7124942?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:35:20 , udn , 台灣缺工潮持續擴大，中高齡已成為企業愈來愈看重的新人才來源藍海。65歲的謝文勝，從汽車業總經理退休，不想就這樣老去，極力... , https://udn.com/news/story/7269/7124942?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:35:24 , udn , 65歲婦人勇闖阿朗壹古道 途中突心痛昏迷急救不治 , https://udn.com/news/story/7320/7124918?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:35:34 , udn , 連結台東縣達仁鄉與屏東縣牡丹鄉村的旭海觀音鼻自然保留區濱海步道，俗稱阿朗壹古道，近年掀起古道探訪熱，住台北市的65歲婦人... , https://udn.com/news/story/7320/7124918?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:35:55 , udn , NBA／布克首輪化身「奪命書僮」 喬丹這超狂紀錄有伴了！ , https://udn.com/news/story/7002/7124854?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:36:05 , udn , 太陽隊布克（Devin Booker）今日化身超強進攻武器，澆熄快艇隊想將戰局拖至第六場的希望。總結他在此系列賽的表現，不僅幫助球隊晉級次輪，還讓自己成了比肩喬丹（Michael Jordan）的存在 , https://udn.com/news/story/7002/7124854?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:36:07 , udn , 侯友宜鬆口：我有機會做更大的事 會讓行政效率變好 , https://udn.com/news/story/123307/7124971?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:36:17 , udn , 新北市議會今日總質詢，民進黨新北市議員廖宜琨質詢市長侯友宜時，針對新加坡參訪還有侯友宜是否要選總統、治安等問題提出質疑。... , https://udn.com/news/story/123307/7124971?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:36:26 , udn , 明年大阪世博會中國館建築設計公布  將以「中華書簡」為方案 , https://udn.com/news/story/7331/7124917?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:36:36 , udn , 中國貿促會新聞發言人王琳潔在今天舉行的月度例行新聞發布會上，公布中國大陸參加明年即2025年日本大阪世博會的中國館設計方... , https://udn.com/news/story/7331/7124917?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:36:57 , udn , 蝦皮購物「5.5寵愛母親節」抽Me Time官方專櫃萬元禮盒 , https://udn.com/news/story/7270/7124913?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:37:07 , udn , 母親節將至，蝦皮購物「5.5寵愛母親節」攜手蘭蔻、KIEHL’S契爾氏、碧兒泉、植村秀等4大官方專櫃美妝品牌 ，祭出「寵... , https://udn.com/news/story/7270/7124913?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:37:28 , udn , 明白天溫度回升上看30度 「這天」鋒面通過北部降溫 , https://udn.com/news/story/7266/7124910?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:37:38 , udn , 中央氣象局表示，明天清晨受東北季風影響，北部及東北部偏涼，北部、東半部地區及中南部山區有局部短暫雨，中部地區也有零星短暫... , https://udn.com/news/story/7266/7124910?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:37:59 , udn , 詹皇主導力遠勝腦衝莫蘭特 灰熊陣容隱憂多已難翻身 , https://udn.com/news/story/122629/7124879?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:38:09 , udn , 湖人灰熊系列賽越打越白熱化，果不其然到了第四戰，雙方對抗持續上升，加上吹判尺度尚稱寬鬆，呈現於場上就是更激烈的肢體碰撞、雙方更高強度的防守。

灰熊記取第三戰莫蘭特（Ja Morant）回歸持球過 , https://udn.com/news/story/122629/7124879?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:38:30 , udn , 台東更新防空避難所牌示 市民：不要有使用的一天 , https://udn.com/news/story/7328/7124911?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:38:40 , udn , 大陸解放軍近期在台灣周邊不斷軍事演習，台海局勢受關注，除了國軍全面應處，警方近期針對防空避難處所強化資訊，台東縣警察局建... , https://udn.com/news/story/7328/7124911?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:01 , udn , 澳洲大幅調整國防策略 生產導引飛彈計畫提前兩年 , https://udn.com/news/story/6809/7124862?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:11 , udn , 澳洲計劃對國防策略進行範圍廣泛調整，聚焦發展長程打擊能力，今天並表示，將於2025年前開始在國內生產導引飛彈，較預期提前... , https://udn.com/news/story/6809/7124862?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:18 , udn , 醫護人員血汗勞動　統測「衛護類」考生10年少上千人 , https://udn.com/news/story/6929/7124979?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:28 , udn , 台灣近年出現護理人力短缺，升學輔導平台網站大學問今（4/16）指出，在少子女化及資通訊科系排擠下，以及醫護人員血汗勞動等... , https://udn.com/news/story/6929/7124979?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:32 , udn , 缺豬不缺肉 陳吉仲：豬價維持每公斤平均批發價90元 , https://udn.com/news/story/7266/7124908?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:42 , udn , 國內目前豬價高漲，陳吉仲日前接受YAHOO TV「齊有此理」王時齊專訪，專訪內容今天播出；他表示，端午節肉粽用豬肉，大部... , https://udn.com/news/story/7266/7124908?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:49 , udn , 羽球亞錦賽／首戰輕鬆贏 戴資穎：覺得還可以更好 , https://udn.com/news/story/7005/7124872?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:39:59 , udn , 在杜拜舉行的2023羽球亞洲錦標賽今天進行首輪32強小組賽，女單世界排名第4的戴資穎，以21比17、21比18擊敗新加坡... , https://udn.com/news/story/7005/7124872?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:40:03 , udn , 陳致中洗錢坐牢理由出爐 掩蓋南港展覽館、龍潭購地犯罪所得 , https://udn.com/news/story/7321/7124909?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:40:12 , udn , 民進黨批變更議程是「喪權辱國的一天」 侯友宜：尊重議會 , https://udn.com/news/story/123307/7124944?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:40:13 , udn , 國務機要費在綠營強力修法除罪後，前總統陳水扁等7人去年獲判免訴，妻子吳淑珍更二審就南港展覽館案犯洗錢罪判刑2年、兒子陳致... , https://udn.com/news/story/7321/7124909?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:40:20 , udn , 選總統？侯友宜鬆口：有機會做更大的事 會讓行政效率變好 , https://udn.com/news/story/123307/7124971?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:41:04 , udn , 2024大選「最有帝王相」是誰？命理師預言：這人有疤影響總統路 , https://udn.com/news/story/7268/7123615?from=udn-catehotnews_ch2
2023-04-26 17:42:18 , udn , 鐵達尼號沉船早有預兆？首航14年前短篇小說揭恐怖巧合 , https://udn.com/news/story/6810/7124747?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:42:29 , udn , 1912年4月10日鐵達尼號駛離英國南漢普頓（Southhampton），華麗的首航卻在4月14日發生憾事，鐵達尼號撞上一座冰山後，於隔日沉沒。近日，一名國外作家發表新書，揭露鐵達尼號首航前早有不祥之兆，更直言它「注定沉入海底」。... , https://udn.com/news/story/6810/7124747?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:42:49 , udn , 桌球／WTT曼谷球星挑戰賽 鄭怡靜1日2勝單打晉16強 , https://udn.com/news/story/7005/7124784?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:43:00 , udn , 在曼谷舉行的WTT球星挑戰賽，台灣桌球一姐鄭怡靜今天1日2勝，單打32強先以3比1擊敗羅馬尼亞女將薩瑪拉，雙打再和學妹李... , https://udn.com/news/story/7005/7124784?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:43:20 , udn , 女子路邊巧遇「雪白仙牛」！原地轉一圈全身都在發光 真面目竟是國寶聖獸 , https://udn.com/news/story/7470/7124955?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:43:31 , udn , 大自然有很多生物都是相當具有魅力的。一名觀光客日前遇到一隻被稱作「金牛」的美麗神獸，牠擁有一身絲滑白淨的皮毛，看起來相當神聖，特殊的模樣吸引不少網友討論。 , https://udn.com/news/story/7470/7124955?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:45:16 , udn , 立院審雙語國家發展中心草案 藍委：惡化城鄉雙語M型化 , https://udn.com/news/story/6656/7124998?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:45:17 , udn , 顏寬恒賣沙鹿豪宅4541萬 檢方查出助理拿錢給買家假交易 , https://udn.com/news/story/7321/7124916?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:45:25 , udn , 股利配發箭在弦上 元大ESG高股息N超前部署除權息行情 , https://udn.com/news/story/7251/7124937?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:45:26 , udn , 立法院今日審查「雙語國家發展中心設置條例」草案，國民黨立委賴士葆批評，城鄉英語基本能力差距就大，強制雙語教育將讓偏鄉與城... , https://udn.com/news/story/6656/7124998?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:45:28 , udn , 前立委顏寬恒在前年底立委補選期間，被爆出沙鹿區自立路的豪宅涉嫌竊佔國土，後來顏落選後，將該豪宅以市價五折價格4541萬元... , https://udn.com/news/story/7321/7124916?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:45:36 , udn , 臺灣證券交易所公布2022年前三季上市公司的業績數據成長驚人！營收、淨利相較於2021年同期分別增長10.16%、7.9... , https://udn.com/news/story/7251/7124937?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:48:18 , udn , 民進黨中常會大啖「挺台灣」椪餅 賴清德自比唐僧肉 , https://udn.com/news/story/6656/7125013?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:48:28 , udn , 民進黨今天召開中常會，中常委林俊憲帶了印有民進黨主席賴清德頭像的台南椪餅，來到中常會分發給與會者。一位與會常委開玩笑說，... , https://udn.com/news/story/6656/7125013?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:48:49 , udn , 影／金門軍方悍馬車自燃民眾目睹超驚恐  驚險瞬間曝 , https://udn.com/news/story/7320/7125007?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:48:59 , udn , 一輛軍方悍馬車今天下午2點多在處理完未爆彈的銷毀任務後，載著彈藥殘屑要返回部隊，行經烈嶼鄉八青路往南塘方向，後方車斗的彈... , https://udn.com/news/story/7320/7125007?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:49:20 , udn , 中職／周思齊本季首升一軍 來當「秘密武器」 , https://udn.com/news/story/7001/7125010?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:49:30 , udn , 中信兄弟隊周思齊本季首次升上一軍，回到球場學弟看到他表情淡定，周董的說法是「好像剛從隔壁小7回來」，少了興奮之情，周思齊... , https://udn.com/news/story/7001/7125010?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:50:11 , udn , 陳致中確定要入獄！聽媽媽的話開海外帳戶洗錢 最高法院判刑1年定讞 , https://udn.com/news/story/7321/7124756?from=udn-catehotnews_ch2
2023-04-26 17:51:17 , udn , 社區要求外送員年繳150元被罵翻 住戶求饒：沒有要收了 , https://udn.com/news/story/120911/7124733?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:51:28 , udn , 日前新竹縣一處社區管委會公告，從5月1日起，foodpanda和Uber的外送員必須年繳150元管理費，就可以免下車登記，消息一出惹怒許多外送員，紛紛將這個社區列入「外送禁區」，眼見風波擴大，該管委會趕緊撤銷這項決議，但有住戶卻無奈發文表示沒有外送員願意接單。 , https://udn.com/news/story/120911/7124733?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:51:48 , udn , 賀！博愛國中黃子源、龔嘉誼 羽球混雙摘金 , https://udn.com/news/story/7005/7125034?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:51:59 , udn , 全中運羽球賽事今天為最後一天，各組雙打賽事都落幕，其中博愛國中的黃金混雙黃子源、龔嘉誼頂住地主壓力，在冠亞軍戰中以2比0... , https://udn.com/news/story/7005/7125034?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:52:19 , udn , 延續陳綢阿嬤精神 他們暖贈埔里學子「糕粽」祝福 , https://udn.com/news/story/7325/7125015?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:52:30 , udn , 南投埔里良顯堂慈善基金會創辦人陳綢阿嬤在世時，關心鎮內學生及教育，總是會在大型考試前鎮內考生製作糕點、粽子，但她去年辭世... , https://udn.com/news/story/7325/7125015?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:54:18 , udn , NBA／歐尼爾虧布克破「大屁股」紀錄 巴克利尷尬又不失禮微笑 , https://udn.com/news/story/7002/7124969?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:54:49 , udn , 屏東原鄉出現陌生人搭訕問候 部落憂安危 警加強巡邏 , https://udn.com/news/story/7320/7125041?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:54:59 , udn , 屏東縣瑪家鄉、泰武鄉等近期出現兩名陌生男子騎機車到部落向村民搭訕問候，好在部落警覺，沒有提供資訊，部落族人也在當地網路社... , https://udn.com/news/story/7320/7125041?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:55:20 , udn , 少子化趨勢難擋! 2070年日本人口比現在少三成 推估剩8700萬 , https://udn.com/news/story/6809/7125039?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:55:30 , udn , 日本厚生勞動省國立社會保障人口問題研究所26日表示，由於低生育率的問題無解，日本總人口到2070年時預估只剩下8700萬... , https://udn.com/news/story/6809/7125039?from=udn-ch1_breaknews-1-0-news
2023-04-26 17:57:18 , udn , 欠稅3千萬躲20年  執行官連開3門鎖拘提到案 , https://udn.com/news/story/7321/7125047?from=udn-ch1_breaknews-1-0-news
