2023-05-09 00:06:04 , udn , 擺脫行人地獄 蔣萬安2改革 李四川留言也做這事…網讚 , https://udn.com/news/story/7323/7151531?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:00 , udn , AI伺服器助攻 法人看好這檔主機板股明年獲利反彈三成 , https://udn.com/news/story/7240/7152824?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:06 , udn , 鴻海創辦人郭台銘近來積極爭取國民黨2024總統提名，且自稱「我不獨」，聯電創辦人曹興誠今天撰寫給郭台銘，郭台銘對此回應「... , https://udn.com/news/story/6656/7152859?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:10 , udn , 技嘉（2376）隨主機板、顯卡需求觸底反彈，加上營收占比逾二成的伺服器恢復成長動能，以及人工智慧（AI）應用催化效應，投... , https://udn.com/news/story/7240/7152824?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:27 , udn , 20年前曾觸犯兒少性交條例 議員楊家俍宣布退選立委 , https://udn.com/news/story/123475/7152860?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:31 , udn , 苗栗縣定古蹟龍騰斷橋加固工程挨批「醜爆」 鍾東錦說話了 , https://udn.com/news/story/7324/7152825?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:37 , udn , 民進黨中央黨部今舉行中執會，將公告立委提名候選人名單，桃園第5選區（平鎮、龍潭）黨內初選勝出的議員楊家俍今日提出聲明，宣... , https://udn.com/news/story/123475/7152860?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:41 , udn , 苗栗縣定古蹟三義鄉龍騰斷橋加固工程爆發爭議，縣長鍾東錦今天在縣務會議，及縣議會施政總報告脫稿，兩度指示文化觀光局，將來古... , https://udn.com/news/story/7324/7152825?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:07:58 , udn , 盧秀燕本命區協調成功 黃健豪出戰國民黨中五選區立委 , https://udn.com/news/story/123475/7152847?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:08:02 , udn , 專家：星宇這關沒過 精品航空恐淪網紅航空？ , https://udn.com/news/story/123501/7152775?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:08:09 , udn , 國民黨台中市立委第五選區（北屯、北區）初選有兩人登記，包括前立委沈智慧、議員黃健豪登記，經協調最後由黃健豪出線，直接接受... , https://udn.com/news/story/123475/7152847?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:08:12 , udn , 近期喜訊連連、才剛首航洛杉磯的星宇，在上週六一場發生在日本成田機場的調度危機，似乎已搓破「精品航空神話」？到底問題出在哪？張國煒要負多大責任？航空界專家直指這三大缺失。 , https://udn.com/news/story/123501/7152775?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:08:33 , udn , Ipass money悄悄上架 小額外匯預估7月推出 , https://udn.com/news/story/7239/7152822?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:08:43 , udn , 先前一卡通Money傳出將開發獨立app時，曾一度傳出將結束與Line合作，而近期獨立應用程式Ipass money在a... , https://udn.com/news/story/7239/7152822?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:09:04 , udn , 流感增28重症、2死 羅一鈞：未來兩周疫情仍可能上升 , https://udn.com/news/story/7266/7152813?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:09:15 , udn , 國內流感疫情持續，上周新增28例流感併發重症病例，另新增2例死亡個案，為70至80多歲的長者，為一男一女。疾管署防疫醫師... , https://udn.com/news/story/7266/7152813?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:09:23 , udn , 藍營總統提名陷「郭侯」僵局 學者分析國民黨將面臨這挑戰 , https://udn.com/news/story/123307/7152876?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:09:33 , udn , 在民進黨確定提名賴清德、柯文哲也確定代表民眾黨參選之後，兩黨皆已經進入選戰模式，而國民黨仍舊陷在「郭侯相爭」的僵局，最快要等到5月中下旬才會明朗。 , https://udn.com/news/story/123307/7152876?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:09:35 , udn , 突擊出訪新加坡遭質疑為選總統 侯友宜：都依規定、在國外也處理市政 , https://udn.com/news/story/123307/7152819?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:09:46 , udn , 新北市議會今日總質詢，民進黨新北市議員山田摩衣質詢時表示，新北市長侯友宜「突擊性出訪」新加坡，且到現在都還看不到出訪報告... , https://udn.com/news/story/123307/7152819?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:09:54 , udn , NBA／熱火隊史「3比1」沒輸過 「老八」持續譜寫傳奇 , https://udn.com/news/story/7002/7152763?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:04 , udn , 巴特勒（Jimmy Butler）全場飆出27分10助攻6籃板2抄截2阻攻，阿德巴約（Bam Adebayo）也貢獻23分13籃板2助攻，熱火靠著強勢攻守表現一路壓制尼克，系列賽取得3比1聽牌優勢。 , https://udn.com/news/story/7002/7152763?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:06 , udn , 台中保全見單親媽起色心 攀窗入屋性侵未遂遭判4年6月 , https://udn.com/news/story/7317/7152812?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:17 , udn , 台中市吳姓保全去年7月間，對一名獨居、撫養10歲兒子的單親媽起色心，涉在凌晨時分，攀爬女住戶的浴室窗戶入屋後，要性侵女子... , https://udn.com/news/story/7317/7152812?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:25 , udn , 家屬照顧失能者也要重訓練 奇美醫院：「別只幫他做」 , https://udn.com/news/story/7266/7152873?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:35 , udn , 奇美醫院今天舉行記者會呼籲家屬照顧失能者也要著重訓練，別只「幫他做」。護理部出院準備專任護理師鍾家媛指出，生病需要他人照... , https://udn.com/news/story/7266/7152873?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:37 , udn , 琉球鄉國二男耍帥載上夜市買來金鋼戒指 手指腫痛拔不出 , https://udn.com/news/story/7320/7152811?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:48 , udn , 屏東縣琉球鄉鍾姓國二男學生，前天在夜市購買時髦合金鋼戒指，傍晚戴入右手中指，結果隔天凌晨手指腫脹到無法入眠，他嘗試用肥皂... , https://udn.com/news/story/7320/7152811?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:10:56 , udn , 輔英科技大學數位轉型、就業導向 培育健康產業永續人才 , https://udn.com/news/story/9489/7152833?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:11:06 , udn , 輔英科技大學是全國第一所私立醫護類職業學校，也是唯一有附設醫院的科技大學，科大加上附醫，發揮一加一大於二的效益！在少子化與高齡化衝擊下... , https://udn.com/news/story/9489/7152833?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:11:27 , udn , 影／台南都會公園奇美博物館遊客多 闢特色遊具區動工 , https://udn.com/news/story/7326/7152866?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:11:37 , udn , 台南都會公園、奇美博物館遊客眾多，市政府爭取補助在公園開闢特色遊具區、斥資2800多萬元今天動工。市長黃偉哲肯定設計結合... , https://udn.com/news/story/7326/7152866?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:12:29 , udn , 足球／梅西包辦勞倫斯2大獎 體壇奧斯卡第一人 , https://udn.com/news/story/7005/7152124?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:12:39 , udn , 勞倫斯世界體育獎8日公布得獎名單，阿根廷足球天王梅西（Lionel Messi）事隔三年，再度奪得2023年勞倫斯「最佳... , https://udn.com/news/story/7005/7152124?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:13:30 , udn , 20年前曾觸犯兒少性交條例 綠營議員楊家俍宣布退選立委 , https://udn.com/news/story/123475/7152860?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:15:23 , udn , 美三月破台全民個資被駭案 賴士葆：蔡政府尚未聯繫 , https://udn.com/news/story/6656/7152897?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:15:34 , udn , 日前發生有全台2300萬筆全民個資遭駭客在網路上兜售事件，國民黨立委賴士葆今表示，美國已經偵破此案件，且3月15日主事者... , https://udn.com/news/story/6656/7152897?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:15:55 , udn , 陳致中後天入獄  高市議會：已收到公文依法解職 , https://udn.com/news/story/6656/7152899?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:16:05 , udn , 前總統陳水扁之子、高市前議員陳致中即將在後天入獄服刑。高市議會今天證實，上周已經接獲行政院來文，依法將陳致中解除議員職務... , https://udn.com/news/story/6656/7152899?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:16:26 , udn , 世界先進4月營收35.69億元 月增逾42%、連兩個月回升 , https://udn.com/news/story/7240/7152898?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:16:36 , udn , 世界先進（5347）今（9）日公佈內部自行結算之2023年4月份合併營收約為新台幣35.69億元，較2022年同月新台幣... , https://udn.com/news/story/7240/7152898?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:16:57 , udn , 高雄5月7天內3次停電！陳其邁要求台電改進 台電這樣說 , https://udn.com/news/story/7266/7152895?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:17:07 , udn , 高雄市區從5月2日起，7天內發生3次停電事故，不僅引起民眾抱怨，連高雄市長陳其邁也要求台電要檢討，並進行配電路線總體檢。... , https://udn.com/news/story/7266/7152895?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:17:28 , udn , 哺集乳室不親民  連椅子都沒  議員要求全面輔導查核 , https://udn.com/news/story/7326/7152896?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:17:38 , udn , 嘉義市議員郭定緯在議會質詢指出，有哺乳媽媽向他反應，嘉義市哺乳環境不友善，「讓人根本不想哺乳」；他抽查市區10處哺乳室，... , https://udn.com/news/story/7326/7152896?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:17:59 , udn , 裝炸彈、擲燃燒瓶...連2起恐嚇信  故宮：加強全面安檢 , https://udn.com/news/story/7320/7152892?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:18:09 , udn , 故宮近日連續收到兩起恐嚇信件，表示欲在北部與南部院區安裝遙控炸彈，以及衝入故宮隨機殺人，投擲燃燒瓶。對此故宮今表示，除向... , https://udn.com/news/story/7320/7152892?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:18:21 , udn , 馬斯克宣布 推特將刪除非活躍帳號 , https://udn.com/news/story/6811/7152271?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:18:30 , udn , 台灣處處比人差？日本人狂列11優點 網友感動：句句說進心坎 , https://udn.com/news/story/120911/7152820?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:18:32 , udn , 社群媒體公司推特（Twitter Inc.）執行長馬斯克（Elon Musk）今天宣布，推特將刪除長期未使用的帳號 , https://udn.com/news/story/6811/7152271?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:18:41 , udn , 台、日兩國來往密切，許多國人熱衷赴日旅遊，甚至嚮往長住。對台灣人來說，自己生活的這塊土地上似乎有說不完的缺點，但在日本人眼中，卻有很多台灣人習以為常，但令外國人相當羨慕的優點。

臉書粉專「日本人 , https://udn.com/news/story/120911/7152820?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:18:52 , udn , 恐多型別流行！ 3歲女童口腔破、發燒持續染腸病毒71型 , https://udn.com/news/story/7266/7152910?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:01 , udn , 台南3歲女童在斑馬線被撞死  黃偉哲：非常難過 , https://udn.com/news/story/7320/7152886?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:03 , udn , 腸病毒進入流行期，近期腸病毒就診人次呈上升趨勢且是2017年以來同期最高；另新增1例腸病毒71型輕症病例，個案為北部3歲... , https://udn.com/news/story/7266/7152910?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:12 , udn , 台南市3歲小女童跟媽媽一起走斑馬線過馬路時被駕駛撞死引發群情激憤，許多民眾也紛紛到市長的臉書留言，希望能夠正視行人安全問... , https://udn.com/news/story/7320/7152886?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:23 , udn , 王建煊／王老先生講故事之291：勞苦重擔卸給誰？ , https://udn.com/news/story/7340/7152902?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:33 , udn , 衛福部表揚84名典範護理人員 醫師立委讚：是醫界媽祖 , https://udn.com/news/story/7266/7152881?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:34 , udn , 有很長一段時間，太太當司機爲我開車，因為她怕我腦筋想東想西，開車容易出問題，久了以後，有人還以為我不會開車哩！ , https://udn.com/news/story/7340/7152902?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:43 , udn , 5月12日是護理師節，衛生福利部舉辦頒獎典禮，表揚84位衛福部所屬醫院的護理人員。衛福部部長薛瑞元致詞時他說表示，防疫期... , https://udn.com/news/story/7266/7152881?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:19:55 , udn , 數位身分證履約爭議 工程會：正進行調解 , https://udn.com/news/story/6656/7152848?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:20:04 , udn , 高職生助台灣老兵圓夢行動計畫獲獎 提醒學生感恩惜福 , https://udn.com/news/story/6929/7152883?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:20:05 , udn , 數位身分證政策在2021年暫緩，工程會官員說，調解進行中，12日將邀請內政部、中央銀行印製廠再度協商，而目前已經施做完成... , https://udn.com/news/story/6656/7152848?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:20:14 , udn , 中山工商團隊參加教育部「全國高級中等學校112年專題及創意製作競賽」，外語、家政和商管群勇奪2金、1銀、1銅、2佳作。應... , https://udn.com/news/story/6929/7152883?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:20:26 , udn , 正峰宣布減資三成 以彌補累積虧損 , https://udn.com/news/story/7240/7152901?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:20:35 , udn , PLG／鋼鐵人最後主場周 最大獎送林書豪親簽球衣 , https://udn.com/news/story/7005/7152882?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:20:36 , udn , 正峰（1538）於今（9）日宣布為改善財務結構，以彌補累積虧損而減資，減資金額2.2億元，減資比率近30%；正峰今股價收... , https://udn.com/news/story/7240/7152901?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:20:45 , udn , 為季後賽最後努力的高雄17直播鋼鐵人隊，球團宣布本周主場將舉辦「鐵定有你」感謝祭主題周，感謝球迷本季陪著鋼鐵人四處征戰，... , https://udn.com/news/story/7005/7152882?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:21:25 , udn , 鹿港蛋黃酥名店「新口味食品行」直送台北SOGO七日快閃 , https://udn.com/news/story/7270/7152917?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:21:35 , udn , 鹿港蛋黃酥名店「新口味食品行」打造全台唯一蛋黃酥行動餐車，5/15至5/21將首度參與台北SOGO忠孝館戶外廣場美食餐車... , https://udn.com/news/story/7270/7152917?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:21:36 , udn , 兔來好「客」鬥鬧熱 苗縣9家青創店家營造客語友善環境 , https://udn.com/news/story/7324/7152875?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:21:47 , udn , 苗栗縣政府推動客語友善店家，今年結合9家青創店家推出「兔來好『客』鬥鬧熱」講客語贈好禮活動，鼓勵年輕人勇敢說客語，獲得回... , https://udn.com/news/story/7324/7152875?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:21:56 , udn , 立院三讀 組織招募未成年赴國外犯罪最重判10年半 , https://udn.com/news/story/7314/7151909?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:22:07 , udn , 立法院會今天三讀修正通過組織犯罪防制條例部分條文，意圖使他人出中華民國領域外實行犯罪，而招募他人加入犯罪組織者，處1年以... , https://udn.com/news/story/7314/7151909?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:22:27 , udn , 泰山本業虧爆！70年老品牌只剩經營權之爭？ , https://udn.com/news/story/7241/7152893?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:22:38 , udn , 深耕台灣70年，泰山（1218）八寶粥、仙草蜜是台灣人共同記憶，如今隨著泰山經營權之爭白熱化，有被犧牲的疑慮。 , https://udn.com/news/story/7241/7152893?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:22:59 , udn , 影／郭台銘拜會高虹安 高虹安未回應支持誰 , https://udn.com/news/story/6656/7152915?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:23:09 , udn , 避免山域事故發生 花蓮議員籲培訓族人考取嚮導證照 , https://udn.com/news/story/7328/7152874?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:23:09 , udn , 表態爭取國民黨總統提名鴻海創辦人郭台銘，上午前往新竹市議會拜會，由黨籍正副議長許修睿、余邦彥親自接待，另市議會12位黨籍... , https://udn.com/news/story/6656/7152915?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:23:19 , udn , 山林開放後頻傳山域事故，花蓮今年截至4月已發生29件事故，縣議員建議，縣府原住民行政處向中央爭取經費，培育部落族人考取山... , https://udn.com/news/story/7328/7152874?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:23:30 , udn , 裝炸彈、擲燃燒瓶...連2起恐嚇信 故宮：加強全面安檢 , https://udn.com/news/story/7320/7152892?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:24:21 , udn , 陳水扁掀選罷法違憲討論 賴士葆：偽善 打著民主反民主 , https://udn.com/news/story/6656/7152928?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:24:31 , udn , 前總統陳水扁日前北上將入監服刑的兒子、民進黨高雄市議員陳致中發聲，昨（8）現身參與「新台灣國策智庫」研討會。國民黨立委賴... , https://udn.com/news/story/6656/7152928?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:24:52 , udn , 加國產油省野火迫油商停產 天氣轉涼助滅火 , https://udn.com/news/story/6812/7152104?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:25:02 , udn , 加拿大主要產油省份亞伯達（Alberta）今天天氣轉涼，有助消防人員撲滅境內大規模野火，但政府表示，可能需要數月時間才能... , https://udn.com/news/story/6812/7152104?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:25:13 , udn , 新湖地政事務所整合櫃台服務 可縮短等待時間 , https://udn.com/news/story/7324/7152862?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:25:23 , udn , 國泰總座李長庚：去美元化是假議題 未來十年沒任何幣別可取代美元 , https://udn.com/news/story/7239/7152919?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:25:23 , udn , 新竹縣新湖地政事務所為簡化流程、縮短洽辦業務等待時間，近日啟用數位多媒體叫號系統，同時櫃台服務整合，分為謄本業務與多功能... , https://udn.com/news/story/7324/7152862?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:25:34 , udn , FPAT（台灣理財顧問認證協會）今（9）日舉行20周年慶論壇，由國泰金控總經理、FPAT理事長李長庚主持；李長庚受訪時表... , https://udn.com/news/story/7239/7152919?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:25:54 , udn , 高虹安與前老闆郭董會面   直言「不為難」 , https://udn.com/news/story/123307/7152927?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:26:05 , udn , 鴻海創辦人郭台銘爭取國民黨總統提名，今在新竹市議會與新竹市里長座談，並到市政府拜會市長高虹安，雙方會談約半小時；針對民眾... , https://udn.com/news/story/123307/7152927?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:26:26 , udn , 鹿港蛋黃酥名店「新口味食品行」直送台北  SOGO七天快閃 , https://udn.com/news/story/7270/7152917?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:27:23 , udn , 韋伯望遠鏡觀測到新影像 3條碎片帶環繞北落師門 , https://udn.com/news/story/6812/7152854?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:27:33 , udn , 最近數十年，偵測到太陽系外有行星圍繞著不同恆星運行的許多景象，都令人振奮不已，但若省略掉像是繞著太陽運轉的碎片帶，便無法... , https://udn.com/news/story/6812/7152854?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:27:54 , udn , 鬆綁執業地點與行為 跨黨派立委促修職能治療師法 , https://udn.com/news/story/7314/7152419?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:28:04 , udn , 職能治療師法修法聯盟今天舉行記者會，呼籲修法鬆綁職能治療師執業地點與行為，改為若非以疾病治療為目的，可不受診斷、照會、醫... , https://udn.com/news/story/7314/7152419?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:28:25 , udn , 選罷法終身不得參選意見歧異 排黑條款送黨團協商討論 , https://udn.com/news/story/6656/7152933?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:28:29 , udn , 郭台銘拋「警總要回歸」 侯友宜：回歸民防法 , https://udn.com/news/story/123307/7152916?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:28:35 , udn , 立法院內政委員會今天協商「公職人員選舉罷免法」、「總統副總統選舉罷免法」條文修正草案，其中在「公職人員選舉罷免法」曾犯「... , https://udn.com/news/story/6656/7152933?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:28:40 , udn , 鴻海創辦人郭台銘今在新竹市議會與新竹市里長座談，指出台灣的警察要跟民防結合，台灣最早的警備總部要回歸，里長要去做軍訓，因... , https://udn.com/news/story/123307/7152916?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:28:56 , udn , 全大運／台大教練是奧運銀牌！魏均珩當率隊3闖金牌戰 , https://udn.com/news/story/7005/7152931?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:29:00 , udn , 綠界公布Q1財報 首季EPS賺5.09元 , https://udn.com/news/story/7239/7152913?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:29:07 , udn , 由中原大學承辦的112年全大運，射箭項目一般組的學生當中，出現一位不凡的面孔，他是東京奧運銀牌、亞運金牌名將魏均珩，去年... , https://udn.com/news/story/7005/7152931?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:29:11 , udn , 國內第三方支付大廠綠界科技（6763）昨（12）日公布首季財報，上季每股純益為5.09元，賺逾半個股本，雖較去年第4季每... , https://udn.com/news/story/7239/7152913?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:29:27 , udn , 陳水扁掀選罷法違憲討論 賴士葆：偽善、打著民主反民主 , https://udn.com/news/story/6656/7152928?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:29:40 , udn , 台南3歲女童在斑馬線被撞死 黃偉哲：非常難過 , https://udn.com/news/story/7320/7152886?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:30:21 , udn , 新冠疫情五項指標都上升 羅一鈞：7月初前都緩升 , https://udn.com/news/story/7266/7152964?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:30:31 , udn , 新冠肺炎指揮中心上周已解編，世衛組織（WHO）也於5月5日宣布解除緊急狀態。但疾管署副署長羅一鈞表示，併發症趨勢、住宿式... , https://udn.com/news/story/7266/7152964?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:30:52 , udn , 考察大巨蛋  2028年起每年辦55場運動活動 , https://udn.com/news/story/7323/7152959?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:30:59 , udn , 高虹安與前老闆郭董會面 直言「不為難」 , https://udn.com/news/story/123307/7152927?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:31:02 , udn , 台北市議會教育委員會今天前往大巨蛋考察，並關注草皮、座椅、逃生路線等問題，教委會召集人、北市議員王閔生表示，大巨蛋預計今... , https://udn.com/news/story/7323/7152959?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:31:23 , udn , 削減送貨成本 亞馬遜提供優惠鼓勵顧客自取商品 , https://udn.com/news/story/6811/7152783?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:31:33 , udn , 亞馬遜公司正提供10美元折扣，獎勵選擇自行取貨而非送貨到府的顧客，顯示這家電商巨擘在面臨消費者需求疲軟之際，也加入其他零... , https://udn.com/news/story/6811/7152783?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:31:54 , udn , 學者：女性教召訓練支援戰鬥 有助延續前線戰力 , https://udn.com/news/story/10930/7152924?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:32:05 , udn , 首梯女性教育召集官兵入營展開訓練，學者分析，此政策代表國軍正在進步，未來除少數戰鬥部隊，絕大多數女召員將擔負彈藥槍械後勤... , https://udn.com/news/story/10930/7152924?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:32:25 , udn , IEET慶祝20周年 , https://udn.com/news/story/6885/7136931?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:32:36 , udn , 中華工程教育學會（IEET）成立於2003年，今年慶祝20周年，除了將於5月19日（五）辦理第十一屆第一次會員大會暨校院長論壇，20周年慶的重點是將於6月11日至16日中旬與中國工程師學會（以下簡稱中工會）共同主辦國際工程聯盟（International Engineering Alliance, IEA）年度大會，屆時將有超過30個國家／經濟體的40餘個組織150位工程界菁英至台中林酒店與會。 , https://udn.com/news/story/6885/7136931?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:32:56 , udn , 拆安全支撐架工人墜地下三樓亡 新北勞檢勒令停工 , https://udn.com/news/story/7320/7152937?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:33:07 , udn , 34歲林男昨天下午在新北市林口區忠孝路一處工地拆除安全支撐架，疑因未綁安全帶不慎墜落地下三樓，當場沒有生命徵象，緊急送醫... , https://udn.com/news/story/7320/7152937?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:33:22 , udn , 工作不順求新公司「無壓力坐享高薪」 眾秒答這行業：睡到自然醒 , https://udn.com/news/story/120912/7152908?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:33:32 , udn , 近年來台灣物價越來越高、薪水越來越薄，不少人都期望能儘量爭取高薪，讓生活能寬裕一些，或是兼差打工來拉高月收入，有人好奇台灣是否有工作能「無壓力坐享高薪」，沒想到眾多網友一面倒指「這行業」可以每天睡到自然醒。 , https://udn.com/news/story/120912/7152908?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:36:22 , udn , 神啊～請賜予我找工作明燈！TOP 10「面試求職」避雷利器速收藏   , https://udn.com/news/story/7269/7152726?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:36:26 , udn , 集保e手掌握App再進化 連結銀行範圍擴增至16家金融機構 , https://udn.com/news/story/7239/7152936?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:36:33 , udn , 都好有用！根據104人力銀行最新數據顯示，該平台站上求職人數為62.1萬人，工作機會高達104.4萬個，尤其五六月正逢畢業季，許多畢業生即將步入職場，但怎麼樣的薪資及職場工作環境，才符合新鮮人需求。在 , https://udn.com/news/story/7269/7152726?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:36:37 , udn , 投資人有福了!集保e手掌握App即日起開放連結臺灣銀行及中華郵政，透過這項服務，投資人可以連結全國16家金融機構，同時查... , https://udn.com/news/story/7239/7152936?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:37:24 , udn , 回應泰山街口投資案 董事長詹景超：投資街口是商業判斷 , https://udn.com/news/story/7239/7152972?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:37:35 , udn , 泰山（1218）董事長詹景超今天針對泰山街口投資案召開記者會，投資街口是「商業判斷」，經過KPMG等專家進行各種DD(盡... , https://udn.com/news/story/7239/7152972?from=udn-ch1_breaknews-1-0-news
2023-05-09 15:39:24 , udn , 穩聊！交友軟體找真愛？當12星座「這樣做」代表他對你很有興趣... , https://udn.com/news/story/7268/7152776?from=udn-ch1_breaknews-1-0-news
