2023-04-16 00:20:53 , udn , 2023台灣盃極限射擊大賽盛大登場 全民國防議題受重視 , https://udn.com/news/story/7241/7100778?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:24:31 , udn , 遭到熱火隊淘汰後，公牛隊不僅提前放了暑假，還須面對多名球員的續約問題。不過，主戰中鋒佛西維奇（Nikola Vucevic）表示，球隊擁有他的優先續約權。

雖然NBA生涯自76人隊開始，佛西維奇 , https://udn.com/news/story/7002/7101263?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:24:47 , udn , 「台灣今年有很多挑戰」 蔡英文：會讓民主自由更深化 , https://udn.com/news/story/6656/7101560?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:24:52 , udn , 議員爆料桃園有20學童食物中毒？ 校方：是諾羅病毒 , https://udn.com/news/story/7324/7101549?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:24:57 , udn , 台灣基督長老教會淡水教會內部的馬偕紀念大樓，先前舊大樓鑑定為海砂屋，後經拆除與原地重建，今天舉辦落成啟用典禮。蔡英文總統... , https://udn.com/news/story/6656/7101560?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:25:02 , udn , 桃園市議員黃崇真今天下午貼文爆料，「免費營養午餐讓小朋友集體食物中毒？」，他早上接獲中壢區一所國小家長陳情，學童昨天下午... , https://udn.com/news/story/7324/7101549?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:25:18 , udn , 佐賀不只有阿嬤 參團自駕自助達人帶路 , https://udn.com/news/story/7270/7101541?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:25:23 , udn , 台灣人最常搜尋國家曝光！南韓僅排第2 網見冠軍直呼：沒懸念 , https://udn.com/news/story/7266/7101500?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:25:28 , udn , 台灣人出國瘋日本，目前廉航回歸直飛二線城市佐賀縣提供新路線，旅遊業者認為，參團或自駕、自助旅遊都適合，還可串聯九州其他縣... , https://udn.com/news/story/7270/7101541?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:25:33 , udn , 隨著各國邊境限制放寬，越來越多人規劃出國旅行。對此，機票達人「布萊N」在臉書上發文，公布台灣人最常搜尋的國家和城市機票，而貼文曝光後也掀起討論，許多網友都直呼「真的沒有懸念」。 , https://udn.com/news/story/7266/7101500?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:25:54 , udn , 蘇花公路大清水災修路段 4月18日起單線雙向管制 , https://udn.com/news/story/7266/7101523?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:26:04 , udn , 蘇花公路台9線159.3公里大清水明隧道因為鋼構明隧道工程施工，4月18日起至5月15日上午8時至下午6時採單線雙向機動... , https://udn.com/news/story/7266/7101523?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:26:19 , udn , 新莊KTV酒客打群架！受傷送醫院 動手的4人送法辦 , https://udn.com/news/story/7320/7101558?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:27:15 , udn , 北韓巡邏船海上越界 南韓軍方鳴槍示警 , https://udn.com/news/story/6809/7101513?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:27:25 , udn , 明起口罩大鬆綁 醫療院所仍強制 降級後疫苗、藥物維持公費 , https://udn.com/news/story/7266/7101535?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:27:26 , udn , 南韓合同參謀本部今天表示，北韓一艘巡邏船越過北方限界線（NLL），在南韓軍方鳴槍示警後已經折返 , https://udn.com/news/story/6809/7101513?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:27:46 , udn , 10年協訓後陸軍特戰思維變了 台美協同戰鬥基礎介面首曝光 , https://udn.com/news/story/10930/7101547?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:27:51 , udn , 日本二線城市招手 台灣虎航復飛佐賀 , https://udn.com/news/story/7270/7101540?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:27:57 , udn , 好萊塢電影「世界異戰」（Battle: Los Angeles）描述美軍陸戰隊「FTN小隊」深入外星人占領區，使用雷射導引器導引地獄火飛彈擊落外星母船。經過美軍綠扁帽部隊超過10年的協訓，國軍陸軍5個特戰營，作戰思維、運用構想與訓練模式，大幅變化，能靈活運用三棲輸具，快速抵達或脫離戰場或任務目標區。... , https://udn.com/news/story/10930/7101547?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:28:01 , udn , 最近許多台灣人到日本東京、大阪遊玩發現熱門景點人擠人，由於日本二線城市相對悠閒，台灣虎航趁清明連假復飛佐賀縣，這是佐賀3... , https://udn.com/news/story/7270/7101540?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:28:48 , udn , 「台灣今年有很多挑戰」 蔡英文總統：會讓民主自由更深化 , https://udn.com/news/story/6656/7101560?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:29:58 , udn , 五一出遊 搶火車票堪比春運 淄博被「種草」北京出發秒空 , https://udn.com/news/story/7332/7101493?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:30:09 , udn , 「五一」假期首日火車票15日開售，作為春節以後第一個真正意義上的小長假，今年「五一」旅遊市場火爆，家在線旅遊平台的數據顯... , https://udn.com/news/story/7332/7101493?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:30:15 , udn , 現代十大酷刑／口含排氣管、熱融膠滴臉 暴力私刑令人不寒而慄 , https://udn.com/news/story/7266/7100442?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:30:20 , udn , 新莊KTV酒客打群架！拿塑膠椅發狠猛砸 動手4人送法辦 , https://udn.com/news/story/7320/7101558?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:30:25 , udn , 國內詐騙集團、黑幫猖獗，幫派犯罪集團為控制被害人、強行逼索討債，或彼此間黑吃黑情況層出不窮，衍生的暴力犯罪更是五花八門、許多施虐情節連電影、電視編劇可能都想像不到，不管是逼供動私刑、追討賭債、報復黑吃黑，手法堪比「現代版十大酷刑」，令人不寒而慄。 , https://udn.com/news/story/7266/7100442?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:31:00 , udn , 雲南潑水節 愈美愈被狠潑 網：打著節日幌子耍流氓 , https://udn.com/news/story/7332/7101430?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:31:10 , udn , 一年一度的雲南「潑水節」來了，街上到處可見人群快樂地互相潑水，許多遊客也趕來參與盛宴，然而當有美女路過，無一不被潑到全身... , https://udn.com/news/story/7332/7101430?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:33:54 , udn , 集體上吐下瀉！議員爆「桃園有20學童食物中毒」校方出面澄清 , https://udn.com/news/story/7324/7101549?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:33:57 , udn , 柯文哲說兩岸需要對話 減少誤解與擦槍走火 , https://udn.com/news/story/6656/7101527?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:35:51 , udn , 初選看板引戰？ 南市立委初選雙姝內戰再上演 , https://udn.com/news/story/123307/7101550?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:36:01 , udn , 初選看板引戰？民進黨南市立委第一選區雙妹內戰再上演，立委賴惠員不滿對手郭貞慧帶頭違法在住處旁排水溝掛上巨幅看板，抨擊這是... , https://udn.com/news/story/123307/7101550?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:36:14 , udn , 民進黨嘉市立委初選 三腳督內戰白熱化 , https://udn.com/news/story/123307/7101579?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:36:24 , udn , 民進黨嘉義市立委黨內初選立委王美惠及黨部主委、議員黃露慧、前議員凌子楚三腳督內戰，王美惠、黃露慧去年主委選舉槓上，王挺顧... , https://udn.com/news/story/123307/7101579?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:36:45 , udn , 華郵指我難抵共軍空優 國防部：顯非事實 , https://udn.com/news/story/10930/7101577?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:36:55 , udn , 華盛頓郵報報導宣稱，台灣不太可能在兩岸衝突中抵擋中國軍方的空優，且台灣的防空指揮官可能會因害怕情勢升級而猶豫是否要跟有飛... , https://udn.com/news/story/10930/7101577?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:37:16 , udn , 賞螢季到 大坑蝶螢嘉年華正式展開 18日第二波報名 , https://udn.com/news/story/7270/7101576?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:37:26 , udn , 台中大坑設有螢火蟲復育區、蝴蝶生態教育區，賞螢季將至，2023年大坑蝶螢嘉年華昨也正式展開。觀旅局表示，有別於一般賞螢活... , https://udn.com/news/story/7270/7101576?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:37:47 , udn , 大甲媽回鑾4月30日逢四技二專暨二技入學測驗 鎮瀾宮喊話禁噪音 , https://udn.com/news/story/7325/7101575?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:37:57 , udn , 大甲媽遶境進香4月21日晚上將起駕，大甲鎮瀾宮今天提醒，進香回鑾4月30日，適逢112學年度四技二專暨二技統一入學測驗，... , https://udn.com/news/story/7325/7101575?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:38:18 , udn , 打擊芬太尼 美駐墨大使籲比照抗疫訂全球策略 , https://udn.com/news/story/6812/7101567?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:38:28 , udn , 美國駐墨西哥大使沙拉薩今天表示，打擊致命鴉片類毒品「芬太尼」（fentanyl）需擬定類似於對抗COVID-19疫情的全... , https://udn.com/news/story/6812/7101567?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:45:14 , udn , 軍校生偷帶手機被退學贏了行政訴訟提國賠..法官狠打臉 , https://udn.com/news/story/7321/7101585?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:45:24 , udn , 就讀空軍航空技術學院航空通訊電子系二技的呂姓學生，在學時3次違規攜帶智慧型手機被抓包，因累積記滿3大過被開除學籍，呂男事... , https://udn.com/news/story/7321/7101585?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:45:45 , udn , 海砂屋「馬偕大樓」重建落成 牧師喊：新北大翻新 , https://udn.com/news/story/7323/7101582?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:45:55 , udn , 台灣基督長老教會淡水教會的馬偕紀念大樓，原鑑定為海砂屋，後經拆除與原地重建，今天舉行落成啟用典禮。蔡英文總統、總統府秘書... , https://udn.com/news/story/7323/7101582?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:46:16 , udn , 路跑／關於波士頓馬拉松賽道分析與雜談 , https://udn.com/news/story/7879/7100847?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:46:26 , udn , 波士頓馬拉松作為世界上歷史最悠久的馬拉松，舉辦於美國的愛國者日—每年四月的第三個星期一，而麻薩諸塞州是美國少數紀念愛國者日的州，而這場比賽也可能是少數舉辦於平日的馬拉松賽，至少六大馬就只有波馬。今年邁 , https://udn.com/news/story/7879/7100847?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:48:15 , udn , 南橫路霸！梅山口車隊司機爆衝突 六龜警：相關人將提告 , https://udn.com/news/story/7320/7101593?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:48:18 , udn , 大甲媽回鑾4月30日撞期統測 鎮瀾宮喊話考場周邊禁鞭炮 , https://udn.com/news/story/7325/7101575?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:48:26 , udn , 南橫公路通車即將屆滿一年，近日卻發生旅遊業者在梅山口休息站爆發口角糾紛，有民眾將衝突當下的影片拍下，以「南橫惡霸再現」為... , https://udn.com/news/story/7320/7101593?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:48:46 , udn , NBA／大學搭檔福克斯、蒙克聯手飆分 創28年來首見紀錄 , https://udn.com/news/story/7002/7101553?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:48:57 , udn , 沙加緬度國王相隔17年後再闖季後賽，首戰就以3分之差擊敗衛冕軍金州勇士，其中福克斯、蒙克這對肯塔基大學校友，分別都攻下30分以上，也是聯盟28年來再度出現的紀錄。 , https://udn.com/news/story/7002/7101553?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:49:17 , udn , 張亞中喊當總統打造台灣成「非戰和平區」 做不到就辭 , https://udn.com/news/story/123307/7101591?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:49:28 , udn , 孫文學校總校長今天舉行「明天以後：治國理念政策說明會」，針對兩岸和平，張亞中表示，他當選總統後，要將台灣定位成「非戰和平... , https://udn.com/news/story/123307/7101591?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:49:48 , udn , 反制交通違規檢舉 網路教這招被笑死 , https://udn.com/news/story/7320/7101587?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:49:59 , udn , 立法院本月14日三讀通過道路交通管理處罰條例修正案，增加13項民眾可檢舉的違規項目，預期檢舉案件將激增。網路教導民眾，稱... , https://udn.com/news/story/7320/7101587?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:50:19 , udn , 拚初選連掃5市場巧遇費鴻泰 徐巧芯：對選情有信心 , https://udn.com/news/story/123307/7101586?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:50:30 , udn , 國民黨北市立委初選「費芯大戰」今起3天電話民調，徐巧芯一早「馬拉松」連掃5個市場，期間也遇到對手費鴻泰，她表示與費輕鬆握... , https://udn.com/news/story/123307/7101586?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:52:22 , udn , 山火第5天！救火各方疲於奔命 林務局：滅火難度高 , https://udn.com/news/story/123473/7101557?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:52:33 , udn , 高雄內門山林大火延燒至今已第5天，起火點位田單營區後方竹林營區較深山處，軍方通報高市消防局協同中央林... , https://udn.com/news/story/123473/7101557?from=udn-ch1_breaknews-1-0-news
2023-04-16 15:53:49 , udn , 軍校生偷帶手機被退學 贏了行政訴訟再提40萬國賠…遭法官打臉 , https://udn.com/news/story/7321/7101585?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:00:16 , udn , 香港男投顧猛烈追求慫恿買幣 女沒見到人就被騙走270萬 , https://udn.com/news/story/7320/7101606?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:00:26 , udn , 假投資、假交友詐騙猖獗，詐騙集團上網交友，噓寒問暖製造戀愛錯覺再慫恿投資，常以虛擬貨幣當標的，指示買幣轉至詐團的電子錢包... , https://udn.com/news/story/7320/7101606?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:00:47 , udn , 少棒／福林奪國小硬式棒球聯賽首冠 教頭章子健感動落淚 , https://udn.com/news/story/7001/7101601?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:00:57 , udn , 國小硬式棒球聯賽北市福林雖然首戰就吞敗，但一路打進冠軍戰，今天冠軍戰靠著隊長楊閎宇好投壓制，以6比4擊敗桃園市龜山國小、... , https://udn.com/news/story/7001/7101601?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:01:18 , udn , 愛美種睫毛導致乾眼、蟎蟲寄生 眼科醫傳授清潔技巧 , https://udn.com/news/story/7266/7101600?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:01:28 , udn , 「種睫毛」讓許多愛美女性擁有明眸大眼、省下許多化妝的時間，卻也讓不少人年紀輕輕就患上乾眼症，甚至滋生蟎蟲，白天因乾眼而畏... , https://udn.com/news/story/7266/7101600?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:03:20 , udn , 反制交通違規「檢舉達人」 網路教這招遭交通隊打臉 , https://udn.com/news/story/7320/7101587?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:06:14 , udn , 美密件曝陸批准向俄提供致命武器 傳該情報來自俄羅斯 , https://udn.com/news/story/122663/7101596?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:06:24 , udn , 美國政府此前指控中國正考慮向俄羅斯提供致命性武器，中國否認。紐約時報報導，美方的情報來自俄羅斯對外情報局，並指中共中央軍... , https://udn.com/news/story/122663/7101596?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:06:45 , udn , NBA／「兄弟籃球」合砍70分 蒙克：要和福克斯改變球隊文化 , https://udn.com/news/story/7002/7101389?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:08:17 , udn , 愛美「種睫毛」導致乾眼、蟎蟲寄生 眼科醫傳授清潔技巧 , https://udn.com/news/story/7266/7101600?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:09:16 , udn , 部立苗栗醫院機房起火半小時撲滅 無人員傷亡 , https://udn.com/news/story/7320/7101617?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:09:26 , udn , 衛生福利部苗栗醫院門診大樓一樓牙科旁的機房管道，今天下午2點半左右起火，消防人員趕到，疏散部分工作人員，半個小時內滅火，... , https://udn.com/news/story/7320/7101617?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:10:18 , udn , 疫後翻轉爭取支持 林琦翔重新啟動籌備台大華南校友會 , https://udn.com/news/story/7331/7101609?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:10:28 , udn , 三年疫情，改變了很多人的生活與命運。像許多台商一樣，疫情結束後，深圳育山協會秘書長林琦翔重返在大陸起步發展的地方，也看到... , https://udn.com/news/story/7331/7101609?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:15:14 , udn , 不只可以選擇延後付款…學生畢業後若年薪未達154萬、一毛錢學費都甭付 , https://udn.com/news/story/121591/7100972?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:15:24 , udn , 先買後付的浪潮不僅用來購買商品，也涵蓋各種高額費用的支付。比方說有一間專門培養數據科學家和軟體工程師的線上教學機構，關於學費的支付方面，除了預付學費外，還提供「收入潤協議」(Income Share Agreement，ISA) 這項延後付款的選項。 , https://udn.com/news/story/121591/7100972?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:15:45 , udn , 影／太想當警察 男子繼輔大指揮交通又到樹人家商校前徘徊被捕 , https://udn.com/news/story/7320/7101620?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:15:55 , udn , 新北市1名23歲洪姓男子老愛扮警察又演得不像，1月在新莊區輔仁大學門前指揮交通被逮捕，事隔3個多月，前天再度穿著警察制服... , https://udn.com/news/story/7320/7101620?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:16:16 , udn , 房市寒流來襲！顏炳立：小建商恐掀倒閉潮 今年1個字「等」 , https://udn.com/news/story/7241/7101618?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:16:26 , udn , 今年首季房市量縮逾2成，民眾最關心的就是「房價要跌了嗎？」。戴德梁行總經理顏炳立發表最新市場觀點表示，今年房地產市場是「... , https://udn.com/news/story/7241/7101618?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:18:15 , udn , 缺水中...新北潑水節「不潑水」 自備水桶玩水槍大戰 , https://udn.com/news/story/7323/7101625?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:18:25 , udn , 新北市中和每年必辦的潑水節，因疫情停辦3年，但今年因中南部缺水，為避免水資源浪費，改辦「緬甸新年浴佛活動」，以紫檀花樹葉... , https://udn.com/news/story/7323/7101625?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:18:46 , udn , 「暫時先欠著，等飛黃騰達再付錢」…學生畢業後年薪未達154萬、學費全免 , https://udn.com/news/story/121591/7100972?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:22:15 , udn , 影／又扮假警察！繼1月指揮交通 男又在高職校前「巡視徘徊」遭正牌警逮 , https://udn.com/news/story/7320/7101620?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:24:15 , udn , 國一北向95.8公里小貨車自撞 車流回堵約2公里 , https://udn.com/news/story/7320/7101635?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:24:25 , udn , 國道一號北向95.8公里今天下午2點35分發生一起小貨車自撞事故，經查，一輛小貨車行駛外側車道欲變換車道至中線車道時，突... , https://udn.com/news/story/7320/7101635?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:24:46 , udn , 排球／企業聯賽頒獎典禮 雙外援抱走大獎 , https://udn.com/news/story/7002/7101634?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:24:56 , udn , 111年企業18年男女排球聯賽上月27日圓滿落幕，今天舉行頒獎典禮，年度最佳陣容和年度得分王都出爐，極速超跑巴西女將桑托... , https://udn.com/news/story/7002/7101634?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:26:18 , udn , 影／又扮假警察！繼1月指揮交通 男又在職校前「巡視徘徊」遭正牌警逮 , https://udn.com/news/story/7320/7101620?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:30:14 , udn , 台中足球園區動工好采頭  惠文高中男女足包辦聯賽雙冠軍 , https://udn.com/news/story/7325/7101645?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:30:24 , udn , 台中市惠文高中男女足15日拿下雙冠軍，創下11人制足球聯賽開賽以來，第一所雙冠王，且男足創下高男兩年聯賽26連勝不敗紀錄... , https://udn.com/news/story/7325/7101645?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:30:45 , udn , 羅友志指侯友宜曾搓湯圓 江怡臻賭議員職務為侯作保澄清 , https://udn.com/news/story/123307/7101637?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:30:55 , udn , 名嘴羅友志聲稱2014年新北市長侯友宜曾開出500萬元價碼，要他禮讓換選區。但市議員江怡臻今賭上議員生涯為侯作保，她指出... , https://udn.com/news/story/123307/7101637?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:31:16 , udn , 縱橫澎湖政壇超過30年！前立委許素葉告別人生 享耆壽90歲 , https://udn.com/news/story/7314/7101632?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:31:26 , udn , 縱橫澎湖政壇超過30年的前立委許素葉，14日告別人生，享耆壽90歲。家屬遵循其生前遺願，一切從簡，不設靈堂與公祭 , https://udn.com/news/story/7314/7101632?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:31:47 , udn , 趙建民：美國已從兩岸平衡者變成「危機促成者」 , https://udn.com/news/story/7331/7101638?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:31:57 , udn , 文化大學國家發展與中國大陸研究所所長趙建民16日表示，近兩年多來發生過三次「台海危機」，美國已從兩岸平衡者，變成了「危機... , https://udn.com/news/story/7331/7101638?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:32:18 , udn , 芒果煉乳、花生金萱雪糕！桂冠「5款新冰」沁涼開賣 , https://udn.com/news/story/7270/7101636?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:32:28 , udn , 隨著天氣漸熱，也迎來吃冰的季節。「桂冠」今年推出3款全新雪糕系列新品，包括有「芝蔴鐵觀音雪糕」、「花生金萱雪糕」、「芒果... , https://udn.com/news/story/7270/7101636?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:32:49 , udn , 日職／吳念庭敲關鍵安、選2保送 守備時遭撞傷退 , https://udn.com/news/story/7001/7101621?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:32:59 , udn , 日職西武獅隊好手吳念庭今天先發出賽，在第3局敲出帶有1分打點的關鍵安打，還選到2次保送，終場西武以6比2擊敗日本火腿隊，... , https://udn.com/news/story/7001/7101621?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:35:16 , udn , 芒果煉乳、花生金萱雪糕 桂冠「5款新冰」沁涼開賣 , https://udn.com/news/story/7270/7101636?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:36:15 , udn , 日相岸田遇襲後演說維安升級 警方檢查民眾行李 , https://udn.com/news/story/123470/7101611?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:36:25 , udn , 日本首相岸田文雄4月15日遇襲幸運躲過一劫，今天依原訂行程前往大分縣別府市站上街頭演說輔選，但整體維安明顯升級，到場民眾... , https://udn.com/news/story/123470/7101611?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:36:46 , udn , 日職／吳念庭被滑壘撞上天…台日球迷都擔心 , https://udn.com/news/story/7001/7101649?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:36:57 , udn , 日本職棒西武隊台灣好手吳念庭今天敲出本季第一分打點，全場4打席3度上壘，西武隊也以6：2擊敗火腿隊，然而8局下守備時卻被... , https://udn.com/news/story/7001/7101649?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:38:49 , udn , 美中台關係何解？學者：美國已從兩岸平衡者變成「危機促成者」 , https://udn.com/news/story/7331/7101638?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:45:13 , udn , 中職／林哲瑄揣摩賈吉打擊預備動作 稱讚年輕球員更成熟 , https://udn.com/news/story/7001/7101648?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:45:24 , udn , 中職富邦悍將隊野手林哲瑄打擊近況不錯，他和高國輝一同揣摩美職強打賈吉的打擊預備動作感覺不錯，林哲瑄也稱讚陣中年輕球員更成... , https://udn.com/news/story/7001/7101648?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:45:44 , udn , 日相岸田遇襲 專家分析：維安反應佳 但落點近成課題 , https://udn.com/news/story/123470/7101597?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:45:55 , udn , 日本首相岸田文雄4月15日下鄉輔選遇襲幸運躲過一劫，專家雖然認為維安人員反應迅速，展現出訓練成果，但犯嫌丟擲的爆裂物落點... , https://udn.com/news/story/123470/7101597?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:46:15 , udn , 他驚昔第一志願「超夯社團」學弟們不瘋了 網點關鍵：教育悲哀 , https://udn.com/news/story/6898/7101583?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:46:26 , udn , 過去成功高中紅極一時的「手語社」，社員坦承隨著108課綱上路，導致學生選擇社團漸漸變得以目的導向，過去娛樂、表演性質的社團逐漸沒落。一名網友也在PTT分享個人經歷... , https://udn.com/news/story/6898/7101583?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:46:46 , udn , 堅偉之戰首同框！王世堅何志偉「握手1分鐘」還加Line 仍飄濃濃煙硝味 , https://udn.com/news/story/123307/7101651?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:46:57 , udn , 民進黨立委初選「堅偉之戰」打得火熱，今天上午何志偉、王世堅還因民調、指控對手抹黑等議題隔空開砲，今天下午，兩人首度初選以... , https://udn.com/news/story/123307/7101651?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:47:17 , udn , NBA／前騎士球員守柯瑞差點死掉 福克斯：這是真的 , https://udn.com/news/story/7002/7101652?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:48:13 , udn , 認養三代相見歡 16年「助扶」情傳承社會溫暖 , https://udn.com/news/story/7324/7101665?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:48:23 , udn , 29歲胡名峰曾接受認養扶助11年，他出社會後，轉換成認養人3年多，今天苗栗家扶中心辦理相見歡活動，胡名峰先前的認養人曾朝... , https://udn.com/news/story/7324/7101665?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:48:44 , udn , 南市柳營太康綠隧芒果節將登場 部分封路免費採 , https://udn.com/news/story/7326/7101661?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:48:54 , udn , 台南市柳營區公所本月22日將在太康有機農業專區辦理太康綠隧芒果節以及模範母親表揚活動，由於正是土芒果逐漸成熟期，當天太康... , https://udn.com/news/story/7326/7101661?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:49:15 , udn , 因母親深愛孤挺花 他斜槓打造出雲林最大孤挺花園 , https://udn.com/news/story/7326/7101662?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:49:25 , udn , 因母親深愛孤挺花的堅韌生命力，成就了雲林縣四湖鄉民吳俊育斜槓，創造雲林最大的孤挺花觀光花園，正值4月花季吸引大批遊客賞花... , https://udn.com/news/story/7326/7101662?from=udn-ch1_breaknews-1-0-news
2023-04-16 16:56:53 , udn , 兩岸官方僵 民眾通過兩岸文化活動釋放交流動力 , https://udn.com/news/story/7332/7101627?from=udn-ch1_breaknews-1-0-news
