2023-02-12 00:03:20 , udn , 殺破狼周運勢／獅子職場脫離豬隊友 單身魔羯有意外驚喜  , https://udn.com/news/story/7268/6958539?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:48:21 , udn , 新竹市昨舉辦新竹公園櫻花季主題活動，邀請民眾來賞櫻野餐，首日就爆4萬多人湧入，不僅擠爆公園各角落、攤販賺得盆滿缽滿，更有... , https://udn.com/news/story/7324/6966531?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 車輛入金樽沙灘看陸連島貓洞 地方憂破壞生態 , https://udn.com/news/story/7328/6966539?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 台東金樽海灘「金樽陸連島」，退潮網美拍照景點「貓洞」，不僅有遊客駕車入沙灘，日前還發現沙灘車業者載客營業，地方憂心頻繁進... , https://udn.com/news/story/7328/6966539?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 20多歲男長期抽菸 頭痛昏迷確診 送醫隔天不治 , https://udn.com/news/story/7314/6966537?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 新冠肺炎今天新增186例中重症、死亡個案57例。其中一例20多歲男性，曾接種兩劑疫苗，長期抽菸，出現頭痛症狀後昏迷，送醫... , https://udn.com/news/story/7314/6966537?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 情人節送花選擇多 永生花、香皂花、有錢花各有愛好者 , https://udn.com/news/story/7325/6966535?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 情人節送花選擇多，除了鮮花，還有永生花、香皂花、甚至「有錢花」，彰化縣田尾鄉尤加利花屋負責人胡淑惠說，近年很流行的永生花... , https://udn.com/news/story/7325/6966535?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 影／南投九族文化村櫻花絕美盛放 賞櫻爆人潮 , https://udn.com/news/story/7325/6966538?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 今天是寒假最後一天，不少家長把握假期帶孩子旅遊，南投魚池九族文化村櫻花盛開，連續2天湧現賞櫻人潮，每天擠進上萬人次，人氣... , https://udn.com/news/story/7325/6966538?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 南警協尋狂奔大搶救 鬼門關前救回輕生女子 , https://udn.com/news/story/7320/6966540?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 高雄市王姓女子疑因感情因素，離開高雄住家到台南散心，友人接獲電話簡訊獲知她有輕生念頭，王母焦急向高雄警方報案。台南市警二... , https://udn.com/news/story/7320/6966540?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 金門馬拉松賽事地形大考驗 北市長跑甜心奪半馬組之冠 , https://udn.com/news/story/7879/6966534?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:20 , udn , 繼去年11月出征千葉東京灣跨海大橋馬拉松後，台北市再度組代表隊參加最長跨海大橋首次通車後的2023金門馬拉松賽事，選手們... , https://udn.com/news/story/7879/6966534?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:21 , udn , 讚星雲宗教界標竿 張善政：為政者釋善意 從宗教推和平 , https://udn.com/news/story/6656/6966536?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:51:21 , udn , 桃園縣長張善政今天到佛光山弔唁星雲大師，讚大師已是國際宗教界的標竿人物。對於國台辦悼念星雲遭拒，張善政說，希望兩岸為政者... , https://udn.com/news/story/6656/6966536?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:54:21 , udn , 葉小文人權紀錄差 律師團：應先向受迫害者謝罪 , https://udn.com/news/story/7331/6966499?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:54:21 , udn , 星雲法師圓寂，讓欲來台弔唁但遭陸委會否決的大陸官員葉小文再成新聞人物。葉小文曾任中國國家宗教事務局長長達14年，對佛教、... , https://udn.com/news/story/7331/6966499?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:57:20 , udn , 缺藥問題嚴重 黃金舜提1解方 , https://udn.com/news/story/7266/6966546?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:57:20 , udn , 本報日前獨家報導，第一線抗生素「安蒙西林（Amoxicillin）」、制酸劑「氧化鎂」、退燒藥「乙醯氨酚」等藥品出現缺貨... , https://udn.com/news/story/7266/6966546?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:57:20 , udn , 高雄2轎車行車糾紛急煞砸車 警意外抄獲367包毒品 , https://udn.com/news/story/7315/6966545?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:57:20 , udn , 高雄李姓男子昨深夜駕車行經九如路，因變換車道和林姓男子轎車發生行車糾紛，李不滿被超車，急煞車被林追撞，持棍下車砸破林的車... , https://udn.com/news/story/7315/6966545?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:57:20 , udn , 弔唁星雲大師遭拒…葉小文人權紀錄差 律師團：應先向受迫害者謝罪 , https://udn.com/news/story/7331/6966499?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:57:21 , udn , 南警協尋狂奔大搶救 鬼門關前拉回輕生女子 , https://udn.com/news/story/7320/6966540?from=udn-ch1_breaknews-1-0-news
2023-02-12 14:57:22 , udn , 炒期貨變賣蘋果…陸投資大戶實物交割1500噸 現已賣出300噸 , https://udn.com/news/story/7333/6966517?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:00:20 , udn , 陸弔唁星雲遭拒 張亞中：蔡英文又錯失改善兩岸的機會 , https://udn.com/news/story/6656/6966547?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:00:20 , udn , 佛光山明天將舉辦「星雲大師圓寂讚頌典禮」，中國大陸國台辦今天指出，38人的官方弔唁團欲來台弔唁星雲大師，但遭台灣當局阻攔... , https://udn.com/news/story/6656/6966547?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:03:20 , udn , 缺藥問題嚴重 藥師公會理事長提解方 , https://udn.com/news/story/7266/6966546?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:03:21 , udn , 20多歲男長期抽菸…頭痛昏迷確診 送醫隔天不治 , https://udn.com/news/story/120940/6966537?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:03:21 , udn , 讚星雲大師宗教界標竿 張善政：為政者釋善意 從宗教推和平 , https://udn.com/news/story/123303/6966536?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 北市學童疫苗接種率低 衛生局3月初辦疫苗接種站 , https://udn.com/news/story/7323/6966561?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 寒假今最後一天，小學與國高中明天開學，北市衛生局表示，最新統計5至11歲學童COVID-19疫苗接種率不高，與副作用、家... , https://udn.com/news/story/7323/6966561?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 俄烏戰爭期間求穩定 傳北約秘書長任期再延長 , https://udn.com/news/story/6809/6966550?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 德國「週日世界報」（Welt am Sonntag）引述不具名外交消息人士報導，烏克蘭戰爭期間北大西洋公約組織（NATO... , https://udn.com/news/story/6809/6966550?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 鄰居樹種太高侵害2樓土地所有權 法官判砍除 但有種情況例外 , https://udn.com/news/story/7321/6966563?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 日前藝人隋棠因為噪音遭樓下鄰居提告引發關注，隋棠還自爆應鄰居要求自砍老樹，其實如果樹木植栽生長擾鄰的話，是可透過訴訟砍除的，北市游姓女子的二樓住處，因為一樓在庭院中種植的樹木已經長到四樓高，開枝散葉的結果就是樹葉、樹果掉落她家陽台滿地，還孳生蟲蟻、蝸牛也爬來爬去，而且採光、視野都受影響，她向樓下鄰居反映無效，還被奚落是自己疏於打掃，游女提告後法官也認為一樓說詞根本倒果為因，根據民法植物越界條款判決一樓得把樹砍到只剩一樓高。 , https://udn.com/news/story/7321/6966563?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 五股開臺尊王過爐循古禮 張麗善到崙背永安宮接駕 , https://udn.com/news/story/7326/6966559?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 五股開臺尊王今天過爐，在大埤鄉聯美村保延宮點起馬炮，過爐至崙背鄉大有村永安宮駐駕，縣長張麗善在崙背永安宮為國姓宮聖駕接駕... , https://udn.com/news/story/7326/6966559?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , DIY限定永續情人節禮盒 社企手作和菓子傳情受歡迎 , https://udn.com/news/story/7324/6966560?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 桃園市社會企業中心輔導的瑜璟讀創故事整合公司在西洋情人節（2月14日）前舉辦和菓子傳情DIY體驗，民眾親子、情侶利用當地... , https://udn.com/news/story/7324/6966560?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 明天就要開學 花蓮家扶助學紅包仍有近5成缺口 , https://udn.com/news/story/7328/6966558?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:20 , udn , 明天國中小與高中就要開學，花蓮卻有許多貧困家庭的孩子學費沒有著落，花蓮家扶中心透過「助學紅包」募集善款幫助孩子，但受到物... , https://udn.com/news/story/7328/6966558?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:21 , udn , 踏查十三佃百年古道護樹 台江社群籲營造刺桐詩路綠廊 , https://udn.com/news/story/7326/6966556?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:21 , udn , 台南市安南區十三佃古道本原街167巷種有60多棵刺桐樹，最近區公所以部分枯死為由欲砍除，環保志工調查，僅有7棵枯死，其他... , https://udn.com/news/story/7326/6966556?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:21 , udn , NBA／洛斯買斷合約將轉戰太陽 曾單場狂轟51分 , https://udn.com/news/story/7002/6966549?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:06:21 , udn , 才剛完成杜蘭特（Kevin Durant）驚天交易案的太陽隊，補強動作不停歇。根據《ESPN》知名記者沃納羅斯基（Adrian Wojnarowski）的報導，剛和奧蘭多魔術隊達成買斷協議的洛斯（Te , https://udn.com/news/story/7002/6966549?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:12:20 , udn , 陸外交部證實 伊朗總統萊希2月14日至16日應邀訪華 , https://udn.com/news/story/7331/6966567?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:12:20 , udn , 據新華社，大陸外交部發言人華春瑩12日宣布，應大陸國家主席習近平邀請，伊朗總統莱希（Seyed Ebrahim Rais... , https://udn.com/news/story/7331/6966567?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:15:23 , udn , 新冠病例如預期下降 莊人祥：近期不排除跌破萬例 , https://udn.com/news/story/6656/6966573?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:15:23 , udn , 新冠肺炎疫情，如預期在開工後一周下降；上周共新增13萬8344例，較前一周18萬3785例大降24.7％。這周將面臨高中... , https://udn.com/news/story/6656/6966573?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:15:23 , udn , 陸外交部證實 伊朗總統萊希2月14日應邀訪華 , https://udn.com/news/story/7331/6966567?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:21:20 , udn , 張亞中反對國民黨總統初選用全民調 主張加入黨員民調 , https://udn.com/news/story/6656/6966575?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:21:20 , udn , 針對國民黨2024要如何推出人選，孫文學校總校長張亞中今天在凱道前舉辦的反布雷活動受訪表明不同意全民調初選，「台灣比較畸... , https://udn.com/news/story/6656/6966575?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:21:20 , udn , 義大利禁聊天機器人Replika 歐盟料祭更嚴AI規範 , https://udn.com/news/story/6811/6966570?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:21:20 , udn , 舊金山企業Luka於2017年推出運用人工智慧的一款聊天機器人Replika，能對客戶談話及傾聽說話，但義大利近日禁止R... , https://udn.com/news/story/6811/6966570?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:24:20 , udn , 美企勝出後…中企退出亞歐海底電纜投資 , https://udn.com/news/story/7333/6966436?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:24:20 , udn , 金融時報報導，一家美國公司日前戰勝中國最大行業供應商亨通海運（Hengtong Marine），被選中成為第六條東南亞—... , https://udn.com/news/story/7333/6966436?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:27:21 , udn , 平價彩虹圈表款另類選擇？BAPE跟上浪潮秀出這一手！ , https://udn.com/news/story/7270/6966587?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:27:21 , udn , 只要google「彩虹圈」這三個字，率先出現的結果中，一定就有勞力士（Rolex）等知名鐘表品牌的手表，可見有多受市場歡迎。然而，總是緊跟流行趨勢的潮牌A Bathing Ape（簡稱BAPE）也順應風潮，在旗下的TYPE 1 BAPEX®腕表，也呈現了相應設計，成為消費者的平價款選擇！ , https://udn.com/news/story/7270/6966587?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:27:21 , udn , 影／反對台灣布雷 張亞中率民間團體上凱道表達訴求 , https://udn.com/news/story/10930/6966585?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:27:21 , udn , 2022年12月28日，美國國防部安合局（DSCA）宣布，國務院已批准一筆出售M136「火山」（Volcano）布雷系統... , https://udn.com/news/story/10930/6966585?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:27:21 , udn , 汐止火車站再傳落軌！普悠瑪過站不停...1人遭撞身亡、血肉模糊 , https://udn.com/news/story/7320/6966584?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:27:21 , udn , 台鐵219車次普悠瑪號往樹林方向，今天下午2點多發生落軌死亡意外，據了解，有人在列車行駛至汐止火車站時，不明原因從汐止火... , https://udn.com/news/story/7320/6966584?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:30:22 , udn , 高雄餐廳「下載抖音禁入內」網刷負評 老闆PO出回應文 , https://udn.com/news/story/7266/6966586?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:30:22 , udn , 一名日本高中生在日本迴轉壽司名店「壽司郎」舔醬油罐，並拍攝成短影音上傳網路，造成「壽司郎」商譽受損；位於高雄市前金區的海... , https://udn.com/news/story/7266/6966586?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:33:22 , udn , 北市市民高架轎車、小黃對撞 防撞桶減緩傷害 , https://udn.com/news/story/7320/6966597?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:33:22 , udn , 汪姓男子今晨開車要下台北市市民大道高架道路，擦撞防撞桶後迎面衝撞對向林姓男子駕駛計程車，計程車兩名乘客輕傷被送醫，警方初... , https://udn.com/news/story/7320/6966597?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:33:22 , udn , 張亞中：國民黨應和北京進行政治對話 而不是到對岸聽別人訓話 , https://udn.com/news/story/6656/6966592?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:33:22 , udn , 對於國民黨副主席夏立言訪陸遭民進黨抹紅，孫文學校總校長張亞中今天表示，兩岸有互動是好的，但國民黨應該和北京進行政治對話，... , https://udn.com/news/story/6656/6966592?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:33:22 , udn , NBA／傑克森買斷後計劃加盟金塊 板凳深度再升級 , https://udn.com/news/story/7002/6966583?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:33:22 , udn , 快艇隊在季中交易截止日前為了補強禁區長人，遂和黃蜂隊達成交易協議，將後衛傑克森（Reggie Jackson）送走，換來苦力中鋒普拉里（Mason Plumlee）。

不過根據《The Athl , https://udn.com/news/story/7002/6966583?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:33:22 , udn , 知名餐廳「下載抖音禁入內」遭網刷1星負評 老闆怒轟將提告 , https://udn.com/news/story/7266/6966586?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:36:19 , udn , 土國強震逾千棟房屋倒塌 新北已補強、重建85%公有建物 , https://udn.com/news/story/7323/6966601?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:36:19 , udn , 土耳其強震災情慘重，逾5500棟建物倒塌，也引發公有建築物安全性的關注度。新北民政局指出，自2018年起配合內政部，檢視... , https://udn.com/news/story/7323/6966601?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:19 , udn , 稱要持續「清理門戶」 澤倫斯基再革職烏克蘭高階官員 , https://udn.com/news/story/6809/6966595?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:19 , udn , 烏克蘭總統澤倫斯基今天頒布一項命令，將一名高階安全官員革職。他還另外表示，清理門戶行動將持續 , https://udn.com/news/story/6809/6966595?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 台灣燈會人氣燈揭密：「台北兔給樂」靈感來自疫情外送？專訪設計師劉耕名 , https://udn.com/news/story/7266/6966608?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 3層樓巨型紙箱響起倒數聲，台灣燈會人潮，停下腳步舉起手機，錄下螢幕上的兔子快遞員，穿越台灣高山、海洋，最終大兔子從箱內冒出，現場響起如雷掌聲。金馬影展主視覺導演劉耕名獨家揭密，究竟他和五月天御用演唱會團隊「必要創造」，如何透過燈會副燈營造的「開箱」驚喜感，透過好口碑，吸引親子群眾一看再看？他想創造的「共感」，竟與新冠疫情息息相關？ , https://udn.com/news/story/7266/6966608?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 疫後重啟教育旅行 日本教育旅行團考察井仔腳鹽田 , https://udn.com/news/story/7326/6966603?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 疫後拚觀光，日本教育旅行人員日組考察團來台灣踩線，雲嘉南濱海國家風景區管理處把握機會，帶領參訪台南北門井仔腳瓦盤鹽田、故... , https://udn.com/news/story/7326/6966603?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 家族企業小開外遇拍性愛片 擁5000萬財產二審加碼判賠 , https://udn.com/news/story/7321/6966604?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 台中市郭姓男子在知名家族食品公司任職、已婚，但他與公司內越南籍范姓女子有婚外情，還在汽車旅館內拍攝性愛影片，郭妻發現後，... , https://udn.com/news/story/7321/6966604?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 簽書會曝下一步做「對國家有益的事」 黃珊珊被問是否選總統笑了 , https://udn.com/news/story/6656/6966602?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:39:20 , udn , 台北市前副市長黃珊珊今舉辦簽書會，自爆下一步動態要做「對國家、社會有益的事」，今受訪時黃被問「選總統」是不是也是選項，她... , https://udn.com/news/story/6656/6966602?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:42:20 , udn , 蛋價調漲2元 每台斤批發價52元重回歷史新高 , https://udn.com/news/story/7266/6966611?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:42:20 , udn , 台灣缺蛋情況嚴重，蛋雞產業團體先前欲將蛋價調漲3元、產地價每台斤43.5元，但在農委會與業界討論後，決定「暫時凍漲」，並... , https://udn.com/news/story/7266/6966611?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:42:21 , udn , 家族企業小開外遇拍性愛片 因擁5000萬財產二審加碼判賠 , https://udn.com/news/story/7317/6966604?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:42:21 , udn , 高雄餐廳「下載抖音禁入內」網刷負評  老闆PO文：與律師商討中  截圖提告 , https://udn.com/news/story/7266/6966586?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:45:21 , udn , NBA／太陽杜蘭特買貴了？ 美媒：亞利桑那州運動史上最差交易 , https://udn.com/news/story/7002/6966566?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:45:21 , udn , 太陽隊用未來4個無保護首輪選秀權，向籃網隊換得杜蘭特（Kevin Durant），一展力拼總冠軍氣勢，然而當地媒體《亞利桑那州公眾報》卻相當不看好，認為太陽「買貴了」，直呼這是「亞利桑那州運動史上最差 , https://udn.com/news/story/7002/6966566?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:45:21 , udn , 學佛、蓋廟名聲響！他不解大老闆雙面惡行 網嘆：為捐款抵稅  , https://udn.com/news/story/120911/6966525?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:45:21 , udn , 知人知面不知心，近期有網友對「表裡不一」的老闆相當有感觸，表示這種類型的人享盡榮華富貴，時常捐錢行善還蓋廟，對外名聲響亮，實際上卻態度傲慢，對員工苛刻或故意賺取價差等，令他相當不解，不過許多網友認為是為了要「消業障」或捐款抵稅。 , https://udn.com/news/story/120911/6966525?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:45:22 , udn , 台積電員工應徵文具店 面試慘輸超商妹「我到底輸在哪？」 , https://udn.com/news/story/7269/6966529?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:45:22 , udn , 每個職業需要具備的技能都不同，因此業者會根據自己的經驗和規劃，從應徵者當中選出最合適的。一名網友在網路上發文，提到自己在台積電當技術員六年，結果應徵文具店工作時，居然輸給一名在超商工作的妹妹，因此傻眼直呼「我到底輸在哪裡？」 , https://udn.com/news/story/7269/6966529?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:45:22 , udn , 拍板！蛋價調漲2元 每台斤批發價52元「重回歷史新高」 , https://udn.com/news/story/7266/6966611?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:48:20 , udn , 2023金門馬拉松破18國跑者參與 肯亞包下全馬男女冠軍 , https://udn.com/news/story/7266/6966615?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:48:20 , udn , 2023金門馬拉松於本周末登場，昨日休閒組與今日競賽組共吸引了破2萬人、18個國家的跑者共襄盛舉，本屆賽事全程組男女冠軍... , https://udn.com/news/story/7266/6966615?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:48:20 , udn , 羅世雄接高雄黨部主委 朱立倫讚他：你很有勇氣 , https://udn.com/news/story/6656/6966614?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:48:20 , udn , 國民黨主席朱立倫今到高雄市參加團拜，懸缺2個多月的市黨部主委終於定案，前立委羅世雄確定接下重擔。朱立倫說，2022縣市長... , https://udn.com/news/story/6656/6966614?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:48:20 , udn , PLG／登台處女秀 林書豪半場就快「雙10」 , https://udn.com/news/story/7003/6966612?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:48:20 , udn , 「哈佛小子」林書豪加盟PLG高雄17直播鋼鐵人隊處女秀今天登場，鋼鐵人主場鳳山體育館5300席門票首度完售，林書豪在滿場... , https://udn.com/news/story/7003/6966612?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:51:21 , udn , PLG／登台處女秀 林書豪半場就快「雙十」11分9助鋼鐵人領先 , https://udn.com/news/story/7003/6966612?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:54:21 , udn , 中職／邦猿交易「同捆包」投打俱佳 楊彬心裡有覺悟 , https://udn.com/news/story/7001/6966620?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:54:21 , udn , 去年在交易中赴樂天桃猿隊的楊彬、楊晉豪，這次在石垣島交流戰中都有不俗表現，楊晉豪連續兩場都有安打、打點，楊彬負責第2戰先... , https://udn.com/news/story/7001/6966620?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:54:21 , udn , 慕赫首度攜手米其林一星「T+T」 推出春季限定菜色 , https://udn.com/news/story/7270/6966619?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:54:21 , udn , 連續兩年獲選為《米其林指南》官方合作威士忌夥伴的慕赫（Mortlach），首度攜手蟬聯兩屆米其林一星餐廳「T+T」，自即... , https://udn.com/news/story/7270/6966619?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:54:21 , udn , 別想偷用AI寫論文！中國大學期刊：隱瞞使用ChatGPT可退稿 , https://udn.com/news/story/7332/6966578?from=udn-ch1_breaknews-1-0-news
2023-02-12 15:54:21 , udn , 人工智慧（AI）聊天機器人ChatGPT答題與寫作能力引發許多討論，中國陸續有大學期刊跟進國際學術期刊作出規範，指在論文... , https://udn.com/news/story/7332/6966578?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:00:20 , udn , 影／百年少見雙媽會 白沙屯媽祖在掌聲歡呼下衝進大甲鎮瀾宮 , https://udn.com/news/story/7325/6966629?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:00:20 , udn , 「白沙屯媽進哦」，白沙屯媽祖鑾轎今天下午在信徒歡呼鼓掌下，衝進大甲鎮瀾宮門口停駕休息，信徒興奮不已，許多人說這是難得的雙... , https://udn.com/news/story/7325/6966629?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:00:20 , udn , 「沒有地方比得上自己的家」出走美國月餘 波索納洛想回巴西了 , https://udn.com/news/story/6812/6966594?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:00:20 , udn , 巴西前總統波索納洛（Jair Bolsonaro）今天表示，在美國待了一個多月後，他打算「在未來幾週內」返回巴西 , https://udn.com/news/story/6812/6966594?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:03:20 , udn , 去年消防緊急救護出勤130萬次 主因協助確診者送醫 , https://udn.com/news/story/120940/6966626?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:03:20 , udn , 內政部統計指出，民國111年消防緊急救護服務出勤130.8萬次，平均每日出勤3582次、每24.12秒出勤1次，較110... , https://udn.com/news/story/120940/6966626?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , 缺藥問題恐雪上加霜 黃金舜籲政府正視「兩大問題」 , https://udn.com/news/story/7266/6966640?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , 缺藥問題遲遲未獲得解決，衛福部昨緊急舉行缺藥研討會議，衛福部可能成立「缺藥中心」加強藥商即時通報等機制。全國藥師公會全聯... , https://udn.com/news/story/7266/6966640?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , 白沙屯「粉紅超跑」今起駕 林佳龍：一起向媽祖祈願保佑台灣 , https://udn.com/news/story/7324/6966638?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , 白沙屯拱天宮媽祖婆12日展開9天8夜進香之旅，總統府秘書長林佳龍今天表示，白沙屯媽祖徒步進香今天起駕，今年報名隨行創下了... , https://udn.com/news/story/7324/6966638?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , 中職／桃猿的18號「透抽」 投進經典賽日本投教視線 , https://udn.com/news/story/7001/6966639?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , 樂天桃猿隊今天再以2：7輸給羅德隊，但不是沒有收穫，身穿18號球衣的「透抽」劉家翔，投進羅德監督、日本隊投手教練吉井理人... , https://udn.com/news/story/7001/6966639?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , HBL籃球聯賽開打！Nike限定應援活動邀你找回熱情自我 , https://udn.com/news/story/7270/6966636?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:06:20 , udn , HBL高中籃球聯賽自今天起進行八強賽，NIKE再次延續「一生只有一次HBL」品牌宣言，不僅推出期間限定應援活動與系列產品... , https://udn.com/news/story/7270/6966636?from=udn-ch1_breaknews-1-0-news
2023-02-12 16:09:20 , udn , 陸身家百億企業家鄭永剛去世 曾打造中國服裝第一股 , https://udn.com/news/story/7333/6966642?from=udn-ch1_breaknews-1-0-news
